LFQ.intensity.1.LiCl_Fresh,LFQ.intensity.2.LiC_Fresh,LFQ.intensity.3.LiCl_Fresh,LFQ.intensity.4.LiCl_Paper,LFQ.intensity.5.LiCl_Paper,LFQ.intensity.6.LiCl_Paper,LFQ.intensity.7.LiCl_Frozen,LFQ.intensity.8.Li_Frozen,LFQ.intensity.9.Li_Frozen,LFQ.intensity.10.PBS_paper,LFQ.intensity.11.PBS_paper,LFQ.intensity.12.PBS_paper
24.841,24.840,24.371,24.145,23.637,22.636,24.004,24.650,24.213,20.925,22.383,22.237
24.249,24.410,24.167,21.239,21.460,21.707,24.131,24.656,24.459,20.513,22.481,22.256
28.817,28.802,28.539,28.339,28.246,28.273,28.523,28.923,28.546,27.130,27.372,27.008
25.925,26.713,26.938,26.749,26.013,26.607,26.455,25.433,26.940,26.092,26.199,25.904
22.059,22.245,22.438,23.770,23.488,23.347,22.082,22.583,21.849,21.193,22.243,24.098
28.661,28.723,28.024,27.755,27.584,27.532,27.883,28.703,28.123,27.166,27.160,26.787
27.310,27.274,27.184,26.298,26.287,26.797,26.592,27.608,26.964,25.779,25.951,25.633
25.098,25.526,21.592,19.829,22.200,23.887,22.721,24.659,21.392,24.261,24.793,23.856
29.670,29.754,30.795,30.797,30.746,30.748,30.519,29.503,30.939,29.960,30.048,29.825
23.849,23.892,23.714,23.501,23.554,23.294,23.489,24.189,23.787,22.208,19.924,22.147
30.013,29.937,29.416,29.254,29.066,29.155,29.115,30.018,29.493,28.286,28.556,28.180
24.676,25.234,24.753,24.725,24.918,25.050,24.704,24.962,24.617,21.665,22.319,23.678
26.501,26.664,26.758,26.869,26.730,26.814,26.679,25.838,26.869,26.965,27.274,26.593
23.240,21.924,23.391,21.596,21.945,22.614,23.303,21.786,21.983,22.484,21.814,21.528
24.849,24.756,25.260,24.726,24.866,24.809,25.009,24.602,25.104,24.441,24.408,24.377
23.154,21.999,21.174,21.248,22.677,23.286,20.896,23.289,23.056,22.185,23.809,22.200
25.906,26.181,25.854,25.953,25.841,25.948,25.678,25.938,25.739,25.460,25.469,25.096
29.008,29.139,29.126,29.326,29.307,29.057,28.997,28.273,29.253,27.085,27.259,27.111
24.289,24.066,22.148,21.875,21.976,21.811,23.987,20.578,24.055,20.367,23.417,22.295
26.260,25.525,24.457,24.744,24.490,24.710,21.512,24.667,24.535,24.138,24.408,22.460
25.280,25.219,25.140,23.533,22.596,24.786,24.335,25.615,24.827,24.012,23.842,23.663
28.009,28.135,29.039,29.654,29.524,29.551,28.780,27.734,29.001,28.926,29.124,28.927
25.636,25.879,26.054,25.606,25.404,25.766,25.317,25.875,25.725,24.871,24.815,24.986
26.791,27.406,25.200,27.036,26.932,26.711,22.826,27.453,26.412,26.332,22.001,23.005
26.073,26.017,25.739,25.752,25.615,25.594,25.424,25.664,26.010,24.217,24.475,24.851
21.827,24.340,24.171,22.386,23.979,22.638,22.119,21.426,22.598,21.950,22.401,20.959
22.360,22.130,23.017,22.638,20.639,21.842,22.114,22.012,22.809,21.903,22.532,21.826
22.514,22.346,23.888,21.268,23.698,22.241,23.640,23.256,23.965,22.598,20.868,23.062
22.381,21.601,21.413,24.533,24.529,24.492,23.969,23.607,23.862,22.898,24.267,23.670
22.586,22.692,24.962,22.564,22.712,22.549,22.893,22.867,22.745,22.165,23.073,22.553
20.361,25.393,25.246,25.936,26.101,26.009,25.235,24.923,25.758,25.756,25.628,25.425
26.460,27.681,26.837,21.257,21.794,21.590,21.880,27.122,27.846,20.643,21.090,21.920
25.496,25.632,25.061,25.024,24.984,24.858,24.937,25.412,25.471,23.013,21.049,23.463
22.044,22.186,21.039,23.331,23.508,23.865,23.280,22.882,22.853,23.620,24.063,22.495
25.336,25.181,21.695,22.159,21.274,24.610,24.852,25.323,25.078,20.753,22.696,21.943
26.438,26.373,26.244,26.007,25.767,25.776,25.977,26.241,26.289,24.710,24.839,24.969
26.757,27.081,26.944,26.382,26.394,26.498,26.611,27.315,26.602,25.844,26.210,22.407
22.625,22.408,23.410,23.779,24.443,24.294,20.843,22.879,23.563,23.190,23.118,23.082
26.893,26.884,27.253,27.276,27.434,27.371,27.334,26.972,27.246,25.915,26.422,25.834
29.795,29.404,24.260,21.919,23.575,23.045,21.135,28.895,25.295,24.275,22.131,22.682
24.356,21.078,21.974,23.914,23.983,20.321,24.076,24.473,23.052,23.255,21.913,22.936
29.160,29.193,29.957,29.746,29.656,29.644,29.683,29.033,30.002,28.651,28.689,28.514
23.129,23.123,20.448,20.819,21.103,23.241,21.985,21.613,21.744,22.789,22.417,23.360
21.837,25.963,20.917,22.416,21.357,23.654,25.921,22.789,25.660,23.002,23.438,21.750
24.423,24.661,24.119,22.835,22.716,21.470,22.744,20.950,24.517,21.776,23.939,21.051
26.649,26.670,27.323,27.360,27.230,27.275,26.757,26.231,27.147,26.773,26.996,26.703
24.687,24.828,24.796,24.438,24.405,24.243,24.303,24.541,24.938,22.692,21.520,21.914
25.059,25.019,24.763,25.538,25.465,25.442,24.157,24.463,24.871,24.651,25.088,24.878
26.801,27.011,26.058,26.703,26.813,26.625,26.107,26.166,26.219,25.466,25.832,25.676
24.933,24.910,24.719,25.088,24.959,25.001,24.424,24.827,22.730,21.616,24.923,24.117
23.193,23.464,23.963,24.404,21.826,24.406,22.812,23.556,23.784,21.063,23.413,22.034
25.413,25.436,25.239,24.852,25.018,25.047,25.132,25.805,25.407,23.232,23.437,23.360
26.843,26.890,27.124,26.582,26.553,26.555,26.862,26.894,26.742,24.701,25.201,23.293
21.951,21.751,21.101,25.892,21.554,26.036,22.052,21.624,23.708,22.503,22.921,22.850
26.163,26.138,26.445,26.337,26.229,26.296,25.536,25.867,25.969,25.320,24.649,24.518
25.543,25.303,25.345,24.343,20.877,22.056,22.848,22.853,21.262,21.024,23.370,23.065
26.730,26.691,27.244,27.277,27.062,27.039,26.913,26.152,27.259,26.356,26.345,26.158
21.589,27.114,21.065,27.823,27.490,27.844,28.279,21.900,26.811,21.090,26.915,25.947
26.266,26.079,26.965,26.839,26.680,26.677,26.896,26.238,27.279,26.158,26.247,26.078
22.709,21.725,24.829,25.007,25.174,24.870,25.062,21.334,25.089,22.179,21.829,23.380
28.122,28.251,27.849,27.718,27.416,27.518,27.603,22.724,27.992,21.842,27.242,22.776
28.288,28.394,28.084,27.859,28.117,28.070,27.997,28.433,28.174,27.364,27.633,27.217
21.541,24.705,22.280,24.925,24.902,24.840,24.075,20.156,24.429,22.468,25.037,24.240
23.728,23.744,24.497,23.888,24.105,23.742,23.828,23.812,23.812,21.391,21.186,22.613
25.237,25.386,21.757,24.704,24.827,24.752,23.038,25.225,25.041,23.069,23.938,22.156
25.269,25.463,25.096,24.627,24.599,24.760,24.990,25.671,25.131,23.778,23.599,23.810
23.876,23.966,24.071,23.792,23.941,23.817,23.548,23.563,23.836,22.031,22.242,22.837
29.997,30.021,30.532,30.260,30.238,30.265,30.331,29.610,30.596,29.503,29.625,29.310
23.378,23.651,23.530,23.864,21.912,23.560,23.026,22.309,23.789,22.247,21.325,23.070
29.000,28.984,28.183,28.304,28.356,28.115,27.671,28.645,28.710,26.785,26.789,26.685
30.257,30.154,30.866,30.685,30.685,30.526,30.669,30.045,30.978,29.672,29.761,29.654
26.843,26.665,27.554,27.551,27.655,27.383,27.114,26.433,27.617,26.722,26.560,26.344
21.752,25.011,25.596,25.350,25.084,25.193,24.377,24.685,25.220,22.278,22.484,20.925
27.825,27.074,28.697,28.510,28.569,28.426,27.899,26.965,28.648,27.210,27.572,27.105
28.853,28.840,29.343,29.587,29.606,29.644,29.099,28.565,29.540,28.835,28.943,28.663
25.273,25.102,24.844,24.652,24.624,24.789,24.493,25.341,25.092,22.864,24.302,23.258
25.418,25.389,25.415,25.449,25.093,24.992,24.721,25.890,25.458,24.951,25.131,24.749
30.382,29.878,30.174,30.075,30.117,30.349,29.207,29.591,30.165,29.340,28.905,29.145
27.007,27.022,27.044,26.615,26.826,26.710,26.996,27.396,27.024,25.841,26.089,25.907
26.876,26.796,27.083,28.234,27.905,27.799,26.572,25.974,27.432,27.178,27.149,26.751
26.150,26.135,26.501,26.041,26.320,26.325,26.295,25.417,26.508,25.100,25.536,25.258
23.925,20.804,23.711,22.167,21.701,21.551,22.423,23.042,23.883,21.153,23.516,23.045
22.834,22.495,22.411,23.337,23.595,23.589,21.975,20.858,22.014,21.423,22.672,22.400
27.561,27.462,28.027,27.981,27.767,27.727,27.405,27.195,27.828,26.521,26.776,26.561
27.913,27.839,27.627,27.138,27.000,26.936,27.301,27.971,27.736,25.942,26.233,26.260
24.628,21.742,24.962,24.486,25.388,25.298,25.020,24.868,20.842,22.602,25.054,21.095
23.845,22.497,24.161,23.570,23.604,23.773,20.600,22.857,24.050,23.654,21.962,22.819
23.931,24.053,21.876,22.885,23.310,23.414,23.571,24.324,23.785,22.745,21.621,22.603
27.205,27.587,27.588,28.546,27.624,27.907,27.230,27.660,27.413,23.228,26.833,26.148
24.225,24.379,23.587,23.437,20.918,23.149,23.590,24.663,23.977,22.315,23.321,21.800
26.696,26.619,24.803,24.999,24.783,24.926,23.952,27.069,25.279,22.283,22.326,22.934
27.355,27.563,27.079,27.037,27.024,27.101,27.209,27.569,27.577,25.788,25.823,25.402
25.773,25.974,25.412,24.612,21.566,24.770,26.413,26.084,25.619,25.973,25.804,26.099
28.792,28.249,28.101,27.574,27.907,28.275,27.858,28.127,28.525,22.935,25.628,26.744
23.647,23.451,20.725,21.958,22.175,21.687,23.448,22.992,20.897,22.946,21.641,22.851
24.602,24.143,24.758,24.174,24.747,24.365,24.410,23.364,25.014,24.646,24.969,24.736
25.967,26.022,25.027,25.135,24.823,24.857,25.076,26.128,25.611,23.906,24.655,22.398
25.206,25.610,25.406,25.143,24.751,24.949,25.080,25.229,25.249,24.155,24.425,23.827
23.688,24.487,23.436,23.557,23.387,20.925,21.883,24.397,24.104,21.861,21.619,22.119
24.178,24.101,24.895,23.169,24.218,22.976,23.983,24.486,24.307,22.282,20.637,21.589
23.664,23.619,23.217,23.791,23.819,23.358,23.494,23.263,23.764,22.302,21.554,20.609
23.286,23.752,21.093,22.746,22.355,21.245,23.422,24.208,21.673,22.371,21.735,22.904
25.673,26.010,26.054,26.116,25.899,25.961,25.459,25.744,25.975,24.600,24.790,24.561
24.494,20.987,24.517,24.428,24.394,24.533,24.322,24.634,21.814,24.061,24.069,23.723
21.104,23.263,23.212,22.386,23.042,21.250,23.232,21.899,21.940,22.786,22.207,21.351
31.555,31.391,30.450,30.514,30.421,30.403,30.349,30.851,30.509,29.511,29.722,29.483
32.208,32.246,33.108,32.902,32.901,32.764,32.756,31.911,33.113,31.989,32.045,31.852
25.210,25.887,25.855,25.082,22.155,25.484,25.403,25.055,26.160,22.327,21.729,20.963
26.628,26.867,27.106,26.625,26.151,26.342,26.585,26.931,26.756,24.719,21.263,21.738
24.232,24.044,23.594,21.068,22.065,22.966,22.050,24.253,24.091,21.869,21.650,23.099
25.310,25.585,25.627,26.333,26.029,26.147,25.708,25.109,25.923,25.073,25.674,25.097
21.618,21.990,21.510,20.504,23.245,21.060,22.271,23.311,21.351,21.996,20.904,20.897
22.505,24.329,20.270,23.656,21.971,23.322,21.399,24.403,24.022,23.381,20.849,20.228
27.389,27.371,27.211,27.016,26.993,26.889,27.099,27.670,27.270,26.211,26.085,25.879
23.858,21.932,22.789,23.526,21.737,23.430,21.144,22.943,21.554,23.095,21.562,22.304
28.794,28.931,29.827,30.211,30.037,30.080,29.524,28.557,29.922,29.076,29.116,28.888
23.162,23.387,23.058,22.221,22.694,21.574,21.775,23.157,23.365,21.053,22.901,22.759
24.083,23.973,23.807,24.171,24.057,24.183,24.103,24.775,23.996,21.844,21.178,21.127
24.450,25.047,27.224,26.446,25.855,26.254,25.874,24.093,26.211,24.505,23.894,25.051
27.998,28.032,27.509,27.124,27.144,27.344,27.259,28.201,27.580,26.427,26.430,26.443
22.377,22.712,22.434,21.812,21.899,22.463,22.628,22.618,22.597,23.508,20.453,23.096
22.943,21.832,25.589,25.560,25.669,25.721,25.175,21.654,25.506,24.996,25.058,24.547
24.782,25.197,24.639,23.977,23.750,23.979,24.399,25.172,24.716,23.252,23.246,22.901
24.036,23.678,24.293,24.198,23.664,24.132,24.052,24.583,24.498,22.227,23.408,21.453
27.011,26.872,26.745,26.004,26.309,26.300,26.239,27.233,26.729,25.642,25.559,25.909
23.978,23.930,20.351,23.431,23.359,23.449,22.665,24.181,23.954,22.941,21.151,20.374
25.302,25.431,24.706,21.472,24.641,22.572,23.468,24.841,21.902,24.819,20.220,23.877
26.652,26.686,26.624,26.585,26.563,26.678,21.943,26.897,20.016,21.386,22.223,26.050
21.351,23.988,24.044,23.774,23.637,23.426,23.240,23.817,21.712,22.025,22.894,22.804
22.777,23.644,21.680,22.099,23.235,20.917,23.050,23.017,23.243,21.952,21.598,22.669
24.164,23.911,21.516,23.474,23.220,21.745,22.106,21.531,22.890,22.803,21.745,23.754
25.442,25.443,24.628,24.720,25.093,25.141,25.246,25.619,25.042,24.152,24.235,24.324
21.126,24.671,24.549,24.511,24.329,24.303,22.342,24.214,24.636,20.574,22.995,22.850
23.112,20.598,23.807,24.228,24.496,24.050,21.515,22.249,24.439,21.622,21.155,22.376
24.590,24.391,23.780,22.276,23.296,23.510,24.006,24.771,23.924,21.787,22.140,21.397
23.729,21.977,22.834,24.609,24.846,24.501,21.820,24.545,24.984,22.122,21.338,22.788
29.826,29.992,30.341,30.374,30.374,30.352,30.275,29.625,30.515,29.172,29.278,29.005
22.244,21.608,22.965,21.872,22.516,21.054,21.621,21.815,21.039,21.537,21.643,22.464
25.017,25.143,24.695,24.919,24.929,25.001,24.213,24.706,24.738,24.035,21.893,23.816
28.583,28.325,28.583,28.500,28.519,28.483,28.536,28.065,28.737,27.503,27.728,27.278
22.355,23.741,23.876,24.453,24.348,22.904,24.056,23.164,21.427,23.113,24.205,23.776
23.225,23.810,23.823,22.015,23.702,23.901,22.035,24.130,23.338,22.155,22.473,21.276
23.165,23.095,23.252,22.611,22.297,22.470,21.880,23.461,22.778,22.474,22.254,21.661
28.536,28.734,28.445,28.087,28.173,28.160,28.442,29.019,28.479,27.225,27.092,27.231
23.518,23.183,23.805,22.648,20.923,22.786,23.476,23.542,21.803,22.441,22.495,21.609
27.246,26.919,27.101,27.401,27.467,27.409,26.634,26.768,27.090,27.052,27.087,26.943
25.674,27.776,23.570,24.130,24.615,21.947,21.554,26.616,23.265,23.719,20.345,22.653
24.711,24.841,23.489,23.061,22.810,22.578,22.052,25.897,23.632,24.206,24.619,23.629
25.786,25.978,25.584,24.984,24.430,24.949,25.218,26.224,26.093,21.916,22.540,20.000
25.646,26.091,26.750,26.382,26.425,26.455,26.658,25.709,26.709,25.828,25.457,25.223
24.841,24.826,24.393,24.808,24.257,24.191,23.995,24.419,24.442,20.871,24.176,22.427
24.528,24.766,25.537,25.135,25.413,25.561,25.822,25.005,25.510,24.835,24.788,24.396
24.553,24.431,24.397,24.158,24.524,22.929,22.523,24.302,24.597,23.947,23.958,23.354
25.606,25.360,25.876,26.373,25.888,27.129,25.685,24.048,26.386,26.755,26.012,25.746
22.061,23.391,21.118,25.493,22.769,25.373,25.128,21.993,23.004,21.242,24.304,20.354
21.355,21.828,23.569,22.462,22.632,23.065,21.577,22.463,22.970,22.760,22.476,22.172
25.304,25.869,26.707,26.170,25.506,26.300,25.942,25.374,26.381,22.235,24.742,24.766
28.188,28.196,28.946,28.872,28.705,28.794,28.836,27.860,28.968,27.719,28.108,27.745
24.759,24.871,24.424,24.484,24.363,24.319,21.793,24.628,24.650,24.014,22.960,23.201
24.572,24.465,24.871,24.374,24.766,24.705,24.794,25.083,24.487,24.660,23.760,21.937
25.251,25.441,24.501,25.102,22.640,25.048,24.400,25.050,24.988,24.180,21.772,24.119
25.421,25.180,24.919,25.067,25.138,24.994,23.003,25.666,25.353,22.777,24.359,22.388
29.424,29.531,29.192,28.918,28.964,28.890,29.100,29.681,29.401,28.099,28.114,28.039
25.199,24.978,24.819,24.647,24.649,24.815,24.550,25.204,24.928,22.790,24.166,23.105
24.706,24.929,23.247,23.742,23.849,23.935,23.686,25.042,23.624,24.211,23.381,24.173
23.206,22.269,20.820,22.736,21.689,22.751,22.458,24.258,23.107,22.104,22.583,22.907
23.654,23.184,23.576,22.830,22.900,22.663,23.598,23.759,23.532,21.875,23.374,22.311
27.286,27.530,26.646,26.796,26.981,27.020,26.421,27.713,27.196,25.654,26.482,25.854
24.094,24.938,24.959,20.238,24.105,23.352,22.092,25.444,25.049,22.098,21.928,21.670
24.419,21.813,25.172,22.053,23.134,24.019,21.796,23.190,25.212,22.132,21.996,21.353
23.473,22.227,23.194,22.915,21.401,21.291,22.074,23.525,23.311,21.535,21.088,22.613
23.301,24.601,25.062,24.696,24.733,20.923,22.521,24.508,24.925,22.719,22.048,21.970
22.392,21.335,20.589,21.628,21.748,23.310,21.721,22.231,21.776,21.314,22.405,21.849
25.134,24.997,22.498,22.309,20.933,21.629,21.570,24.542,22.013,22.145,24.359,24.122
26.796,25.738,25.388,25.406,25.780,25.902,25.176,25.902,25.818,25.483,25.459,24.995
26.994,27.457,27.602,27.725,27.579,27.596,27.040,26.995,27.795,26.257,26.001,22.105
26.342,25.996,20.326,25.436,26.152,25.946,21.450,26.543,22.214,22.002,21.773,23.745
21.823,22.918,22.682,22.300,22.712,22.655,19.956,22.389,22.731,20.958,22.033,21.107
26.141,26.821,26.411,27.060,26.638,26.479,26.218,26.003,27.158,25.563,25.563,25.927
24.133,24.298,20.853,21.927,21.812,22.205,22.325,21.823,21.974,21.470,22.713,22.353
24.431,25.886,26.537,27.196,26.763,26.752,25.731,25.062,26.545,25.708,25.868,25.630
26.889,26.742,27.105,27.608,27.445,27.571,26.727,26.530,27.286,26.599,26.783,26.722
23.595,22.906,22.332,20.368,23.920,23.875,23.705,23.257,20.884,23.032,23.913,23.474
24.881,24.849,23.322,21.862,23.894,21.715,21.746,24.619,22.849,23.067,22.092,21.704
20.895,22.118,21.662,20.785,23.424,22.165,22.843,23.322,22.894,20.857,22.312,22.216
25.601,25.591,25.674,25.696,25.509,25.509,25.330,25.377,25.669,24.202,24.325,24.039
27.386,27.502,27.433,27.482,27.441,27.476,26.814,26.650,27.441,26.844,26.749,26.680
24.507,24.706,24.262,24.511,22.758,24.571,22.395,23.804,24.379,21.581,22.961,22.180
21.731,23.332,23.433,22.631,22.209,23.165,23.173,23.295,23.384,22.030,21.105,23.536
21.789,22.835,23.833,20.096,23.147,23.604,23.661,24.252,24.037,21.728,21.945,20.909
24.642,25.058,25.232,24.804,24.651,24.823,24.565,24.165,25.044,23.036,21.844,24.032
25.294,25.259,23.916,24.542,24.329,24.358,23.789,24.704,24.231,21.183,22.214,19.882
26.559,26.439,25.732,25.842,25.636,25.528,25.461,25.919,26.009,21.567,21.330,22.158
25.237,25.141,23.114,24.409,21.348,24.659,21.832,25.041,24.901,23.852,21.547,21.245
28.161,28.516,28.655,28.702,28.610,28.672,28.351,27.923,28.824,27.389,27.635,27.452
25.461,25.082,21.518,24.983,25.088,25.044,21.729,22.339,21.231,25.791,25.365,25.363
30.423,30.504,30.243,29.861,29.763,29.703,30.055,30.707,30.264,29.252,29.175,28.932
24.284,24.275,24.046,24.179,24.218,24.199,23.995,24.179,24.328,22.927,23.593,22.049
26.940,26.866,26.460,26.214,26.322,26.195,26.379,26.752,26.482,25.814,25.872,24.897
22.473,22.736,22.228,23.265,23.400,22.854,21.735,22.768,22.192,22.521,20.253,21.380
22.120,22.223,22.431,23.670,21.196,22.209,22.017,22.234,22.503,21.628,22.426,21.979
22.155,20.560,20.338,22.372,22.205,22.528,22.748,21.956,21.796,21.627,21.170,21.710
23.062,23.263,23.304,23.210,21.292,22.753,21.611,20.231,21.293,21.069,23.265,23.094
27.657,27.641,27.634,27.411,27.419,27.478,27.355,25.262,27.940,27.986,27.948,27.884
28.190,28.186,28.283,28.365,28.183,28.356,28.291,27.949,28.427,26.546,27.008,26.511
25.376,25.365,25.186,25.219,24.978,25.432,25.234,25.704,25.341,21.258,22.076,21.063
26.602,26.293,26.884,26.696,26.563,26.533,26.413,26.090,26.985,26.255,26.638,26.224
25.098,24.141,21.386,23.673,23.995,24.060,21.574,24.209,23.773,23.902,24.230,24.191
23.411,23.317,23.084,20.982,21.107,22.189,19.686,22.788,22.356,22.992,22.011,22.788
23.558,22.049,23.454,23.348,23.615,23.574,22.283,24.109,23.702,23.423,23.068,22.721
23.895,23.767,24.013,22.501,23.653,22.067,23.791,24.471,23.883,21.535,23.179,21.376
27.494,27.878,27.368,26.952,27.102,27.197,27.717,27.863,27.502,25.861,26.562,26.044
26.196,26.315,26.768,26.990,27.091,25.922,27.295,26.569,27.110,22.929,25.828,26.233
29.771,29.871,29.930,30.177,30.112,30.213,29.676,29.420,29.958,28.217,28.314,28.053
31.794,31.882,31.766,29.680,30.317,29.933,31.873,32.407,31.607,30.582,30.681,30.798
25.730,25.494,25.453,20.223,25.187,21.014,25.424,24.896,25.417,24.905,24.378,23.468
26.103,25.963,26.231,26.786,26.690,26.532,26.041,25.570,26.373,26.161,26.210,25.884
25.557,25.991,25.720,25.842,25.504,25.639,26.226,25.950,26.037,24.494,25.084,24.552
27.388,27.567,27.747,28.397,28.522,28.584,27.382,27.141,28.277,27.283,27.448,27.457
25.679,25.594,25.524,25.461,25.735,25.398,25.771,26.188,25.959,25.222,25.057,24.706
27.468,27.730,27.589,27.154,27.023,27.347,27.504,27.912,27.533,26.216,26.063,26.237
27.465,27.766,27.726,27.765,28.010,27.784,27.044,27.225,27.498,28.434,28.444,28.184
27.293,27.225,27.643,27.579,27.540,27.637,27.423,26.614,27.879,27.329,27.408,26.795
24.182,24.366,22.739,21.784,23.376,22.885,22.608,24.119,20.519,21.998,22.854,20.986
27.486,27.600,27.462,26.957,26.951,26.967,26.813,27.931,27.293,25.847,24.699,26.183
24.305,24.451,24.151,23.634,22.491,23.627,23.357,24.490,24.187,23.232,22.551,21.961
23.693,23.682,24.282,23.614,23.530,23.501,23.620,22.108,24.338,22.798,21.963,22.612
22.678,24.970,25.251,25.103,25.256,25.181,24.983,21.590,25.364,24.572,24.626,24.970
21.595,22.349,22.282,22.743,21.999,22.285,21.132,21.931,19.885,20.744,23.327,20.925
22.985,23.229,21.749,22.731,22.280,23.026,22.860,21.710,23.796,22.183,21.896,22.794
23.688,21.779,25.720,25.747,22.139,25.627,23.028,23.023,21.658,22.827,22.049,20.731
22.039,22.720,24.250,22.804,23.581,23.613,25.158,24.687,24.826,22.812,22.642,21.390
26.259,26.560,26.235,26.141,26.033,26.275,26.343,26.753,26.572,25.348,25.037,25.050
25.716,25.825,26.234,26.243,26.716,26.641,26.432,26.002,26.374,25.106,25.083,19.949
22.196,24.286,21.813,24.154,24.019,23.994,22.282,23.833,23.880,21.435,20.869,23.175
24.510,24.733,24.294,23.950,24.154,24.135,23.782,24.950,24.521,23.026,20.818,21.680
26.079,25.960,26.327,26.390,27.110,26.898,27.026,25.996,27.077,26.485,25.990,26.207
31.767,31.473,28.243,28.102,28.100,28.074,28.205,31.518,28.518,27.531,27.653,27.028
25.916,25.758,26.593,26.314,26.298,26.375,26.204,25.622,26.472,25.189,25.413,25.282
22.911,20.183,22.075,22.063,21.464,21.206,22.042,23.188,23.206,21.795,22.156,22.292
24.777,24.858,21.937,25.696,26.175,25.937,22.185,21.976,24.485,26.198,25.552,25.802
26.010,25.815,24.736,25.226,24.912,24.573,24.675,24.983,25.310,21.699,24.622,24.178
26.920,26.512,26.824,25.831,25.837,26.318,26.714,27.427,26.839,25.504,25.825,25.670
29.028,29.210,30.289,29.894,29.787,29.829,29.737,29.243,30.214,28.235,28.255,28.300
24.185,24.097,24.332,24.071,24.076,23.824,24.370,24.596,24.411,22.372,23.350,21.022
23.780,21.903,21.394,21.517,20.794,21.142,20.948,21.884,22.468,26.342,26.341,21.846
25.529,25.241,22.664,22.770,22.233,24.128,22.099,25.538,24.572,22.416,21.910,21.424
20.923,20.291,20.456,23.703,23.709,23.867,21.592,21.825,21.662,22.113,23.359,23.053
23.440,23.692,21.116,23.358,21.764,23.272,21.296,23.190,23.480,21.312,22.377,21.968
25.033,25.066,25.402,25.248,25.435,25.519,25.108,25.179,25.594,24.658,25.174,24.739
25.403,25.611,25.356,25.433,26.003,26.126,24.830,24.999,25.481,25.734,25.645,25.386
26.316,26.566,26.222,25.927,25.746,25.898,26.373,26.670,26.316,25.499,25.467,25.287
24.229,23.793,23.315,23.216,23.808,22.934,22.843,23.817,23.679,22.586,23.227,23.264
25.239,25.181,25.030,24.774,25.045,24.573,25.030,25.644,24.857,21.936,20.731,20.620
24.140,24.412,24.305,23.119,24.394,24.146,24.962,24.376,24.538,20.433,21.306,22.710
28.615,28.437,28.752,29.475,29.205,29.334,28.398,28.547,28.775,28.778,29.017,28.643
24.112,24.052,23.273,23.732,22.437,23.661,21.701,23.806,23.395,22.605,23.590,21.219
25.930,25.663,25.866,25.931,25.819,25.784,25.298,25.192,26.001,24.715,24.638,24.617
32.004,32.049,31.759,31.363,31.167,31.155,31.585,31.746,31.834,30.137,30.359,30.218
26.958,27.157,26.859,27.560,27.548,27.461,27.090,26.607,27.014,28.002,28.254,28.102
29.507,29.455,28.703,28.836,28.616,28.682,28.438,29.131,28.683,27.827,27.935,27.665
21.838,22.865,22.003,22.858,21.706,21.740,22.386,22.059,21.625,21.615,21.772,21.430
27.691,27.561,26.757,26.739,26.796,26.950,26.821,27.510,27.301,26.144,26.642,26.502
24.929,24.373,25.132,25.382,25.225,25.214,25.077,24.911,25.139,24.916,25.189,21.757
25.435,25.348,21.683,21.861,21.207,19.452,22.060,25.225,21.861,21.752,23.165,23.285
21.969,24.096,20.673,20.694,22.965,23.006,23.584,24.566,23.222,21.254,22.047,22.946
23.181,22.906,22.332,22.897,21.817,22.856,22.916,22.765,22.082,21.050,21.357,21.837
22.553,24.442,24.871,25.206,24.966,24.909,24.793,20.931,25.172,20.679,24.503,20.966
24.083,21.563,23.726,23.401,23.877,23.426,23.792,24.278,24.147,22.246,21.798,21.631
25.552,26.147,26.488,26.322,26.513,26.491,26.238,25.510,26.370,25.725,26.127,25.554
26.511,26.477,27.072,27.419,27.604,27.393,26.678,26.167,26.846,26.753,26.972,26.669
25.774,25.725,24.826,24.828,24.753,24.459,24.556,25.585,25.254,24.028,23.951,22.612
24.557,24.395,22.451,22.223,21.794,21.172,23.085,21.861,22.034,22.164,22.252,21.854
28.610,28.612,28.893,29.166,28.935,29.115,28.303,27.875,28.811,27.670,28.154,27.665
23.393,23.345,21.966,21.141,22.861,21.639,22.688,23.052,23.219,22.541,21.006,20.242
28.384,28.290,28.050,27.637,27.984,27.752,27.495,27.937,27.930,27.338,27.267,26.856
30.123,30.145,29.837,29.636,29.680,29.520,29.660,30.418,29.870,28.857,29.022,28.801
27.807,27.763,27.475,27.214,27.333,27.265,27.331,28.093,27.646,26.792,27.267,26.717
25.440,25.558,26.573,25.987,26.195,26.102,26.117,25.910,26.122,24.858,24.962,24.749
27.481,27.742,26.875,26.594,26.472,26.528,26.586,27.418,27.167,25.890,25.703,25.859
26.969,26.883,27.073,27.325,27.398,27.599,27.088,26.582,27.314,26.223,26.628,25.619
29.299,29.312,29.127,28.736,28.813,28.868,28.859,29.469,29.292,28.243,28.504,28.125
24.341,25.349,22.690,20.215,23.013,22.521,22.762,25.643,23.291,23.131,21.745,21.006
24.263,22.553,21.657,22.042,22.400,20.725,21.544,24.647,24.702,20.516,21.300,22.988
25.915,25.632,25.689,25.537,25.818,25.793,22.081,25.147,25.396,23.747,24.289,24.026
26.073,26.354,26.291,26.683,26.712,26.885,25.989,26.204,26.431,25.921,26.579,25.797
