Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3, 
0.1246,0.6966,-0.8622,ND,ND,ND,-0.1385,0.8462,-0.3683,ND,ND,ND,
0.2944,0.6299,0.1993,ND,ND,-0.1126,0.6718,0.8361,-0.8344,ND,ND,-0.2275,
0.4656,0.3714,-0.2977,0.4219,-0.1441,0.2274,0.8952,0.3994,-0.8935,0.1961,0.1237,0.4634,
ND,ND,ND,ND,0.1633,ND,ND,ND,ND,ND,0.2869,ND,
0.1377,0.1245,0.1360,0.2597,ND,-0.3828,0.1639,0.1645,0.2222,0.7688,ND,-0.1382,
0.1816,0.6215,0.1383,ND,ND,ND,0.1675,0.1114,0.1972,ND,ND,ND,
0.1252,0.9750,-0.9383,ND,ND,ND,0.2783,0.5824,0.1594,ND,ND,ND,
ND,ND,ND,ND,ND,0.1313,ND,ND,ND,ND,ND,-0.1358,
ND,ND,ND,0.6197,ND,ND,ND,ND,ND,-0.1337,ND,ND,
1.1198,-0.3965,ND,ND,ND,ND,0.5674,0.2817,ND,ND,ND,ND,
0.2318,1.1276,-0.4713,ND,ND,ND,-0.8676,0.6683,0.7462,ND,ND,ND,
ND,ND,ND,ND,0.1639,ND,ND,ND,ND,ND,0.2829,ND,
0.7342,-0.3999,0.2788,0.5786,0.2469,-0.1756,0.7332,-0.4472,0.3140,0.9516,-0.1147,-0.1245,
ND,ND,ND,-0.3295,0.1978,0.1153,ND,ND,ND,-0.8358,0.1459,0.8758,
ND,ND,ND,0.3247,-0.7822,ND,ND,ND,ND,0.7777,-0.3348,ND,
ND,0.6582,ND,ND,ND,ND,ND,0.5534,ND,ND,ND,ND,
ND,ND,ND,-0.2837,ND,ND,ND,ND,ND,-0.9393,ND,ND,
0.3327,-0.7219,0.3926,0.3537,-0.1459,0.4647,0.5800,-0.1249,0.6884,0.1456,0.5158,0.2569,
ND,ND,ND,ND,ND,-0.1648,ND,ND,ND,ND,ND,-0.1733,
ND,0.5490,-0.4719,ND,ND,ND,ND,0.5666,-0.1775,ND,ND,ND,
ND,ND,ND,ND,ND,-0.2293,ND,ND,ND,ND,ND,0.1363,
0.3585,ND,-0.2860,0.8831,-0.1274,ND,0.1732,ND,-0.1659,-0.4497,0.1497,ND,
ND,ND,ND,0.1116,0.6572,-0.2247,ND,ND,ND,0.2238,-0.3794,0.7376,
0.2430,0.4766,-0.4659,0.7368,-0.5276,0.8789,-0.1588,0.4415,-0.2988,0.3133,0.1943,-0.1687,
ND,ND,ND,ND,-0.3128,ND,ND,ND,ND,ND,0.3368,ND,
0.1699,0.6655,-0.2318,ND,ND,ND,-0.2327,0.6687,0.5663,ND,ND,ND,
ND,ND,ND,0.2291,ND,0.3765,ND,ND,ND,0.1222,ND,-0.1288,
0.1783,ND,ND,0.1114,0.8169,-0.1243,0.3783,ND,ND,0.1821,0.9225,-0.1892,
ND,ND,ND,ND,-0.6896,ND,ND,ND,ND,ND,-0.6517,ND,
0.2942,0.1422,0.2700,ND,ND,ND,0.2742,0.6695,-0.2699,ND,ND,ND,
0.3616,0.1238,ND,ND,ND,ND,-0.2752,0.7247,ND,ND,ND,ND,
-0.1995,0.8546,0.1388,ND,ND,ND,-0.4387,1.2141,-0.8173,ND,ND,ND,
ND,0.1383,0.2341,ND,ND,ND,ND,-0.7558,0.1136,ND,ND,ND,
ND,ND,0.9371,ND,ND,ND,ND,ND,1.3169,ND,ND,ND,
0.1140,ND,0.3257,ND,ND,ND,0.2450,ND,1.1584,ND,ND,ND,
ND,ND,ND,-0.1796,ND,-0.1978,ND,ND,ND,0.1716,ND,0.1425,
ND,ND,-0.9772,ND,ND,ND,ND,ND,0.1122,-0.8636,0.2674,ND,
ND,ND,ND,0.1865,-0.5240,0.4328,ND,ND,ND,-0.5587,0.1846,0.1997,
ND,ND,ND,0.2482,0.3974,-0.1699,ND,ND,ND,0.1413,0.5494,0.5933,
ND,ND,ND,0.4383,0.2982,ND,ND,ND,ND,1.3772,0.3455,ND,
ND,ND,-0.1440,0.1129,0.3723,0.2698,ND,ND,1.8196,0.2818,-0.5132,0.1640,
ND,ND,ND,ND,0.8115,ND,ND,ND,ND,ND,0.2139,ND,
0.1132,0.6460,-0.9246,ND,ND,ND,-0.8339,0.7468,-0.6122,ND,ND,ND,
ND,1.1116,ND,ND,ND,ND,ND,0.9754,ND,ND,ND,ND,
0.3958,1.1835,-0.5223,ND,ND,ND,-0.6145,1.7499,-0.4634,ND,ND,ND,
-0.2945,-0.4734,1.1853,-0.6821,-0.5483,1.5134,0.3868,-0.4731,0.5778,-0.9265,-0.1544,1.5928,
0.1698,ND,0.2619,0.1657,-0.6879,0.2625,0.2596,ND,0.2449,0.2155,-0.1148,0.2113,
ND,ND,ND,ND,ND,0.2697,ND,ND,ND,ND,ND,0.7834,
ND,ND,ND,0.2687,ND,0.8664,ND,ND,ND,0.2324,ND,0.7667,
ND,ND,ND,ND,ND,-0.1148,ND,ND,ND,ND,ND,0.1264,
ND,ND,ND,ND,ND,0.8544,ND,ND,ND,ND,ND,0.2166,
ND,ND,ND,ND,ND,-0.7271,ND,ND,ND,ND,ND,-0.2657,
0.2374,ND,ND,ND,ND,ND,0.1335,ND,ND,ND,ND,ND,
0.6193,ND,0.1919,ND,ND,ND,0.5768,ND,-0.3375,ND,ND,ND,
0.4445,0.2243,0.1284,ND,-0.7755,ND,0.9455,0.3514,-0.1720,ND,0.2147,ND,
0.9826,0.2837,0.8414,ND,ND,ND,0.1435,0.4444,-0.7763,ND,ND,ND,
0.2279,0.7469,-0.5165,ND,ND,ND,0.1854,0.9782,-0.9153,ND,ND,ND,
-0.2697,0.4691,0.3920,ND,ND,ND,-0.3340,0.7127,-0.9618,ND,ND,ND,
0.2626,0.3856,-0.1469,ND,ND,ND,-0.1156,0.1961,0.2656,ND,ND,ND,
ND,0.3215,ND,ND,ND,ND,ND,0.4262,ND,ND,ND,ND,
0.2716,0.9980,0.1544,ND,ND,ND,0.2646,0.2344,0.4118,ND,ND,ND,
0.1482,ND,ND,ND,ND,ND,0.3868,ND,ND,ND,ND,ND,
0.1382,ND,-0.7137,ND,ND,ND,0.2672,ND,-0.3522,ND,ND,ND,
ND,ND,ND,ND,ND,0.2824,ND,ND,ND,ND,ND,0.9470,
-0.1522,ND,0.5369,ND,ND,ND,0.1776,ND,1.2341,ND,ND,ND,
ND,ND,0.4347,ND,ND,ND,ND,ND,1.1259,ND,ND,ND,
-0.8296,0.4759,0.5779,ND,ND,ND,0.1564,-0.3669,0.1669,ND,ND,ND,
ND,ND,1.6369,ND,ND,ND,ND,ND,1.4348,ND,ND,ND,
-0.2955,0.1223,ND,ND,ND,ND,0.2367,0.9446,ND,ND,ND,ND,
-0.2618,ND,ND,ND,0.4751,0.2725,-0.4493,ND,ND,ND,0.1275,0.4696,
-0.4434,2.3832,0.5851,ND,ND,ND,-1.2945,1.1429,1.8395,ND,ND,ND,
0.3719,ND,-0.2996,0.4187,ND,ND,0.2419,ND,0.1985,0.2142,ND,ND,
0.4467,-0.1818,0.8567,0.2670,ND,0.3535,0.3933,-0.5975,0.1111,0.2349,ND,0.3366,
-0.7289,ND,ND,ND,ND,ND,0.3788,ND,ND,ND,ND,ND,
0.2593,0.5456,0.1586,ND,ND,ND,0.5658,0.4794,0.1372,ND,ND,ND,
ND,0.5447,0.2120,ND,ND,ND,ND,0.7292,-0.3333,ND,ND,ND,
-0.2223,0.6239,0.1858,ND,ND,ND,0.1451,0.4324,0.2587,ND,ND,ND,
0.2220,0.5234,ND,ND,0.1795,ND,0.1156,0.5836,ND,ND,-0.9945,ND,
ND,-0.1199,0.3195,0.3447,-0.3173,0.9416,ND,-0.2485,-0.8529,0.4537,-0.1170,-0.1278,
ND,-0.8286,ND,ND,ND,ND,ND,1.1620,ND,ND,ND,ND,
0.6759,0.9954,-0.3844,0.3692,0.3143,-0.1819,0.3363,0.7669,0.3866,0.3814,-0.5457,0.3752,
ND,ND,ND,ND,ND,0.2994,ND,ND,ND,ND,ND,-0.5672,
ND,ND,ND,ND,0.4339,0.5925,ND,ND,ND,ND,-0.4557,0.1174,
-0.6942,ND,0.2917,-0.4162,ND,-0.4800,0.9669,ND,0.4541,-0.2457,ND,0.2476,
0.1123,-0.5296,ND,0.3138,0.3575,ND,0.9787,-0.5873,ND,-0.2865,0.2414,ND,
0.1534,-0.5296,0.9568,-0.5295,0.3344,ND,0.8751,-0.5939,0.3527,0.3671,0.2124,ND,
0.1767,0.1317,0.6958,ND,ND,ND,0.1399,0.5613,-0.2459,ND,ND,ND,
-0.5785,-0.3832,ND,ND,ND,ND,-0.3612,-0.7892,ND,ND,ND,ND,
0.2132,0.2959,ND,ND,ND,ND,-0.5978,0.6421,ND,ND,ND,ND,
ND,0.2115,0.6529,ND,ND,ND,ND,0.1666,0.1159,ND,ND,ND,
-0.3429,ND,ND,ND,ND,ND,-0.4365,ND,ND,ND,ND,ND,
-0.2155,-0.4394,0.3911,-0.3652,-0.2897,ND,0.1154,-0.1813,-0.1564,-0.2356,0.1779,ND,
ND,ND,ND,-0.1954,-0.1577,0.1836,ND,ND,ND,0.3232,0.8844,-0.1562,
ND,ND,ND,ND,0.1662,ND,ND,ND,ND,ND,0.1878,ND,
ND,ND,ND,0.2928,ND,0.1318,ND,ND,ND,-0.1185,ND,0.2245,
ND,ND,ND,ND,0.1774,ND,ND,ND,ND,ND,0.2286,ND,
ND,ND,ND,0.1695,0.5883,-0.1916,ND,ND,ND,-0.8569,0.3313,0.4938,
ND,ND,ND,ND,ND,-0.2129,ND,ND,ND,ND,ND,-0.4153,
ND,ND,0.1124,ND,ND,ND,ND,ND,0.3933,ND,ND,ND,
ND,0.5684,ND,ND,ND,ND,ND,0.1882,ND,ND,ND,ND,
ND,-0.8836,ND,ND,ND,ND,ND,-0.4361,ND,ND,ND,ND,
ND,ND,ND,-0.1495,ND,0.2698,ND,ND,ND,0.2938,ND,0.1296,
ND,ND,0.4995,ND,ND,ND,ND,ND,0.3847,ND,ND,ND,
-0.2773,1.2194,0.1144,ND,ND,ND,-0.1175,0.7452,-0.1164,ND,ND,ND,
ND,ND,ND,0.2679,0.1316,0.1846,ND,ND,ND,0.8347,0.1587,0.9941,
ND,ND,ND,ND,0.6997,-0.4412,ND,ND,ND,ND,0.9682,-0.2156,
0.9819,ND,-0.8985,ND,ND,ND,-0.9414,ND,-0.4674,-0.6215,0.4344,ND,
ND,ND,ND,0.1116,0.9217,0.7997,ND,ND,ND,0.1955,-0.8170,0.1527,
ND,ND,ND,ND,0.1627,0.2679,ND,ND,ND,ND,0.1347,0.7839,
0.8788,0.4779,0.6520,ND,ND,ND,0.8719,0.5266,0.3617,ND,ND,ND,
ND,0.4735,0.1724,ND,ND,ND,ND,0.4950,0.5717,ND,ND,ND,
ND,ND,ND,0.5670,ND,-0.6142,ND,ND,ND,0.2332,ND,0.7143,
ND,ND,ND,ND,-0.9580,0.1579,ND,ND,ND,ND,0.4253,-0.8454,
0.1297,ND,ND,ND,ND,ND,0.3977,ND,ND,ND,ND,ND,
ND,-1.6527,ND,ND,ND,ND,ND,-1.7484,ND,ND,ND,ND,
-1.1878,-1.2713,0.4648,0.5915,ND,0.1493,0.9720,-1.1731,0.9276,0.1676,ND,0.2386,
ND,ND,-0.3256,ND,ND,ND,ND,ND,0.9214,ND,ND,ND,
-0.5920,-0.1642,ND,ND,0.8435,ND,0.4743,-0.2484,ND,ND,0.1546,ND,
-1.8129,-0.7762,1.1672,ND,ND,ND,-0.2686,0.6336,0.8716,ND,ND,ND,
-1.6157,-0.8943,1.2245,ND,ND,ND,0.2966,-1.8723,1.2378,ND,ND,ND,
0.1787,ND,ND,ND,ND,ND,0.3398,ND,ND,ND,ND,ND,
-0.1390,-1.1133,1.3940,ND,ND,ND,-0.8895,-0.4962,1.4589,ND,ND,ND,
-1.2758,ND,0.7589,ND,ND,ND,0.3638,ND,1.2411,ND,ND,ND,
ND,ND,1.4783,ND,ND,ND,ND,ND,1.3692,ND,ND,ND,
ND,ND,0.1965,ND,ND,ND,ND,ND,0.6736,ND,ND,ND,
ND,ND,ND,ND,ND,0.1940,ND,ND,ND,ND,ND,0.8351,
-0.4753,-0.5138,1.4563,ND,ND,ND,0.1143,-0.6735,1.3916,ND,ND,ND,
-1.1323,-0.5769,1.1238,-0.1112,-0.1212,ND,0.2274,-1.1436,1.1287,0.2494,-0.1219,ND,
ND,ND,ND,ND,ND,0.1188,ND,ND,ND,ND,ND,0.3217,
-1.9285,ND,ND,ND,ND,ND,-0.3000,ND,ND,ND,ND,ND,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,ND,0.7988,ND,ND,ND,ND,ND,1.1196,ND,ND,ND,
-0.5436,-0.7455,1.1273,ND,ND,0.6479,0.9633,-1.4938,1.3384,ND,ND,0.1437,
ND,ND,ND,ND,0.1260,ND,ND,ND,ND,ND,0.1184,ND,
ND,ND,ND,ND,ND,-0.2465,ND,ND,ND,ND,ND,-0.5237,
-0.2419,-0.3469,0.5227,0.1813,0.1118,0.1919,0.4162,-0.4512,0.2140,0.1321,0.1816,0.1658,
ND,ND,ND,ND,ND,0.9632,ND,ND,ND,ND,ND,0.9396,
ND,ND,ND,ND,ND,0.7283,ND,ND,ND,ND,ND,0.8645,
ND,ND,1.2334,ND,0.8248,ND,ND,ND,0.8117,ND,-0.2759,ND,
ND,ND,1.6535,ND,ND,ND,ND,ND,0.7258,ND,ND,ND,
-0.8931,-0.2134,0.7773,ND,ND,ND,0.5877,-0.3442,0.5914,ND,ND,ND,
ND,ND,0.2186,ND,ND,ND,ND,ND,0.6185,ND,ND,ND,
ND,ND,1.8644,ND,ND,ND,ND,ND,1.3326,ND,ND,ND,
0.3496,ND,0.2124,ND,ND,ND,0.3677,ND,-0.1235,ND,ND,ND,
0.1673,ND,0.5289,ND,ND,ND,0.4629,ND,0.6366,ND,ND,ND,
-0.4619,ND,ND,0.2655,0.3426,0.7872,0.4295,ND,ND,0.1457,0.3227,0.1112,
-0.1960,-0.2461,0.5852,0.2567,0.6579,ND,0.2740,-0.1818,0.2574,0.1675,-0.3744,ND,
ND,ND,ND,ND,ND,-0.1799,ND,ND,ND,ND,ND,0.1999,
ND,ND,ND,ND,ND,0.2574,ND,ND,ND,ND,ND,-0.1299,
ND,0.9348,ND,ND,ND,ND,ND,0.7312,ND,ND,ND,ND,
ND,0.7623,ND,ND,ND,ND,ND,0.4965,ND,ND,ND,ND,
ND,ND,0.9472,ND,ND,ND,ND,ND,-0.1922,ND,ND,ND,
ND,0.8866,-0.3814,ND,ND,ND,ND,0.9156,0.3199,ND,ND,ND,
0.2215,-0.1695,0.1163,0.9971,0.1876,-0.4118,0.5723,-0.1582,-0.1385,0.5218,0.1223,0.3172,
0.1485,0.8765,-0.7516,-0.8297,-0.1724,0.9611,-0.7977,0.7522,0.1470,ND,ND,ND,
0.1689,0.4698,0.1414,ND,ND,ND,0.1589,0.4384,-0.4523,ND,ND,ND,
ND,ND,ND,ND,0.2638,ND,ND,ND,ND,ND,0.2756,ND,
ND,ND,ND,ND,ND,0.1279,ND,ND,ND,ND,ND,0.3737,
0.1418,0.1251,0.4323,0.2638,0.4734,0.7945,0.6286,-0.1152,0.3134,0.2337,-0.1579,0.2411,
ND,ND,ND,0.8732,-0.1440,ND,ND,ND,ND,0.4237,0.2228,ND,
ND,ND,ND,0.1742,0.5374,-0.2655,ND,ND,ND,-0.3159,0.7327,0.6573,
ND,ND,ND,0.3383,-0.4465,0.3969,ND,ND,ND,0.5760,-0.2676,-0.2731,
ND,ND,ND,0.9145,0.3264,0.1257,ND,ND,ND,0.5854,0.6555,-0.6386,
ND,ND,ND,ND,ND,0.1815,ND,ND,ND,ND,ND,0.1829,
ND,ND,ND,ND,0.7663,ND,ND,ND,ND,ND,0.7532,ND,
ND,ND,ND,0.2884,0.5352,-0.2816,ND,ND,ND,-0.8393,0.5454,0.8785,
ND,ND,ND,ND,-2.6424,1.2756,ND,ND,ND,ND,-1.8740,-1.4393,
ND,ND,-0.1527,-0.1454,ND,-0.1557,ND,ND,0.2498,-0.1273,ND,-0.3169,
ND,ND,ND,-0.3521,ND,ND,ND,ND,ND,-0.4278,ND,ND,
ND,ND,-0.1954,ND,ND,ND,ND,ND,-0.2655,ND,ND,ND,
0.1895,0.2532,0.3374,0.2456,0.1293,0.9488,0.3265,0.4114,0.5428,-0.3679,0.1973,-0.3860,
ND,ND,ND,ND,ND,-0.2528,ND,ND,ND,ND,ND,0.1778,
0.2858,0.2460,0.1898,0.5639,0.9564,-0.4229,0.2374,0.3939,-0.6423,-0.2644,0.2353,-0.1318,
ND,ND,ND,-0.4479,0.8157,0.4240,ND,ND,ND,-0.2494,0.2135,0.7635,
ND,ND,ND,-0.5190,0.3646,0.1828,ND,ND,ND,-0.1787,0.7457,-0.2164,
ND,ND,ND,-0.6715,-0.1371,0.1547,ND,ND,ND,0.1384,-0.9814,0.4826,
ND,ND,ND,ND,ND,0.1633,ND,ND,ND,ND,ND,0.9620,
ND,ND,ND,ND,ND,0.1813,ND,ND,ND,ND,ND,1.8722,
0.3370,-0.5380,-0.6761,0.2199,0.3194,-0.1455,0.5250,-0.2223,-0.2796,-0.1932,0.1519,0.2226,
0.2323,ND,ND,0.1435,0.2627,-0.3766,0.3363,ND,ND,0.4658,0.1246,0.2452,
ND,ND,ND,0.2632,ND,ND,ND,ND,ND,0.1655,ND,ND,
ND,ND,ND,0.3175,ND,ND,ND,ND,ND,0.2917,ND,ND,
0.5136,0.4966,-0.8982,ND,ND,ND,0.3429,0.1700,0.2239,ND,ND,ND,
ND,ND,ND,0.4851,ND,ND,ND,ND,ND,0.1112,ND,ND,
ND,ND,ND,ND,ND,0.2816,ND,ND,ND,ND,ND,0.2846,
0.1753,ND,0.3519,0.1135,0.2375,-0.3942,0.1767,ND,0.1259,0.4573,0.2772,-0.1746,
0.3266,-0.7638,ND,ND,ND,ND,0.3742,0.2499,ND,ND,ND,ND,
ND,ND,ND,0.1195,0.1934,0.2689,ND,ND,ND,0.3779,-0.3540,0.4449,
0.1262,0.5443,0.2416,ND,ND,ND,-0.2777,0.3832,0.4537,ND,ND,ND,
ND,ND,0.2234,ND,ND,ND,ND,ND,0.3738,ND,ND,ND,
-0.1279,0.6235,0.1961,ND,ND,ND,-0.1678,0.6185,0.1352,ND,ND,ND,
ND,0.6173,0.1333,ND,ND,ND,ND,0.5687,0.2444,ND,ND,ND,
ND,ND,ND,ND,-0.1111,ND,ND,ND,ND,ND,-0.6780,ND,
ND,ND,ND,0.2757,-0.7576,0.7297,ND,ND,ND,0.9230,-0.1611,0.1375,
ND,ND,-0.2682,ND,ND,ND,ND,ND,0.2483,ND,ND,ND,
ND,ND,ND,-0.9165,0.1615,-0.6377,ND,ND,ND,0.1746,0.6742,-0.8248,
ND,ND,ND,ND,0.1475,ND,ND,ND,ND,ND,0.1487,ND,
0.4777,-0.3270,0.4936,0.1887,0.1298,-0.5935,0.5144,-0.1743,0.4287,0.1120,0.1670,0.5851,
0.1422,0.5153,-0.8683,ND,ND,ND,0.2411,0.4588,-0.3672,ND,ND,ND,
0.4719,0.4595,0.1519,0.7914,0.4328,-0.1456,0.7913,0.4856,-0.6660,0.1499,0.2943,0.8578,
0.2559,ND,ND,ND,ND,ND,0.2557,ND,ND,ND,ND,ND,
0.1488,0.1974,0.9435,0.2730,0.5320,-0.3334,0.5643,0.5229,-0.2558,-0.1398,0.8181,-0.2464,
0.2715,0.3886,-0.2194,ND,ND,ND,0.8575,0.2980,-0.2225,ND,ND,ND,
-0.5822,0.3566,0.5237,ND,-0.3813,0.2188,0.1672,0.2875,0.2176,ND,0.8741,0.1967,
ND,ND,ND,0.2359,0.7199,-0.7257,ND,ND,ND,0.1445,0.2432,0.1323,
ND,ND,ND,ND,0.6812,0.8144,ND,ND,ND,ND,-0.5315,-0.6615,
ND,ND,ND,ND,ND,0.1465,ND,ND,ND,ND,ND,0.5637,
0.1678,0.9171,0.2970,0.6588,0.1593,0.8345,0.6484,0.2981,-0.1498,0.1383,0.2285,-0.6698,
ND,ND,ND,ND,ND,0.1125,ND,ND,ND,ND,ND,0.9518,
ND,ND,ND,0.1664,0.1417,-0.1273,ND,ND,ND,0.2418,0.1663,-0.3619,
0.3357,ND,0.1786,ND,0.3782,ND,0.1289,ND,0.1266,ND,0.2245,ND,
ND,0.6642,ND,ND,ND,ND,ND,0.5566,ND,ND,ND,ND,
0.9972,0.6166,ND,ND,ND,ND,0.1786,0.4160,ND,ND,ND,ND,
0.1353,0.3392,ND,ND,ND,ND,0.8997,0.1666,ND,ND,ND,ND,
ND,0.5938,0.2114,ND,ND,ND,ND,0.4486,0.7672,ND,ND,ND,
ND,ND,-2.8175,ND,ND,ND,ND,ND,3.5934,ND,ND,ND,
-0.7612,ND,ND,ND,ND,ND,0.1371,ND,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.4270,ND,ND,ND,ND,ND,0.1885,
ND,-2.4660,ND,0.3458,ND,0.2647,ND,-2.3343,ND,2.1931,ND,-2.5313,
0.5147,ND,ND,ND,ND,ND,0.7889,ND,ND,ND,ND,ND,
0.3534,0.2976,-0.5692,ND,ND,ND,0.2435,0.5188,-0.1444,ND,ND,ND,
0.4569,0.2377,ND,ND,ND,ND,0.1541,0.8490,ND,ND,ND,ND,
0.1366,ND,ND,ND,ND,ND,0.2451,ND,ND,ND,ND,ND,
0.4572,0.4619,ND,ND,ND,ND,0.5000,0.1489,ND,ND,ND,ND,
0.4616,0.4273,-0.1170,ND,ND,ND,0.8824,0.5117,-0.1566,ND,ND,ND,
ND,0.5147,-0.2956,0.3277,0.1258,0.2694,ND,0.4353,-0.1852,0.1616,0.2388,0.1315,
ND,ND,0.1967,0.2122,ND,-0.1128,ND,ND,0.2333,0.4382,ND,-0.2192,
ND,0.4160,ND,ND,0.1274,0.3557,ND,0.8143,ND,ND,0.1494,0.7996,
ND,-0.6581,0.1376,ND,ND,ND,ND,-0.4857,0.2488,ND,ND,ND,
0.4114,0.5235,ND,ND,ND,ND,-0.4174,0.6225,ND,ND,ND,ND,
0.5384,0.1144,-0.2896,-0.1863,-0.6445,0.1415,-0.2130,0.4727,0.1258,0.2512,0.3286,-0.2482,
ND,ND,ND,0.2615,ND,ND,ND,ND,ND,0.3127,ND,ND,
ND,0.1470,0.2197,ND,ND,ND,ND,0.1411,-0.1513,ND,ND,ND,
ND,ND,ND,-0.1553,-0.6437,ND,ND,ND,ND,-0.9673,-0.3996,ND,
-0.2415,ND,ND,0.6432,ND,-0.6318,0.2328,ND,ND,0.1925,ND,-0.1122,
0.2731,-0.2335,0.4853,0.1757,-0.2122,-0.3985,0.4765,-0.1993,0.2497,0.1239,0.2449,0.2215,
ND,ND,ND,ND,0.1690,ND,ND,ND,ND,ND,0.2715,ND,
ND,ND,ND,ND,ND,0.3734,ND,ND,ND,ND,ND,-0.9633,
0.1516,-0.1293,0.5946,0.7557,ND,0.2688,0.3978,-0.1359,0.4341,0.2484,ND,0.1687,
-0.1713,0.8394,-0.5295,ND,ND,ND,-0.1857,0.5834,0.1537,ND,ND,ND,
ND,ND,ND,ND,ND,0.2241,ND,ND,ND,ND,ND,0.2521,
ND,ND,ND,-0.4763,0.1243,ND,ND,ND,ND,0.1234,-0.3717,ND,
ND,ND,ND,-0.1893,ND,0.1663,ND,ND,ND,-0.7965,ND,-0.1757,
0.4736,0.3714,-0.1147,0.3119,0.1135,-0.7174,-0.1287,0.6355,-0.2165,0.2566,0.2590,-0.2484,
ND,0.4553,ND,ND,ND,ND,ND,0.5197,ND,ND,ND,ND,
0.1995,ND,-0.3162,ND,ND,ND,-0.5282,ND,0.2273,ND,ND,ND,
ND,0.8672,-0.8488,ND,ND,ND,ND,0.8622,0.9190,ND,ND,ND,
0.2385,0.4134,0.4586,0.5749,ND,0.2124,-0.1669,0.4649,-0.1471,0.4317,ND,0.1270,
ND,ND,ND,-0.8678,0.4741,0.1411,ND,ND,ND,-0.4361,0.2547,0.3560,
ND,0.8237,0.1647,0.1882,-0.5143,0.6857,ND,0.8941,-0.2232,0.2953,-0.4699,0.1421,
0.3466,0.2842,0.3442,0.2399,-0.1613,0.2615,0.4224,0.1186,0.4293,0.3117,-0.3238,0.4369,
0.3285,0.1276,0.1619,0.1365,0.4149,0.1197,0.3172,0.2532,0.8913,0.1938,0.4898,0.1244,
0.1354,0.1276,0.1895,-0.3132,ND,0.1161,0.3139,0.3297,-0.5948,0.1519,ND,-0.3784,
ND,ND,ND,ND,ND,0.7465,ND,ND,ND,ND,ND,-0.4760,
ND,ND,ND,ND,ND,-0.4984,ND,ND,ND,ND,ND,0.4646,
ND,ND,ND,ND,ND,0.7515,ND,ND,ND,ND,ND,0.1268,
ND,ND,ND,0.2473,0.9400,-0.6537,ND,ND,ND,0.2684,0.1635,-0.1662,
0.5236,-0.2847,0.3674,0.1794,ND,0.1794,0.3442,0.2337,-0.6632,0.1795,ND,0.1122,
ND,-0.8541,0.1469,0.9372,0.2771,0.1372,ND,-0.1852,0.2214,0.1828,-0.5818,0.2121,
ND,ND,ND,0.2358,0.1511,0.8622,ND,ND,ND,0.3830,-0.5896,0.1130,
ND,ND,ND,ND,ND,0.1974,ND,ND,ND,ND,ND,-0.4918,
0.1791,0.6955,0.7587,ND,ND,ND,0.4234,0.3625,0.2548,ND,ND,ND,
0.4461,0.8583,-0.1382,ND,ND,ND,-0.4624,1.2253,-0.1861,ND,ND,ND,
ND,ND,ND,0.6356,0.1816,0.1184,ND,ND,ND,0.1599,0.8267,0.1986,
ND,ND,ND,0.3588,-0.3487,0.1736,ND,ND,ND,0.2817,-0.1767,0.1536,
ND,ND,ND,0.1619,0.6263,-0.7131,ND,ND,ND,0.1655,0.4256,-0.1647,
ND,0.4479,ND,ND,ND,ND,ND,0.3000,ND,ND,ND,ND,
ND,ND,ND,-0.5440,0.2668,-0.1132,ND,ND,ND,-0.7732,0.2112,0.2525,
ND,-0.1489,ND,ND,ND,ND,ND,-0.2175,ND,ND,ND,ND,
ND,ND,ND,0.3888,0.3779,-0.6515,ND,ND,ND,0.1762,0.3858,0.7516,
0.8578,0.1234,0.4380,0.8457,ND,ND,0.2769,0.8159,0.5954,0.1666,ND,ND,
