Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3, 
-0.5912,0.9494,0.4544,ND,ND,ND,0.2167,0.3963,0.1460,ND,ND,ND,
0.6573,-0.9656,0.1275,ND,ND,-0.1542,0.2292,0.4653,0.6478,ND,ND,0.2981,
0.3497,0.1684,-0.1683,ND,ND,ND,0.3892,0.2129,-0.2288,ND,ND,ND,
-0.5427,ND,0.2618,ND,ND,ND,0.9767,ND,0.8185,ND,ND,ND,
-0.8360,0.1684,0.3567,0.9156,0.2617,0.3613,0.1888,0.3677,0.1166,-0.4655,0.2534,0.1968,
0.3547,0.2964,-0.1688,0.3919,0.3975,-0.3680,0.1624,0.5447,-0.1960,0.1435,0.6459,-0.2179,
-1.4954,0.4497,0.1459,-0.1288,-0.4668,0.6167,-1.5846,0.6794,0.1760,0.7585,0.4562,0.1174,
-0.7387,1.4982,0.3799,ND,ND,ND,-0.7159,0.5187,0.9824,ND,ND,ND,
-0.6429,0.9990,0.4615,-0.5247,-0.2142,0.2149,-0.2247,0.9857,0.2212,-0.2275,-0.1347,0.2498,
-0.4267,ND,-0.2232,ND,ND,ND,-0.1785,ND,0.2280,ND,ND,ND,
ND,ND,ND,ND,0.1314,ND,ND,ND,ND,ND,0.1424,ND,
ND,ND,0.6363,-0.1949,0.1714,0.1418,ND,ND,-0.3837,-0.7139,0.2728,0.2447,
ND,ND,ND,0.1834,0.3526,0.1870,ND,ND,ND,0.1419,0.2513,0.3229,
ND,ND,ND,ND,ND,0.1851,ND,ND,ND,ND,ND,0.8365,
ND,ND,ND,ND,0.1633,ND,ND,ND,ND,ND,0.3854,ND,
ND,ND,ND,0.1795,0.5675,0.1377,ND,ND,ND,0.1371,0.5769,0.1153,
ND,ND,ND,0.3833,ND,ND,ND,ND,ND,-0.6191,ND,ND,
ND,ND,ND,ND,0.1342,0.1538,ND,ND,ND,ND,0.1968,0.1982,
ND,ND,0.8833,0.3513,0.3276,-0.8812,ND,ND,-0.3789,0.4554,0.3583,-0.2653,
0.2940,1.1640,-0.2333,ND,ND,ND,-0.4734,0.7235,0.2746,ND,ND,ND,
ND,ND,0.2315,-0.1365,0.7722,0.6146,ND,ND,0.6378,-0.2333,0.8845,0.1649,
ND,ND,ND,0.1443,0.6987,0.9827,ND,ND,ND,0.1276,0.1939,-0.1163,
ND,0.4275,ND,ND,ND,ND,ND,0.6295,ND,ND,ND,ND,
-0.2460,0.2660,0.1962,ND,ND,ND,0.1718,0.4716,-0.1218,ND,ND,ND,
ND,-0.7354,-0.7997,-0.5358,ND,-0.1133,ND,0.2882,-0.1622,0.1722,ND,-0.2919,
ND,ND,ND,ND,ND,-0.8915,ND,ND,ND,ND,ND,0.1382,
2.2659,ND,-0.1955,0.1165,0.1636,0.4988,0.1163,ND,0.8913,0.1885,0.5529,0.5937,
0.2559,0.6842,-0.1818,ND,ND,ND,-0.1239,1.1352,-0.1953,ND,ND,ND,
-0.1360,0.6149,0.1974,ND,ND,ND,-0.1740,0.9166,0.2314,ND,-0.3515,ND,
0.2752,ND,ND,ND,0.4538,ND,0.4588,ND,ND,ND,0.2396,ND,
0.1256,ND,ND,ND,ND,0.1458,0.5289,ND,ND,ND,ND,1.8798,
0.3578,0.6795,ND,ND,ND,ND,0.1255,0.5583,ND,ND,ND,ND,
0.4765,0.6217,-0.2887,ND,ND,ND,0.1288,0.6237,0.9847,ND,ND,ND,
0.3621,0.5994,-0.1821,ND,ND,ND,0.1618,0.5472,0.2930,ND,ND,ND,
-0.1818,0.9414,0.2518,ND,ND,ND,-0.1265,0.5163,0.5625,ND,ND,ND,
ND,ND,ND,-0.9277,0.1384,0.1418,ND,ND,ND,0.2744,0.9668,0.1354,
0.6675,ND,ND,0.8813,-0.5628,0.1285,0.2435,ND,ND,0.1353,-0.5678,-0.7762,
ND,ND,ND,ND,0.9574,-0.2194,ND,ND,ND,ND,0.8691,-0.2800,
ND,ND,0.1198,ND,-0.3396,ND,ND,ND,0.1682,ND,0.1293,ND,
ND,ND,ND,0.4316,-0.4998,0.7847,ND,ND,ND,0.8794,-0.5586,0.3178,
0.1223,0.9750,-0.3796,ND,ND,ND,-0.1418,1.2756,-0.1892,ND,ND,ND,
ND,ND,ND,0.5126,0.1434,-0.1196,ND,ND,ND,0.1767,0.2854,0.2188,
0.1785,ND,ND,0.7214,0.2389,-0.1369,0.2767,ND,ND,0.1815,0.3150,-0.7776,
-0.6673,0.3482,ND,ND,ND,0.3152,-0.2583,-0.1455,ND,ND,ND,-0.3141,
-0.6559,0.4667,0.8828,ND,ND,0.8146,-0.2830,-0.4935,1.3483,ND,ND,0.4962,
-0.7548,ND,ND,ND,ND,ND,0.1187,ND,ND,ND,ND,ND,
-1.6485,0.6130,1.2549,ND,ND,ND,-0.3445,-0.8292,1.2134,ND,ND,ND,
0.3619,0.5292,ND,ND,ND,ND,-0.2177,0.5426,ND,ND,ND,ND,
0.3633,0.8835,ND,ND,ND,ND,-0.1136,1.6642,ND,ND,ND,ND,
ND,ND,ND,ND,1.9612,-0.7214,ND,ND,ND,ND,-0.1675,0.3758,
ND,ND,0.1225,ND,ND,ND,ND,ND,0.4949,ND,ND,ND,
0.2686,0.5455,-0.3789,0.8862,0.1573,0.2472,-0.1137,0.5915,0.1393,0.7882,0.1559,0.1453,
ND,ND,ND,0.2175,ND,ND,ND,ND,ND,0.1285,ND,ND,
ND,ND,ND,ND,0.3525,ND,ND,ND,ND,ND,0.3760,ND,
ND,ND,ND,0.3655,ND,ND,ND,ND,ND,0.1919,ND,ND,
ND,ND,ND,ND,ND,-0.2471,ND,ND,ND,ND,ND,-0.1697,
0.3688,0.8747,-0.1554,ND,ND,ND,-0.8978,0.8541,-0.1257,ND,ND,ND,
0.1964,0.8782,-0.2898,ND,ND,ND,0.1424,0.8479,-0.1169,ND,ND,ND,
0.2826,0.6471,-0.1712,0.9268,0.1774,-0.1774,0.2652,0.7355,-0.4514,0.1334,0.1928,0.2598,
ND,ND,ND,ND,ND,0.2976,ND,ND,ND,ND,ND,0.2936,
ND,ND,ND,-0.2692,0.2545,ND,ND,ND,ND,0.1567,-0.1146,ND,
ND,ND,ND,0.6638,0.8119,0.9944,ND,ND,ND,0.1687,0.1428,-0.2224,
0.2373,0.3720,0.3358,ND,ND,ND,-0.1676,1.4564,0.5654,ND,ND,ND,
0.3767,0.3545,-0.1114,ND,ND,ND,0.1915,0.7913,-0.3721,ND,ND,ND,
ND,ND,ND,0.1583,ND,-0.1858,ND,ND,ND,-0.2152,ND,-0.1549,
ND,ND,ND,0.1263,-0.2737,0.1425,ND,ND,ND,-0.7443,-0.2392,0.3000,
0.1196,ND,-0.9284,ND,ND,ND,-0.7718,ND,0.5618,ND,ND,ND,
0.1535,0.2392,0.5681,0.6293,ND,0.2188,0.5743,0.2366,0.1379,0.1762,ND,0.8653,
ND,ND,ND,1.3843,ND,ND,ND,ND,ND,1.1966,ND,ND,
ND,ND,-0.1827,ND,ND,ND,ND,ND,-0.2654,ND,ND,ND,
0.1662,0.8132,ND,ND,ND,ND,-0.7927,0.9575,ND,ND,ND,ND,
0.1311,-0.1780,0.5692,-0.2765,0.2466,0.7438,0.5332,-0.1425,0.5438,0.7656,0.2585,-0.1161,
ND,ND,ND,-0.6779,0.4429,0.4647,ND,ND,ND,-0.1845,0.3918,0.3366,
0.1963,0.4965,0.1366,0.9874,0.6468,ND,-0.3192,1.5782,-0.2567,0.1250,1.4642,ND,
-0.1341,-0.4118,0.3764,0.4745,0.9564,ND,-0.2896,0.9469,-0.3648,0.8297,0.6736,ND,
0.1734,ND,ND,ND,ND,ND,-0.8319,ND,ND,ND,ND,ND,
0.3183,ND,0.2290,0.5827,0.1787,-0.7537,0.1837,ND,-0.3428,-0.1612,0.2864,-0.2299,
ND,ND,-0.9915,ND,ND,ND,ND,ND,0.9149,ND,ND,ND,
ND,ND,ND,0.5390,ND,ND,ND,ND,ND,0.3426,ND,ND,
0.7532,ND,0.3993,0.3950,-0.2269,ND,0.7220,ND,0.2675,0.3429,-0.3640,ND,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,ND,ND,ND,-0.1742,0.1833,ND,ND,ND,ND,-0.3549,0.3686,
ND,0.9126,0.7632,ND,ND,ND,ND,0.5218,-0.3725,ND,ND,ND,
0.5432,0.3368,-0.2167,0.6948,0.7730,0.2598,0.1689,0.3361,0.5743,0.1345,0.3488,0.1591,
ND,ND,ND,ND,ND,-0.1914,ND,ND,ND,ND,ND,0.3218,
ND,ND,ND,ND,ND,0.1864,ND,ND,ND,ND,ND,0.1688,
0.3669,ND,ND,ND,ND,ND,0.6762,ND,ND,ND,ND,ND,
0.6543,ND,ND,ND,ND,ND,0.5836,ND,ND,ND,ND,ND,
ND,ND,ND,ND,ND,-0.4171,ND,ND,ND,ND,ND,0.8685,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
-0.1432,0.3349,ND,ND,ND,ND,0.8732,-0.3560,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.1298,ND,ND,ND,ND,ND,0.1854,
ND,ND,ND,ND,ND,-0.1237,ND,ND,ND,ND,ND,0.2465,
0.1767,0.4667,0.9217,ND,ND,ND,0.7845,0.5426,0.3895,ND,ND,ND,
ND,0.6294,-0.2281,ND,ND,ND,ND,0.2367,0.1358,ND,ND,ND,
ND,ND,ND,ND,0.2982,0.2393,ND,ND,ND,ND,0.2677,0.3700,
-0.6123,1.9837,0.1589,ND,ND,ND,-0.1988,0.1179,0.4195,ND,ND,ND,
ND,ND,ND,0.3766,0.1380,ND,ND,ND,ND,0.2555,0.5177,ND,
ND,ND,ND,ND,ND,0.2253,ND,ND,ND,ND,ND,0.6774,
ND,ND,1.5287,ND,ND,ND,ND,ND,0.8722,ND,ND,ND,
0.1674,0.5684,0.6978,-0.1185,-0.1929,-0.2428,0.7864,-0.9958,1.2723,0.9553,0.6529,-0.2447,
ND,ND,ND,ND,ND,0.2877,ND,ND,ND,ND,ND,0.3917,
ND,ND,ND,0.2753,0.3751,-0.3233,ND,ND,ND,-0.2656,0.7199,0.1417,
0.3186,ND,0.1589,ND,0.3748,0.1298,0.9569,ND,0.3627,ND,0.4236,0.1113,
0.4384,-0.2687,0.4924,ND,ND,ND,0.6652,0.5521,0.1654,ND,ND,ND,
0.2454,0.7715,0.2647,ND,ND,ND,-0.7577,0.5636,0.2995,ND,ND,ND,
ND,ND,ND,0.6999,ND,0.1537,ND,ND,ND,0.4147,ND,0.2778,
ND,ND,-1.4938,ND,ND,-0.1879,ND,ND,-0.5492,ND,ND,-0.3883,
ND,0.9599,ND,-0.1656,0.1375,0.2281,ND,0.8921,ND,0.1318,0.4466,0.2730,
ND,ND,-0.1874,ND,ND,ND,ND,ND,0.9668,ND,ND,ND,
ND,ND,ND,0.2177,ND,-0.8165,ND,ND,ND,0.1242,ND,-0.1887,
0.2116,ND,0.2656,ND,ND,ND,0.2266,ND,0.6319,ND,ND,ND,
-0.2384,-0.4533,ND,0.1932,ND,0.7618,-0.1113,0.6718,ND,-0.5177,ND,0.1363,
ND,ND,ND,ND,0.5242,-0.8789,ND,ND,ND,ND,0.3479,0.1846,
0.1756,0.3213,ND,0.5287,0.3796,-0.1132,0.2942,-0.1898,ND,0.4833,0.7786,0.9827,
-0.1671,0.1113,0.1998,0.9243,ND,0.3125,0.3549,-0.3658,0.5255,0.1345,ND,0.8226,
0.1459,0.4224,-0.2187,0.3717,ND,ND,0.3568,0.5145,-0.4950,0.8554,ND,ND,
ND,ND,ND,0.6567,-0.1286,-0.6172,ND,ND,ND,0.9293,-0.1317,0.8539,
-1.2574,-0.3622,1.6147,ND,ND,ND,0.4352,-1.1598,1.8195,ND,ND,ND,
0.4197,0.1526,0.1896,ND,-0.1393,-0.9716,0.5445,-0.1245,0.4398,ND,-0.1829,0.2979,
0.1680,0.2515,0.1377,0.1545,0.9655,0.4536,0.5432,-0.5597,0.2736,0.1677,0.1133,0.2415,
0.2534,ND,0.2174,-0.2289,ND,0.1672,0.6922,ND,0.4178,-0.9595,ND,0.1130,
ND,ND,-0.1545,ND,ND,ND,ND,ND,0.5384,ND,ND,ND,
ND,ND,ND,-0.1843,0.2297,ND,ND,ND,ND,0.1776,-0.1314,ND,
0.5195,ND,ND,ND,ND,ND,0.5540,ND,ND,ND,ND,ND,
ND,ND,-0.1667,ND,ND,ND,ND,ND,ND,ND,ND,ND,
0.2439,-0.2966,0.4252,0.1988,-0.7251,0.1522,0.6956,0.2699,-0.1126,0.2565,0.5919,-0.6188,
ND,ND,ND,0.1714,0.4513,0.1933,ND,ND,ND,0.4215,0.2344,0.7565,
0.9879,ND,ND,ND,ND,0.7662,0.4191,ND,ND,ND,ND,-0.9637,
ND,ND,ND,0.3342,0.2643,-0.8762,ND,ND,ND,0.1845,-0.2776,0.9538,
0.8497,0.6752,-0.1449,ND,ND,ND,-0.2576,0.9451,-0.2781,ND,ND,ND,
ND,ND,ND,-0.4432,0.2793,-0.2485,ND,ND,ND,-0.1599,0.2519,0.2876,
-0.6288,0.2850,0.6585,0.5389,0.1595,0.1142,0.1417,0.4285,0.6327,0.1536,0.2432,-0.2390,
0.8760,ND,ND,ND,ND,ND,-0.5699,ND,ND,ND,ND,ND,
0.1960,0.6954,ND,0.1694,0.7399,-0.3398,-0.1712,0.7998,ND,0.8362,0.2865,-0.2832,
ND,ND,ND,0.9999,0.2515,-0.7816,ND,ND,ND,-0.8829,0.2762,0.9262,
ND,0.2383,0.1254,-0.5935,ND,0.6657,ND,0.7553,0.1952,-0.8934,ND,-0.2166,
-0.8173,0.8747,-0.9497,ND,ND,ND,-0.2624,0.9614,-0.5638,ND,ND,ND,
ND,ND,ND,0.1782,ND,ND,ND,ND,ND,0.1574,ND,ND,
0.1856,ND,-0.1655,0.6739,0.3790,-0.9431,-0.2621,ND,0.3623,0.1639,0.1728,0.2155,
0.1893,0.6565,ND,ND,ND,ND,-0.4815,0.2751,ND,ND,ND,ND,
ND,ND,ND,0.9553,0.1998,-0.1183,ND,ND,ND,-0.1932,0.2660,-0.1948,
ND,ND,ND,ND,ND,0.1769,ND,ND,ND,ND,ND,ND,
0.3896,-0.1396,ND,0.1547,0.4968,-0.8692,0.6796,-0.1434,ND,0.1975,-0.1179,0.2979,
ND,ND,ND,-0.2166,0.6683,-0.3947,ND,ND,ND,-0.3747,0.5333,0.2614,
0.6412,0.7839,ND,ND,ND,ND,0.4447,0.5636,ND,ND,ND,ND,
ND,ND,ND,0.1869,0.9533,-0.1727,ND,ND,ND,-0.2480,0.1749,0.6149,
0.3534,0.9460,-0.4539,ND,ND,ND,0.6612,0.7262,0.1169,ND,ND,ND,
ND,ND,ND,0.1176,ND,ND,ND,ND,ND,0.1297,ND,ND,
ND,ND,ND,0.2236,0.3482,-0.3127,ND,ND,ND,0.1640,0.3157,-0.3556,
ND,ND,ND,ND,ND,0.1515,ND,ND,ND,ND,ND,-0.1254,
0.1796,0.4678,ND,-0.1454,ND,ND,0.5259,0.4670,ND,0.3387,ND,ND,
ND,ND,ND,ND,ND,0.6782,ND,ND,ND,ND,ND,-0.2743,
0.2219,0.8783,-0.1628,-0.6872,-0.7384,0.6127,0.5551,0.7535,0.6386,-0.1876,0.3366,0.5727,
ND,0.6655,-0.3443,ND,ND,ND,ND,0.7538,0.2186,ND,ND,ND,
0.6646,ND,0.1880,ND,ND,ND,0.1376,ND,0.7135,ND,ND,ND,
ND,ND,ND,ND,0.5223,-0.1473,ND,ND,ND,ND,0.5412,0.3979,
ND,0.8946,-0.1449,ND,ND,ND,ND,0.9278,-0.2916,ND,ND,ND,
-0.7226,ND,ND,ND,ND,ND,0.1123,ND,ND,ND,ND,ND,
0.1311,0.6726,-0.1192,ND,ND,ND,-0.2872,0.6325,-0.1150,ND,ND,ND,
0.5636,0.5196,-0.4259,-0.5822,ND,ND,-0.8146,0.3493,0.3392,ND,ND,ND,
ND,0.6255,0.2860,ND,ND,ND,ND,0.6494,0.4916,ND,ND,ND,
0.1267,ND,0.1775,ND,ND,ND,-0.1878,ND,-0.1299,ND,ND,ND,
ND,ND,ND,ND,0.2282,ND,ND,ND,ND,ND,0.2348,ND,
ND,ND,0.8993,ND,ND,ND,ND,ND,0.4690,ND,ND,ND,
-0.1586,0.6345,0.2788,ND,ND,ND,-0.1713,0.8179,0.2937,ND,ND,ND,
ND,ND,ND,-0.4252,0.2641,0.2118,ND,ND,ND,-0.1768,0.4992,-0.6774,
0.3194,ND,ND,ND,ND,ND,-0.8928,ND,ND,ND,ND,ND,
0.2499,-0.2551,0.4181,ND,ND,ND,-0.4243,0.5765,-0.1181,ND,ND,ND,
ND,ND,ND,-0.7999,0.2173,0.1564,ND,ND,ND,-0.5893,0.2335,-0.5616,
ND,ND,-0.2682,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,ND,ND,-0.4129,0.6538,ND,ND,ND,ND,-0.3487,0.1492,ND,
0.2694,-0.3888,0.5130,0.1382,0.1357,ND,0.5648,-0.5434,0.1231,0.4356,0.1865,ND,
ND,ND,ND,ND,ND,0.6479,ND,ND,ND,ND,ND,0.1963,
-0.3167,-0.9966,0.4398,0.7779,0.4470,-0.6832,0.3395,-0.8435,0.8895,0.2339,0.3932,-0.5135,
ND,ND,ND,ND,0.1525,-0.1935,ND,ND,ND,ND,0.4466,0.1438,
ND,-0.6722,-0.1177,ND,0.1548,-0.3779,ND,-0.8523,-0.1139,ND,0.2870,-0.2426,
ND,ND,ND,ND,ND,0.4182,ND,ND,ND,ND,ND,0.8722,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,ND,ND,0.4355,-0.6277,-0.2373,ND,ND,ND,0.9147,-0.6212,0.2348,
ND,ND,ND,0.2482,0.8487,0.2948,ND,ND,ND,0.1542,0.3345,0.1964,
ND,ND,ND,ND,-0.3286,ND,ND,ND,ND,ND,-0.2619,ND,
ND,ND,ND,0.2848,0.6538,0.5398,ND,ND,ND,0.1373,-0.9958,0.1768,
ND,0.7397,-0.7884,ND,ND,ND,ND,0.4896,0.1225,ND,ND,ND,
ND,ND,0.2571,ND,ND,ND,ND,ND,0.2550,ND,ND,ND,
-0.8566,-0.1328,0.7980,-0.1215,-0.2596,ND,-0.2645,0.7719,-0.1635,-0.6789,0.5484,ND,
ND,-0.4538,0.2336,ND,ND,ND,ND,-0.3568,-0.9927,ND,ND,ND,
-1.4738,-0.3152,1.1527,ND,ND,ND,0.7396,-0.6184,1.2635,ND,ND,ND,
ND,ND,0.6436,ND,ND,ND,ND,ND,0.3298,ND,ND,ND,
0.3282,ND,ND,ND,ND,ND,-0.1129,ND,ND,ND,ND,ND,
0.4688,ND,0.1952,ND,ND,ND,0.6683,ND,-0.1337,ND,ND,ND,
0.1286,0.7118,-0.2756,0.2175,0.1247,-0.9598,0.1855,-0.3384,-0.9761,0.3159,0.6164,-0.1755,
ND,ND,ND,-0.4697,0.2591,0.1943,ND,ND,ND,0.6662,0.1130,0.1298,
ND,ND,ND,ND,0.3726,-0.3173,ND,ND,ND,ND,0.8822,-0.2213,
0.5611,0.4858,0.2652,0.9194,0.2699,-0.3641,0.4927,0.5747,-0.1148,-0.7415,0.3482,-0.4866,
ND,ND,ND,ND,0.7544,0.3567,ND,ND,ND,ND,-0.1174,0.7767,
ND,ND,ND,ND,0.1858,0.3732,ND,ND,ND,ND,0.1597,0.6786,
ND,0.5775,0.4769,ND,ND,ND,ND,0.2952,0.1253,ND,ND,ND,
0.3323,ND,-0.6625,ND,ND,ND,-0.4589,ND,0.1541,ND,ND,ND,
ND,ND,ND,ND,ND,0.1899,ND,ND,ND,ND,ND,0.2787,
0.2784,0.6927,-0.7529,ND,ND,ND,-0.8471,0.7312,0.5997,ND,ND,ND,
0.1594,0.6614,0.1892,ND,ND,ND,-0.1552,0.3927,0.4193,ND,ND,ND,
ND,-0.6495,0.4227,-0.7119,0.1779,0.1828,ND,0.4690,-0.9272,0.3371,0.4746,0.2362,
0.1218,0.7238,0.1783,-0.2284,ND,0.3855,-0.1416,0.6298,0.1784,0.2642,ND,0.9387,
0.1657,-0.5867,0.2781,0.1216,-0.6790,0.1852,0.2859,0.1568,-0.2414,0.2234,0.1672,-0.3679,
ND,ND,0.1644,ND,ND,ND,ND,ND,0.5797,ND,ND,ND,
-0.7674,0.9834,0.5867,ND,ND,ND,0.8582,-0.1783,0.6983,ND,ND,ND,
-1.5475,-0.3572,1.1833,-1.7974,-0.9166,2.1524,-0.1512,-0.7242,1.3182,0.7970,-0.8913,1.3287,
-1.3965,-0.3879,1.2174,ND,ND,ND,-0.2717,-0.3295,1.6297,ND,ND,ND,
ND,ND,0.3718,ND,ND,ND,ND,ND,1.1717,ND,ND,ND,
ND,1.2513,-0.4489,ND,ND,ND,ND,0.6116,0.7155,ND,ND,ND,
0.1477,ND,ND,ND,ND,ND,-0.4647,ND,ND,ND,ND,ND,
0.5460,0.1715,-0.4197,ND,-0.1113,0.2954,0.1863,0.1278,0.2467,ND,-0.7668,0.1659,
ND,ND,ND,ND,ND,0.1598,ND,ND,ND,ND,ND,-0.5824,
ND,ND,ND,-0.3923,0.8837,0.1530,ND,ND,ND,0.1471,0.1920,-0.2165,
0.3930,0.7197,-0.4368,ND,ND,ND,-0.4475,0.8298,0.7789,ND,ND,ND,
0.8438,ND,0.1818,ND,ND,ND,-0.3756,ND,0.1949,ND,ND,ND,
ND,ND,ND,ND,0.1153,ND,ND,ND,ND,ND,0.2389,ND,
0.3429,-0.7773,ND,0.3772,ND,ND,0.2798,-0.8317,ND,-0.2526,ND,ND,
ND,ND,ND,ND,ND,0.5244,ND,ND,ND,ND,ND,-0.1352,
ND,ND,ND,0.2219,0.2616,-0.2836,ND,ND,ND,-0.5450,0.5723,-0.5645,
0.4118,-0.4776,0.1512,0.5816,-0.1716,ND,0.5556,-0.3835,-0.1427,0.1136,0.2833,ND,
ND,ND,ND,0.5143,ND,ND,ND,ND,ND,0.1670,ND,ND,
-0.9372,ND,0.8623,ND,ND,ND,0.2379,ND,1.3683,ND,ND,ND,
ND,ND,ND,0.2943,0.2174,0.1251,ND,ND,ND,0.2296,0.2900,-0.1587,
ND,ND,0.3839,ND,-0.2883,ND,ND,ND,-0.1823,ND,0.2850,ND,
ND,ND,ND,0.9276,-0.1515,ND,ND,ND,ND,0.2486,0.1951,ND,
ND,ND,ND,ND,ND,0.7372,ND,ND,ND,ND,ND,-0.2946,
0.5221,-0.6482,ND,0.1645,-0.1167,0.1715,0.6133,-0.4573,ND,0.1398,0.3387,-0.2526,
0.1620,ND,0.3976,0.1921,-0.4340,0.3964,0.5495,ND,0.1552,0.2878,0.3125,-0.1859,
ND,ND,ND,ND,0.2175,ND,ND,ND,ND,ND,0.4699,ND,
ND,ND,ND,ND,ND,0.1957,ND,ND,ND,ND,ND,-0.7871,
ND,ND,ND,ND,ND,0.3958,ND,ND,ND,ND,ND,0.3163,
-0.2216,-0.3217,0.1753,0.8260,-0.3340,0.1255,0.2845,-0.1984,-0.2343,0.4280,0.2441,-0.3642,
ND,ND,ND,-0.1956,ND,0.2192,ND,ND,ND,0.9475,ND,0.7855,
ND,ND,ND,0.8337,0.1273,0.1932,ND,ND,ND,0.1814,0.2267,0.1554,
ND,ND,ND,0.1494,ND,0.1492,ND,ND,ND,0.1328,ND,0.7294,
ND,ND,ND,ND,ND,-0.2634,ND,ND,ND,ND,ND,0.1166,
ND,ND,0.4562,0.1647,0.1676,0.3923,ND,ND,0.1423,0.6285,0.3572,0.1592,
ND,ND,ND,0.5363,ND,0.4384,ND,ND,ND,0.1168,ND,-0.8322,
ND,ND,0.4279,ND,0.1583,-0.2198,ND,ND,-0.2137,ND,0.4478,-0.1378,
ND,ND,ND,ND,ND,-0.2355,ND,ND,ND,ND,ND,-0.8498,
ND,ND,ND,ND,ND,-0.7677,ND,ND,ND,ND,ND,-0.1559,
0.6281,ND,ND,ND,ND,ND,2.1273,ND,ND,ND,ND,ND,
ND,ND,ND,ND,ND,-0.1547,ND,ND,ND,ND,ND,-0.8718,
-0.1558,-1.2840,0.6240,0.2577,0.2177,0.4882,0.5835,-1.2489,-0.1931,0.2376,0.4258,0.5430,
ND,0.4275,ND,0.2357,-0.3862,0.2199,ND,-0.4189,ND,0.1788,0.2239,0.2487,
ND,ND,ND,ND,ND,0.1879,ND,ND,ND,ND,ND,-0.1767,
ND,ND,ND,-0.6666,ND,ND,ND,ND,ND,0.3895,ND,ND,
-0.5143,ND,ND,ND,ND,ND,0.5745,ND,ND,ND,ND,ND,
ND,ND,ND,ND,ND,-0.1844,ND,ND,ND,ND,ND,-0.4450,
0.1752,-0.2966,-0.1825,0.1411,-0.2988,0.1360,0.5579,-0.2377,-0.4779,0.1754,0.2884,-0.3185,
ND,-0.2945,ND,ND,ND,ND,ND,-0.3791,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.6957,ND,ND,ND,ND,ND,-0.1661,
-0.5448,-0.4754,ND,ND,ND,ND,0.1793,-0.2652,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.1323,ND,ND,ND,ND,ND,-0.1471,
ND,ND,ND,0.1820,0.6793,0.1235,ND,ND,ND,0.7700,0.3864,-0.2476,
ND,ND,ND,-0.8528,ND,ND,ND,ND,ND,-0.1249,ND,ND,
0.2315,0.5355,ND,ND,ND,ND,0.2728,0.6458,ND,ND,ND,ND,
-0.2259,ND,0.2835,ND,ND,ND,-0.7657,ND,-0.9891,ND,ND,ND,
ND,ND,ND,ND,0.1638,ND,ND,ND,ND,ND,-0.2598,ND,
ND,ND,ND,ND,0.8132,0.7983,ND,ND,ND,ND,-1.1283,0.9859,
ND,ND,ND,0.2276,0.8823,-0.5418,ND,ND,ND,0.2370,0.9490,-0.1254,
ND,ND,ND,ND,ND,0.9699,ND,ND,ND,ND,ND,0.1253,
ND,-0.1531,0.1215,ND,ND,ND,ND,-0.3473,0.2487,ND,ND,ND,
-1.6237,-0.5919,ND,ND,ND,ND,-0.5852,-0.7281,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.1843,ND,ND,ND,ND,ND,-0.4180,
ND,ND,ND,0.9344,0.7890,0.1216,ND,ND,ND,0.8800,0.7368,0.1236,
ND,ND,ND,0.1379,ND,0.3788,ND,ND,ND,0.2456,ND,0.5636,
ND,ND,ND,ND,ND,-0.5174,ND,ND,ND,ND,ND,0.1728,
ND,ND,ND,ND,ND,0.5597,ND,ND,ND,ND,ND,0.3820,
0.1319,-0.5122,0.2192,-0.3763,-0.7194,0.2368,0.2564,0.2177,-0.6484,0.1684,0.1690,0.8413,
ND,ND,ND,ND,0.1174,ND,ND,ND,ND,ND,0.5498,ND,
ND,0.2334,ND,ND,ND,ND,ND,0.3828,ND,ND,ND,ND,
0.2716,ND,ND,ND,ND,ND,0.2491,ND,ND,ND,ND,ND,
0.1653,-0.9578,0.1247,ND,ND,ND,0.3121,0.8285,0.2284,ND,ND,ND,
ND,ND,-0.2819,ND,ND,ND,ND,ND,0.2539,ND,ND,0.2672,
ND,ND,1.3219,ND,ND,ND,ND,ND,1.1567,ND,ND,ND,
-1.7359,ND,0.3832,ND,ND,ND,-0.2746,ND,0.4298,ND,ND,ND,
0.4986,ND,0.2789,ND,ND,ND,0.2418,ND,0.5387,ND,ND,ND,
ND,ND,ND,ND,ND,0.9712,ND,ND,ND,ND,ND,0.2756,
ND,ND,ND,ND,ND,-0.4224,ND,ND,ND,ND,ND,-0.1869,
ND,ND,ND,ND,-0.1813,0.6664,ND,ND,ND,ND,-0.2498,0.1249,
ND,ND,ND,ND,0.2878,0.1854,ND,ND,ND,ND,0.9776,0.5834,
ND,ND,0.1425,0.4358,0.4186,0.7225,ND,ND,0.2578,0.1284,0.4447,0.1652,
