Bcells_H9_ne,Bcells_H10_ne,Bcells_H11_ne,Bcells_H3_ne,Bcells_H1_ne,Bcells_H2_ne,CLL1_ne,CLL10_ne,CLL11_ne,CLL14_ne,CLL15_ne,CLL16_ne,CLL2_ne,CLL4_ne,CLL8_ne,,,,,,,,,,,,,,,,,,,,,,,,,
22.2901,21.1805,22.2779,20.1868,20.4187,20.7416,17.419,17.3846,21.7607,16.9672,16.1088,22.0899,21.8221,20.3508,21.0007,,,,,,,,,,,,,,,,,,,,,,,,,
21.8447,20.7995,20.3443,17.1309,17.1039,17.5249,18.124,18.3361,18.1845,17.0025,17.8526,17.1056,20.0746,18.4419,22.8429,,,,,,,,,,,,,,,,,,,,,,,,,
20.5659,21.3433,17.7042,16.08,20.9099,19.5225,21.5215,21.2241,21.2588,20.6932,17.0849,20.5405,21.6772,21.9307,16.5885,,,,,,,,,,,,,,,,,,,,,,,,,
23.4179,16.8805,25.3238,26.6611,27.0342,24.4859,20.3776,26.0986,24.9961,23.8368,23.3506,22.5522,25.216,22.1606,20.9952,,,,,,,,,,,,,,,,,,,,,,,,,
20.2919,20.7176,21.514,18.7729,22.1117,18.8076,15.5585,17.2143,19.9654,18.4971,17.0911,20.608,20.9456,21.4601,20.2684,,,,,,,,,,,,,,,,,,,,,,,,,
22.7298,22.3032,21.2845,21.3239,21.8212,21.6474,20.9401,21.0619,20.4028,22.8265,22.0479,21.3196,21.6744,22.3381,21.8518,,,,,,,,,,,,,,,,,,,,,,,,,
22.5928,21.9641,21.6896,21.5431,22.1828,20.2762,22.1869,23.7004,21.7584,21.9956,22.5513,22.7892,20.649,22.174,22.3725,,,,,,,,,,,,,,,,,,,,,,,,,
19.2422,20.8527,17.7314,19.9632,18.9434,19.3448,19.4092,16.4417,21.6063,21.3873,16.3455,20.0525,18.5805,22.6254,20.761,,,,,,,,,,,,,,,,,,,,,,,,,
18.6356,18.0767,18.3884,23.5214,23.127,19.1215,18.737,17.0516,19.2718,17.8017,17.3778,19.03,18.5506,16.636,17.5919,,,,,,,,,,,,,,,,,,,,,,,,,
19.4408,18.2608,17.8876,20.8869,23.3526,17.7042,18.1136,19.8783,17.9393,21.0527,19.0051,19.6656,17.1517,16.7195,18.541,,,,,,,,,,,,,,,,,,,,,,,,,
22.5233,24.6283,24.5866,21.688,21.4483,22.1347,22.1892,23.0679,23.8497,21.6639,24.8009,24.3613,22.3976,23.4867,23.5235,,,,,,,,,,,,,,,,,,,,,,,,,
23.5988,21.1891,21.1563,22.742,22.819,22.5609,18.1227,17.264,20.4176,16.7826,21.0979,20.7344,23.1041,21.0378,20.6662,,,,,,,,,,,,,,,,,,,,,,,,,
23.1267,24.6709,24.9684,21.8801,22.4068,17.2973,20.4154,21.6584,22.8152,21.1999,21.0777,21.9408,19.4116,22.8846,22.8677,,,,,,,,,,,,,,,,,,,,,,,,,
19.9902,20.6158,21.6678,20.0695,19.6593,19.714,21.4933,20.5982,18.5843,17.7313,21.7749,23.1551,22.1191,20.0362,20.6468,,,,,,,,,,,,,,,,,,,,,,,,,
23.4524,23.4569,23.7106,24.3293,24.0358,23.1748,22.8,22.9012,23.183,24.0311,22.9727,24.2042,21.8039,22.0721,23.9459,,,,,,,,,,,,,,,,,,,,,,,,,
17.9375,21.2418,19.9569,15.8159,18.4951,16.975,18.7066,15.4839,17.8574,16.4744,19.9638,18.2152,18.776,17.2173,17.422,,,,,,,,,,,,,,,,,,,,,,,,,
20.725,19.1088,20.6536,16.857,17.5244,19.7061,17.3017,19.7474,18.771,20.9774,18.8638,18.6096,17.8298,18.9058,20.5301,,,,,,,,,,,,,,,,,,,,,,,,,
20.5815,22.7464,21.6501,21.8573,22.2813,19.954,21.7596,23.4008,22.8309,20.4841,24.5531,24.2725,22.2132,23.9257,23.0432,,,,,,,,,,,,,,,,,,,,,,,,,
24.8197,26.4386,25.8414,22.8377,23.6516,24.5393,25.8188,25.5196,25.6453,24.8369,25.9165,25.3937,24.6528,24.9769,25.8834,,,,,,,,,,,,,,,,,,,,,,,,,
20.2973,19.6353,19.8775,21.3245,22.0899,18.7528,19.6169,17.9024,20.8566,16.7869,22.7383,21.7375,22.0183,17.4198,16.6514,,,,,,,,,,,,,,,,,,,,,,,,,
17.7114,19.9032,20.5706,19.9391,20.1224,19.0873,20.1614,17.536,21.5803,18.2397,21.8521,20.4426,22.367,20.6911,20.5055,,,,,,,,,,,,,,,,,,,,,,,,,
20.9392,16.8272,16.9335,23.1418,17.4014,16.3831,17.3736,17.4291,17.8585,17.2469,18.2717,17.5141,21.0743,20.2151,16.7389,,,,,,,,,,,,,,,,,,,,,,,,,
23.9781,25.7457,25.3129,24.8737,24.8225,25.3283,25.6129,25.1368,25.2359,24.7758,25.3113,24.8604,21.7261,24.8945,25.2721,,,,,,,,,,,,,,,,,,,,,,,,,
26.2278,27.0373,26.5496,27.3167,27.2317,27.4746,27.1814,27.2131,28.0134,26.6199,27.5299,27.721,26.2652,27.2412,27.1882,,,,,,,,,,,,,,,,,,,,,,,,,
20.1698,18.678,19.0131,17.9079,19.4443,19.3937,21.1993,21.5179,19.1131,18.3803,22.1385,22.2251,20.5995,20.1943,20.5809,,,,,,,,,,,,,,,,,,,,,,,,,
19.0114,18.4531,16.3747,18.7294,16.7763,17.4812,18.3685,18.2068,18.2201,17.7322,20.2913,19.9663,18.6987,15.7229,17.2597,,,,,,,,,,,,,,,,,,,,,,,,,
18.084,16.9331,18.7132,18.0177,19.4337,16.1648,19.5192,16.2178,21.682,21.9569,17.517,21.1558,18.181,18.0284,17.4716,,,,,,,,,,,,,,,,,,,,,,,,,
18.2468,17.1478,19.0374,20.8866,17.962,17.3373,16.3719,17.5502,18.5316,17.9594,20.0608,19.2219,18.0538,20.2883,15.6961,,,,,,,,,,,,,,,,,,,,,,,,,
17.7763,20.1058,19.7033,19.2001,17.251,17.162,21.4609,17.0078,20.037,16.3932,19.4073,18.1481,17.7792,20.2148,18.1084,,,,,,,,,,,,,,,,,,,,,,,,,
27.0346,26.4951,27.3303,25.7495,26.1362,25.187,27.642,28.3188,28.2383,26.9162,28.8135,29.1639,30.2206,28.7706,28.73,,,,,,,,,,,,,,,,,,,,,,,,,
17.0474,16.4805,20.1357,17.3,21.9161,22.0717,20.4513,17.0816,21.1771,24.2832,21.0728,17.5336,22.7844,20.6158,17.7429,,,,,,,,,,,,,,,,,,,,,,,,,
18.7303,18.3225,19.3034,19.8436,20.5096,20.069,17.6027,20.3164,18.7213,20.1075,21.8991,24.0183,18.3676,20.9121,17.6363,,,,,,,,,,,,,,,,,,,,,,,,,
25.8434,28.0781,27.6609,25.3031,25.3897,25.4807,25.4714,24.8447,25.1712,25.5068,26.1025,25.7698,24.399,25.6172,25.3082,,,,,,,,,,,,,,,,,,,,,,,,,
18.7652,17.5004,19.1689,20.4585,19.4654,20.4244,17.8145,16.8042,19.0181,17.7174,17.3008,17.4937,16.7272,17.0636,18.4121,,,,,,,,,,,,,,,,,,,,,,,,,
17.9163,16.7306,19.1739,19.5135,19.8172,18.1141,15.781,19.3129,15.7771,18.9996,18.5497,17.7219,20.8786,17.6791,19.3582,,,,,,,,,,,,,,,,,,,,,,,,,
24.5719,24.159,23.446,23.5669,23.5425,23.1809,20.7608,21.3768,23.7015,23.0776,21.6091,22.9226,22.3536,21.9441,23.9281,,,,,,,,,,,,,,,,,,,,,,,,,
22.7042,21.7512,21.9146,23.4145,20.6002,20.6408,21.5601,23.8645,21.6936,21.9485,23.1771,20.9193,21.3382,22.1679,22.27,,,,,,,,,,,,,,,,,,,,,,,,,
22.1512,20.5919,22.4891,17.9689,19.4661,18.393,20.3529,17.3952,20.7706,21.4763,18.6765,21.1239,20.4113,17.5772,22.6594,,,,,,,,,,,,,,,,,,,,,,,,,
18.2001,16.5217,21.9424,23.1137,22.1987,21.9404,20.8405,19.668,19.6846,22.413,22.5308,20.9332,17.4891,20.1545,20.6973,,,,,,,,,,,,,,,,,,,,,,,,,
16.6742,19.6026,18.8335,17.2573,18.4017,16.4728,16.9308,18.4748,18.0521,19.9326,19.4356,20.676,17.4695,18.3186,16.4281,,,,,,,,,,,,,,,,,,,,,,,,,
23.3457,25.3614,24.0526,24.2884,24.2747,25.7844,25.6799,23.6029,25.6034,23.323,25.0867,25.0792,23.7439,25.0205,25.3518,,,,,,,,,,,,,,,,,,,,,,,,,
19.361,19.4775,20.1829,20.5364,19.8929,19.5096,17.8269,19.4899,21.2419,21.0113,19.4581,21.7724,19.3513,20.4909,17.757,,,,,,,,,,,,,,,,,,,,,,,,,
26.8612,26.1385,25.7974,23.6389,25.5702,25.9821,28.0387,26.1321,24.7814,27.69,26.6696,26.9605,25.6436,25.7355,25.5651,,,,,,,,,,,,,,,,,,,,,,,,,
16.5046,17.3614,19.5278,19.5007,16.8864,15.8156,17.3866,17.5421,18.0067,15.9403,18.3696,18.0189,17.4969,16.4226,17.2161,,,,,,,,,,,,,,,,,,,,,,,,,
24.1755,24.6775,24.5419,25.2643,24.3246,24.6252,25.6396,25.0286,24.9792,24.9811,24.6556,24.2279,25.4975,25.0636,25.276,,,,,,,,,,,,,,,,,,,,,,,,,
22.3466,24.212,22.8452,22.8533,23.1652,23.567,23.0804,22.81,24.5604,21.7068,23.5966,22.4144,23.9515,23.3254,22.7334,,,,,,,,,,,,,,,,,,,,,,,,,
18.6478,17.8969,19.1213,17.6996,16.9234,18.9855,18.2062,20.1155,19.5094,18.7752,21.7399,23.919,16.393,17.6926,17.2896,,,,,,,,,,,,,,,,,,,,,,,,,
21.2932,21.9435,22.3916,22.4027,22.5743,23.0031,21.478,23.1829,23.4609,21.7532,23.3273,22.2837,23.9333,22.1623,23.6362,,,,,,,,,,,,,,,,,,,,,,,,,
28.6861,28.5311,27.3409,16.9884,18.4228,17.1767,18.7213,28.0913,25.1512,28.5238,18.2747,19.6602,18.8376,17.1756,27.213,,,,,,,,,,,,,,,,,,,,,,,,,
27.5523,27.0802,27.0833,27.4772,27.5439,27.6164,27.982,26.6842,26.3712,27.0668,27.6794,27.0637,28.0076,27.1235,25.199,,,,,,,,,,,,,,,,,,,,,,,,,
16.2832,22.1692,20.9256,22.3821,21.652,21.395,21.7469,23.1572,20.3754,23.1446,23.3109,21.8032,21.2505,21.4712,21.7626,,,,,,,,,,,,,,,,,,,,,,,,,
18.9378,16.6808,17.4348,16.5867,17.795,18.3811,19.7759,16.8802,16.6833,19.5868,18.1588,20.3682,17.7828,17.2459,19.8735,,,,,,,,,,,,,,,,,,,,,,,,,
19.2725,18.1708,20.5459,19.3587,17.1541,19.0546,21.8013,20.0534,20.0729,20.0034,19.8431,21.3014,18.8841,19.7637,20.7393,,,,,,,,,,,,,,,,,,,,,,,,,
23.6323,22.8767,23.0614,23.318,23.3592,22.958,23.606,23.6769,23.2709,23.5951,22.5973,22.7523,22.9704,22.8662,23.2649,,,,,,,,,,,,,,,,,,,,,,,,,
20.9327,22.0282,19.5045,17.661,18.0769,17.8253,20.4688,19.0942,18.3841,17.6387,21.359,22.7507,21.4463,18.9857,17.7156,,,,,,,,,,,,,,,,,,,,,,,,,
22.4294,23.5293,22.86,22.4088,22.5121,22.4688,24.2856,23.4097,22.7905,23.6034,23.201,22.784,21.1674,23.2682,22.7604,,,,,,,,,,,,,,,,,,,,,,,,,
18.8356,20.3906,17.7309,19.2095,18.1434,17.3021,20.4035,20.4377,21.5519,20.5862,18.6112,20.412,21.5115,20.5284,20.6524,,,,,,,,,,,,,,,,,,,,,,,,,
20.0433,20.5206,20.5881,16.2114,17.1952,17.5271,18.1849,20.6788,16.13,21.3378,20.7502,19.7004,20.5539,21.7219,17.013,,,,,,,,,,,,,,,,,,,,,,,,,
24.5449,24.1097,23.8783,24.5635,24.6011,24.7255,26.7881,25.3759,25.9643,25.5958,25.7632,26.0314,26.622,25.2611,27.2711,,,,,,,,,,,,,,,,,,,,,,,,,
22.3295,23.1767,17.1987,21.077,21.0823,16.4956,20.6367,22.2561,21.9714,21.9359,24.0202,23.7286,23.6563,21.838,24.7039,,,,,,,,,,,,,,,,,,,,,,,,,
20.3201,21.2642,22.0535,20.6282,20.892,21.3315,20.0063,20.6461,20.7635,20.1494,20.0407,20.3136,22.7207,20.7881,21.0295,,,,,,,,,,,,,,,,,,,,,,,,,
22.6682,21.6777,22.3121,21.4645,21.6979,21.6621,22.4167,21.8362,21.5677,22.339,21.5352,21.3267,22.4253,22.172,22.8143,,,,,,,,,,,,,,,,,,,,,,,,,
21.3477,21.5604,20.0277,17.1418,20.5433,19.5872,21.9025,16.6604,20.6154,22.742,20.8298,20.8262,17.0667,20.2321,17.6025,,,,,,,,,,,,,,,,,,,,,,,,,
17.818,20.96,19.1476,20.3416,17.2494,20.0685,17.0959,21.3342,21.0578,20.5249,21.8841,22.2267,17.8026,20.7401,19.932,,,,,,,,,,,,,,,,,,,,,,,,,
21.3888,20.7253,18.4211,18.9095,20.9646,21.8223,21.3895,21.5608,21.7109,21.3402,23.2918,25.9159,20.7719,20.0708,21.2105,,,,,,,,,,,,,,,,,,,,,,,,,
26.2954,25.8847,26.4113,24.2116,24.3081,25.1577,26.8441,26.4837,26.6189,26.3116,26.7519,26.0497,22.6068,26.9061,26.7123,,,,,,,,,,,,,,,,,,,,,,,,,
18.6635,17.2789,21.1189,22.5061,16.9275,16.9416,17.2181,20.9622,20.7201,20.3282,20.5149,18.9062,21.6638,16.9815,21.7017,,,,,,,,,,,,,,,,,,,,,,,,,
18.8449,19.339,19.7001,21.998,21.059,22.572,17.2466,17.7569,20.2,21.4861,19.6216,17.5206,20.9309,17.5449,20.3389,,,,,,,,,,,,,,,,,,,,,,,,,
22.5638,16.3443,18.0556,21.0516,17.3025,21.1905,22.8532,22.5557,22.1146,22.6041,23.7083,22.3874,22.8497,20.5752,21.209,,,,,,,,,,,,,,,,,,,,,,,,,
16.8081,21.3323,21.2483,18.141,20.9801,19.8759,21.899,22.8946,20.9517,17.4862,23.7602,20.5194,22.5917,20.4161,18.6793,,,,,,,,,,,,,,,,,,,,,,,,,
18.093,18.4779,16.6129,15.7924,17.5432,18.6614,17.946,14.7922,17.5372,17.8836,15.6248,19.1611,16.2631,18.574,20.2173,,,,,,,,,,,,,,,,,,,,,,,,,
27.1866,27.8664,26.7256,25.6998,25.889,26.3482,26.7339,26.1569,24.978,25.9391,25.2038,26.7998,25.0173,25.637,22.3732,,,,,,,,,,,,,,,,,,,,,,,,,
18.8109,18.2768,20.4065,21.2712,23.7838,23.8728,21.8363,16.8699,19.4332,19.2736,20.45,21.1344,21.146,24.1111,21.8104,,,,,,,,,,,,,,,,,,,,,,,,,
22.5798,22.0692,24.4902,17.7573,19.516,19.6057,17.9079,17.6284,16.533,17.5478,16.7349,16.899,17.9264,17.0423,16.6255,,,,,,,,,,,,,,,,,,,,,,,,,
23.4104,22.583,20.0704,17.1326,21.4704,21.7714,23.8626,22.5445,23.6566,20.8909,22.6879,22.2009,24.345,19.7892,24.7873,,,,,,,,,,,,,,,,,,,,,,,,,
24.8451,24.0075,24.6703,25.4335,24.5437,24.6072,24.8789,25.2286,24.8329,25.3674,25.4774,24.6477,24.618,24.669,24.7668,,,,,,,,,,,,,,,,,,,,,,,,,
18.1695,18.2008,19.0999,17.1629,18.8464,17.1966,21.4303,18.582,19.4443,18.1166,21.0298,23.0384,17.6888,16.3188,19.922,,,,,,,,,,,,,,,,,,,,,,,,,
17.7527,19.2723,17.549,18.4084,19.019,18.8358,17.9346,16.7799,18.6308,17.2669,18.7083,19.2507,18.6831,17.6849,17.749,,,,,,,,,,,,,,,,,,,,,,,,,
21.4271,21.113,18.8351,21.6057,21.6898,21.7591,21.8528,22.6858,23.8351,20.8967,21.1478,20.6574,16.9382,21.899,22.1268,,,,,,,,,,,,,,,,,,,,,,,,,
24.5772,24.5395,24.8599,23.3197,21.576,21.829,24.8833,24.0638,23.6014,24.7613,25.4958,24.1042,25.4394,23.8465,22.9761,,,,,,,,,,,,,,,,,,,,,,,,,
18.7851,19.1405,16.5542,22.1938,15.8817,18.0185,22.3908,21.9635,22.3397,16.9623,22.4065,22.7786,18.1306,22.7842,24.1121,,,,,,,,,,,,,,,,,,,,,,,,,
18.7594,18.5851,17.9882,15.6572,16.4144,18.6297,17.4101,19.0597,17.8682,17.4734,20.0002,18.6172,18.5555,17.054,19.5253,,,,,,,,,,,,,,,,,,,,,,,,,
17.601,21.0015,18.0402,16.5886,16.5356,15.6461,16.411,21.1683,21.5241,21.3318,20.5131,16.7617,17.5522,16.8445,21.3211,,,,,,,,,,,,,,,,,,,,,,,,,
18.2362,18.6402,18.232,21.7916,21.3262,19.1453,21.3197,17.974,22.7932,15.5811,18.0802,17.4669,20.0511,17.8897,21.3302,,,,,,,,,,,,,,,,,,,,,,,,,
18.3111,17.0576,16.9219,17.9251,17.7215,16.8319,20.5974,17.116,15.5381,19.1638,20.1228,19.9174,17.6565,15.0636,20.219,,,,,,,,,,,,,,,,,,,,,,,,,
22.1019,20.4817,20.7304,19.7917,19.4509,19.5246,19.4878,20.6586,20.3035,19.9421,19.7729,22.1592,19.3647,20.2993,20.3589,,,,,,,,,,,,,,,,,,,,,,,,,
21.7408,20.769,21.7551,21.949,22.2005,21.1263,21.3476,23.0577,21.4705,24.5841,21.7332,21.1504,21.8152,21.3502,22.5119,,,,,,,,,,,,,,,,,,,,,,,,,
19.0492,19.9483,20.3511,17.1963,23.9738,19.8604,20.0954,19.0074,18.0589,18.5658,19.5322,21.192,22.2768,23.2738,19.7752,,,,,,,,,,,,,,,,,,,,,,,,,
20.9079,20.2339,21.7501,18.0769,17.4842,16.614,19.7904,21.52,19.1953,21.1155,19.7762,20.7238,22.24,20.3362,21.1195,,,,,,,,,,,,,,,,,,,,,,,,,
17.4924,19.272,17.175,23.013,15.133,16.876,23.1434,22.0536,18.1282,22.2897,22.7994,22.0121,23.4508,21.7111,22.1369,,,,,,,,,,,,,,,,,,,,,,,,,
18.3998,18.0098,15.5429,18.2917,22.4889,17.1514,19.3588,19.2196,18.1142,18.9399,21.3752,22.3533,20.639,20.8325,17.0888,,,,,,,,,,,,,,,,,,,,,,,,,
19.3709,20.7471,17.1776,15.9522,17.3132,17.4449,20.1529,17.3201,16.3562,18.2644,16.5458,20.6755,18.845,17.0442,16.8696,,,,,,,,,,,,,,,,,,,,,,,,,
21.7587,21.9714,22.9794,20.0641,17.9455,21.0267,21.3852,21.5334,20.6316,19.0634,23.9501,24.7571,23.4168,20.4294,22.2987,,,,,,,,,,,,,,,,,,,,,,,,,
20.2231,22.5812,21.0699,23.7184,23.3178,22.453,23.9414,23.0071,21.19,21.1202,24.0008,21.6881,17.9213,20.4174,22.8056,,,,,,,,,,,,,,,,,,,,,,,,,
18.5886,19.5755,21.4438,20.4304,17.7679,16.9121,21.4628,21.2887,18.1169,17.431,20.9999,22.0852,21.7601,20.7598,21.7758,,,,,,,,,,,,,,,,,,,,,,,,,
20.7228,16.5818,23.828,20.6466,22.1646,21.2375,21.2852,20.5016,21.2544,17.6879,21.0749,21.4848,18.8286,21.9146,17.9632,,,,,,,,,,,,,,,,,,,,,,,,,
25.2772,26.7145,26.752,25.4805,25.6289,24.9651,25.7383,25.4362,25.7552,24.6013,25.5996,25.2714,25.1261,25.2759,24.6886,,,,,,,,,,,,,,,,,,,,,,,,,
23.1792,24.6242,23.8803,22.7088,23.3836,23.347,25.3034,23.5902,23.3972,23.9768,23.8658,24.5279,22.8352,23.899,22.968,,,,,,,,,,,,,,,,,,,,,,,,,
18.5809,17.6921,15.244,17.6792,17.1982,18.199,15.8258,20.7343,20.6304,18.7912,19.9891,18.1763,18.0038,16.9583,15.0061,,,,,,,,,,,,,,,,,,,,,,,,,
20.686,26.4218,22.8935,20.1861,20.1779,21.7156,16.0934,16.3126,19.1859,17.6309,18.0199,16.4619,16.0868,19.7721,20.364,,,,,,,,,,,,,,,,,,,,,,,,,
17.73,18.2152,17.9847,18.0236,19.1023,15.8162,19.6388,19.5666,16.7441,18.5082,18.6515,17.863,18.4202,18.0967,18.2407,,,,,,,,,,,,,,,,,,,,,,,,,
19.8315,19.1566,16.9802,18.3485,18.9231,18.345,19.5482,20.0721,21.6028,20.1169,20.479,21.4761,16.9197,19.0137,21.2403,,,,,,,,,,,,,,,,,,,,,,,,,
17.6042,19.0474,19.5049,21.6428,20.4864,21.6709,19.8139,20.3609,19.7866,19.5795,19.9169,21.912,16.905,23.0219,20.5593,,,,,,,,,,,,,,,,,,,,,,,,,
22.6999,22.5748,23.1199,22.3176,22.5063,22.6224,23.3717,22.9099,22.5299,21.924,24.3613,22.4071,21.7695,22.8956,24.6031,,,,,,,,,,,,,,,,,,,,,,,,,
23.1722,22.2237,22.4863,20.8981,23.1111,22.7531,21.449,24.1008,22.5955,22.0064,22.9818,19.3361,22.4914,22.4092,23.7491,,,,,,,,,,,,,,,,,,,,,,,,,
26.2312,26.6262,27.1107,25.6015,26.5568,25.9014,25.4924,25.7536,27.1242,22.8023,26.7606,27.4461,25.0178,26.4135,25.9891,,,,,,,,,,,,,,,,,,,,,,,,,
18.0517,18.6345,21.0674,18.2463,17.5216,19.8459,25.9479,20.3908,21.5078,18.0555,21.2241,21.054,20.008,23.7431,21.0694,,,,,,,,,,,,,,,,,,,,,,,,,
16.11,21.125,21.751,22.5763,20.2478,21.5671,22.4155,21.2794,20.2704,22.0372,24.1964,21.8116,22.4973,17.2788,22.7077,,,,,,,,,,,,,,,,,,,,,,,,,
18.4881,18.2283,18.4967,17.1938,17.7807,19.1309,20.9622,18.0088,19.2157,18.881,21.5489,20.7061,20.5659,19.8018,20.6209,,,,,,,,,,,,,,,,,,,,,,,,,
21.4236,17.4726,21.4024,21.5697,18.7395,18.3267,18.2747,19.0701,17.5935,17.3641,18.4747,15.5862,19.3961,17.4733,17.0785,,,,,,,,,,,,,,,,,,,,,,,,,
22.3928,22.2429,22.4631,21.106,19.3529,21.3462,23.8996,21.0278,21.6662,21.0124,22.5862,23.3277,24.2874,24.568,24.2767,,,,,,,,,,,,,,,,,,,,,,,,,
23.2204,23.1794,23.2061,22.8415,22.4495,20.7566,23.4983,23.6742,23.7091,23.9118,23.7195,23.2422,23.4034,23.3609,23.6572,,,,,,,,,,,,,,,,,,,,,,,,,
19.0732,17.4022,16.7277,20.8769,20.4392,19.6348,18.6142,18.4996,21.1991,18.4395,16.4594,17.1763,21.1727,21.3336,16.9887,,,,,,,,,,,,,,,,,,,,,,,,,
23.5925,22.8541,23.2345,24.2048,23.3464,23.9418,25.665,25.4502,26.1969,24.4969,26.3241,25.0702,25.8589,24.4856,27.5093,,,,,,,,,,,,,,,,,,,,,,,,,
26.7723,28.1997,28.0481,28.3008,27.8296,27.7966,28.1656,27.4701,28.2423,27.2212,28.0834,27.2152,28.3868,27.2959,28.6512,,,,,,,,,,,,,,,,,,,,,,,,,
24.004,25.3935,24.7453,27.6526,27.0205,25.8232,23.4347,26.1149,27.4127,27.3778,25.0718,25.1696,18.8517,24.9613,23.6977,,,,,,,,,,,,,,,,,,,,,,,,,
17.3018,16.9162,17.7229,17.2639,17.1428,18.1265,19.3116,17.3127,17.9926,15.5709,20.308,20.205,17.9833,16.5129,18.1798,,,,,,,,,,,,,,,,,,,,,,,,,
16.3358,17.5404,19.5126,19.5662,17.5859,20.1069,22.3695,16.7453,19.9623,21.5263,17.8539,20.7828,21.2893,21.8449,17.324,,,,,,,,,,,,,,,,,,,,,,,,,
18.7244,17.4678,22.1175,15.5557,22.5803,23.314,20.169,21.7487,16.6082,15.6259,17.257,17.0298,16.5073,18.1299,17.5276,,,,,,,,,,,,,,,,,,,,,,,,,
22.635,22.2883,20.8896,20.9519,21.8517,21.8758,20.0734,20.593,24.9006,22.5463,21.3566,22.1153,20.717,24.5176,16.5226,,,,,,,,,,,,,,,,,,,,,,,,,
16.8853,17.887,18.8323,17.3843,16.781,18.0621,19.7645,20.4374,21.063,17.3774,20.8129,21.2736,17.3915,18.5977,21.6493,,,,,,,,,,,,,,,,,,,,,,,,,
19.4136,19.9511,19.714,18.6774,20.2315,20.7269,18.4181,19.7928,17.2074,16.0103,16.8664,19.7956,18.6451,19.9473,18.2884,,,,,,,,,,,,,,,,,,,,,,,,,
18.665,20.147,20.6238,18.9938,17.7793,18.9612,19.0738,18.5774,18.5172,17.6155,18.224,19.9108,17.9927,17.4663,19.0823,,,,,,,,,,,,,,,,,,,,,,,,,
24.4082,24.2056,24.0084,23.5956,23.6524,23.5526,24.7665,23.6922,23.2926,23.8444,24.4846,23.0264,23.3324,24.0773,23.8009,,,,,,,,,,,,,,,,,,,,,,,,,
17.3678,21.3707,19.9625,20.973,20.9106,17.7362,21.6263,20.7902,18.393,18.1135,20.3066,19.1195,21.284,20.9953,21.1606,,,,,,,,,,,,,,,,,,,,,,,,,
18.5004,19.1922,18.1463,17.565,18.9747,16.3213,18.752,17.6462,18.7216,16.9945,17.9,16.9146,17.1985,16.9254,18.2146,,,,,,,,,,,,,,,,,,,,,,,,,
24.9093,24.8855,25.4545,26.1231,25.6804,25.4867,24.7918,26.3772,26.041,25.8589,25.9114,25.216,27.1086,26.0711,25.776,,,,,,,,,,,,,,,,,,,,,,,,,
21.5822,20.1621,21.267,20.4515,17.0427,16.4277,18.7572,23.2371,21.7491,22.1751,22.6746,23.4645,16.4368,20.9584,22.5534,,,,,,,,,,,,,,,,,,,,,,,,,
18.5369,19.2266,18.7856,17.1548,16.8396,18.0108,21.0708,18.3544,17.6715,22.1763,19.1688,19.0703,18.0204,21.3864,20.662,,,,,,,,,,,,,,,,,,,,,,,,,
18.7034,16.5079,18.1055,16.8299,16.9884,18.2683,18.4008,20.2633,20.9542,17.3148,18.5171,18.6042,17.8783,18.6718,18.7041,,,,,,,,,,,,,,,,,,,,,,,,,
26.7867,26.9765,26.34,26.7936,26.4523,26.7969,27.3446,26.9354,27.2087,26.2931,26.5932,27.191,27.8076,26.1444,28.23,,,,,,,,,,,,,,,,,,,,,,,,,
17.6825,23.1152,23.9811,16.2332,17.9803,15.6588,19.1278,16.9303,22.8704,16.0979,21.8714,18.5855,18.3084,17.7842,17.5202,,,,,,,,,,,,,,,,,,,,,,,,,
25.0284,24.3403,24.9604,22.8914,23.6905,23.6622,25.4156,24.5113,24.2679,24.4111,24.0379,24.3746,23.3592,22.8268,24.776,,,,,,,,,,,,,,,,,,,,,,,,,
16.9422,17.464,20.2499,17.3402,24.1306,19.1459,22.9577,17.3983,23.7225,19.4978,19.7504,16.469,22.9087,22.6271,16.9543,,,,,,,,,,,,,,,,,,,,,,,,,
18.1314,19.1073,18.5282,16.0132,17.001,22.6466,19.8845,20.3711,20.1152,23.0774,20.0455,20.7216,16.2492,19.6013,19.856,,,,,,,,,,,,,,,,,,,,,,,,,
21.8755,22.1269,21.1084,22.8735,22.2227,23.9231,24.9288,25.898,25.2312,23.4768,25.3297,25.4112,24.7559,23.5629,25.8176,,,,,,,,,,,,,,,,,,,,,,,,,
22.0467,21.5189,21.3487,21.8518,15.5044,17.0057,18.7021,17.9518,18.0741,17.1043,18.638,21.2174,22.815,18.4593,18.7816,,,,,,,,,,,,,,,,,,,,,,,,,
17.3024,22.6319,17.8485,20.1734,17.6093,17.9587,16.9359,22.6116,17.6998,20.4137,21.4722,18.6266,22.7152,20.4797,17.8528,,,,,,,,,,,,,,,,,,,,,,,,,
18.0379,18.6563,18.9171,17.1951,17.6025,17.3712,21.6925,18.0389,16.6155,17.5834,16.8513,20.0998,18.5595,20.279,18.5593,,,,,,,,,,,,,,,,,,,,,,,,,
22.2843,21.3166,20.9982,22.7449,24.6406,23.6246,20.7647,21.5519,21.4165,20.6022,17.3784,18.3399,21.4782,22.652,20.4633,,,,,,,,,,,,,,,,,,,,,,,,,
