LFQ.intensity.1 Healthy,LFQ.intensity.3 Healthy,LFQ.intensity.5 Healthy,LFQ.intensity.7 Healthy,LFQ.intensity.9 Healthy,LFQ.intensity.2 Stage3,LFQ.intensity.4 Stage 3,LFQ.intensity.6 Stage 3,LFQ.intensity.8 Stage 3,LFQ.intensity.10 Stage3
24.161,22.938,24.056,23.471,21.864,21.489,23.973,23.095,23.240,23.951
22.346,21.886,22.149,22.261,21.357,20.694,23.077,20.602,23.335,23.050
20.943,21.142,20.997,23.074,22.140,20.650,23.487,20.539,22.671,21.754
22.521,23.095,23.598,23.401,21.864,22.829,23.003,21.292,23.353,23.351
24.544,25.125,24.912,24.679,23.638,24.728,25.027,24.198,24.798,24.679
25.549,25.457,25.617,25.288,24.036,24.848,25.888,24.664,25.230,25.900
27.704,27.198,26.834,27.184,25.708,27.452,27.908,25.904,26.855,27.142
23.433,23.876,23.638,21.353,21.703,21.749,20.424,22.499,24.327,24.061
21.273,21.055,22.329,22.320,20.360,19.689,22.593,21.040,23.745,21.129
25.245,25.658,27.430,28.486,25.346,26.141,26.554,25.605,27.423,25.652
22.768,22.942,22.823,19.875,21.462,21.970,21.852,22.278,21.464,23.030
32.174,32.418,32.333,32.250,30.815,32.051,32.354,31.646,31.940,32.533
20.233,23.753,21.206,24.017,21.164,22.348,23.470,20.078,24.319,21.201
21.213,21.576,21.887,22.051,21.948,21.151,21.899,20.980,22.593,22.603
22.020,23.799,23.512,21.287,22.918,21.166,24.236,20.888,21.711,24.621
21.115,24.146,23.845,21.234,20.912,22.077,23.887,21.010,21.684,21.735
22.144,24.138,22.700,22.743,21.155,22.006,23.631,20.964,25.447,21.741
26.264,27.083,26.474,26.289,26.198,26.150,26.817,25.908,26.074,26.889
22.248,21.060,22.783,22.853,20.535,20.442,21.643,21.373,23.368,21.961
21.047,23.261,20.710,23.350,22.042,21.855,23.823,20.925,21.131,23.463
23.412,25.727,23.949,25.050,22.698,23.515,24.239,22.649,25.789,25.415
23.563,22.356,24.063,20.980,22.278,21.048,24.350,20.699,22.537,25.574
22.590,24.895,23.446,24.392,20.531,22.546,23.257,20.639,24.927,23.553
20.577,21.942,21.594,21.699,22.095,20.785,20.926,21.150,22.887,21.611
30.579,30.261,31.179,31.478,28.875,30.718,30.722,30.609,31.013,29.873
22.869,23.924,23.239,23.908,21.663,22.352,24.002,22.086,24.049,23.736
26.297,25.360,26.442,26.282,24.863,24.093,26.596,25.697,25.795,26.477
23.344,21.755,20.855,22.560,21.981,22.139,20.061,21.705,22.935,22.997
20.501,22.200,22.401,23.424,21.693,19.668,22.793,21.983,23.791,22.749
27.245,26.567,27.883,27.178,25.887,26.546,27.980,26.071,26.702,26.933
23.398,23.147,23.963,23.340,22.625,23.101,24.103,21.397,23.135,24.165
28.625,28.572,29.218,28.042,26.795,28.580,29.137,28.479,26.921,28.712
23.861,21.902,23.797,24.267,20.845,21.945,24.374,21.211,23.893,22.465
24.788,25.164,23.711,24.311,21.373,23.551,25.070,20.955,25.375,25.305
24.309,24.075,24.417,22.107,22.002,20.804,24.243,22.398,24.646,25.684
25.394,25.076,25.337,24.682,24.961,24.790,25.946,24.669,24.848,25.632
25.379,24.477,25.495,22.399,21.049,21.734,25.281,20.925,24.761,25.082
21.658,21.142,20.033,21.579,22.360,21.321,21.863,20.211,21.866,22.038
25.496,27.020,25.829,26.031,23.582,25.700,26.338,24.527,25.853,26.134
21.203,21.499,22.130,21.610,22.142,20.082,23.479,21.966,20.233,23.488
28.298,28.075,28.196,27.710,25.620,27.275,28.073,26.412,27.246,28.328
22.900,23.754,22.952,21.450,20.936,22.736,23.388,21.179,21.209,22.878
24.317,23.859,25.108,24.442,21.031,21.730,25.196,22.625,24.734,25.265
23.098,23.002,23.223,23.614,20.277,21.378,23.556,20.561,24.603,23.884
22.929,22.946,22.726,22.616,21.712,21.126,23.256,22.290,23.425,23.321
24.700,25.960,24.775,25.425,21.419,24.402,25.148,21.253,26.333,26.052
21.082,22.219,21.821,22.701,21.782,22.199,21.870,21.511,23.473,20.002
26.047,24.685,25.864,25.446,21.088,25.194,27.007,20.385,25.295,26.318
23.082,22.732,23.110,21.293,20.708,21.977,22.735,22.602,21.135,23.010
29.171,30.576,29.444,30.619,28.600,28.600,29.447,28.614,31.114,30.090
20.978,21.854,20.650,23.204,21.069,20.806,20.318,20.341,23.794,23.171
21.199,23.325,23.843,24.260,22.421,23.083,24.298,21.727,25.053,21.562
21.505,21.998,21.136,21.446,22.329,20.479,22.883,20.802,24.055,20.790
31.113,32.019,31.797,31.375,30.126,30.922,32.327,30.753,31.810,31.060
26.765,26.712,26.675,25.967,24.077,26.114,26.848,25.174,25.810,26.762
24.578,24.882,24.352,24.528,24.454,24.220,25.091,23.812,24.750,24.560
21.199,24.002,21.503,21.803,21.887,21.521,20.822,21.046,24.018,23.615
22.433,24.162,22.742,23.729,21.069,21.622,23.292,21.641,23.993,23.026
21.075,23.486,22.927,20.396,22.461,21.696,23.812,20.454,20.141,23.551
24.537,23.295,24.382,24.332,19.718,24.064,24.235,23.372,20.975,24.393
20.621,23.485,21.032,23.070,21.019,22.280,23.849,20.310,20.332,23.128
25.174,25.480,25.425,25.780,22.189,24.898,25.858,20.683,26.194,25.592
25.722,27.186,27.051,26.534,24.351,26.451,26.894,25.701,26.186,26.083
20.864,22.942,20.293,21.012,20.714,21.862,21.553,20.547,19.994,22.373
26.359,26.596,26.520,25.699,25.381,25.388,26.888,25.748,25.610,26.537
23.619,21.656,23.749,22.015,21.331,21.330,21.365,22.172,23.198,23.786
29.825,28.777,29.535,28.965,28.015,28.550,29.340,28.575,28.590,29.682
28.452,27.266,28.948,28.460,27.908,27.810,29.067,28.112,27.898,28.515
27.488,28.106,27.870,27.392,26.637,27.348,27.847,26.894,27.555,28.202
24.329,21.503,23.332,23.788,21.786,22.693,23.673,21.237,24.752,21.812
23.402,23.138,24.011,22.561,21.285,20.537,23.165,22.598,23.505,24.063
21.663,21.643,21.571,23.061,20.897,20.680,21.902,21.332,23.559,21.810
29.418,29.296,29.749,29.161,27.861,29.183,30.028,28.826,28.737,29.076
21.101,28.963,25.565,25.644,23.177,22.521,26.880,20.757,28.397,24.761
25.742,23.934,26.108,22.765,21.390,21.161,25.294,23.989,23.503,25.274
20.900,23.776,23.234,23.131,21.444,21.273,23.761,20.580,23.388,24.064
24.892,21.020,25.597,21.838,22.052,21.382,25.327,21.345,23.079,25.004
28.345,28.541,28.482,28.391,27.493,28.423,28.727,27.681,28.019,28.716
22.122,19.666,22.682,20.352,21.429,20.807,20.929,21.327,21.958,20.809
25.108,25.369,20.087,22.475,21.423,21.287,26.469,20.590,21.843,25.141
19.280,21.953,23.173,21.817,22.120,20.519,23.636,21.410,20.791,22.518
21.674,22.023,21.741,20.949,21.534,20.862,22.176,20.975,22.587,21.653
21.525,22.039,20.701,22.184,21.452,20.687,22.423,21.156,22.282,21.699
23.458,25.919,23.907,25.315,22.001,24.020,24.183,21.859,25.855,25.251
26.429,27.071,26.950,26.529,25.651,25.979,27.169,25.640,26.335,27.180
21.598,21.257,23.436,24.009,21.342,21.730,24.538,21.054,21.682,22.145
25.512,24.776,25.704,25.345,23.728,24.288,25.241,24.676,24.167,26.326
22.978,23.823,23.060,20.324,20.487,23.063,23.471,20.311,21.902,22.441
27.893,29.675,28.360,28.382,27.004,27.868,29.109,27.429,28.562,28.707
32.219,33.067,32.199,31.490,30.199,31.738,33.200,31.352,31.550,31.711
24.738,24.795,24.821,21.298,23.678,23.810,25.008,21.911,23.245,24.863
29.737,29.323,30.195,29.669,28.137,29.507,29.647,28.781,29.544,29.890
22.039,21.558,22.217,20.720,22.338,21.874,21.530,19.816,23.011,22.258
24.061,23.544,23.955,23.939,23.187,23.429,23.760,23.317,23.996,24.455
26.171,27.281,25.888,27.059,25.383,25.484,28.120,26.513,23.411,27.753
20.600,22.990,23.206,21.668,22.063,21.149,23.106,21.613,21.106,23.961
21.345,25.665,21.291,24.910,22.244,23.618,20.952,21.400,25.501,24.610
27.588,28.068,27.602,27.287,27.030,27.145,28.146,27.453,27.231,27.846
20.388,21.713,21.215,22.096,21.801,22.177,21.229,21.108,21.559,21.409
21.721,22.198,23.669,22.491,22.074,23.350,23.546,21.339,20.205,24.126
26.395,27.462,26.916,26.567,25.188,26.375,27.343,25.082,26.226,27.182
27.006,27.947,27.325,26.396,25.675,26.624,27.687,26.078,26.286,27.375
23.843,25.057,25.132,24.912,24.552,24.173,25.266,24.017,24.960,25.340
25.777,26.053,26.645,25.550,23.147,25.074,26.754,24.749,25.115,25.840
27.789,28.305,27.892,27.328,26.585,27.343,28.115,27.068,27.116,28.528
24.718,24.981,24.972,24.568,23.517,24.780,24.789,24.012,24.213,24.719
21.012,22.613,21.771,23.406,20.960,21.552,22.177,21.195,23.792,20.690
22.897,23.908,23.423,23.202,19.974,20.855,23.635,23.186,21.745,23.573
23.300,24.125,23.510,23.423,21.775,23.102,23.555,22.041,23.417,23.737
28.248,28.526,28.472,27.870,26.269,27.786,28.268,26.759,27.660,28.631
25.114,25.313,25.293,24.832,24.440,24.832,25.610,24.017,24.623,25.678
22.632,21.385,20.043,22.728,22.878,21.196,23.587,20.520,22.803,21.218
23.281,21.483,23.454,23.466,21.517,20.823,21.543,22.747,23.815,23.941
21.254,20.678,21.581,21.905,21.083,21.119,20.013,21.575,21.893,21.674
36.215,36.383,36.509,36.219,35.969,36.216,36.606,35.904,36.126,36.259
25.691,25.324,25.895,25.437,23.262,24.536,25.825,24.488,24.832,26.196
28.457,28.537,28.716,28.238,27.439,28.324,28.599,27.299,28.117,28.840
26.916,27.495,28.035,26.961,25.653,26.950,27.955,25.979,26.808,27.613
32.449,32.476,32.589,32.307,30.731,32.373,32.109,31.610,32.010,32.664
20.776,22.564,21.007,22.664,20.118,21.196,21.888,20.824,20.849,22.114
21.423,26.181,25.548,22.037,21.319,21.079,25.569,24.360,24.077,21.907
22.922,24.111,23.384,23.267,20.753,23.113,24.085,22.518,23.002,21.430
35.575,35.802,35.643,35.583,34.069,35.574,35.319,34.684,35.168,35.724
25.392,25.675,25.117,25.364,24.082,24.990,25.648,25.008,24.908,24.888
20.653,22.925,22.711,23.225,21.039,20.597,21.489,21.349,23.960,23.457
24.221,24.404,24.295,23.641,21.061,22.652,24.408,22.349,22.966,24.960
24.766,21.901,24.400,23.708,24.593,23.809,23.702,22.667,24.516,24.437
22.505,20.759,24.055,21.941,22.264,23.298,23.312,21.389,20.255,23.562
31.033,30.986,31.343,30.772,29.766,30.679,31.089,30.237,30.385,31.339
24.031,25.356,24.808,24.267,22.084,24.332,25.255,20.851,25.534,24.894
25.358,25.802,26.375,25.388,24.027,25.148,26.297,24.072,25.155,26.068
26.312,28.448,27.516,26.153,25.245,26.169,27.223,25.918,27.237,27.353
24.466,24.096,24.785,24.251,23.625,23.930,24.695,23.707,24.601,24.133
31.739,31.909,32.144,31.341,30.584,31.428,31.768,30.825,31.429,32.104
27.127,27.229,27.512,26.229,26.187,27.527,27.876,25.961,26.418,26.674
21.263,22.914,21.297,20.750,21.372,20.784,21.704,21.238,21.703,22.341
21.098,22.510,22.240,21.204,22.751,21.075,22.549,21.420,22.141,22.451
27.548,27.673,28.016,27.355,26.662,27.192,28.080,26.797,27.198,28.139
26.866,26.585,26.287,26.675,20.945,26.272,26.674,25.619,21.260,27.136
26.280,26.520,26.543,26.475,25.515,25.861,26.828,25.791,25.717,26.998
22.132,22.773,21.744,22.216,21.167,21.160,22.012,21.253,23.596,21.849
21.454,24.789,22.204,23.308,20.881,22.325,24.263,20.111,21.907,24.286
24.190,23.642,24.597,24.095,22.924,23.410,24.157,23.261,23.720,25.041
26.741,26.755,26.968,26.290,25.378,26.150,27.133,25.459,26.476,27.053
20.793,21.357,21.518,22.563,20.468,20.435,21.979,20.559,22.652,20.914
23.893,23.782,20.515,23.806,20.775,22.096,24.453,21.027,21.129,23.822
22.585,21.859,20.169,21.514,21.802,21.832,23.614,19.938,20.595,22.134
21.136,25.355,24.550,24.857,21.675,20.605,25.683,21.602,24.542,24.856
23.891,25.966,24.046,23.529,23.060,24.795,24.894,20.149,25.285,25.126
20.453,23.613,23.536,23.140,20.481,22.295,23.673,22.083,21.895,21.089
22.107,22.078,23.798,24.088,22.180,20.359,24.190,22.737,22.627,24.154
25.007,25.616,19.708,22.049,22.175,21.873,26.081,19.890,24.870,21.531
24.912,25.311,24.856,20.888,23.758,24.629,24.792,20.361,24.594,25.107
21.368,24.622,21.768,23.802,21.324,21.273,20.987,21.757,25.589,23.058
24.927,26.269,26.224,25.528,24.694,25.712,26.143,25.390,24.776,25.734
20.696,21.946,20.551,21.947,21.394,20.632,21.638,21.272,20.766,22.111
27.204,27.292,27.535,26.822,26.921,26.909,27.507,26.817,26.858,27.588
23.170,21.535,23.387,22.151,20.284,21.407,23.442,20.301,21.279,23.922
23.187,25.922,24.048,25.519,21.854,23.097,23.344,21.843,26.644,25.390
26.946,28.710,27.326,28.483,25.356,26.604,27.159,26.214,28.966,28.032
24.316,24.499,25.354,25.587,21.459,20.501,25.954,23.908,24.992,25.639
24.224,24.370,24.486,24.616,21.267,23.721,24.997,20.998,24.200,25.221
30.841,29.866,30.744,30.345,29.518,30.093,30.768,30.195,29.801,30.367
28.791,29.220,29.266,28.026,27.581,28.633,28.986,27.908,28.179,29.278
27.071,26.703,27.695,26.743,25.869,26.916,27.345,25.741,26.947,27.226
26.578,27.212,26.917,26.109,24.700,25.878,27.006,26.092,25.755,26.889
23.660,24.622,23.712,23.570,22.864,23.671,24.272,22.474,23.450,24.470
24.998,24.618,25.533,24.802,24.448,24.559,25.563,24.093,24.370,25.729
23.776,24.477,24.174,20.320,21.548,24.032,24.699,23.586,20.972,20.839
22.786,22.629,22.849,20.957,20.774,20.880,22.789,21.592,22.727,22.088
31.721,32.382,32.328,34.005,29.857,31.834,31.876,30.898,33.717,32.070
22.934,22.613,22.391,21.450,21.980,21.491,22.620,23.081,21.827,22.286
24.456,24.603,24.348,24.676,21.269,20.329,24.966,23.786,25.485,24.895
25.049,26.006,25.374,25.262,24.696,24.666,26.143,25.135,24.961,25.531
22.837,24.246,23.001,20.960,22.871,20.950,23.353,22.142,23.489,24.053
21.604,20.615,22.785,22.598,21.816,21.424,22.587,21.201,22.573,21.578
30.494,30.653,30.734,30.385,29.707,30.054,31.004,30.143,30.223,30.507
24.504,24.604,21.259,24.493,21.277,22.786,25.156,20.818,22.021,25.263
22.008,24.643,23.872,22.348,20.474,21.136,24.085,21.231,24.252,22.571
28.691,28.185,29.054,28.378,27.410,28.028,28.708,28.117,27.801,29.100
20.900,23.450,22.159,23.422,22.195,22.198,22.905,21.106,23.721,22.151
21.137,26.798,25.184,25.617,20.973,21.258,25.770,21.602,25.890,25.253
21.801,24.005,23.448,23.746,20.931,20.596,23.576,21.339,24.466,23.912
25.599,25.198,27.024,27.515,24.470,25.770,26.570,26.000,26.118,25.377
22.313,22.353,20.995,22.846,21.407,21.078,21.569,21.247,24.993,21.035
27.622,28.827,27.755,28.336,26.012,26.805,27.835,26.811,28.957,28.151
23.421,21.909,21.177,21.014,22.453,21.652,24.360,19.668,21.228,23.070
27.947,29.024,27.995,28.212,26.499,27.385,28.235,26.979,28.731,28.345
29.616,30.091,30.108,29.847,28.745,28.552,30.183,29.761,29.717,30.194
