LFQ intensity IN_1,LFQ intensity IN_2,LFQ intensity IN_3,LFQ intensity IN_5,LFQ intensity IN_6,LFQ intensity PD_1,LFQ intensity PD_2,LFQ intensity PD_3,LFQ intensity PD_5,LFQ intensity PD_6
60382000,68957000,64409000,64894000,48129000,0,0,0,0,0
1174600000,1175200000,1061000000,1407000000,1167500000,1459900000,2340200000,1356900000,4001900000,5482800000
1033300000,529130000,748800000,565230000,998650000,142060000,123720000,199230000,88995000,143120000
465980000,305860000,367940000,313410000,392270000,348050000,277520000,314060000,139480000,122900000
13881000000,41303000000,19016000000,26479000000,16473000000,20328000000,35438000000,32772000000,8170800000,33370000000
1259900000,1210500000,1218800000,733380000,1224100000,2428800000,4765400000,2431400000,1745900000,2584500000
2028800000,882180000,671870000,2243800000,640060000,460460000,207230000,456790000,348070000,520540000
0,0,0,0,0,355210000,342390000,512850000,574710000,474290000
34442000,22281000,6203800,9507200,15496000,0,0,0,0,0
9280700000,7893200000,9726600000,6507000000,6347800000,8173000000,9137100000,9700200000,9545800000,9452600000
144680000,212370000,123960000,134280000,110430000,0,0,0,0,0
0,0,0,0,0,385560000,400960000,351030000,299760000,258670000
0,0,0,0,0,0,0,0,0,0
2694300000,3240200000,1664800000,2786400000,2135100000,281410000,223170000,217100000,87926000,260070000
24938000,21005000,22874000,30639000,37223000,0,0,0,0,0
1722900000,2673100000,3649800000,1958800000,3427800000,415830000,758970000,650040000,92221000,246060000
2134600000,3544200000,2086200000,3858800000,3716200000,4072300000,5542800000,6374600000,3896000000,6073900000
1836700000,1792100000,1429900000,1665800000,1436800000,0,0,0,0,0
6126400000,4432200000,4376700000,3723700000,3756400000,2989500000,3323100000,3125200000,1480800000,2238000000
5371100000,2429600000,1909700000,6825100000,1558100000,1534400000,1938700000,2424100000,803250000,1374500000
9311600000,10659000000,10957000000,6347600000,8201200000,6868900000,9059600000,9545500000,7840500000,6471200000
30554000000,28483000000,25468000000,44087000000,22764000000,8332500000,9026300000,12879000000,19559000000,13124000000
83838000,67396000,76152000,91206000,120820000,0,0,0,0,0
2249500000,2753000000,2682100000,912970000,1541900000,171980000,557820000,225480000,582970000,177980000
404200000,361650000,711460000,558770000,192920000,78319000,33103000,160500000,299320000,55644000
0,0,0,0,0,50320000,30780000,32549000,45750000,69118000
1515600000,1653500000,873200000,1208400000,999870000,180960000,304020000,184880000,79290000,179110000
2176000000,1435300000,2599100000,2100600000,2146200000,300040000,691830000,329430000,633800000,382130000
4259600000,7385000000,7371900000,7603900000,9072100000,2030800000,914160000,860010000,794820000,839300000
12471000,17280000,14436000,19177000,17349000,0,0,0,0,0
1735600000,1412100000,1607700000,799450000,1218000000,708220000,1046600000,233070000,1675700000,684510000
2421600000,1930100000,2653400000,2295900000,2159600000,552380000,564040000,482530000,669680000,643010000
24355000,24044000,17472000,8717400,22305000,0,0,0,0,0
884070000,1028000000,1067500000,613240000,895410000,303430000,344920000,412610000,130320000,291920000
507390000,346670000,326910000,188950000,260570000,54160000,123800000,70743000,0,89444000
18926000000,19907000000,14970000000,13792000000,5730100000,5304600000,4625100000,5405700000,4172300000,5474800000
175750000,678480000,1026800000,419590000,691280000,63278000,27196000,63617000,21047000,26252000
2150000000,2149800000,2608200000,1658700000,1703400000,316310000,186120000,258450000,130420000,213120000
1534800000,2518200000,1717600000,2754400000,2297700000,144170000,155390000,59565000,45813000,160810000
878930000,1155500000,571140000,670560000,1119000000,0,0,0,0,0
390900000,457400000,101320000,374750000,219890000,0,0,0,0,0
0,0,0,0,0,9069000000,7227600000,7306700000,2861900000,12536000000
1885600000,803150000,686400000,1715100000,1771000000,2087300000,2380800000,2442600000,729330000,2011600000
0,0,0,0,0,97312000,110090000,95116000,75050000,76960000
0,36354000,58670000,42653000,72365000,0,0,0,0,0
1570300000,2008100000,1752500000,1904900000,1532800000,309440000,262940000,443660000,376070000,278390000
0,11223000,0,9718800,8599500,0,0,0,0,0
6022200000,8304900000,4538600000,9355300000,4018800000,4255300000,3636900000,5447800000,1934600000,4261200000
12101000,10854000,17230000,14547000,18072000,0,0,0,0,0
647330000,542060000,709820000,625930000,440720000,1060500000,1056000000,981090000,1048200000,874330000
1483400000,1380500000,1520600000,1494700000,1188700000,0,0,0,0,0
11390000000,14211000000,11895000000,20433000000,14411000000,12727000000,15141000000,17358000000,7219400000,15865000000
1108100000,842470000,2362500000,1624900000,1847700000,2113700000,2342600000,2035300000,1095000000,2357200000
4059400000,4932200000,3394900000,1976100000,2891100000,3771900000,4123000000,4029300000,4566600000,3909300000
28173000,39461000,16243000,36263000,28676000,0,0,0,0,0
136310000,135590000,105860000,272610000,168430000,0,0,0,0,0
223490000,257000000,148950000,61751000,375440000,7606900,5388500,5442500,0,0
8825500000,9103100000,11421000000,8245100000,6653700000,4610400000,2928300000,3607500000,1518100000,5447100000
95314000,109600000,61825000,109760000,97144000,0,0,0,0,0
481730000,781660000,742320000,673040000,655670000,0,0,0,0,0
52422000,59075000,47136000,105820000,73952000,0,0,0,0,0
933280000,1061800000,511930000,996480000,715400000,1502300000,1290100000,1178400000,986080000,1271200000
2941300000,4016500000,3084900000,4641700000,2776500000,366790000,469350000,422570000,322770000,317450000
939700000,764020000,949180000,549840000,734890000,80990000,66234000,33242000,61050000,76584000
141630000,197110000,127680000,142340000,128920000,0,0,0,0,0
417160000,595030000,621350000,549250000,547610000,546860000,507520000,564450000,530700000,202360000
1042200000,1154700000,978820000,1172800000,576510000,890880000,1001800000,974010000,545240000,709720000
2025100,6850600,2705500,2376000,3112400,0,0,0,0,0
59359000,45340000,37571000,77273000,16931000,0,0,0,0,0
1236200000,930250000,1323400000,1422800000,996930000,0,0,0,0,0
318250000,233220000,366590000,171400000,274000000,432700000,533820000,647020000,418410000,443390000
3883800000,3451300000,4197300000,3380300000,2802300000,37145000000,46647000000,47436000000,47189000000,13202000000
5299400000,4263800000,3583500000,2976800000,4789000000,11091000000,10822000000,10225000000,11715000000,11981000000
21984000000,19332000000,15652000000,34924000000,36749000000,11553000000,13282000000,9631500000,14161000000,9808500000
3624600000,4003300000,3311800000,5486500000,4739600000,11708000000,11919000000,11949000000,5888000000,17301000000
13990000000,14653000000,11996000000,14818000000,8733500000,291610000,291920000,322430000,347850000,213340000
514310000,509370000,666590000,524150000,642590000,785770000,873570000,1202500000,903440000,1352000000
1015900000,1412300000,1098200000,1431300000,984390000,0,0,0,0,0
1586000000,1046400000,1003100000,1342600000,848620000,112410000,184170000,141350000,0,98939000
136610000,169140000,69530000,110770000,95887000,0,0,0,0,0
2619500000,4070800000,4839000000,4413400000,3378800000,4317300000,3080300000,4771700000,4558200000,3704500000
551520000,244500000,177960000,673300000,457850000,1198800000,875530000,2657000000,3816000000,3184500000
23029000,0,0,0,6357400,0,0,0,0,0
223530000,146520000,140560000,165820000,185330000,0,150930000,280770000,0,0
919280000,1085400000,799410000,1154200000,814630000,0,0,0,0,0
739560000,987630000,881180000,871950000,667270000,318090000,455570000,537780000,1054300000,714210000
323190000,345670000,641490000,825360000,1005400000,78019000,102630000,102550000,0,91346000
38274000000,55171000000,40143000000,55300000000,48193000000,2769700000,3430400000,3419000000,966820000,2214100000
70704000,99907000,86895000,75513000,59928000,0,0,0,0,0
5079300000,5781500000,5768800000,4295100000,4661200000,6083200000,7197100000,7710600000,8254500000,8492200000
11470000000,10476000000,10409000000,7488400000,7886800000,10640000000,10882000000,13016000000,5131800000,10202000000
0,0,0,0,0,51864000,48589000,33282000,0,0
0,20056000,0,41070000,56796000,0,0,0,0,0
128150000,178220000,146950000,82532000,175700000,0,0,0,0,0
15249000,22345000,17865000,16696000,28056000,0,0,0,0,0
766050000,940260000,973220000,868410000,704210000,0,0,0,0,0
22660000,21989000,22385000,38473000,27501000,0,0,0,0,0
4655600000,5431900000,6375700000,4846300000,4641700000,1543700000,2026200000,2267800000,1699600000,1952800000
9101800000,4460200000,6028200000,7889200000,5851800000,1311900000,1550300000,1349600000,875410000,1234100000
349850000,227740000,272080000,264380000,298940000,0,0,0,0,0
8395000000,8558500000,9693200000,7071300000,8186700000,2384900000,2298500000,2765900000,4773900000,3655800000
41900000,0,21493000,0,31521000,0,0,0,0,0
2286100000,1996200000,2184800000,2268100000,3434900000,0,0,0,0,0
789210000,871670000,729000000,148190000,1045800000,78801000,79577000,88852000,64440000,69850000
149750000,138990000,217470000,229410000,199810000,0,0,0,0,0
1892700000,2601300000,2249400000,2391200000,1786900000,1180600000,995850000,1397200000,1132300000,1323600000
0,0,0,0,0,16929000,50178000,15149000,173360000,9243400
4568100000,3793700000,4257500000,3933800000,3958500000,5198400000,5391000000,5788800000,3981600000,5552800000
1914900000,1836200000,1990300000,1849700000,1778400000,2037500000,2296500000,2541700000,2822900000,2568200000
12809000000,12992000000,12350000000,10315000000,8645800000,26219000000,42542000000,41293000000,39803000000,45908000000
296350000,208580000,139630000,272400000,346560000,0,0,0,0,0
38045000,36740000,19428000,40448000,25690000,0,0,0,0,0
144900000,44154000,110450000,22753000,24297000,63914000,88466000,91048000,97827000,77076000
7925600,274850000,200190000,78771000,213300000,0,0,0,0,0
59177000,58700000,55149000,0,45297000,0,0,0,0,0
15370000000,10031000000,13278000000,17872000000,15466000000,3287900000,3974700000,2339000000,1708900000,2127500000
604730000,1041600000,1782600000,1288700000,963800000,164770000,185460000,148810000,0,156200000
777460000,331140000,764190000,1063500000,633630000,40515000,36823000,24480000,25992000,153300000
6065100000,5180000000,3907800000,7226200000,4660400000,8341000000,5718400000,6954000000,6164300000,6643100000
3948700000,17417000000,11105000000,22033000000,21444000000,5764800000,3500000000,2161400000,1256300000,6568200000
296230000,253180000,299510000,213650000,306880000,345390000,364760000,443350000,208530000,348510000
211150000,178670000,270000000,276690000,223900000,0,0,0,0,0
28428000000,33491000000,24486000000,34854000000,27805000000,47735000000,44981000000,53285000000,43806000000,40870000000
66380000000,65117000000,59612000000,60247000000,68754000000,79978000000,82115000000,82888000000,1.3364E+11,72112000000
18351000,22360000,19047000,13998000,13317000,0,0,0,0,0
1258800000,1792100000,1368600000,2283000000,2330800000,346780000,663430000,698660000,221370000,385200000
121070000,161440000,176950000,70264000,126360000,0,0,0,0,0
376290000,148300000,248370000,147790000,126750000,399060000,323200000,385530000,493500000,426620000
54564000000,52586000000,73399000000,56881000000,60690000000,63208000000,53282000000,50479000000,90438000000,57273000000
580530000,383410000,406790000,381460000,323300000,0,0,0,0,0
1392100000,2170100000,1093200000,1231000000,1393300000,248900000,322480000,118790000,76440000,223030000
76253000,148180000,72452000,131130000,179850000,0,0,0,0,0
2238700000,2291500000,2312800000,2057000000,2138600000,2149600000,2219600000,2553700000,1675000000,2970800000
0,0,0,0,0,243070000,236990000,244920000,328180000,275020000
0,16615000,151910000,14817000,28395000,0,0,0,0,0
41469000,63284000,43032000,145960000,38691000,0,0,0,0,0
1038200000,823630000,1106100000,577450000,1058500000,1468300000,866220000,1599900000,296350000,1417900000
2721400000,2318600000,2639100000,2039800000,2034400000,556390000,202140000,589920000,132480000,327410000
4321800000,4567700000,4253200000,4359700000,3414900000,7386100000,7424500000,9177600000,4575000000,6919600000
2438400000,2496100000,3118800000,1339000000,2405900000,716910000,599170000,741700000,602580000,966630000
19866000000,17914000000,23662000000,17546000000,22521000000,7033500000,7513200000,8603800000,4486700000,11492000000
1007600000,1076600000,898750000,1737500000,907040000,971990000,921600000,1392500000,0,1179600000
2898800000,1912300000,2601200000,1608600000,2831600000,533320000,472530000,308260000,544370000,635470000
149920000,160330000,161330000,160820000,148150000,106550000,113570000,153610000,229280000,168830000
1180000000,920460000,997250000,489170000,859560000,152700000,79580000,218480000,642750000,298750000
77606000,173040000,46246000,134630000,69172000,0,0,0,0,0
64035000,161090000,139890000,103590000,200660000,3524900000,3070900000,3060800000,4689500000,2306400000
1093000000,728790000,1282500000,475620000,464010000,6303900000,4965500000,5085200000,7533000000,3566400000
12344000000,10407000000,9389200000,7847900000,9236100000,9897800000,10466000000,5741100000,8509400000,6755000000
168520000,132160000,156410000,128520000,180150000,0,0,0,0,0
520460000,362240000,147990000,339740000,190960000,21451000,50867000,22413000,0,25682000
231990000,410520000,687540000,123490000,550170000,125600000,80220000,124060000,0,109060000
1657900000,1911500000,1613000000,1763200000,1979300000,0,0,0,0,0
1517700000,1773400000,1470200000,1630500000,1289300000,0,0,0,0,0
521110000,526000000,450550000,604790000,469150000,702320000,292640000,590210000,301550000,828620000
1800300000,1271400000,1419300000,935170000,1592700000,847820000,1584500000,3535500000,2770500000,1538400000
3260200,0,3790800,2207700,4022500,0,0,0,0,0
1373700000,992390000,1089000000,963670000,582530000,302030000,591640000,219290000,61611000,225920000
4283900000,5332800000,3976200000,5499300000,4636200000,238810000,211540000,175710000,210320000,163470000
10260000,0,14902000,9035400,8096500,0,0,0,0,0
26720000,29278000,38604000,51036000,43904000,0,0,0,0,0
542770000,493010000,891810000,666080000,488050000,135510000,66016000,239360000,133000000,138370000
208520000,188480000,193040000,140350000,134400000,194230000,148160000,211480000,119470000,208800000
0,0,0,0,0,0,10042000,15387000,0,0
249480000,192200000,276050000,155110000,187430000,0,0,0,0,0
282510000,219130000,865600000,154850000,268350000,176340000,153110000,147730000,70657000,172590000
844640000,610250000,903250000,540150000,554140000,113860000,89294000,26423000,11808000,0
1927500000,2390700000,2107900000,2032500000,1780500000,7666900000,7759600000,6141000000,3469900000,8940300000
258400000,233840000,162020000,159160000,131880000,0,0,0,0,0
3912600000,3681000000,2552100000,1588300000,2791800000,224190000,265980000,290240000,598360000,325840000
36167000,71354000,64398000,52300000,72951000,0,0,0,0,0
45176000,63426000,79814000,83163000,133300000,0,0,0,0,0
292920000,293510000,363540000,550660000,282060000,0,0,0,0,0
21611000000,19052000000,27923000000,10417000000,11082000000,24332000000,10510000000,16970000000,14572000000,25440000000
1201700000,324580000,1130400000,407580000,2393500000,134730000,97325000,41289000,44156000,83677000
22850000,19313000,21860000,27046000,32664000,0,0,0,0,0
0,34136000,18688000,38813000,28353000,0,0,0,0,0
1459000000,1375900000,853160000,1629500000,1964300000,219940000,226560000,223560000,135060000,443390000
1320800000,1126200000,4095700000,883690000,942430000,3959400,44623000,45309000,30546000,43159000
179820000,284980000,1037400000,717520000,617930000,8070300000,6941000000,6533100000,5128800000,10837000000
34885000,6866600,19035000,29108000,8613000,0,0,0,0,0
1891600000,1310900000,1088900000,2354700000,1710300000,407370000,405810000,405070000,369140000,238680000
12658000000,8954300000,10815000000,19603000000,37488000000,734100000,515950000,671070000,985400000,943420000
8285100000,8835800000,6108500000,8983100000,6780200000,243470000,304580000,347030000,64578000,325280000
150520000,172280000,155880000,97740000,152470000,129490000,204800000,249530000,0,193920000
49037000,60869000,34413000,418610000,73513000,0,0,0,0,0
1329500000,1464900000,1301200000,1093900000,1195000000,487730000,753030000,613500000,1008500000,716480000
6005700,0,0,11604000,0,0,0,0,0,0
847630000,1099200000,780350000,505370000,849110000,301800000,262860000,160240000,324720000,246450000
3122300000,2949800000,3252100000,3444200000,3362000000,351490000,374330000,397790000,509700000,493500000
2858500000,3160000000,2305100000,3472300000,5275500000,12640000000,8028600000,8086100000,9372100000,8785600000
25311000000,24788000000,32879000000,27418000000,20674000000,65237000000,70617000000,78978000000,1.2697E+11,83437000000
20789000000,14300000000,17840000000,13773000000,16268000000,40183000000,38770000000,46389000000,69646000000,54079000000
4641400000,5182200000,5315800000,5297300000,4225700000,7202400000,5828600000,6741700000,5910400000,5587200000
3493800000,2627800000,2533300000,3020800000,2370400000,603620000,267150000,490840000,137390000,579180000
11725000000,12451000000,12232000000,14210000000,9262500000,1183400000,1315200000,1312900000,1584400000,1514200000
8335000000,8826700000,6785200000,8938000000,8260200000,554660000,473330000,495940000,349440000,494570000
1556700000,928550000,907880000,1087400000,1091300000,520480000,351400000,369600000,305610000,613960000
78855000,39686000,177880000,35432000,232330000,118090000,160440000,173720000,196800000,164110000
125410000,73513000,85106000,93876000,87619000,0,0,0,0,0
181720000,178190000,223700000,115880000,115050000,34306000,23509000,43224000,83473000,30760000
1218600000,615750000,1284100000,1373600000,913080000,0,0,0,0,0
17703000,27193000,0,0,0,0,0,0,0,0
0,0,0,0,0,167890000,141020000,131200000,46918000,163740000
237470000,241990000,306300000,339780000,182020000,0,0,0,0,0
19437000,15337000,0,13414000,19106000,0,0,0,0,0
273320000,640240000,379310000,197240000,157400000,885280000,721530000,978900000,941640000,1236500000
193770000,320710000,618560000,718750000,1465100000,7148900,7013900,0,0,21605000
1478100000,1244600000,1631500000,1553100000,9190500000,84915000,108530000,0,0,0
26948000,28961000,35356000,35457000,40389000,0,0,0,0,0
92958000,71091000,75596000,86371000,91350000,0,0,0,0,0
186650000,340720000,309950000,175490000,197190000,0,0,0,0,0
0,0,0,0,0,79249000,89073000,84373000,74798000,85437000
16748000000,9171300000,11575000000,8746200000,11174000000,3919100000,3658000000,6923500000,4931700000,5490900000
14993000,20613000,24683000,49519000,15592000,0,0,0,0,0
988440000,648040000,808810000,889750000,614430000,0,0,0,0,0
52681000,38592000,38681000,53223000,26315000,0,0,0,0,0
279810000,326990000,268800000,355180000,232540000,0,0,0,0,0
1249200000,519390000,984900000,1381300000,534080000,388960000,254490000,363350000,456070000,244200000
40836000,34338000,49408000,30885000,49652000,0,0,0,0,0
0,0,0,0,0,21565000,31288000,38043000,106110000,47950000
18021000,16615000,10994000,19936000,12266000,0,0,0,0,0
7609800000,9122000000,7420900000,8351400000,8080600000,16669000000,20827000000,13222000000,6884100000,8722600000
494780000,575630000,409140000,556940000,511520000,0,0,0,0,0
385560000,295440000,329890000,319180000,307890000,0,0,0,0,0
8052100,3646300,10370000,21809000,10828000,0,0,0,0,0
699860000,843040000,836420000,745900000,714010000,0,0,0,0,0
1000700000,2218100000,1613200000,1991200000,2294300000,6934200000,8294700000,6191600000,2279700000,6678400000
0,0,0,8585700,0,0,0,0,0,0
6317600000,8260100000,7811500000,3116700000,3966000000,6085900000,8651800000,7854100000,2990800000,5438000000
33388000000,31907000000,34069000000,32813000000,31230000000,17768000000,12064000000,11142000000,7302700000,10386000000
1463000000,1064800000,1638600000,680310000,1324600000,4511000000,4940900000,5607600000,4698200000,5765300000
825050000,1285600000,1105600000,853680000,709530000,646360000,629830000,672830000,1020700000,986410000
67568000,41576000,48208000,38719000,50771000,0,0,0,0,0
3486600000,5858200000,4340000000,4651500000,3947200000,524650000,590300000,665770000,1704500000,1839400000
0,0,0,0,0,39728000,38299000,40713000,0,32007000
268210000,112150000,266160000,247560000,236880000,0,0,0,0,0
24624000000,15229000000,26488000000,22160000000,21754000000,5059500000,6375500000,7760200000,2664300000,6349400000
166750000,191620000,276860000,277170000,317870000,0,0,0,0,0
432450000,401590000,388100000,281830000,455390000,455300000,614770000,377880000,213530000,480850000
3777200000,3688000000,2443700000,1895000000,4167800000,1473200000,1467800000,1553500000,1065800000,1195000000
220430000,213760000,394570000,283390000,379620000,0,0,0,0,0
7788100,8773000,15100000,0,7090100,359590000,332250000,224050000,146940000,50847000
217430000,1454000000,1394700000,2256000000,1427700000,0,0,0,0,0
6879100000,4247000000,2970700000,2804900000,1831900000,1139600000,754610000,709360000,799070000,515400000
7509500000,5402100000,6672400000,6412600000,6951400000,1494900000,1557700000,1340000000,2156400000,919380000
2172300000,2288500000,1555700000,3099800000,1921300000,0,0,0,0,0
33217000,62187000,59455000,54876000,40489000,0,0,0,0,0
447310000,291640000,287270000,447710000,324310000,0,0,0,0,0
940320000,799710000,1390500000,931310000,1991700000,675480000,589210000,914960000,823040000,878500000
196150000,99499000,132910000,146420000,104500000,0,0,0,0,0
700330000,1385700000,834510000,1127800000,843540000,4060700000,3898400000,3891100000,1798400000,4676400000
2220300000,1773300000,919880000,3114000000,1374400000,2399900000,2938300000,3135300000,3168800000,2209600000
1012900000,1087700000,1005300000,1118200000,966080000,0,0,0,0,0
261200000,193200000,862700000,667550000,299220000,1360100000,1070800000,1955700000,1714200000,1706400000
3405400000,2828300000,4441600000,2734600000,3469400000,2856600000,2727800000,3953800000,1653600000,2456900000
676120000,595940000,590820000,528120000,477820000,0,0,0,0,0
781950000,837690000,1321500000,1261800000,617980000,367590000,348890000,341810000,323750000,457350000
2623600000,2400700000,1857100000,2454500000,1303000000,454870000,55078000,40460000,226960000,64161000
24269000000,20682000000,26463000000,28233000000,23333000000,55881000000,62262000000,39553000000,1.1377E+11,50737000000
1775000000,2472900000,3812700000,5247300000,3685600000,288320000,178000000,389060000,38486000,531150000
87864000,90926000,47172000,53176000,60018000,0,0,0,0,0
497270000,584580000,413140000,551450000,585340000,0,0,0,0,0
4928500000,5386200000,6150400000,5222100000,4325600000,638620000,399770000,577830000,529420000,592820000
2343200000,2470300000,2715800000,2314200000,2559700000,2192300000,2522200000,2318900000,3182500000,3322700000
7301500000,7268500000,7159700000,9197300000,7615900000,54628000000,51027000000,46559000000,1.4914E+11,52747000000
119130000,131080000,109830000,126020000,171450000,0,0,0,0,0
74685000,91235000,91714000,105160000,41453000,0,0,0,0,0
42020000,64433000,70621000,79845000,273620000,0,0,0,0,0
266420000,392570000,169430000,600890000,142060000,131230000,348410000,213810000,387180000,198220000
90853000,129100000,60829000,124630000,121730000,0,0,0,0,0
472610000,402690000,425720000,2433100000,401700000,0,0,0,0,0
91313000,66424000,76062000,95194000,54934000,0,0,0,0,0
9741200,0,9181800,11516000,41058000,0,0,0,0,0
1249400000,1717600000,1356700000,2648900000,2115900000,0,0,0,0,0
127100000,75189000,100760000,63042000,129700000,310080000,214110000,224910000,383350000,355970000
3737100000,1836000000,2827800000,3242800000,2615500000,5029700000,4678500000,5015200000,2134500000,7494100000
0,0,0,0,0,325920000,339760000,312140000,448340000,285280000
1328200000,3466400000,1791700000,2621200000,1941900000,1248600000,3427500000,3065600000,1634700000,1902400000
3579300000,3548800000,4019200000,4021100000,2484800000,8506400000,7351000000,7007800000,12959000000,8475500000
81220000,133620000,109730000,105390000,98900000,0,0,0,0,0
158680000,138530000,111040000,184280000,159970000,0,0,0,0,0
94151000,77151000,78152000,38393000,113330000,0,0,0,0,0
66032000,80915000,81269000,0,72500000,0,0,0,0,0
14782000000,12042000000,20365000000,16537000000,15510000000,5761100000,4459300000,4979600000,3064000000,3730800000
4091000000,7235900000,4834700000,6518600000,6162200000,4829200000,6411800000,5131800000,4091000000,9650100000
21518000,30101000,27112000,33492000,41025000,39407000,41254000,50847000,47304000,37283000
26673000,16477000,18993000,16144000,23262000,130620000,125870000,147990000,147390000,118460000
51016000,69618000,70631000,27840000,50902000,314730000,328440000,281160000,349770000,335150000
655070000,760700000,356120000,629000000,710780000,597610000,519380000,395420000,401410000,761210000
1235000000,816760000,1668300000,1897300000,1587500000,5909700000,7279600000,6318500000,4441000000,5144200000
0,0,0,31503000,0,0,0,0,0,0
215980000,257780000,128300000,220730000,311080000,0,0,0,0,0
5505300000,4777400000,4586000000,6542000000,4474700000,1770100000,1790400000,2754800000,1199800000,2956400000
2387400000,1596900000,3733800000,2388900000,3087900000,2172600000,1571200000,1963600000,1082400000,1376400000
1900000000,1298500000,1389200000,2203800000,1295400000,731610000,475850000,531580000,501260000,334720000
12892000000,23225000000,25871000000,34796000000,21333000000,21017000000,35303000000,17495000000,23943000000,28975000000
17764000000,14332000000,18489000000,15678000000,14677000000,25335000000,27331000000,27578000000,42357000000,25481000000
360380000,352550000,396350000,302670000,717730000,343130000,243780000,206070000,134560000,137440000
10046000,10663000,6063000,14222000,0,0,0,0,0,0
232630000,232830000,272180000,251310000,272070000,265140000,218620000,120550000,25666000,188780000
259950000,136300000,327630000,194330000,457340000,0,0,0,0,0
1422900000,1683700000,1396200000,1933600000,1136800000,0,0,0,0,0
0,0,0,0,0,1327500000,1511700000,2150400000,1134700000,1360900000
1921100000,2357100000,1892100000,1287300000,2342200000,53588000,16712000,23548000,27541000,66049000
352450000,599000000,612950000,822160000,731100000,0,0,0,0,0
21187000,44910000,19241000,0,12866000,0,0,0,0,0
1431200000,410810000,272450000,47762000,1260500000,1957800000,1910300000,2410900000,2105100000,1805000000
2853400000,2615600000,4535100000,2191400000,3261200000,403140000,3935800000,1362100000,1687100000,3499200000
0,0,0,0,0,267140000,271430000,247890000,134060000,212010000
224480000,255110000,592680000,196490000,176710000,406930000,250040000,175010000,241430000,257210000
230180000,207710000,180050000,125170000,149490000,0,0,0,0,0
5546600000,5758200000,5147100000,5464300000,6005800000,29015000000,25752000000,29328000000,33697000000,26169000000
202540000,87985000,694200000,257650000,552600000,0,312200000,225010000,217790000,307640000
1176900000,1588000000,1230000000,1761300000,1558300000,14827000,7344300,14002000,10923000,15189000
991790000,1111700000,1233100000,1081800000,1293500000,2555700000,2669900000,3697000000,4311900000,3883700000
108080000,181040000,105830000,45456000,141260000,282670000,482950000,304530000,246510000,270920000
1448800000,2222600000,829890000,1694200000,1447100000,0,0,0,0,0
534900000,1583400000,419250000,179950000,379470000,0,41796000,47339000,0,0
76902000,84567000,23647000,75463000,38882000,0,0,0,0,0
116970000,118180000,183030000,195640000,93202000,17016000,0,18135000,0,0
814790000,936510000,1102800000,514980000,977380000,1022800000,1156000000,1883600000,494430000,1228300000
88618000,363400000,611680000,344780000,377360000,209560000,142910000,168190000,0,197560000
39112000,52340000,26137000,48119000,26637000,0,0,0,0,0
4623600,5260400,5881500,0,10714000,0,0,0,0,0
318940000,258110000,86558000,137780000,243940000,28799000,103700000,116670000,12993000,30422000
68282000,60809000,55131000,26994000,56578000,0,0,0,0,0
42809000,32683000,32400000,46997000,31235000,0,0,0,0,0
45257000,32738000,0,52714000,0,0,0,0,0,0
4742900000,4315500000,2995300000,3546100000,3458100000,160400000,132970000,101120000,120500000,103760000
37275000,115330000,32083000,72963000,50726000,0,0,0,0,0
2043400000,1760500000,2008400000,2235700000,1314700000,1346600000,1132400000,1278400000,823270000,782500000
2681800000,2593700000,1903700000,1844700000,1656800000,92725000,81560000,84438000,129960000,118160000
537100000,542740000,605770000,681530000,603110000,68755000,61172000,103500000,122080000,72648000
70338000,66166000,117110000,157810000,119710000,0,0,0,0,0
668880000,755520000,983210000,726650000,879230000,0,0,0,0,0
78841000,90091000,40579000,32232000,58196000,0,0,0,0,0
32217000000,34302000000,40092000000,39341000000,33618000000,32163000000,27247000000,24687000000,38502000000,24060000000
7052000000,6715100000,7187000000,4217700000,6252700000,2838500000,3064100000,3057700000,814030000,2309800000
33060000,22078000,14582000,30657000,29211000,0,0,0,0,0
0,0,0,0,0,0,0,148340000,0,38927000
910340000,849990000,717910000,834140000,957980000,2208900000,2219800000,1948800000,2772400000,2117400000
3409900,9310000,2283500,0,4149400,0,0,0,0,0
4378400000,4818700000,4074500000,4761600000,3775800000,1.043E+11,1.4478E+11,1.5202E+11,41414000000,76121000000
2567600000,3557200000,2458600000,3076400000,2439500000,11372000000,14998000000,12760000000,22493000000,10364000000
271370000,214900000,200240000,498040000,503630000,0,0,0,0,0
2437800000,3111900000,3212200000,5234300000,3000500000,1391700000,1164100000,1587800000,2966700000,1534900000
0,0,0,0,0,217170000,285820000,242720000,103100000,152430000
33101000,0,42751000,0,20105000,0,0,0,0,0
1.8047E+11,1.6534E+11,2.0057E+11,1.6532E+11,2.0166E+11,55439000000,48278000000,96289000000,43935000000,68633000000
40927000000,32585000000,39692000000,38003000000,26701000000,37184000000,33799000000,34282000000,27050000000,33230000000
21893000000,22871000000,25255000000,16506000000,27868000000,4985900000,6800800000,4074100000,2543900000,6278500000
3627800000,2409700000,2849200000,2007400000,3124000000,8468200000,5337800000,5999900000,5097300000,9032600000
6713200000,6335800000,4786700000,9920800000,3716400000,0,0,0,0,0
1047700000,1857800000,804620000,2446100000,1234300000,308410000,312480000,494280000,161930000,509940000
1891400000,2644300000,2045100000,2139400000,3100600000,869240000,834590000,1068000000,310110000,387550000
