LFQ intensity IN_1,LFQ intensity IN_2,LFQ intensity IN_3,LFQ intensity IN_5,LFQ intensity IN_6,LFQ intensity PD_1,LFQ intensity PD_2,LFQ intensity PD_3,LFQ intensity PD_5,LFQ intensity PD_6
4141200000,2964300000,2631100000,1505100000,5404300000,1817700000,2588300000,2605400000,1667600000,1990400000
221070000,540060000,373870000,815140000,633990000,506110000,460420000,414520000,0,640800000
616290000,459840000,345670000,605830000,576270000,0,0,0,0,0
0,0,0,0,0,40815000,40859000,59826000,68086000,41396000
466850000,285030000,415140000,88026000,311010000,704180000,938760000,958650000,86980000,936790000
123740000,107710000,138480000,72685000,143350000,0,0,0,0,0
2593000000,2126800000,2966200000,1831100000,2117300000,2630200000,3303500000,2410700000,1542000000,2747600000
770230000,597150000,524310000,523540000,177450000,1236100000,1750400000,1611200000,769520000,1553400000
1659000000,1396300000,2351700000,1554400000,1604700000,2023800000,1963100000,2352800000,814890000,2070700000
183120000,137960000,134280000,155740000,199650000,77521000,77049000,153600000,87665000,66705000
0,0,0,0,0,501320000,561760000,709200000,0,509340000
9305300000,9057500000,8035900000,8929600000,7566200000,1972200000,2018500000,1848400000,2028100000,1747400000
3578200000,3715200000,4340700000,3118400000,2768100000,2628800000,2160400000,2083500000,2744200000,2360600000
3057300000,2513700000,2229700000,2931000000,4310900000,1423100000,1701700000,1998500000,2751000000,1403400000
1291700000,1198200000,1866600000,1144400000,1131100000,1690200000,1511800000,1805200000,2088000000,1821100000
687870000,471950000,572270000,268510000,694890000,1617700000,1234900000,1980800000,979530000,1508300000
39378000,71817000,23150000,78452000,18832000,0,0,0,0,0
11428000000,7624900000,14117000000,18977000000,14802000000,873280000,1031100000,1359800000,876840000,1425800000
6472900,0,0,0,6301500,0,0,0,0,0
27664000000,28037000000,29786000000,26210000000,25731000000,43366000000,32782000000,32921000000,17283000000,54128000000
9176000000,6446700000,8544000000,5549600000,6151400000,40057000000,42982000000,31305000000,30313000000,37201000000
8344500000,4249400000,5268300000,7382800000,7270600000,1986600000,1815800000,2044900000,1892800000,1709200000
13862000000,14651000000,14314000000,12749000000,13214000000,5168900000,4438200000,4849700000,1459800000,15111000000
320960000,261830000,588120000,135890000,343030000,875850000,931020000,865890000,345090000,1447100000
100640000,166100000,51963000,112280000,195460000,7836000000,5857400000,6191500000,2112000000,21508000000
41571000,53859000,24539000,163140000,25331000,1961100000,2237300000,1401600000,344900000,1431400000
8250900000,8927900000,10436000000,8877900000,10757000000,1320100000,1615500000,832960000,463740000,1281500000
747940000,968840000,870760000,821630000,1035800000,383510000,446890000,556730000,241840000,387600000
511930000,576220000,520750000,889930000,975330000,0,0,0,0,0
0,11991000,10053000,12476000,5000200,0,0,0,0,0
1181700000,1199700000,785620000,623420000,755070000,4857600000,7552600000,3095200000,1994900000,4136500000
0,187370000,115870000,106290000,0,112600000,149380000,194100000,427280000,112490000
2263800000,2931000000,3988700000,4222000000,3213600000,4134400000,3697700000,2359800000,1725800000,1509500000
83003000,53234000,64551000,67240000,61603000,0,0,0,0,0
13784000,18585000,14788000,6188800,21179000,22062000,30235000,31712000,0,0
702600000,1480800000,716790000,1405300000,1795500000,0,0,0,0,0
16955000000,17696000000,15137000000,18666000000,15757000000,8005600000,9495000000,8376200000,2724800000,6464500000
201500000,962690000,863600000,838400000,966050000,391170000,440710000,459390000,418910000,333310000
1124700000,1223900000,1024100000,6867800000,2411800000,0,0,0,0,0
2140200000,2062300000,1540400000,1832200000,1531200000,106660000,89495000,88632000,80440000,107170000
17413000,54047000,18286000,16742000,50408000,0,0,0,0,0
1226800000,1155200000,3619500000,960200000,2176500000,1695000000,1557100000,1603400000,304190000,1389500000
21424000000,20167000000,10421000000,13806000000,15891000000,8172500000,11508000000,7833600000,9947200000,9178300000
22424000000,21749000000,12028000000,17547000000,18606000000,4150300000,4487600000,3397300000,2944500000,4701800000
2634100000,3334300000,2606300000,1453200000,2643100000,3994900000,4767800000,9908600000,2005500000,7193600000
1662700000,1463300000,1772000000,1395600000,1277400000,1703200000,2371700000,3064300000,1079500000,2847900000
107750000,82587000,114700000,56980000,57880000,154450000,239650000,195780000,156860000,190390000
45469000,33877000,0,0,35413000,0,0,0,0,0
10479000000,7579000000,14815000000,11975000000,10914000000,3768600000,3770700000,3699900000,3941800000,4695300000
2110400000,2047600000,2442500000,2099200000,2092300000,5938800000,5107300000,7439600000,8465800000,5747000000
46828000000,32423000000,29445000000,29469000000,26392000000,98058000000,92377000000,79254000000,85886000000,1.0618E+11
199850000,623330000,168210000,138270000,229550000,3199000000,2880400000,2720000000,4431100000,4968900000
2022000000,2988600000,1555500000,1156600000,1367600000,23297000000,14177000000,15907000000,36478000000,28518000000
78596000,91592000,150760000,89267000,136630000,168460000,186980000,156520000,0,190630000
30696000000,32187000000,28436000000,28414000000,25915000000,1.2255E+11,1.351E+11,1.4731E+11,1.0196E+11,1.3192E+11
7078800000,6083400000,4798900000,4535700000,3695700000,17316000000,24718000000,24282000000,6031600000,21198000000
513880000,1692500000,3609300000,447450000,565940000,3883500000,4072200000,4773700000,1155700000,4544700000
5440300000,3839200000,11385000000,10638000000,13296000000,21455000000,8569800000,12669000000,14834000000,34419000000
3072800000,2925300000,3029900000,2585800000,2698300000,4315800000,2413300000,2931900000,1906700000,8250000000
7923200000,10148000000,6989000000,25888000000,10457000000,21985000000,20880000000,13680000000,13586000000,9300100000
199040000,434700000,3126400000,438680000,185270000,771310000,1209000000,713640000,1573400000,876690000
14738000000,16024000000,5598900000,14183000000,11627000000,3720400000,2497300000,2127900000,1987900000,2266900000
147330000,165260000,185300000,152960000,236680000,772720000,1581600000,1567000000,380650000,1092000000
0,0,0,0,0,198070000,199880000,86453000,96671000,129610000
143580000,288910000,676870000,270290000,526370000,719960000,386880000,564370000,646150000,482630000
9265400000,6830100000,8092600000,7261600000,6987100000,3565500000,4234300000,2627200000,3042800000,3822100000
12234000000,8479000000,8390500000,6366800000,8922700000,1190600000,2420200000,2592600000,1718600000,3300300000
9779300000,8490100000,9373300000,9249900000,8814100000,167640000,161060000,40505000,77447000,75541000
186190000,96614000,66738000,135850000,104990000,0,0,0,31912000,42651000
7498700000,7738400000,8046500000,7670300000,9448300000,18281000000,7881400000,11953000000,3126600000,39080000000
1379100000,1027000000,1076500000,993510000,786130000,0,0,0,0,0
2633000000,2720900000,2378100000,1968200000,2109100000,2823500000,3247900000,3952300000,2040300000,2332100000
40769000000,36988000000,31795000000,32283000000,43784000000,5749300000,7689500000,6728300000,1679800000,5790400000
523560000,721800000,627840000,971450000,570490000,304520000,356280000,230350000,238230000,219230000
2380600000,2950300000,3675400000,1835600000,2898300000,11484000000,9094300000,7804600000,12666000000,13141000000
54339000,49348000,54347000,40446000,41076000,0,0,0,0,0
32577000,51140000,39008000,27246000,55622000,0,0,0,0,0
16794000000,18042000000,16511000000,18306000000,21749000000,10160000000,9183500000,11069000000,8239400000,10125000000
7350600000,3723000000,6995100000,3109100000,4208400000,4848800000,3121700000,5528000000,3004800000,5633900000
124700000,762640000,692040000,2776300000,161600000,5569200000,8100300000,6854100000,3275500000,4628500000
468160000,392120000,749200000,339950000,465460000,1235100000,1810500000,1515400000,900300000,655490000
5013300000,3705700000,4132600000,4026800000,6097800000,4929100000,4192200000,3334600000,1170000000,1512000000
41461000,41486000,68918000,47651000,67886000,0,0,0,0,0
11763000000,15762000000,42026000000,18582000000,17554000000,3393100000,11286000000,22549000000,41135000000,11149000000
492620000,491650000,574700000,1586200000,405250000,5137600000,719720000,656170000,424100000,5545100000
5416400000,12062000000,16582000000,11049000000,14370000000,3816000000,3680600000,1506200000,6710200000,7459300000
0,0,0,0,0,104820000,79369000,68575000,84671000,57018000
4276900000,3134700000,4058700000,1829500000,3032800000,418440000,431190000,324170000,297260000,129530000
13653000000,11070000000,17656000000,12217000000,18538000000,47610000000,10560000000,17682000000,5249500000,43934000000
6647200000,5248600000,7869800000,4883900000,7773500000,837360000,8243100000,7593500000,4486400000,2427200000
13220000000,8768400000,16631000000,12098000000,16617000000,6994600000,7082300000,11351000000,4075400000,21285000000
14229000000,12363000000,14856000000,16585000000,9200600000,2203900000,2213100000,2195100000,1585800000,2330800000
14891000000,21014000000,25045000000,10272000000,17927000000,34801000000,25794000000,17475000000,10518000000,94610000000
35471000000,21280000000,14278000000,28939000000,18500000000,81397000000,1.4429E+11,1.163E+11,73126000000,1.7561E+11
1120900000,1043500000,191880000,216080000,120060000,2560200000,2879100000,2518900000,830480000,1624800000
11673000000,9428900000,10607000000,13327000000,13954000000,24200000000,40716000000,9323000000,74594000000,16865000000
13059000,18301000,17670000,14645000,14771000,0,0,0,0,0
561000000,810560000,619230000,408890000,531190000,3212700000,2745800000,3301300000,2622900000,2384500000
1282000000,3009000000,2103200000,1093400000,3123900000,292110000,404700000,110630000,32450000,352810000
74639000,63131000,44668000,36271000,50050000,341720000,519870000,565080000,181370000,446370000
0,0,0,0,0,309460000,216370000,239430000,303290000,343290000
397010000,332850000,223250000,350290000,468590000,0,0,0,0,0
111770000,154390000,164320000,127660000,107090000,0,0,0,0,0
22712000000,13110000000,25813000000,14218000000,15525000000,55316000000,47116000000,57229000000,18337000000,63722000000
2870500000,2044000000,3141600000,1715800000,2227200000,1875200000,2016200000,1744800000,5391200000,2252200000
115000000,44882000,380440000,27324000,355670000,1043000000,633090000,686730000,919960000,946770000
39749000,21726000,39798000,0,33614000,112560000,171060000,112400000,391170000,108440000
98138000,103980000,82696000,72904000,125640000,1965700000,4153400000,2906700000,5145400000,2892500000
11214000000,18816000000,14488000000,18852000000,16966000000,6683700000,6825900000,5882700000,5853400000,6666100000
3480900000,2880800000,2025700000,3216700000,2986700000,23180000000,25359000000,26879000000,12588000000,12629000000
18408000000,14193000000,17709000000,10770000000,6176000000,41571000000,38398000000,48010000000,43768000000,32123000000
6116000000,7084900000,11205000000,13246000000,29610000000,3279600000,1647300000,2912100000,3866400000,2968200000
41474000,45964000,24521000,35598000,16713000,0,0,0,0,0
514290000,979410000,1027400000,921290000,1552800000,7940700000,7585600000,10136000000,7092100000,4844900000
31598000000,31780000000,23441000000,29930000000,29141000000,91012000000,75780000000,69203000000,1.1979E+11,65342000000
2036900000,1364100000,1842400000,2231000000,2085700000,1413700000,640590000,1464100000,1709800000,331980000
926990000,1948800000,1908900000,1898600000,2481600000,7557700000,7163100000,6272500000,3806900000,6175900000
0,0,0,0,0,1865000000,860900000,3003100000,349930000,2545800000
3598600000,4420300000,3506400000,3568200000,3513300000,2303900000,2780300000,2423500000,779120000,2135400000
2.5285E+11,2.8621E+11,1.7693E+11,2.4903E+11,1.8406E+11,1.1679E+11,1.2741E+11,1.5945E+11,2.5671E+11,1.2213E+11
154840000,198640000,196190000,151740000,0,3188400000,3811400000,3982100000,225760000,4230300000
15613000,10548000,0,10431000,9642500,0,0,0,0,0
1.2297E+11,83762000000,93245000000,69674000000,79818000000,64582000000,52886000000,61119000000,59121000000,65715000000
1198900000,944780000,741750000,930880000,1049100000,1324800000,1169000000,1412300000,427020000,1425700000
4870400000,4415900000,2724400000,2996900000,3107100000,903040000,1091300000,614010000,746900000,663600000
0,0,0,0,0,519750000,643170000,623320000,6601200000,965890000
0,0,0,0,0,495280000,675640000,428170000,5395400000,679700000
88245000,131300000,86259000,92233000,107170000,0,0,0,0,0
277240000,206120000,307330000,297700000,233840000,0,0,0,0,0
1851500000,1260300000,1432000000,843290000,324970000,126680000,351470000,28318000,683580000,20053000
4127900000,3867000000,2776400000,5399000000,2879300000,456820000,522050000,437610000,263020000,720830000
464020000,510940000,488050000,447520000,498590000,0,0,0,0,0
24921000,24825000,25120000,22203000,24019000,0,0,0,0,0
8594400000,7856900000,10287000000,8863300000,6897500000,2501200000,2790600000,1944500000,3334000000,3875100000
438400000,353830000,302380000,112720000,175900000,41274000,50179000,83295000,26232000,56086000
348540000,312970000,262850000,348160000,373430000,462090000,201460000,549910000,224510000,460190000
2238100000,1875000000,1639200000,1632000000,951680000,0,0,0,0,0
448900000,277960000,195070000,197130000,311480000,90278000,96364000,57246000,0,118010000
5262800000,6971700000,6472600000,4801700000,4744100000,209870000,97558000,135950000,71531000,171120000
7513400000,6423600000,7551200000,7202500000,9846800000,50958000000,45353000000,37079000000,63721000000,33072000000
0,0,5513900,0,0,0,0,0,0,0
858660000,455560000,735650000,1311100000,1027800000,298990000,228800000,227430000,71048000,202000000
5436300,0,9555000,0,4728100,0,0,0,0,0
9655300000,8817000000,7752700000,7127900000,6247700000,5394700000,5512400000,6349800000,4661000000,7636100000
22793000000,20054000000,20913000000,25339000000,21239000000,20270000000,17273000000,22790000000,30854000000,22922000000
0,16998000,13013000,22174000,17284000,0,0,0,0,0
177990000,215340000,158360000,91636000,156970000,76337000,78717000,67126000,0,76064000
45026000,67253000,47051000,87577000,65530000,0,0,0,0,0
24998000,36920000,64499000,35370000,34606000,0,0,0,0,0
90193000,99698000,80577000,84432000,81920000,0,0,0,0,0
4208500000,5171600000,2866800000,3204200000,5917200000,0,0,0,0,0
1017600000,1020900000,1087400000,1238500000,1124700000,553750000,594170000,649840000,449300000,668420000
39363000,120490000,67469000,85830000,209880000,520800000,1566800000,1271200000,2689400000,3129500000
0,29495000,20118000,0,36038000,0,0,0,0,0
212800000,219040000,149000000,184560000,214130000,0,0,0,0,0
62711000,57849000,34806000,27982000,59226000,0,0,0,0,0
0,0,0,0,0,509930000,566570000,594650000,430170000,564990000
2114300000,2272500000,1774400000,2333200000,1828800000,2886700000,4186900000,2603700000,2239800000,3051600000
