Reporter.intensity.0,Reporter.intensity.1,Reporter.intensity.2,Reporter.intensity.3,Reporter.intensity.4,Reporter.intensity.5,Reporter.intensity.6,Reporter.intensity.7,Reporter.intensity.8,Reporter.intensity.9
6576,2021,1712,5308,4644,2708,5869,3762,3287,1298
21701,25018,30603,26670,27384,23561,23219,26167,25499,23756
446684,462416,556845,473992,465141,557147,450773,486158,471953,565031
79295,75703,64076,58493,56413,76047,72668,58730,58812,78371
60244,106253,79017,87621,90919,108062,61997,89097,95586,112882
168148,101311,132545,93139,95670,121060,168099,91640,96791,111352
2255998,2148100,2444617,1624111,2615553,2027726,2263794,1550215,2659921,2045222
883472,568103,741276,480985,781567,564445,894429,466100,715811,515726
1824795,1252768,1378553,1294279,1396464,1311396,1844786,1346221,1361418,1352247
348614,329886,319609,355170,399037,321051,354226,361429,405522,323535
89501,67412,83920,70233,77461,62329,92675,72506,75547,62992
1676586,1453188,1782460,1436660,1696693,1598300,1663424,1431679,1682809,1691784
54921,113276,36537,73291,39990,107259,52465,70598,41676,91651
563545,517853,596352,515086,619068,593850,579076,548070,636175,620567
460913,457530,482493,409692,472003,494536,481229,401514,530453,603606
241820,417469,236807,173660,311511,424724,237299,176366,312107,428997
184754,1006624,202654,212957,247393,805566,171614,202878,243651,794746
73166,116202,88261,92541,135247,94966,79101,90787,125228,100981
24904,24270,20154,17238,21713,19260,25361,17441,22457,17475
39037,14129,23847,21291,26231,12286,37845,20318,26457,10243
168978,313894,167914,246024,323418,213165,176180,228978,314971,194501
1132788,2380433,1205949,2360600,1284537,1989916,1173043,2251778,1245267,1927810
9255,8769,9043,11382,11336,9119,9681,10846,10182,7707
40816,45632,44439,42951,67986,44623,43233,41914,70283,41154
17846,19789,22501,26713,16977,20671,18366,28435,17503,21309
30291,29341,59058,30500,32353,39389,27154,27548,29358,38997
638001,593240,752491,794456,692005,663456,649944,815967,707890,666252
16592,16013,17650,17393,25237,19314,17820,18546,27887,19248
1348321,1041266,1256602,687740,1239448,990109,1321547,683818,1255045,1073317
89016,35744,69695,68668,135624,45707,93340,71255,127490,46339
71900,178254,117323,83150,131671,126477,76501,81974,128151,126024
19508,23117,48748,31600,19880,24049,19732,30017,20456,23183
97308,153535,121137,137418,111799,154629,101491,140906,111371,155257
1940,5739,2251,6315,6075,5410,2171,4616,5326,4194
24828,23499,25482,23205,22942,23166,26346,21317,24765,24588
8944,93732,11797,42788,10935,92782,5985,43249,11809,99516
12109,11207,11824,10540,34196,15183,14293,11837,39540,15215
328106,427415,410854,350738,342030,375983,328069,343895,344987,375201
281630,299585,283969,344666,304072,336459,284441,351576,306931,324005
31467,126843,162560,92779,37070,139035,35061,99083,34400,134575
31613,99005,59249,121410,121750,139691,41014,121431,130552,152907
143443,65953,123473,94079,82718,81408,139769,96947,74302,79309
14112,21726,12744,25756,48157,18915,15483,20834,54553,19453
91704,45211,103343,55517,69407,88716,100588,66781,83243,90439
7068051,2345618,5624351,3890939,3518820,2616816,6904843,3974418,3410953,2611484
28100,33477,28060,25790,29480,37074,27605,25609,31906,38833
310430,404077,271669,267525,549548,359860,324902,270270,521633,373811
143568,85310,132073,117462,96081,80687,135758,113257,92517,79170
77883,65507,75333,65364,77435,91712,76145,66158,81453,94326
36041,18496,29898,18348,20241,23092,36533,19403,19278,24316
6485,6652,6486,8881,9224,7252,6332,7695,6221,5348
69233,68977,73786,131989,123359,60337,74077,134642,137623,59715
43376,46276,49902,67575,69168,42113,45165,66443,67726,42375
172152,109884,155623,133758,142527,136811,172318,134190,140369,136085
59115,153802,263157,71078,65679,196004,56783,70915,59792,200632
566809,614582,566897,669973,622644,616556,559471,644748,627848,592644
152735,110455,142851,192061,155795,112832,159374,189627,149910,108952
968223,929474,1210848,842562,1053928,1113628,970895,852824,1068769,1195330
132660,75489,140314,148825,90644,94378,130795,157555,89805,92069
287750,270538,455846,379503,611391,297826,303838,383256,594978,292442
412845,293504,475346,489692,443738,372525,412903,507743,415013,355409
2029,479,1836,454,401,1028,1740,224,311,531
59019,15141,42022,39130,17150,19568,55587,34410,13777,18020
13028,11063,4133,10562,7846,12832,12189,9210,9000,8916
1048924,805822,850883,975342,1151654,950497,1062856,947512,1173858,933091
576978,795632,719222,476469,1911908,622031,673728,449521,1967755,675883
77867,67985,53958,79080,45355,74425,75791,83429,45373,78808
937694,816417,787528,677618,980107,729897,925014,670959,990643,717548
39982,24618,33404,31920,32177,25983,40615,32984,34155,27596
40468,31639,40148,37373,28737,39566,39891,36039,34361,41180
9380,12863,11830,12338,9967,11915,9918,12489,10001,12479
196572,752496,421605,1035032,713785,572418,252765,1027310,732859,527597
406987,399934,429103,380443,363343,412255,395958,388433,371358,434107
6636,5856,6307,10943,6054,7609,7098,10465,6788,8185
67008,43637,43091,75694,74447,49914,64136,69529,68793,42026
1234691,581275,947613,930430,570821,714489,1183665,955445,572440,708797
205478,193016,176995,280618,137134,153786,212641,292258,141623,160727
1222407,1196716,952599,803032,1030589,1270549,1181084,819294,1008125,1283040
28057,27150,21711,20592,31861,28832,28695,20141,31279,27426
55245,63496,40536,70270,44397,61208,54572,66527,43917,52689
20947,19264,4476,14569,13860,14553,17859,9320,10179,8472
1125235,1301045,1208224,1097237,1228225,1590366,1132343,1116790,1224328,1574471
7265,5211,7814,8509,6062,7171,7381,9559,6438,7970
154089,130928,157381,143713,147264,131443,165280,160752,147125,130434
20647,15320,26079,29747,14859,15778,22353,28557,14289,16339
63458,40679,84353,54497,84905,39394,65603,54645,83455,39385
349023,600690,446284,369473,462330,489746,365264,374509,482551,515806
1639,1152,976,1146,6907,1261,1794,639,8436,1016
3723,3047,3748,4552,3573,2480,3729,3775,3407,2414
34273,51593,43543,55262,35543,48337,35256,53551,35331,50166
99564,82266,97666,84713,97007,85080,96936,79410,92744,79986
355518,354930,336695,435095,348446,355677,357085,429876,363644,373951
74426,59613,68900,72161,64841,56310,74401,75911,62831,54372
2927,3177,3917,2255,4480,6594,2956,2466,4580,7375
135731,135582,151564,154077,150978,164209,135639,162351,143707,153287
240387,125718,212058,196232,150750,168822,230846,200154,152350,164078
194388,167090,185481,173474,194667,181399,199776,179483,199373,180510
714449,1057095,843211,843027,860215,969138,735671,862034,902137,994168
15387,12332,15672,12936,20092,13334,13933,11872,21246,15668
18406,12711,12852,13693,12518,12250,15448,14658,12439,10896
53927,15760,63850,34318,48603,20126,53748,32276,53215,17401
29527,63902,29492,78361,71454,43753,30225,83963,60846,36781
27696,14067,31022,27845,14736,19248,27740,25680,13693,18762
32778,37791,33464,157103,35761,48875,35282,158259,25845,42707
452872,376376,533093,500503,426636,604997,451657,518501,422223,596685
244026,270480,239930,324012,252935,270155,246034,316477,259948,267479
825178,791037,735432,527350,782441,886269,793186,508940,782539,901128
256345,163191,244514,313825,198709,160692,254293,332262,203294,157557
9571,14417,8313,11676,8834,18374,9782,10763,8556,17531
235234,160637,223028,463944,517469,169126,262483,470644,536933,164468
49588,62660,74455,58303,55039,61460,51034,57872,55384,60801
68279,67607,67276,65517,73006,63573,69569,67202,76919,66514
172800,135977,206940,222241,204866,158380,180071,229471,207186,158987
34201,72340,36216,39842,73428,67331,37523,44047,82356,72164
107521,74621,92347,98372,99772,73789,105154,97390,100012,72865
20336,1534,19329,1932,7764,1601,18357,1640,8395,1887
118953,106561,119869,128925,92440,115183,118357,135477,83297,112342
7340,7478,8820,7859,9951,10523,6743,8021,10200,10587
8233,6792,11980,7722,6022,5447,7863,7559,5168,5260
92738,71134,94053,86634,77471,81136,92708,90688,75753,81591
13025,8960,8810,12501,17466,5248,13717,11661,16894,4261
166169,218141,365660,355152,539349,242081,197294,355366,554098,244567
925137,792604,881388,1104314,626855,948009,913042,1121616,622337,954024
113846,107836,141731,94275,139269,132932,116024,95263,145149,139395
154248,151527,161336,152345,118542,128622,153686,171701,125060,128464
10506,6717,10807,7466,15546,10402,10839,7595,14704,10464
118828,602640,142387,154831,293495,658166,117205,164754,295385,675293
764428,586451,998090,1078799,722376,682929,788084,1129358,713145,661542
609190,334563,676862,454874,380902,435695,606365,480628,362518,432807
2103126,2011508,2001954,1855795,2231900,2152420,2084814,1846705,2219910,2163035
6433,1751,815,1779,1652,1700,6884,1380,1702,1113
103120,64944,104384,84529,81076,75884,103873,86167,82468,79480
371624,327577,398772,334823,329477,373808,374754,346448,337757,376881
482673,342605,804780,532825,471387,749576,474369,537362,453809,719858
289456,581902,236886,273830,508730,326742,310697,260759,496862,341917
8844,23564,13032,9005,76915,10240,14870,7791,85484,13436
408239,386646,398860,378478,414818,437615,405636,384522,427626,456820
2760,2907,1168,3291,1767,2008,2200,2060,1055,1787
14281,12842,18171,17972,14069,13779,13725,17692,15948,13210
269949,253130,277206,285097,182819,225459,272608,295284,185634,230015
95536,152769,155011,93465,113825,136272,99972,92063,117949,145556
28685,41464,42586,33413,27717,52156,28772,32486,29402,53482
70175,57386,80168,66233,63260,69176,71441,68886,61692,68984
116644,79784,95671,100412,75403,84667,111765,93855,69494,72965
16786,15994,23403,18839,18742,17608,17624,20742,19905,17823
788644,1258571,744014,767181,704380,1068472,756299,749229,671504,992428
269175,277559,249912,218404,202016,310550,262930,214551,205724,315664
123560,61195,123701,105477,119982,83319,125405,110975,125544,93932
1228662,1025947,1148561,985678,1188301,1181118,1237567,985938,1214945,1153325
108211,74313,96240,123710,78397,71760,109293,123784,75107,66594
14678,20365,15147,18635,11705,22941,14244,16943,12558,21190
174768,102512,157093,145445,128493,112421,170958,142484,128250,107782
63635,74748,62194,76757,76328,93477,62518,75404,76657,95380
323124,522159,370551,631719,512166,507377,338482,650459,508319,487993
7450,7710,9300,4320,5520,9253,7053,5665,5267,10239
223097,246863,273628,216887,215692,302068,226250,217275,227443,317024
4167,3497,1570,3334,3531,3288,3578,2316,3698,2399
108487,68117,85988,70882,67301,63330,107556,67513,73340,64450
50858,54607,61153,61358,53964,55477,51461,61683,50071,52550
2373951,2009883,2440680,1958972,2322574,2214229,2431754,2020135,2382186,2375458
26431,32306,29574,26382,26363,33731,25727,26988,30694,38312
49848,124360,64013,51988,47235,125017,51352,52052,47542,128094
9180,4939,9079,6535,6974,6399,8980,5928,7679,6775
59113,81261,90685,70763,100000,71635,61803,74220,100210,75305
34375,33670,37281,66608,42533,34324,32793,62090,42559,35400
5307,1747,865,1745,2470,1738,5310,1232,2059,1160
32193,56658,35008,31365,158745,42818,42129,31830,163244,47067
5994,5870,9287,7067,6846,5801,5660,7412,6873,5986
13251,9632,4465,8979,11570,7271,10119,6350,8851,4952
91905,716393,122108,120870,96541,476169,74611,121451,102817,518646
12767,74003,18719,16669,37086,51985,12509,16425,46235,55976
454,251,834,613,808,291,406,249,619,73
56612,29536,43391,75065,49598,42293,53472,68440,49882,37132
379723,415357,439793,343055,382193,396690,389297,357779,371150,390302
191170,246155,157688,286112,144245,195289,189909,283953,152547,191461
873292,559492,742912,819412,633141,611756,848260,814046,627789,589134
502771,445786,339687,351129,387020,511364,448083,342769,381324,482412
37745,32197,39981,42633,30653,29884,39989,40693,30630,30828
24309,104179,42905,29560,33745,64944,22285,28010,37557,69830
541342,209924,498476,434127,401053,245980,538833,438743,423932,248917
4009,18648,3443,5199,24176,17988,5190,4769,20724,12242
8333,7003,6920,8017,8580,7247,8686,7663,8168,6865
34204,24778,30808,30281,29820,27706,34713,28931,34333,29505
910600,1022663,859063,867825,929765,931965,888821,806938,898512,942442
540944,358028,537363,392558,514967,393350,534575,385950,512774,390502
4185778,3125247,3751784,3136013,3493296,3303565,4091704,3155425,3486906,3348764
131579,115331,186907,136179,114738,128103,135996,128620,116586,130354
6177,7444,5186,5440,5975,7534,4863,4997,5637,6178
15750,42787,24980,26815,31244,30847,19979,27353,31012,32454
139973,173217,156822,267646,168696,208865,140523,272230,161693,204452
24721,21082,39575,36057,33762,26218,27061,36342,36935,28150
19096,8468,23277,15053,14469,15791,17398,15492,14220,13662
22265,22992,22012,23471,27223,23558,20988,22595,27528,24045
39938,12282,10736,13297,12944,10120,35744,12277,12099,10184
464712,354164,371714,437330,447820,357823,463341,455815,433048,350258
207287,145133,179121,245959,123448,162886,198644,234448,124339,160097
12436,3970,6177,5181,4662,5068,13906,5104,4637,4480
170661,127702,199338,136766,169659,160085,176557,136693,165861,165058
22017,37455,22648,42607,27430,32898,22785,43800,25788,28752
47817,40031,45402,38212,38629,38563,46685,35051,44550,42102
15907,21718,19944,63151,15368,20856,16887,60460,15631,18436
134752,71095,94639,72791,71777,79631,127827,70210,75572,90295
60065,93017,74305,100616,147472,103145,69750,102781,150868,100081
30107,72198,48615,49168,55779,73136,30362,45197,59663,70889
102486,125346,100745,102376,107856,134323,101431,104943,106353,128854
14461,36294,22311,45726,14925,24760,12753,44979,16680,25772
44344,32232,65166,47776,48778,63567,47394,46650,50170,63772
8494,4233,10561,4901,5092,8320,7721,6302,5365,7311
265933,157736,277600,330307,250303,174151,284461,326592,252639,178069
4082,3197,4526,4560,7853,4401,4145,5082,7259,3606
65147,20507,54250,48734,22443,20733,59471,48392,20203,19576
20599,26989,13150,32332,29028,30143,21739,32878,27065,24588
47292,49222,41514,67314,40916,54085,46383,62129,41060,47971
25164,19138,11908,10834,20709,16433,23350,11134,20723,17194
55319,234968,78944,77524,84834,101127,58579,77160,90034,106852
42514,28052,42861,43159,32392,31149,38749,43137,30513,33873
444887,198934,712923,372779,609773,549282,445016,386754,620095,590434
10734,9253,10532,11863,9074,10714,10717,9609,9833,9744
34799,14926,11682,22097,15719,16292,31477,17352,13404,12015
25000,27799,43601,38752,29432,31124,28563,33485,34087,31861
80498,80428,70842,64767,81275,83534,80533,65211,85271,87792
82468,102222,79519,104025,72731,114154,81925,103968,71642,112142
37260,38250,43135,57198,45276,42876,40816,53224,45496,43272
444682,282816,490761,384903,403595,349937,453325,401554,420989,358679
21794,43770,29027,25767,27868,40459,21183,27324,28833,41102
306574,167728,201403,227959,198610,167686,287598,223589,193793,158167
117543,112855,86805,91250,111024,87174,113899,86859,108852,84977
24834,22079,29856,43048,30943,28970,24746,41490,31588,28271
106702,153941,112415,105785,140024,139946,111011,99329,166878,152607
61872,335178,74898,88215,108074,183495,65161,84609,116052,181700
36548,5964,10219,17764,8524,4535,27998,12595,7008,2337
940981,855120,1094146,965844,1986493,670048,1017789,940746,2002620,690895
