Reporter.intensity.0,Reporter.intensity.1,Reporter.intensity.2,Reporter.intensity.3,Reporter.intensity.4,Reporter.intensity.5,Reporter.intensity.6,Reporter.intensity.7,Reporter.intensity.8,Reporter.intensity.9
790828,729193,899847,735669,823458,814264,784322,761092,831706,830020
14778,11846,11559,16462,11565,13405,11056,13933,11543,10671
52910,21234,45521,65221,26185,25693,49566,67937,24822,24517
77168,80727,86457,92777,184686,92974,81369,92416,183778,89502
119590,161566,146534,168268,137025,251259,118982,164482,133742,239346
214282,227959,227193,146664,209167,271692,218636,152508,208796,286701
68588,120391,84237,79090,235843,101793,82262,78326,346093,108312
3446,4904,1222,4133,3523,2917,2505,2153,1918,1210
36596,33184,41776,52726,38334,27569,37316,51573,39060,30246
2999,4061,2223,4061,3300,3896,2684,3972,2815,2776
56689,76654,60131,75312,90078,110716,61777,69771,84840,98215
56728,73095,84479,106586,81270,93131,57781,102590,82974,95056
98299,49700,38737,80793,45295,61374,88291,74282,45737,50836
1365951,1098107,1190290,1174899,1146887,930564,1326808,1127246,1105214,904608
297930,201708,351121,295964,225534,217681,291568,299486,224421,215183
93182,80887,153366,92911,100060,79261,93907,88406,101652,82342
414756,210330,416225,487010,264247,233011,409816,492341,261873,212963
381907,648805,360805,377808,528940,740398,384701,368748,512784,649801
280493,386031,218059,316916,309693,351230,270494,313039,307099,330236
167602,153164,143988,179443,136717,159957,168874,187003,138562,161498
7215,4080,3489,4211,3503,3668,7334,3572,3851,2381
74664,61290,49612,59837,61326,66484,65328,48075,56572,58809
330142,215112,329495,225528,319098,264620,330044,228546,324808,271690
340322,309751,294502,330195,305045,321198,342870,332674,313648,305923
291378,459213,346073,304029,215960,399795,286337,304664,211847,398533
56125,48354,67531,31933,52886,63145,54472,34154,55876,65280
334703,234365,309584,191781,308382,239280,324595,190381,317124,248987
136197,222237,119440,208664,132267,199589,138428,205050,132576,185280
415495,478628,430817,362843,528682,455178,429312,354612,520725,453029
152098,161624,186574,265309,175201,157655,156148,256074,181694,165018
214658,198783,240822,174014,120955,161926,203230,166594,116102,160927
1317724,1717319,1355720,1520468,1446221,1578318,1308345,1503866,1463939,1605875
378165,431303,434238,344387,406138,454512,384949,344789,389788,472861
22230,26554,26390,27974,23113,33378,21218,28915,24428,35838
306529,199108,415342,256314,369788,229720,322113,252927,360918,237486
45622,37208,39032,34435,34733,41010,40661,32491,34608,41942
371226,449175,403776,434490,390605,486807,365125,421481,390440,481732
67636,74143,77523,125163,100576,94390,71953,125061,106324,93364
417531,360059,455715,412821,528632,435372,430275,420234,514443,433577
864102,607816,1602858,701559,757692,499894,841242,697139,735723,527967
373990,533230,491390,619501,414222,540103,393397,636534,415181,535278
740337,613317,598076,699110,632973,682801,734569,709978,660481,689485
1641667,1335048,1363506,775422,1399245,1210014,1554925,759866,1409024,1216932
112208,126275,110456,120125,131463,145196,117731,117460,134127,144066
137255,96908,122931,146990,90769,116114,137485,144756,100911,119213
45267,91274,49829,67441,84772,74290,47883,57885,86811,70857
306085,476679,346764,340839,409435,608347,310826,349525,405709,631749
86118,25154,49166,61958,27022,25672,78442,54526,25601,20556
147628,85543,176899,72328,152309,82235,144007,67700,148409,82413
2032605,909281,1832325,1589098,1245506,1008721,1964602,1552829,1225217,991898
27345,20131,25765,18126,21322,19848,26792,18950,21536,19761
85981,37628,52189,63751,42558,47707,81326,62643,42043,50344
98681,62145,91866,114436,81758,65059,98851,110332,77572,60578
255583,320938,257584,320194,273235,299589,258433,325757,272708,292862
79326,57851,84188,100710,118343,62742,85759,102238,121840,64832
10749,5625,4436,17682,2478,6217,10476,13976,5899,4804
159060,177767,148686,162085,174168,158772,159364,159606,189200,157857
426028,491069,406348,512013,491022,599747,431972,518622,493504,598115
34675,11446,30470,18107,22515,13708,31318,13398,23061,11153
85599,103722,96345,92462,610815,99021,120094,89048,649617,115303
336671,555570,288877,382091,418006,577423,334283,384100,433493,574362
9312,15376,8567,9354,10971,11320,9074,8886,11443,10000
5813,25513,7069,5516,4304,36548,4000,6794,3973,36979
75209,84072,75387,108988,75078,73970,74304,110151,80019,75761
274692,333878,313678,404431,237332,399746,273730,409838,231285,410315
120216,168285,171615,177394,162886,191136,127628,183756,170128,204302
250043,78484,164004,131942,140113,83513,238351,132360,142078,84026
78929,76859,110149,124493,113487,78335,85000,130470,100625,73439
119465,96063,133315,136952,90380,97121,122863,134853,95115,93153
12831,12045,15395,13651,13104,16152,13240,13016,13504,16576
1110266,940626,831287,698337,1003476,1265847,1094523,714161,1017706,1299241
315344,321820,340614,361409,267911,374788,306309,394828,262061,395433
661216,506306,577631,614222,467941,481087,639977,594308,468862,464831
37087,29634,38282,69486,47296,35189,38584,70196,47768,33069
3133,6141,4527,6349,4777,3480,3286,6577,3883,2927
368439,400793,312663,350496,378260,348145,375300,371483,393087,368440
409911,210319,365485,190263,308720,210952,397596,185314,303010,216534
22201,33937,26611,46194,49766,46965,25086,48197,48071,44924
37349,26822,30795,29262,23505,19205,34143,27107,26778,19654
38207,37575,48652,35330,47825,47885,40593,35411,48451,52478
175393,165326,141556,199026,125832,143531,173936,199460,130897,144246
216910,139307,258748,241731,184457,146900,216522,238982,188736,147956
161380,165013,64259,48315,50815,165580,145228,51367,51221,170479
131124,154963,145029,105654,178846,174043,129028,100375,180736,169298
5132,5913,4175,5072,4849,5460,4147,3599,5356,4633
269334,127215,278283,158435,1166054,142561,337966,155082,1200525,168218
17668,17673,20921,14397,17910,17449,17786,15086,17512,17939
83284,111419,136114,165447,188986,137418,91862,167478,186701,135245
69448,46990,58408,56464,81135,51735,72420,54036,87879,52884
38989,38889,45045,37232,48728,44883,40581,41388,50090,52331
136970,142243,164782,218637,218989,175454,132998,211806,212361,169978
1157345,365815,1116892,461504,835018,362779,1130854,467940,814836,373861
105071,127296,115871,102460,125931,142845,108271,96066,124487,139305
616583,685222,774493,647391,918751,706712,647770,653033,910690,731230
71153,119556,364208,64622,100149,121374,73891,63372,85304,115913
128542,95441,114340,78174,133946,135988,127727,85581,136981,140535
8810,9321,12122,8589,9707,8091,10151,8771,10060,10603
393770,245482,355950,384056,354365,261358,397080,395270,366973,263429
1215,3191,1640,1277,2203,2558,1594,1542,1836,2294
303378,97295,198542,169460,124034,103115,296194,172445,119075,107982
183071,141953,174108,165968,116059,152092,172815,160642,113899,160087
17530,26672,17542,22376,21042,27852,17342,21799,21505,25900
64623,12177,13999,15989,16680,16010,32310,14675,13284,18035
57986,45722,59146,56045,44855,57887,59807,57310,45495,63271
611863,479174,581804,737923,584696,530181,619826,719087,592736,513406
194184,93566,148318,112108,108124,102126,185441,113881,109198,99393
238680,376387,245127,295899,292005,424440,243721,311199,281825,409064
49264,28484,44251,39716,30834,30514,45921,37222,30220,30964
67831,51200,59395,48625,71156,55631,68888,48736,67704,60428
21551,27419,23997,31910,24860,30946,22814,32206,27218,33821
101142,178927,106178,173092,116953,169439,105730,175270,124685,174139
133558,134190,137007,143610,156103,145960,135103,145370,151234,156437
114790,107671,103553,156703,114927,154883,114952,162019,111519,152367
311568,154835,252650,175597,210517,150965,310002,175531,206149,150796
87496,52841,105005,75335,79307,56705,95029,75594,76468,62724
15986,22639,21421,18044,12375,18402,15619,19004,11399,20328
3693,3683,4584,4336,4217,5864,3796,4622,3746,5664
36247,16702,27515,30186,22607,23748,36801,31451,24562,23200
39744,69461,66252,63370,50437,69407,41377,66300,54399,71309
18962,33005,34969,29009,27162,33480,20915,23626,25703,25369
100345,91277,147601,90073,107548,105006,101938,91403,116734,116023
35391,75398,39533,51420,60501,83891,38990,52965,59133,85098
236405,201696,263935,320660,196981,220149,226369,307680,192479,211603
76478,75034,80766,65821,91533,78111,77022,69368,101148,87065
127712,108888,110928,109351,132833,123627,126516,113328,131984,130304
49283,60177,66700,50419,43238,59669,49471,48317,40521,59011
412333,304889,320659,453421,283067,296817,405448,469528,279494,293182
20423,29352,13261,21038,23044,26656,21199,20494,21412,24990
63697,31073,48713,49787,53045,38290,64113,49092,54728,39050
50068,47605,43839,39852,39275,61016,50256,43139,42511,60337
3229,2942,2817,3558,3099,4039,2022,3977,3005,3409
118976,95332,170058,117536,151703,107934,117592,116435,155481,103131
104093,166800,100159,104816,98027,115467,100459,102088,91010,109752
61736,147895,54126,102004,62426,149143,61793,99435,64096,143076
75602,58338,49915,52129,68136,63779,70278,48701,68910,61276
7185,5721,9465,7430,7904,8164,7059,7706,7334,7408
102773,64987,84676,79985,58951,61472,96447,81892,58319,62261
70698,68688,86149,75610,72233,78414,74869,77630,69161,73544
238669,370747,257558,185365,258457,349516,235998,190120,244797,331066
84365,72846,85234,52308,92486,61255,84567,48744,93246,60444
102094,86401,98917,98987,103893,125115,102504,100345,104220,130344
312932,248604,325899,235920,275668,335705,306587,232185,281686,346148
100911,96482,118749,114463,138107,100451,107785,115630,148073,105271
4278,5214,7855,13507,6668,6298,4992,15703,6078,6494
589069,520151,606141,484477,528831,688463,568554,480155,527747,708167
100666,90314,92146,90642,94759,102214,102245,90507,93373,101411
1834,2583,2393,1476,3686,2832,2014,1530,4029,2986
50577,18750,40475,26052,133400,23553,55871,23724,137268,23493
219549,263273,218112,248417,237313,317309,218587,254947,235048,317274
72860,94108,91594,83055,71393,104692,67762,86629,73648,111772
126449,105100,194194,232922,178012,107033,127449,232125,176014,95767
65861,64210,69225,61205,64414,74312,66900,56898,61201,73623
306506,189627,315515,216691,371934,191812,306548,208971,375634,196301
365380,433705,378958,502095,350502,442865,366605,530063,363970,467371
33239,29292,50847,47690,36898,37545,34627,52638,35744,37550
116633,94265,108811,78255,102016,139289,115438,78189,103341,140285
22586,20651,31475,27923,23015,21812,22302,24854,23486,22691
61700,62363,64316,71704,79811,80202,66129,75715,80511,78832
11495,8477,12859,11951,8232,7176,9782,9975,6689,5926
47174,41456,36998,50328,57038,39004,42699,45876,47000,35875
1589,2672,1938,2254,3103,2842,1843,2456,2793,2886
56915,80793,38345,68723,53431,82960,52360,65633,56320,81905
81898,72310,82074,86201,97622,77137,80426,80199,99637,71618
38492,41511,31951,35525,35045,39361,38154,34671,36925,38767
67077,217967,70241,61916,69092,155177,66813,64245,69804,157997
37731,48407,41499,42735,58066,53799,40642,43724,61429,57866
9566,10577,11830,22882,11096,10352,10668,21924,11921,12424
1270406,1107322,1283634,1040992,973056,1386036,1239354,1045407,977833,1372549
89067,80697,82103,78283,78883,90994,84426,79119,78636,94035
85557,106479,98182,165810,187486,149839,98089,170072,185990,147676
110895,100188,146735,116028,90311,106857,111636,114936,94788,102621
136754,118465,130664,150091,132089,129621,140037,153634,119302,119403
12411,10230,7938,8471,9532,11413,10929,8762,9887,12141
30020,15531,39362,31032,16903,32875,31672,32223,16963,31487
10956,13818,7388,15774,12222,13827,10449,14464,12748,9872
749652,358423,543714,350225,752478,334304,774286,366244,741392,332266
53366,14310,36048,27455,19347,14308,50647,27284,19581,17135
940083,937006,921368,1303777,994935,1118428,968374,1330738,1060768,1135523
64818,74062,62053,59331,97601,70615,56906,58406,93256,66398
10163,10597,13589,6058,8349,11262,9582,7673,8279,11926
58331,45031,61465,54407,49458,59958,59121,60243,48095,58518
218457,148266,205357,174843,167047,184495,212393,181413,153663,168548
108608,84846,109747,109314,95000,95166,108390,106180,97847,96378
372807,326103,447133,370284,341494,441504,372759,390967,344769,445978
109211,66064,79706,56042,87618,105819,107943,60306,84253,102811
82875,85694,90518,148229,55264,123695,80036,153021,49835,118973
3624,14957,2919,5834,11801,10343,3906,5647,13025,11704
39264,33739,43288,27568,28923,22539,37615,25330,27590,22163
51425,41163,51453,41117,45898,43916,47764,41034,45788,38407
269266,122434,261075,200106,176651,167794,292531,203009,170987,165118
26721,36960,30719,35497,32438,42052,28496,32356,32545,40009
144580,366871,113789,148303,246589,292478,148901,143781,246535,304023
78470,82315,68582,74799,67080,81915,76838,79129,74020,89393
92128,89860,132904,128990,88791,109756,92949,128791,92130,109692
45231,34176,33170,73035,26531,38399,44937,74043,28923,36978
152792,144274,170250,192806,149767,160251,155622,190452,157002,159567
48662,39668,48432,47436,41224,40739,50788,50536,44732,39760
18214,20496,28474,14177,18180,14278,19206,13756,16957,15080
709000,724261,785122,683019,716596,675102,711549,686573,737580,695396
77503,78419,39593,62703,59471,94268,77339,57543,57396,65355
128701,150994,138371,139187,181865,165433,130636,141449,184331,160177
85048,159013,124558,135220,127749,140230,89071,134019,122986,135465
49641,68739,51576,69130,59028,73200,51882,67011,60004,71754
1404,980,652,1023,1288,946,1455,657,1138,1100
395056,398217,389412,377463,330619,396896,383867,384643,341411,398353
343609,316911,283960,309038,365488,348919,337608,307258,369076,346988
147071,115503,158536,73791,128126,116976,140503,71541,122739,120943
126961,101823,108339,103215,119903,99971,118118,96428,127895,94522
46752,66407,48631,70124,46025,56398,44768,62849,47517,54497
3949,5517,2484,3534,3741,4555,4162,3356,3769,5097
314445,305028,365555,327700,330202,361192,315422,319092,326892,358269
599181,593112,543548,592850,469659,619935,566747,580946,477474,637519
49360,39106,57720,35638,66715,70007,51324,38646,66562,71826
641186,339274,674772,589452,508730,363719,626000,596721,496082,361349
1444,731,3425,4414,759,1470,2020,5259,927,1132
290570,368287,324255,460722,280157,482389,288273,453754,295544,468871
17730,25582,9722,21502,21175,21677,19270,17848,19968,16854
77183,47062,56941,78052,41470,54302,72227,76617,44924,53469
253842,296498,317588,361167,520310,272437,269938,356693,503865,270409
185027,111806,138721,101399,113050,129337,174026,102419,111223,135195
272929,189511,274529,255494,262568,220855,264190,251921,260214,227425
36177,69654,98138,64280,103258,79563,42873,69588,104694,84921
1087188,848378,918656,1086900,898927,1154279,1075463,1117796,885910,1158626
140576,188931,138468,202043,129775,180263,136810,204658,130779,164768
168170,368717,282867,273085,262598,392870,174572,281208,263928,405874
191477,125138,151354,149598,157444,147174,186077,145239,166898,156137
22411,19312,15388,22680,15851,22859,21375,21302,14873,16172
39263,32499,39744,32719,39857,26535,42085,33188,42400,28748
58653,38533,39300,48093,46658,45034,57670,46094,47152,44391
76365,107111,83960,131058,80567,111235,79170,126036,81363,109082
67935,43724,71434,63221,66117,49452,69590,64867,62093,51005
259473,293933,329731,428177,199434,247155,259167,384432,209280,238386
30555,19394,18336,15873,22374,18040,29802,15388,19459,18691
21797,19668,22082,17680,13965,21484,21577,16728,14786,22708
132933,166927,122187,140062,109941,163729,130179,141207,111677,150736
53361,33105,54531,34485,128781,38453,55547,33108,140023,37945
31060,34867,31614,34226,37731,41625,32350,34576,37511,44217
109879,114426,149106,123831,91542,82620,110425,119652,86911,79631
68654,40226,49148,31429,39878,40186,64010,29771,30488,35917
48431,52662,11379,35689,33561,23143,26561,16437,22804,14314
13778,24285,13917,24808,17104,19337,15298,23738,21713,20722
120000,146909,150234,146795,127411,141552,126219,146365,133100,140815
7594,5553,1502,5734,3457,6290,4999,3945,2474,2567
23980,28560,27850,30169,18312,23307,23251,31762,19937,24051
2361,2008,1458,2059,2279,4044,2834,2146,2084,3862
171230,136708,124899,153630,124392,122990,165062,158259,123865,122423
290627,233413,272395,348866,243540,221893,279001,341361,238485,204422
73103,138437,85751,96305,122445,101665,80621,93175,123262,96407
64841,116759,70055,57900,69752,82073,66261,54601,70924,84705
367723,278069,316399,244627,381081,293546,372183,248071,388583,319495
1369,10314,1032,2470,1473,5156,982,2193,2060,4348
822244,694842,760426,732270,727033,632081,814102,727623,741876,650381
497198,402151,501915,517758,495144,441171,502531,521276,515707,447089
238714,127110,284608,220611,181855,125351,237378,228375,163985,118333
424481,266859,375292,401963,288480,337713,405130,385900,274782,312144
578092,468729,566468,620014,496445,540378,588755,642486,505880,568782
34163,15764,25490,12206,21508,14352,29211,12358,21520,12719
5518,13232,9652,10321,7756,13387,5240,11026,7730,14337
93701,204702,105565,118915,75833,170164,88923,117631,76812,176659
247370,141443,270059,173036,195571,151808,241637,173380,199087,156917
176497,215889,209355,200106,185719,231806,172795,196373,187472,238606
535404,658426,475836,544763,469332,531043,518176,553931,476496,544269
927628,778596,991529,1159069,986225,767217,928825,1134887,999829,751622
117680,118233,122808,99173,90633,98560,113532,98793,94705,104431
509971,599472,549566,507115,407528,514969,491701,504285,396870,508065
88833,83060,95041,81389,78199,100657,86704,82452,73385,95879
48564,60819,56873,74351,58091,67538,49720,73242,61917,70945
25232,38901,32334,33223,20630,35032,25744,31848,25244,35770
154988,295210,172901,213814,150591,303929,155483,224022,155757,296602
23561,15244,23828,21401,13039,19606,21655,22336,13426,16664
1629496,786372,1492630,1211030,1106068,765053,1608033,1243671,1076670,765393
682339,435898,645246,458273,578667,437449,676994,456468,579284,429887
103962,81918,93965,74242,83228,81317,101332,76215,82532,84471
50079,53889,31327,39825,68673,70881,48954,38602,84661,77206
18460,16145,21805,21475,14077,18949,17120,23647,14177,19509
76014,49306,75150,50142,47206,53068,67044,47627,48415,52923
249372,477340,272360,277675,334820,486259,256150,275377,345856,496144
117771,139156,153602,120218,132684,156255,123876,122115,130255,153567
78266,81493,90230,77277,69300,67077,77229,78452,68050,66946
365380,305295,373499,278197,272808,429808,359785,276915,280057,443478
31525,44306,39079,41875,60613,42432,32276,37467,61005,40062
379746,164026,290723,237196,278002,231884,380661,245245,288640,277090
72856,68759,81588,62786,68076,95021,85020,63122,86333,101031
71058,59148,89477,65070,71319,62186,70518,67060,73868,62674
20023,20178,24437,17581,20894,24188,20158,17388,19753,24449
63733,65055,88620,99061,63529,63622,63735,100162,62409,63920
78316,76207,86004,91414,53346,132207,78599,91946,56336,133014
28786,30454,21412,37233,28583,25205,27401,34339,28285,23676
24581,23916,26383,21789,34968,26949,24435,21192,37020,29260
102871,66755,93834,92118,68063,67232,100220,86214,70587,63354
227499,180598,202286,183671,182799,210579,224364,183906,174790,208053
12299,16852,12945,8448,13647,17398,11313,8651,15232,20057
6143,8568,7680,9202,11784,9206,5887,9801,11910,9338
1511999,815756,1299381,930784,821055,891569,1470051,926530,785304,890867
593721,562382,548237,531466,546241,531895,573279,527107,520251,490903
11376,49441,17420,17448,21656,41524,9842,17115,22811,41695
307234,162251,268379,297333,187278,199922,306836,301407,186839,193581
9809,14823,12037,12877,10454,15590,10958,12709,10825,15832
354938,162227,298911,366903,267991,192233,323324,340607,257330,174879
213623,163690,163715,107098,115324,170331,193313,104852,112388,157647
37023,93494,53792,82725,48935,100549,39830,84623,48884,99237
145911,120426,147863,216961,127927,128945,144901,223629,123816,119263
21006,30887,25787,29755,27009,35428,21105,29222,26513,37888
59098,81487,63228,125610,130927,104193,61955,127464,138226,100021
160516,137787,174274,194491,166898,153532,169618,194222,166701,152737
17113,28891,33888,79061,8049,44461,16968,78023,14230,41318
87970,36136,63192,49948,33957,38282,83693,47664,33695,36392
147207,118047,154976,166872,144314,154619,156575,179895,154582,157677
528762,440355,561438,546085,448555,434392,516111,550654,418283,408034
23649,21831,23340,31463,26695,30968,26453,36185,27067,29250
196538,231452,191412,229774,178518,252592,190315,228576,180597,240566
24479,23060,30211,29153,22748,21868,24720,30331,26314,23627
470650,361185,505746,546691,424422,393105,471639,554776,433651,409875
35857,38769,40762,49124,52330,42865,38184,46555,53364,43010
104121,80509,89591,112042,102781,101166,103705,119923,105040,100411
121160,130615,109423,114547,109018,165991,115776,113559,126245,174259
378767,303264,374706,265346,349022,415017,375241,274070,379842,429837
34410,39866,35546,35659,92834,51215,41421,37860,87436,54602
161687,198702,182611,172040,154782,191959,159314,178105,142769,186360
2427,1726,2473,2214,1546,2205,1870,2448,1664,1788
107099,127447,111505,121913,142159,133422,110882,122799,140428,128074
162483,186772,168500,249274,191618,194202,168099,260075,191116,191811
50230,49179,89084,106958,117559,57210,59357,104822,121554,59322
142533,166858,125406,251164,128940,193232,138816,245477,132813,186240
316174,291937,268633,190804,180058,298169,305734,192704,175718,302473
85540,81122,83081,224792,269560,102596,100071,204155,277884,97413
108368,126368,118285,128413,129606,135107,108271,125935,121090,137655
123367,115089,118198,117946,110885,125027,120799,119762,118146,120503
21603,16000,24308,12402,16036,22796,22570,11956,14030,21936
431454,333808,374505,659580,513467,346754,428190,636162,539649,315584
290889,209588,202934,252356,247900,217769,277085,235744,233418,196271
329084,275098,336940,265905,299196,311138,325240,266137,311593,322375
84569,108640,80265,93837,81189,119699,82843,89174,89458,122133
45599,58073,58541,60093,56824,60983,46030,59213,56340,58607
623658,369355,614759,358271,440580,457500,612688,338787,448723,483343
93906,58144,73305,65146,58413,62045,91472,65209,56488,60675
83081,44541,90982,86624,72306,63014,84804,91561,75757,65098
151928,172962,144828,212203,121631,186581,149646,216682,119588,174979
6031,4400,6091,3744,4603,7292,5623,5069,3688,6223
312876,217526,240114,184201,253878,263396,293921,183313,253281,261138
7653,7728,11804,36096,8858,11731,8657,32824,10206,10443
17987,27368,23046,27604,18527,25663,18016,27346,17801,27772
174381,164235,188289,137092,130639,209806,167752,137065,137347,231115
390074,306792,457036,359398,279094,292997,372441,349686,274022,287731
11892,22841,22107,20368,15777,22132,12868,20018,14775,23205
14878,13702,14198,12986,14630,15530,15887,12809,14669,16080
52494,47053,70788,139597,83462,65129,59271,142333,87984,64569
77245,186633,63913,88289,79196,145852,78899,86645,86692,151396
24330,64686,14190,25482,38100,57282,21833,20871,36973,55221
155625,137010,142816,139746,161367,162876,155314,142565,160014,153727
98492,78042,87518,128702,71008,86175,98407,124840,72734,87685
811233,617077,575654,634894,730827,760106,795063,615682,758212,722909
1556,1991,2360,4539,2266,2596,1584,4405,1680,2597
298646,147663,251373,256183,452448,189343,318182,262237,425947,187460
34091,83414,46058,430635,12545,92849,43286,448717,34140,78010
153327,116341,215452,166099,552478,131571,180419,160722,558750,147836
127063,87013,106668,108979,96133,80552,121811,111056,93645,80219
224053,445751,243806,355608,311034,453532,226161,360594,306843,440468
32406,42534,27559,43004,48879,54727,34749,44488,47592,52168
183298,164583,150925,110152,274446,146371,192231,107456,267671,143836
127416,116956,106825,120479,98814,186199,126546,126609,99331,173319
126256,66395,119764,98838,77318,86407,123667,103083,74076,84425
1410767,728439,1757878,1541327,952706,819368,1401457,1591637,851262,786656
99573,90667,107315,94834,88764,113224,101759,96644,89070,111082
53572,71266,79096,56711,105125,62702,56504,53036,103657,60406
51064,145214,64958,87194,86598,103791,51032,85989,80715,102781
450324,297090,417380,331853,409753,271594,453086,346539,382430,269529
305550,175376,214543,170727,193227,187512,292918,169821,191215,190171
3910,2953,6035,4919,3564,3169,3432,4041,3552,2881
140212,184323,133621,138265,156341,216545,140841,142675,161456,227055
20762,37279,43911,21753,160751,28514,31996,21269,170069,31938
4180,2548,1746,3146,1753,2230,3735,3292,1776,2289
228682,119370,143305,128320,169222,131482,220910,126368,172202,136915
67715,7669,11836,7806,23292,7562,64773,7902,27843,9624
9637,13577,26078,14439,10638,9911,7273,6629,10813,7918
171151,127447,173557,152140,181895,136840,175981,150648,187067,138985
1004837,285775,1095284,261184,844960,275268,952332,240118,747378,262509
201873,59965,137558,51920,71941,67448,181054,54040,73331,69790
110201,101206,94534,88057,172679,103066,113562,87094,182839,105141
211041,144298,189759,182758,150700,179274,200848,178829,158226,174949
111953,174761,135205,331918,276532,188207,126467,330824,291879,184410
6682,5109,5591,4973,5829,4635,6897,4626,6022,5445
438893,491951,574202,397512,261535,500756,412645,388273,257547,486873
9221,7400,11003,10782,9282,8169,8682,11660,9998,7996
493615,562568,833028,1506687,624243,738253,513381,1514725,633300,714108
9507,12016,10445,8621,10957,12944,10214,8244,10845,13320
27616,23157,25613,17428,73505,19867,29081,18279,76002,21042
91586,116654,94901,106967,94702,127329,91319,109417,85888,117703
56761,33138,52186,54207,38031,47927,59309,58076,38900,49886
52500,46994,62592,56041,52056,60407,55395,60947,43959,55575
166009,137242,133044,117769,122743,141307,162689,119089,121129,143666
10629,7518,9790,8460,10001,12451,9878,8664,10117,12416
248622,137149,224113,537425,375151,169322,269283,534205,362044,159347
421148,253501,534668,303721,333837,255119,411245,298531,327841,259308
14726,10626,11839,8714,16852,10565,14511,8871,14383,9556
74975,54279,75564,84706,88664,61171,72705,87286,90250,62021
154533,272963,150566,120302,146916,293046,151522,125714,147964,288171
162028,210679,152001,256239,185242,213567,168526,249850,188578,218804
89919,62629,87903,82501,70680,71762,87006,82507,67836,73065
1612,8387,2026,9862,3445,8452,1814,11043,3257,8524
164781,188466,212548,152894,247979,169116,174165,160772,270703,185270
94022,189557,112398,123142,129000,181007,98579,109960,135796,168218
110445,72039,96721,97013,101957,67064,109333,97827,111489,71621
21865,25072,40106,31479,16980,26520,22437,31633,16446,25441
473107,284324,493726,276735,246569,318426,463192,293162,234702,320405
86864,82053,139360,147586,119714,88515,96336,153765,111282,87123
185710,248418,229721,178130,208203,283055,195477,178849,217714,306183
122025,58354,84513,88454,98024,67523,116619,91338,101040,63584
72060,92610,52660,96780,101748,116241,69955,89840,101296,99524
59623,76467,60449,69992,59003,87519,59455,72294,61019,94858
185096,213824,170443,258502,236866,183642,195626,256747,240145,180050
1092534,444266,660031,614845,511828,489569,1038436,606372,515075,489373
120227,69597,85633,69587,81983,92780,118039,69544,74490,89284
603526,422819,404170,383982,495561,393262,586095,390675,495756,394393
207116,563438,285272,262534,311888,490686,214030,260397,324759,472801
1995069,1451331,2843713,1939417,1726487,2380749,1948222,1996810,1668192,2463768
36301,45300,31673,34493,39202,48896,38453,35416,39513,45255
1225478,796410,1062478,1188681,1075579,853661,1244913,1208080,1038644,865494
28060,15510,24264,16978,20997,18326,26607,17921,22654,17326
432534,430386,430782,347441,358804,412774,422254,347926,355456,419386
17798,55927,15093,17398,11624,21799,15158,13847,11045,17740
17505,8273,18651,9337,11444,8817,18386,9671,10302,7424
211632,162471,184624,141841,158745,162504,196808,137930,155856,169578
191545,247861,195025,224532,167753,239867,188112,218070,172844,232185
64562,64248,73526,92000,105661,85289,66277,93051,107025,88708
5728,4183,3409,6023,4131,3207,5264,4448,3842,2907
46053,32946,35592,79149,39978,40177,46242,83647,40321,36750
295848,243416,307825,333659,396236,279519,303034,345644,384484,233765
94132,73142,92364,69432,92624,89514,95730,73166,95320,93699
198711,183511,193748,194854,166938,202351,197175,185435,173002,190961
3751,8663,2747,4050,4511,6965,3619,3886,4257,5220
79348,75666,88672,88331,77847,66645,71950,76811,72960,66348
316538,318478,394678,477484,316307,289628,312136,465075,306457,264039
22460,14772,17399,22137,15556,14811,22103,22542,15608,13733
57117,33614,43579,45349,31785,36298,53374,44026,32829,36893
30913,32878,42189,38502,35179,43191,31553,37091,40137,43636
272349,416263,217657,434946,258149,407543,256557,401584,249705,378601
151052,137311,133656,138591,137978,204506,149646,146807,137209,211813
1706387,1234084,1581425,1225463,1391697,1119701,1698267,1232913,1351640,1099420
128019,105535,119746,107368,124133,120727,124134,102600,126749,124444
187063,319836,186006,273494,284120,430621,192837,272572,302694,431837
36887,76150,47060,38662,70429,84694,40904,38824,73366,89845
49016,19505,39708,87522,48492,24819,52046,87954,50582,21519
294301,227587,275492,340923,288102,254413,294437,338536,279118,238216
746490,601712,738818,721021,754683,675043,734579,727824,745017,663582
1035969,1411758,1006839,1232354,1112027,1504951,1042506,1224267,1120325,1473560
114199,61799,78337,77508,74132,66373,114128,76894,79178,61327
293300,304355,320475,315613,279710,310717,289623,306323,272333,300293
58837,251331,62913,66822,47761,201548,51952,62245,50768,205142
7738,7488,9129,7726,8651,8438,7613,8064,7761,7167
337547,255172,301457,243072,290257,319983,330471,242380,283454,318425
30474,27284,16098,35354,21629,29942,26259,28358,17306,23027
38827,36154,50478,36157,47248,45302,39825,36074,48425,45959
154498,86842,130550,142232,95684,86249,144464,130731,90378,76091
163018,171952,175009,169879,145834,167549,160277,173953,143500,174269
1862,5347,2662,2916,6091,3510,2602,2475,7152,4112
175063,172301,203826,224848,192313,185837,173251,222232,196272,195801
72419,18725,37548,45799,12931,16999,72343,49233,12875,14809
11994,21016,25811,30514,25809,19331,14364,30936,26334,20151
