Intensity A1,Intensity A10,Intensity A11,Intensity A2,Intensity A3,Intensity A4,Intensity A5,Intensity A6,Intensity A7,Intensity A8,Intensity A9
1.17E+08,1.00E+08,8551000,1.26E+08,1.48E+08,1.35E+08,6.00E+07,8.08E+07,4.48E+07,1.40E+07,7871500
9.13E+07,7.79E+07,3.08E+07,1.11E+08,6.83E+07,5.66E+07,6.03E+07,4.54E+07,6.40E+07,3.16E+07,0
4.93E+07,4.22E+07,1.21E+07,0,4.38E+07,4.69E+07,2.57E+07,1.48E+07,1.79E+07,1.52E+07,8109000
7.56E+07,3.96E+07,1.61E+07,9.99E+07,7.26E+07,2.63E+07,5.89E+07,5.28E+07,4.92E+07,4.87E+07,3.21E+07
3.87E+08,2.15E+08,2.81E+07,1.89E+08,1.49E+08,2.01E+08,1.70E+08,1.03E+08,9.67E+07,8.18E+07,4.10E+07
1.44E+09,8.76E+08,4.10E+07,1.04E+09,1.05E+09,1.68E+09,3.49E+08,3.31E+08,4.09E+08,2.17E+08,1.96E+08
0,8.95E+07,7857600,0,1.44E+07,0,0,9.36E+07,8.06E+07,4.69E+07,9147400
7.84E+08,8.97E+08,3.15E+08,9.41E+08,9.20E+08,8.87E+08,6.84E+08,5.56E+08,5.29E+08,3.53E+08,2.85E+08
2.08E+08,3.15E+08,1.67E+08,2.84E+08,3.18E+08,4.06E+08,4.18E+08,6.94E+08,2.95E+08,3.80E+08,1.14E+08
1.90E+07,4.52E+07,7673200,6.85E+07,4.53E+07,5.24E+07,9035100,2.07E+07,1.15E+07,0,0
9.23E+07,2.99E+07,1.59E+07,4.86E+07,5.95E+07,9.54E+07,1.37E+07,0,0,1.74E+07,4.93E+07
1.06E+09,1.10E+09,4.84E+08,1.18E+09,1.01E+09,1.47E+09,5.89E+08,9.76E+08,7.40E+08,4.86E+08,3.89E+08
5.17E+07,0,1.62E+07,2.33E+07,7.02E+07,8.59E+07,7.99E+07,5.99E+07,5.69E+07,5.18E+07,1.90E+07
0,0,0,0,1.20E+07,0,0,0,0,0,0
2.15E+08,1.69E+08,2.43E+08,2.77E+08,1.63E+08,1.79E+08,1.54E+08,1.42E+08,1.26E+08,1.56E+08,1.25E+08
8.01E+07,6.07E+07,0,9.00E+07,7.04E+07,4.88E+07,8357900,1.67E+07,0,0,0
5.60E+07,1.11E+08,1.72E+08,7.25E+07,7.44E+07,7.37E+07,3.99E+08,1.71E+08,0,2.67E+08,2.47E+08
0,0,3.57E+07,0,0,0,0,5.86E+07,7.68E+07,7.09E+07,3.77E+07
3.31E+09,3.98E+09,5.85E+09,4.59E+09,4.16E+09,5.06E+09,4.52E+09,6.44E+09,5.79E+09,5.59E+09,7.28E+09
1.59E+08,8.63E+07,0,1.08E+08,2.55E+07,1.34E+08,4.35E+07,1.42E+07,0,3672300,0
1.45E+09,1.91E+09,1.67E+09,2.06E+09,1.97E+09,2.16E+09,1.78E+09,1.99E+09,1.81E+09,2.04E+09,1.93E+09
3.24E+08,7.52E+08,1.58E+08,4.40E+08,5.36E+08,4.61E+08,3.23E+08,2.85E+08,2.02E+08,2.40E+08,9.68E+07
0,0,2.76E+07,0,0,0,0,0,0,0,2.59E+07
8.42E+08,1.07E+09,1.25E+08,1.38E+09,1.23E+09,1.03E+09,6.15E+08,2.31E+08,1.46E+08,1.11E+08,9.99E+07
3.27E+08,2.89E+08,3.67E+08,1.12E+09,4.49E+08,4.71E+08,3.79E+08,3.13E+08,4.99E+08,3.75E+08,3.01E+08
7.19E+07,1.65E+08,0,1.73E+08,9.73E+07,1.35E+08,5.72E+07,6811400,0,0,0
1.82E+08,2.48E+08,5773600,2.09E+08,2.01E+08,2.27E+08,1.08E+08,3.33E+07,1.45E+07,5295300,4912500
2.96E+07,8.99E+07,0,4.59E+07,3.54E+07,3.95E+07,0,0,0,0,0
6.34E+08,9.74E+08,2.23E+07,7.87E+08,9.84E+08,1.00E+09,3.32E+08,9.67E+07,1.20E+07,1276400,0
2.93E+08,3.41E+08,3.42E+08,5.76E+08,2.63E+08,3.75E+08,1.92E+08,3.99E+08,4.51E+08,5.30E+08,5.35E+08
2.42E+10,2.64E+10,2.75E+09,2.91E+10,2.35E+10,2.46E+10,1.48E+10,9.75E+09,5.30E+09,3.54E+09,2.89E+09
9.02E+07,1.39E+08,0,1.63E+08,1.24E+08,1.46E+08,3.69E+07,0,0,0,0
1.24E+08,1.32E+08,8.74E+07,1.99E+08,1.51E+08,1.38E+08,1.05E+08,2.07E+08,1.92E+08,1.22E+08,1.96E+08
7.81E+07,6.70E+07,0,8.12E+07,6.96E+07,5.73E+07,2.80E+07,3.98E+07,9022700,0,0
6.54E+09,7.11E+09,2.66E+08,7.81E+09,6.94E+09,6.48E+09,2.41E+09,1.85E+09,1.06E+09,5.59E+08,4.29E+08
6.75E+09,8.60E+09,3.44E+09,9.52E+09,8.62E+09,7.79E+09,3.95E+09,4.88E+09,3.33E+09,4.22E+09,3.69E+09
1.37E+09,1.84E+09,9.31E+07,2.42E+09,2.00E+09,1.78E+09,1.16E+09,7.53E+08,2.06E+08,1.34E+08,8.09E+07
2.82E+08,4.42E+08,2.21E+07,3.47E+08,2.99E+08,2.71E+08,9.87E+07,2.61E+07,7.64E+07,1.32E+08,1.38E+07
1.97E+08,1.05E+08,3.02E+08,0,0,0,1.46E+09,1.31E+08,0,1.20E+08,1.27E+08
0,0,3.65E+07,0,0,0,0,4.56E+07,0,3.23E+07,2.44E+07
0,0,2.37E+07,0,0,0,8296800,2.61E+07,2.16E+07,2.78E+07,2.52E+07
6.96E+09,7.01E+09,0,7.33E+09,8.07E+09,8.21E+09,3.94E+09,1.51E+09,6.88E+08,1.62E+08,1.48E+08
1.06E+10,1.44E+10,2.35E+09,1.84E+10,1.41E+10,1.31E+10,7.45E+09,5.91E+09,3.62E+09,3.27E+09,3.05E+09
8.23E+08,8.16E+08,2.01E+08,8.54E+08,6.99E+08,7.71E+08,5.26E+08,3.31E+08,3.13E+08,2.67E+08,1.98E+08
1.82E+08,3.26E+08,0,2.45E+08,4.25E+08,1.25E+08,4.06E+07,1222500,0,2164100,0
1.65E+09,2.79E+09,1.12E+07,2.63E+09,2.45E+09,1.73E+09,7.32E+08,7.47E+08,2.97E+08,2.23E+08,1.58E+08
1.31E+08,1.69E+08,0,2.10E+08,2.35E+08,2.05E+08,4.72E+07,4.77E+07,1.61E+07,1.09E+07,0
2.75E+09,3.54E+09,1.06E+10,3.69E+09,4.75E+09,7.00E+09,1.03E+10,1.11E+10,1.57E+10,1.36E+10,1.05E+10
1.17E+07,2.97E+07,5.36E+07,1.26E+07,2.21E+07,3.17E+07,1.11E+07,3.94E+07,5.53E+07,5.07E+07,6.07E+07
0,0,0,0,0,0,0,0,0,0,0
4.00E+08,5.46E+08,1.32E+09,5.56E+08,6.79E+08,8.96E+08,1.29E+09,1.41E+09,1.46E+09,1.57E+09,1.30E+09
1.67E+08,1.06E+08,2.09E+08,2.28E+08,2.07E+08,2.15E+08,2.38E+08,3.00E+08,2.34E+08,2.54E+08,2.43E+08
8.46E+07,1.09E+08,2.36E+07,9.14E+07,6.24E+07,7.55E+07,2.55E+07,2.26E+07,6.95E+07,4.53E+07,1.66E+07
0,0,8.03E+07,2.23E+07,3.06E+07,2.98E+07,2.44E+07,7.91E+07,5.78E+07,5.76E+07,5.61E+07
1.40E+07,0,3.60E+07,0,1.82E+07,2.74E+07,3.76E+07,3.56E+07,3.93E+07,4.77E+07,5.54E+07
3.15E+07,4.77E+07,3.62E+08,4.23E+07,6.06E+07,1.02E+08,2.58E+08,3.35E+08,5.13E+08,3.99E+08,2.64E+08
4.25E+07,5.16E+07,1.94E+08,5.36E+07,5.84E+07,8.06E+07,1.02E+08,1.19E+08,1.62E+08,1.55E+08,1.50E+08
1.10E+07,5.13E+07,4.61E+07,4.50E+07,4.23E+07,3.84E+07,4.69E+07,1.56E+08,1.54E+08,3.19E+07,8.25E+07
9.40E+08,5.24E+08,3.95E+08,1.07E+09,1.23E+09,1.21E+09,3.83E+08,4.21E+08,3.81E+08,3.51E+08,2.57E+08
1.16E+08,1.64E+08,0,1.28E+08,8.50E+07,1.08E+08,7.00E+07,1.44E+07,0,0,6725100
1.54E+08,3.03E+08,4.45E+07,4.45E+08,4.21E+08,2.15E+08,7.48E+07,8.16E+07,4.82E+07,4.71E+07,3.71E+07
4.12E+07,0,1.75E+07,0,3.62E+07,1.02E+08,0,2.27E+07,2.22E+07,1.42E+07,9852600
3.25E+09,4.70E+09,7.08E+08,3.84E+09,3.69E+09,3.58E+09,2.49E+09,1.44E+09,1.28E+09,6.38E+08,5.19E+08
6.15E+08,4.58E+08,0,7.00E+08,6.34E+08,7.74E+08,3.47E+07,7503100,3276800,0,0
2.85E+07,9.95E+07,0,4.02E+07,2.64E+07,1.47E+07,5101900,2852100,1832800,0,1860000
1.67E+07,3.98E+07,0,4.78E+07,4.34E+07,3.92E+07,1.15E+07,1.04E+07,4406700,3408700,0
3.35E+08,5.10E+08,0,3.91E+08,4.30E+08,4.18E+08,1.98E+08,2.79E+08,0,0,0
9.17E+07,1.13E+08,1.90E+07,6.28E+07,7.77E+07,6.50E+07,2.13E+07,3.03E+07,0,7924100,0
7.00E+08,1.03E+09,1.15E+08,1.01E+09,1.17E+09,9.14E+08,2.72E+08,2.50E+08,1.76E+08,1.68E+08,1.42E+08
1.49E+08,2.45E+08,5.54E+07,3.08E+08,2.21E+08,2.37E+08,2.23E+08,9.64E+07,6.16E+07,5.42E+07,2.76E+07
3.18E+08,5.46E+08,0,4.44E+08,5.27E+08,6.02E+08,1.17E+08,9.98E+07,3.46E+07,5257200,0
3.67E+08,7.82E+08,5.34E+08,7.30E+08,8.05E+08,5.33E+08,4.17E+08,5.67E+08,5.36E+08,3.54E+08,5.36E+08
4.92E+07,9.97E+07,1.92E+08,1.67E+08,1.15E+08,2.05E+08,3.12E+07,2.47E+08,3.13E+08,2.37E+08,2.54E+08
8.56E+08,2.79E+08,8.68E+10,5.27E+09,1.46E+10,3.90E+10,5.03E+10,8.53E+10,9.66E+10,9.84E+10,1.17E+11
0,0,1.62E+09,1.89E+07,3.63E+07,3.40E+08,4.75E+08,4.04E+08,4.93E+08,1.30E+09,9.50E+08
6.48E+09,5.52E+09,6.50E+08,6.97E+09,6.69E+09,6.14E+09,4.42E+09,2.88E+09,1.49E+09,9.49E+08,4.65E+08
2.88E+07,0,3.99E+07,3.40E+07,9.38E+07,3.50E+07,0,0,0,0,2.85E+07
2.22E+07,1.89E+07,1.77E+07,3.81E+07,1.63E+07,2.14E+07,2.30E+07,5.99E+07,2.32E+07,4.77E+07,0
1.51E+08,1.34E+08,2.53E+07,2.11E+08,1.41E+08,1.88E+08,1.03E+08,7.60E+07,0,3.14E+07,2.64E+07
1.39E+08,1.10E+08,9364800,1.03E+08,1.24E+08,1.05E+08,5.35E+07,1.34E+07,2.28E+07,7546700,0
3.33E+07,1.37E+08,0,8.75E+07,1.22E+08,8.53E+07,6.90E+07,1.77E+07,4529200,3905100,8210600
1.33E+07,5.00E+07,8.05E+07,1.41E+07,6.05E+07,2.70E+07,2.55E+07,6.36E+07,8.39E+07,6.57E+07,6.76E+07
8.75E+09,1.30E+10,6.01E+07,1.34E+10,1.12E+10,9.68E+09,4.52E+09,2.60E+09,9.56E+08,3.66E+08,2.54E+07
7.81E+07,1.45E+08,1.18E+08,1.75E+08,9.25E+07,1.22E+08,1.12E+08,1.19E+08,1.60E+08,2.12E+08,1.11E+08
7.35E+09,1.02E+10,1.02E+08,1.05E+10,1.03E+10,9.10E+09,3.01E+09,3.01E+09,1.26E+09,5.19E+08,3.50E+08
5.30E+07,5.94E+07,0,4.56E+07,4.16E+07,6.34E+07,3.84E+07,1.28E+07,0,0,0
1.51E+08,1.77E+08,5.84E+08,2.17E+08,1.82E+08,3.69E+08,6.61E+08,6.13E+08,8.97E+08,6.78E+08,5.00E+08
5.15E+08,7.15E+08,3.35E+08,4.67E+08,6.77E+08,7.48E+08,5.37E+08,4.96E+08,4.00E+08,5.10E+08,3.92E+08
0,0,6.54E+07,0,8551900,0,9.98E+07,1.51E+08,9.38E+07,1.01E+08,6.51E+07
4.79E+08,6.93E+08,5.30E+09,6.64E+08,3.73E+08,3.45E+08,4.34E+08,2.57E+08,1.46E+08,8.18E+09,0
4.72E+09,5.65E+09,7.81E+10,1.24E+10,1.51E+10,3.41E+10,4.13E+10,7.48E+10,8.46E+10,9.23E+10,8.96E+10
4.79E+07,1.94E+07,0,6.29E+07,6.10E+07,5.58E+07,3.39E+07,1.09E+07,0,0,0
3.40E+07,0,0,0,0,2.17E+07,0,1.16E+07,9601500,0,0
2.17E+09,2.65E+09,4.81E+09,3.21E+09,2.73E+09,4.07E+09,3.48E+09,6.08E+09,6.72E+09,6.64E+09,6.78E+09
5.65E+09,6.17E+09,9.41E+09,9.37E+09,6.84E+09,7.63E+09,6.71E+09,1.20E+10,1.26E+10,1.06E+10,9.83E+09
1.65E+08,1.09E+08,0,1.62E+08,1.09E+08,1.08E+08,4.49E+07,3.09E+07,0,0,0
5.54E+08,8.94E+08,1.18E+09,8.66E+08,1.07E+09,1.66E+09,1.10E+09,1.48E+09,1.80E+09,1.55E+09,1.50E+09
3.08E+08,3.39E+08,2.36E+08,2.40E+08,4.85E+08,5.42E+08,4.24E+08,3.02E+08,5.22E+08,2.79E+08,2.01E+08
3.93E+09,6.06E+09,3.53E+08,5.79E+09,4.96E+09,4.79E+09,1.75E+09,1.69E+09,6.59E+08,2.77E+08,9.26E+07
2.21E+08,5.10E+08,1.50E+07,3.64E+08,2.83E+08,3.67E+08,2.05E+08,7.11E+07,2.98E+07,2.85E+07,8934300
1.56E+10,1.88E+10,9.22E+07,2.58E+10,2.08E+10,1.79E+10,6.24E+09,4.37E+09,1.10E+09,1.41E+08,7.38E+07
9.43E+08,1.50E+09,7.40E+08,1.87E+09,1.68E+09,1.63E+09,1.03E+09,1.65E+09,1.03E+09,9.61E+08,9.44E+08
1.18E+08,9.41E+07,6.36E+07,1.05E+08,1.85E+08,1.23E+08,8.86E+07,3.85E+07,8.36E+07,6.46E+07,2.67E+07
1.32E+09,1.21E+09,7331000,1.35E+09,1.22E+09,1.30E+09,5.16E+08,2.54E+08,9.89E+07,3.53E+07,1.10E+07
0,0,0,2.40E+07,0,1.76E+07,1.32E+07,2.27E+07,2.55E+07,3.41E+07,3.46E+07
2.81E+09,4.57E+09,5.09E+08,5.67E+09,4.57E+09,4.08E+09,1.88E+09,1.79E+09,9.63E+08,7.34E+08,4.33E+08
2.57E+09,2.91E+09,2.52E+08,3.17E+09,2.78E+09,2.99E+09,1.72E+09,1.06E+09,5.15E+08,3.15E+08,2.73E+08
9.04E+08,6.38E+08,1.86E+07,7.44E+08,5.98E+08,8.62E+08,4.11E+08,1.70E+08,9.13E+07,8.78E+07,2.29E+07
0,7442600,4.97E+08,5.42E+07,1.29E+08,2.83E+08,4.25E+08,5.93E+08,7.28E+08,5.06E+08,3.87E+08
6.45E+07,1.43E+08,0,7.90E+07,5.62E+07,7.31E+07,1.89E+07,4939300,5229600,3682200,0
4.64E+08,2.94E+08,2.13E+10,1.21E+09,3.06E+09,8.00E+09,1.16E+10,1.67E+10,1.95E+10,2.19E+10,2.02E+10
1.50E+09,1.82E+09,8.63E+08,1.77E+09,1.35E+09,1.83E+09,1.31E+09,1.18E+09,1.43E+09,1.03E+09,8.97E+08
5.82E+08,6.28E+08,1.84E+08,8.05E+08,9.04E+08,8.87E+08,4.34E+08,3.96E+08,2.79E+08,2.04E+08,1.51E+08
2.24E+09,2.31E+09,0,4.03E+09,2.88E+09,2.10E+09,1.06E+09,6.93E+08,2.66E+08,4.53E+07,3723800
2.50E+08,3.71E+08,4.34E+07,4.42E+08,3.10E+08,2.20E+08,1.72E+08,1.54E+08,1.04E+08,5.21E+07,1.35E+08
5.24E+09,6.26E+09,7.64E+07,6.80E+09,6.40E+09,5.29E+09,1.76E+09,1.77E+09,8.39E+08,5.70E+08,3.80E+08
8239200,5.31E+07,4.45E+07,9381600,2.38E+07,1.30E+07,9537900,3.95E+07,4.00E+07,1.52E+07,4.71E+07
8.18E+08,1.25E+09,1.83E+08,2.14E+09,7.39E+08,6.95E+08,8.53E+08,7.81E+08,4.74E+08,1.87E+08,5.31E+08
4.55E+08,3.48E+08,0,4.06E+08,2.44E+08,4.03E+08,1.55E+08,8.16E+07,2.72E+07,7260800,0
2.74E+07,0,2.40E+07,2.74E+07,5.58E+07,3.20E+07,0,0,4.69E+07,2.79E+07,2.21E+07
3.70E+07,6.82E+07,2.80E+08,7.33E+07,1.02E+08,1.06E+08,2.60E+08,2.70E+08,3.31E+08,1.85E+08,2.93E+08
5.16E+09,5.89E+09,8666500,7.12E+09,6.31E+09,4.45E+09,1.44E+09,2.17E+09,6.03E+08,2.39E+08,4.43E+07
3.01E+08,7.00E+08,0,6.80E+08,8.86E+08,7.33E+08,1.78E+08,1.26E+08,5.06E+07,2909800,0
0,0,0,4.13E+07,0,0,0,0,0,0,0
4.48E+07,5.11E+07,0,4.29E+07,4.71E+07,1733400,0,0,0,0,0
8.14E+07,1.01E+08,2.33E+08,9.89E+07,1.18E+08,1.26E+08,1.94E+08,1.42E+08,1.65E+08,1.63E+08,1.69E+08
6.90E+07,2.54E+08,4170900,1.21E+08,1.23E+08,3.80E+08,1.34E+08,7.82E+07,1.75E+07,0,0
6.37E+08,5.49E+08,4.33E+08,4.93E+08,6.39E+08,6.89E+08,5.27E+08,4.82E+08,7.34E+08,6.73E+08,5.66E+08
1.35E+09,3.90E+07,1.11E+07,1.03E+09,1.04E+09,7.76E+08,3.04E+08,9175300,4.11E+07,1.09E+07,6605900
0,0,0,0,1.09E+07,0,4949300,3.43E+07,2.76E+07,1.65E+07,1.54E+07
2.29E+08,3.27E+08,4.83E+07,4.35E+08,4.07E+08,3.96E+08,2.00E+08,1.59E+08,1.20E+08,6.70E+07,5.20E+07
0,0,3.02E+07,1.39E+07,0,0,1.24E+07,1.63E+07,4.73E+07,1.98E+07,1.73E+07
3.89E+08,6.42E+08,7.65E+07,5.10E+08,4.81E+08,5.54E+08,2.10E+08,2.70E+08,1.24E+08,6.50E+07,8.85E+07
2184600,3930100,0,6004300,5124200,5471400,0,0,0,0,0
3.48E+08,3.86E+08,6.47E+07,4.82E+08,2.06E+08,3.83E+08,3.54E+08,1.17E+08,3.84E+07,1.62E+08,4.94E+07
0,4.41E+08,0,1.37E+07,6694700,0,0,0,0,0,0
2.74E+08,2.60E+08,3.16E+08,0,2.55E+08,2.38E+08,3.24E+08,3.40E+08,3.03E+08,3.88E+08,3.71E+08
9.15E+07,3.92E+08,1.08E+08,3.10E+08,2.57E+08,1.47E+08,3.78E+07,1.97E+08,9.20E+07,1.36E+08,7.76E+07
7.83E+07,7.19E+07,1.91E+09,1.60E+08,4.26E+08,7.02E+08,1.20E+09,2.45E+09,2.10E+09,2.98E+09,2.04E+09
1.34E+08,1.68E+08,0,1.12E+08,1.51E+08,2.11E+07,9574400,0,0,0,0
3.05E+07,3.00E+07,1.68E+08,2.86E+07,5.64E+07,8.43E+07,1.93E+08,1.96E+08,2.42E+08,1.90E+08,1.86E+08
8.03E+07,1.36E+08,6.66E+07,1.36E+08,1.51E+08,8.32E+07,1.12E+08,8.65E+07,1.60E+08,7.76E+07,8.59E+07
8.22E+07,7.50E+07,0,1.09E+08,7.65E+07,7.72E+07,7.78E+07,4982100,2198500,0,0
9.35E+08,1.64E+09,3.62E+07,1.36E+09,1.88E+09,1.67E+09,8.38E+08,3.43E+08,2.56E+08,9.01E+07,6.42E+07
0,2.83E+07,1.31E+07,2.03E+07,0,0,2.87E+07,0,3.91E+07,1.29E+07,1.29E+07
7.20E+09,6.67E+09,4.77E+09,1.02E+10,9.30E+09,8.69E+09,5.37E+09,6.09E+09,6.33E+09,6.25E+09,6.06E+09
1.87E+07,2.80E+08,2.10E+08,1.88E+08,1.79E+08,1.64E+08,4.20E+08,4.85E+08,4.36E+08,2.69E+08,1.94E+08
3.99E+08,6.09E+08,4.04E+08,5.01E+08,3.23E+08,6.27E+08,3.68E+08,4.81E+08,5.87E+08,4.08E+08,4.14E+08
0,0,1.35E+07,0,0,0,0,0,3.46E+07,3.19E+07,1.22E+07
0,1.67E+07,1.72E+08,0,1.16E+07,5.72E+07,1.27E+08,1.85E+08,2.09E+08,2.96E+08,1.61E+08
0,0,4.94E+07,2.32E+08,2.49E+08,0,0,1.37E+08,1.09E+08,1.23E+08,9.59E+07
9.61E+08,1.51E+09,1.08E+08,1.20E+09,1.31E+09,3.06E+08,2.86E+08,3.92E+08,2.46E+08,2.81E+08,1.04E+08
2.69E+08,2.44E+08,5.34E+08,2.53E+08,2.22E+08,2.97E+08,1.11E+08,3.89E+08,4.71E+08,5.02E+08,4.70E+08
5.95E+07,1.01E+08,2.01E+08,1.52E+08,1.11E+08,1.52E+08,6.39E+07,1.41E+08,1.46E+08,2.75E+08,2.05E+08
2.08E+08,2.50E+08,2.55E+08,2.93E+08,2.08E+08,2.66E+08,2.68E+08,4.00E+08,3.17E+08,3.23E+08,2.53E+08
0,1.06E+08,0,3.55E+07,1.55E+07,0,0,0,2.17E+08,0,0
0,1.38E+07,3.09E+07,0,5.16E+07,0,1.23E+07,4.27E+07,9985000,3.75E+07,2.62E+07
892410,1743400,4261900,3067000,3227400,4365900,0,4864300,2927700,6209400,6908300
5.89E+07,3.54E+07,6.03E+09,3.49E+08,1.42E+09,2.71E+09,5.32E+09,7.78E+09,9.50E+09,8.39E+09,6.02E+09
5.27E+07,3.64E+07,1.08E+10,2.21E+08,9.50E+08,3.28E+09,6.53E+09,9.93E+09,1.08E+10,1.12E+10,9.46E+09
2.23E+07,2.79E+07,0,4.44E+07,0,3.27E+07,0,1.74E+07,1.58E+07,4243100,0
3.34E+08,2.73E+08,5.82E+09,7.65E+08,1.15E+09,2.93E+09,3.83E+09,7.13E+09,5.89E+09,6.89E+09,7.03E+09
2.40E+07,4.97E+07,1.60E+08,1.02E+08,1.47E+08,8.01E+08,2.62E+07,2.11E+08,1.96E+08,1.31E+08,2.29E+08
8.10E+09,1.06E+10,6.11E+09,1.13E+10,1.06E+10,1.01E+10,9.22E+09,9.27E+09,8.66E+09,8.23E+09,6.47E+09
4.00E+09,4.65E+09,9.09E+08,5.29E+09,4.37E+09,4.51E+09,2.53E+09,2.19E+09,1.71E+09,1.37E+09,1.10E+09
3.82E+08,4.42E+08,0,4.69E+08,3.66E+08,2.52E+08,1.41E+08,5.76E+07,0,0,0
8286700,0,0,8683900,0,1.69E+07,0,0,0,0,0
4.09E+09,5.88E+09,1.26E+10,5.02E+09,6.37E+09,9.42E+09,1.00E+10,1.49E+10,1.50E+10,1.55E+10,1.40E+10
2.67E+09,3.45E+09,7.93E+09,4.03E+09,3.59E+09,4.96E+09,5.88E+09,9.33E+09,9.07E+09,7.68E+09,7.48E+09
4.81E+08,3.44E+08,6.33E+07,4.66E+08,4.68E+08,4.86E+08,3.94E+08,1.47E+08,1.12E+08,1.29E+08,3.83E+07
2.29E+09,3.10E+09,3.44E+08,3.20E+09,2.51E+09,2.37E+09,1.42E+09,1.27E+09,1.07E+09,5.82E+08,4.64E+08
6.55E+08,6.76E+08,0,5.44E+08,5.89E+08,5.63E+08,2.88E+08,1.26E+08,3.66E+07,2.03E+07,1.27E+07
3.12E+07,1.51E+08,0,3.97E+07,8982800,4.38E+07,2.05E+07,0,0,0,0
6.53E+07,1.62E+08,0,7.81E+07,7.03E+07,5.62E+07,4.65E+07,1.16E+07,700250,0,0
4.20E+08,5.70E+08,2.16E+07,5.88E+08,4.50E+08,2.96E+08,2.25E+08,6.96E+07,2.68E+07,1.05E+07,0
6.14E+07,7.13E+07,0,7.46E+07,5.74E+07,8.72E+07,5.87E+07,0,0,0,0
2.44E+08,2.43E+08,1.49E+07,3.58E+08,4.60E+08,1.51E+08,1.22E+08,4.34E+07,1.20E+07,0,0
1.76E+09,2.30E+09,0,2.20E+09,1.92E+09,1.08E+08,1.06E+09,5764300,0,0,0
0,7.31E+07,0,1.88E+07,4.65E+07,4.58E+07,0,0,0,0,0
7.43E+07,1.65E+08,0,2.50E+08,6.85E+07,7.62E+07,5.28E+07,0,0,5.66E+07,0
4.03E+08,3.50E+08,0,3.68E+08,3.79E+08,2.13E+08,9.87E+07,5.39E+07,1.60E+07,0,0
1.61E+07,2.22E+07,5146500,2.28E+07,2.44E+07,2.06E+07,7578000,1.37E+07,1.13E+07,8448300,1.07E+07
2.72E+07,5.43E+07,0,1.01E+08,6.28E+07,9.97E+07,1.58E+07,8379200,0,0,2490500
1.60E+08,1.92E+08,6.62E+09,2.69E+08,5.10E+08,1.73E+09,2.32E+09,5.63E+09,7.17E+09,7.58E+09,6.33E+09
2.13E+09,2.42E+09,5.10E+07,2.61E+09,2.88E+09,2.55E+09,1.67E+09,9.51E+08,5.80E+08,1.79E+08,1.62E+08
6.82E+09,9.52E+09,2.39E+08,1.17E+10,8.90E+09,7.48E+09,2.73E+09,7.55E+09,6.17E+08,1.82E+08,1.33E+08
5.02E+07,1.94E+08,0,6.21E+07,1.29E+08,1.56E+08,8.57E+07,2.24E+07,0,0,0
4.22E+09,5.68E+09,1.69E+08,7.20E+09,5.93E+09,6.03E+09,1.68E+09,1.93E+09,1.01E+09,4.68E+08,3.67E+08
1.67E+08,1.72E+08,1.61E+08,1.85E+08,1.64E+08,1.16E+08,1.54E+08,1.95E+08,2.16E+08,1.64E+08,1.59E+08
2.16E+07,4.80E+07,1.25E+07,2.54E+07,3.94E+07,3.86E+07,3.35E+07,1.86E+07,1.75E+07,1.22E+07,1.76E+07
1.28E+08,2.29E+08,1.21E+08,2.94E+08,3.38E+08,2.81E+08,6.31E+07,2.21E+08,1.19E+08,1.26E+08,1.47E+08
1.17E+07,2.80E+07,0,2.22E+07,2.09E+07,1.60E+07,0,0,0,0,0
1.52E+07,4.31E+07,0,4790100,1.77E+07,2.87E+07,3.41E+07,1.08E+07,0,0,0
5.08E+08,3.21E+08,0,5.43E+08,3.09E+08,2.60E+08,1.92E+08,5000200,8735300,0,0
2.63E+08,3.51E+08,5285900,5.85E+08,3.76E+08,3.87E+08,8.23E+07,1.19E+08,2.77E+07,1.85E+07,1.21E+07
8861200,2.19E+07,0,7.73E+07,1.80E+07,1.66E+07,0,0,0,0,0
1.34E+10,1.46E+10,0,1.38E+10,1.19E+10,1.17E+10,7.75E+09,3.94E+09,1.97E+09,4.57E+08,9.14E+07
1.06E+08,1.98E+08,0,1.42E+08,1.53E+08,4.18E+07,4.43E+07,0,8255100,0,0
0,8.00E+07,4.53E+07,1.31E+07,0,6.98E+07,0,2.05E+07,3.54E+07,5.62E+07,6.74E+07
1.69E+10,2.11E+10,9.18E+10,2.48E+10,2.83E+10,4.97E+10,6.25E+10,9.17E+10,1.04E+11,9.53E+10,8.67E+10
1.49E+09,2.33E+09,2.39E+09,2.02E+09,2.21E+09,3.04E+09,2.07E+09,3.08E+09,2.65E+09,3.18E+09,2.98E+09
9.27E+08,1.18E+09,0,7.64E+08,1.07E+09,9.59E+08,5.53E+08,1.88E+08,8.17E+07,3.53E+07,1.19E+07
3.50E+08,4.51E+08,4.67E+08,5.27E+08,4.76E+08,6.13E+08,4.86E+08,7.46E+08,7.44E+08,6.94E+08,4.78E+08
3.25E+08,8.87E+07,0,2.24E+08,1.96E+08,1.35E+08,1.16E+08,3.22E+07,3.77E+07,9271100,1.09E+07
7.89E+08,9.40E+08,2.03E+09,7.08E+08,1.42E+09,1.54E+09,1.88E+09,2.27E+09,2.42E+09,2.21E+09,2.40E+09
5.98E+08,1.16E+09,4.28E+08,1.54E+09,9.73E+08,8.75E+08,7.64E+08,6.19E+08,8.57E+08,4.29E+08,4.63E+08
