Intensity A1,Intensity A10,Intensity A11,Intensity A2,Intensity A3,Intensity A4,Intensity A5,Intensity A6,Intensity A7,Intensity A8,Intensity A9
7441000,1.05E+07,6408900,5.33E+07,0,1.04E+07,0,0,0,0,0
1.31E+09,2.24E+09,1.51E+09,2.18E+09,1.76E+09,2.71E+09,1.87E+09,2.35E+09,2.35E+09,2.25E+09,1.36E+09
3.40E+08,8.05E+08,4.79E+07,6.68E+08,5.57E+08,4.94E+08,2.00E+08,3.66E+08,1.06E+08,1.93E+08,1.57E+07
0,0,6.65E+08,0,0,1.52E+08,3.03E+08,3.57E+08,7.11E+08,3.67E+08,5.96E+08
1.90E+08,2.27E+08,0,4.39E+08,2.23E+08,1.48E+08,2.17E+08,6509300,0,0,0
4.52E+08,4.73E+08,6.17E+08,5.44E+08,4.19E+08,5.15E+08,4.17E+08,5.50E+08,7.10E+08,6.51E+08,5.60E+08
3.82E+07,4.49E+07,0,2.71E+07,0,0,0,0,0,0,0
1.60E+07,0,3.11E+07,0,0,1.97E+07,0,5.37E+07,4.80E+07,3.02E+07,2.09E+07
1.41E+07,0,1.01E+09,9.30E+07,2.01E+08,3.05E+08,5.74E+08,5.94E+08,1.68E+09,6.45E+07,7.61E+08
4.71E+07,0,3.94E+07,3.85E+07,9.52E+07,5.01E+07,0,7.38E+07,4.27E+07,4.45E+07,2.88E+07
1.63E+09,2.75E+09,5.42E+08,2.71E+09,2.13E+09,2.35E+09,1.13E+09,8.74E+08,6.51E+08,5.14E+08,5.40E+08
1.38E+08,1.18E+08,2.18E+07,2.65E+08,1.41E+08,1.51E+08,7.52E+07,8.11E+07,4.13E+07,3.87E+07,3.30E+07
2.95E+09,3.66E+09,4463700,4.45E+09,3.56E+09,3.34E+09,1.71E+09,8.20E+08,2.30E+08,9.32E+07,0
9.13E+07,9.73E+07,1.06E+08,1.15E+08,1.32E+08,1.88E+08,9.28E+07,2.04E+08,2.22E+08,1.30E+08,7.34E+07
9.27E+08,1.60E+09,1.15E+07,2.08E+09,1.60E+09,1.18E+09,4.15E+08,2.00E+08,1.45E+08,4.06E+07,2.95E+07
2.43E+08,1.93E+08,2.21E+07,3.68E+08,2.26E+08,2.85E+08,1.33E+08,1.18E+08,8.32E+07,8.85E+07,6.41E+07
1.15E+09,1.43E+09,1.26E+08,1.73E+09,1.32E+09,1.32E+09,7.13E+08,5.13E+08,3.10E+08,2.91E+08,1.70E+08
2.40E+08,7.70E+08,1.62E+08,4.80E+08,5.59E+08,4.47E+08,3.01E+08,3.94E+08,1.44E+08,1.76E+08,1.42E+08
2.05E+09,2.15E+09,1.88E+08,2.42E+09,2.19E+09,1.76E+09,8.52E+08,8.28E+08,4.35E+08,3.68E+08,2.41E+08
0,0,2.57E+07,0,0,1.61E+07,1.47E+07,9.46E+07,2.80E+07,1.52E+07,2.12E+07
7970700,1.16E+07,0,9791600,8148600,1.07E+07,6719100,3171200,0,0,0
1150200,2841400,3.30E+07,3644100,6195600,7784200,933010,3388200,2.65E+07,2.35E+07,2.85E+07
0,0,1.16E+08,0,0,1.81E+07,5.13E+07,6.47E+07,1.64E+08,9.34E+07,7.35E+07
9.32E+08,8.35E+08,8.32E+07,1.38E+09,1.29E+09,1.34E+09,3.75E+08,4.37E+08,2.99E+08,1.86E+08,1.62E+08
1.25E+09,1.67E+09,5.97E+08,1.37E+09,1.45E+09,1.29E+09,1.10E+09,9.47E+08,2.70E+08,5.69E+08,4.54E+08
1.00E+10,1.40E+10,1.80E+09,1.38E+10,1.26E+10,1.40E+10,6.42E+09,5.02E+09,3.16E+09,2.38E+09,2.03E+09
2.32E+08,3.35E+08,1.07E+07,3.48E+08,2.25E+08,3.44E+08,4.28E+07,1.92E+08,2.66E+07,4.03E+07,5.19E+07
2.12E+09,3.26E+09,1.45E+08,3.08E+09,2.11E+09,2.18E+09,1.33E+09,8.53E+08,5.64E+08,1.80E+08,8.53E+07
3.44E+07,2.02E+08,3.43E+07,1.63E+08,2.18E+08,2.66E+08,1.20E+08,1.16E+08,9.44E+07,5.15E+07,5.67E+07
3.34E+08,3.84E+08,4.83E+07,3.27E+08,3.04E+08,2.78E+08,2.89E+08,9.24E+07,6.97E+07,4.24E+07,2.88E+07
4.57E+07,4.44E+07,0,0,0,0,0,2.66E+07,0,0,0
1.52E+08,2.03E+08,8.53E+07,4.35E+08,1.81E+08,1.15E+08,2.41E+08,1.28E+08,1.34E+08,4.59E+07,5.95E+07
3.52E+07,4.36E+07,1.60E+07,3.40E+07,5.37E+07,4.87E+07,3.65E+07,2.63E+07,3.00E+07,1.35E+07,1.23E+07
1.40E+08,2.03E+08,0,1.84E+08,1.77E+08,1.92E+08,1.14E+08,3.91E+07,2.10E+07,1.19E+07,1.33E+07
2.42E+08,2.93E+08,0,3.04E+08,2.83E+08,2.77E+08,0,1.60E+08,8.73E+07,0,0
1.32E+07,2.59E+07,0,5.94E+07,0,0,2.39E+07,0,0,0,8640900
5.51E+09,7.77E+09,2.12E+08,6.99E+09,8.06E+09,6.04E+09,2.85E+09,1.68E+09,8.47E+08,3.64E+08,2.84E+08
2.44E+07,1.83E+07,5599400,1.97E+07,1.19E+07,2.18E+07,8812400,2.42E+07,1.75E+07,4204700,3813900
1.50E+08,2.75E+08,0,1.64E+08,2.05E+08,1.61E+08,2.28E+08,1.79E+08,1.17E+07,0,2.70E+07
1.40E+08,2.27E+08,2.33E+08,1.95E+08,2.25E+08,8.86E+07,3.39E+08,3.51E+08,4.08E+08,2.31E+08,1.72E+08
5.85E+08,8.54E+08,4.07E+07,7.26E+08,8.92E+08,6.08E+08,3.53E+08,3.04E+08,1.03E+08,3.09E+07,1.90E+07
2.14E+08,1.04E+08,9.66E+07,2.82E+08,2.75E+08,4.08E+08,3.22E+08,1.12E+08,1.08E+08,1.06E+08,3416100
5.84E+08,8.99E+08,5.58E+07,7.29E+08,8.24E+08,6.95E+08,5.23E+08,2.85E+08,2.03E+08,5.89E+07,4.94E+07
2.37E+09,2.33E+09,4.44E+07,3.69E+09,2.52E+09,1.93E+09,1.07E+09,4.55E+08,1.74E+08,4.58E+07,5.20E+07
7.37E+08,9.86E+08,6.94E+07,1.16E+09,1.22E+09,1.32E+09,3.81E+08,3.51E+08,2.61E+08,7.74E+07,2.74E+07
6.74E+07,1.01E+08,0,0,1.32E+08,5.56E+07,5.99E+07,0,0,3.44E+07,0
1.47E+09,1.63E+09,1078500,1.76E+09,1.25E+09,1.28E+09,6.39E+08,3.92E+08,1.35E+08,8172000,0
7.86E+07,1.34E+07,3.53E+07,6.16E+07,1.16E+07,1.70E+07,4.50E+07,4.85E+07,1.20E+07,2.90E+07,3.50E+07
6.30E+07,7.80E+07,2.21E+07,1.15E+08,5.87E+07,5.58E+07,8.38E+07,6.94E+07,1.43E+07,4425800,1.54E+07
1.77E+08,2.52E+08,2.95E+08,2.39E+08,1.98E+08,2.70E+08,7.60E+07,2.86E+08,1.85E+08,2.44E+08,2.35E+08
3.22E+09,1.06E+09,4.70E+07,5.76E+09,6.06E+09,4.73E+09,3.05E+08,1.48E+09,7.33E+07,7.10E+07,0
7.24E+09,1.13E+10,1.11E+08,9.15E+09,1.02E+10,1.07E+10,5.16E+09,3.62E+09,1.13E+09,3.16E+08,1.45E+08
0,0,9177500,1.33E+07,1.24E+07,0,1.61E+07,2.54E+07,3.83E+07,1.71E+07,1.39E+07
5.51E+08,1.02E+09,7.72E+07,5.71E+08,7.90E+08,7.58E+08,3.32E+08,2.13E+08,1.73E+08,6.11E+07,4.94E+07
2.85E+08,3.38E+08,9.67E+08,3.33E+08,3.86E+08,6.31E+08,2.74E+08,7.49E+08,1.17E+09,6.73E+08,1.16E+09
4.34E+08,3.68E+08,1.07E+09,2.27E+08,3.78E+08,2.97E+08,1.83E+08,1.55E+08,1.57E+08,1.03E+08,7.12E+07
8.65E+07,1.55E+08,6.54E+07,1.17E+08,1.11E+08,1.71E+08,7.78E+07,1.35E+08,2.36E+08,8.92E+07,5.40E+07
7345500,0,0,1.15E+07,8936100,8702500,0,0,0,0,0
0,1.88E+07,3.70E+07,0,1.43E+07,2.62E+07,3.01E+07,1.86E+07,4.20E+07,3.60E+07,2.98E+07
7.17E+08,9.92E+08,2.45E+07,1.22E+09,1.07E+09,8.64E+08,4.19E+08,1.38E+08,1.07E+08,4.50E+07,5.27E+07
0,0,0,0,0,0,0,5.19E+07,0,2.39E+07,1.86E+07
8.63E+08,1.15E+09,4621400,1.05E+09,1.02E+09,1.00E+09,6.09E+08,2.54E+08,9.73E+07,6180500,2.26E+07
4.40E+08,6.36E+08,0,7.95E+08,7.03E+08,4.67E+08,2.65E+08,2.02E+08,8.79E+07,0,0
6.04E+08,9.24E+08,5.23E+07,8.49E+08,7.03E+08,6.98E+08,4.51E+08,2.86E+08,7.70E+07,2.20E+08,1.41E+08
2.13E+08,3.10E+08,2.91E+07,3.19E+08,3.21E+08,2.75E+08,1.45E+08,1.57E+08,7.69E+07,1.37E+07,2.36E+07
1.35E+09,1.69E+09,6.01E+08,1.93E+09,1.61E+09,1.20E+09,5.93E+08,3.85E+08,4.01E+08,1.03E+07,1.07E+07
0,0,0,0,0,1.44E+08,0,0,0,4.84E+07,0
1.81E+08,1.96E+08,1.13E+08,2.41E+08,2.06E+08,2.06E+08,1.94E+08,2.18E+08,2.02E+08,1.17E+08,5.64E+07
2.03E+07,0,0,2.31E+07,3.64E+07,4.15E+07,0,0,0,0,0
2.26E+08,1.42E+08,1.20E+07,2.06E+08,2.57E+08,1.89E+08,1.34E+08,6.10E+07,6.03E+07,1.83E+07,5332800
2.80E+08,4.79E+08,1.96E+07,4.64E+08,3.85E+08,3.46E+08,2.43E+08,3.22E+08,7.76E+07,7.42E+07,4.07E+07
3.11E+07,2.79E+07,5879600,2.13E+07,1.48E+07,3.55E+07,2.51E+07,8226100,2.19E+07,5561500,3204900
1.66E+08,1.58E+08,3.27E+09,1.66E+08,3.37E+08,7.28E+08,1.28E+09,2.61E+09,3.41E+09,3.79E+09,3.66E+09
2.00E+07,2.58E+07,1.30E+07,1.85E+07,2.02E+07,2.22E+07,2.74E+07,2.07E+07,2.94E+07,2.12E+07,2.09E+07
7.59E+07,5.41E+07,0,7.52E+07,8.59E+07,5.27E+07,3.61E+07,0,0,0,0
0,0,2.02E+07,0,0,0,0,0,0,2.89E+07,1.94E+07
9.60E+08,1.83E+09,3.01E+08,1.92E+09,1.88E+09,1.30E+09,5.54E+08,9.69E+08,4.99E+08,7.20E+08,5.29E+08
1.12E+08,1.45E+08,5.92E+08,1.70E+08,2.32E+08,2.74E+08,2.60E+08,3.03E+08,5.64E+08,2.69E+08,1.21E+08
3.07E+09,4.20E+09,9.66E+08,3.92E+09,3.61E+09,3.51E+09,2.15E+09,1.80E+09,1.36E+09,1.37E+09,8.50E+08
2.81E+07,2.41E+07,2.64E+07,1.37E+07,0,0,4.31E+07,3.60E+07,1.30E+07,1.46E+07,3.64E+07
5.02E+08,9.94E+08,2.35E+08,9.50E+08,9.20E+08,9.64E+08,5.46E+08,4.54E+08,4.42E+08,3.00E+08,2.38E+08
2.89E+09,3.02E+09,7.06E+08,3.43E+09,3.38E+09,3.43E+09,2.43E+09,2.13E+09,1.80E+09,1.05E+09,6.88E+08
3.04E+08,4.08E+08,1.53E+08,4.63E+08,4.53E+08,3.09E+08,2.26E+08,2.29E+08,2.40E+08,1.34E+08,1.28E+08
8038500,9221000,0,1.04E+07,9020200,6464600,0,0,0,2656600,2632700
1.17E+07,1.11E+07,3.99E+07,2.08E+07,1.43E+07,1.29E+07,1.59E+07,3.47E+07,2.01E+07,4.33E+07,5.65E+07
0,6.97E+07,3.07E+07,0,0,0,0,5834700,9103000,1.62E+07,5930000
1.20E+07,1.71E+07,0,1.41E+07,0,1.35E+07,0,0,0,0,0
0,2.98E+07,0,0,1.33E+07,0,8.08E+07,3.87E+07,0,3.65E+07,0
3.41E+08,5.11E+08,8.50E+07,3.37E+08,4.80E+08,4.41E+08,2.91E+08,2.10E+08,2.42E+08,2.59E+08,1.02E+08
1.65E+08,1.85E+07,0,1.48E+08,2.90E+08,0,0,0,0,0,0
2.64E+07,0,8.09E+08,0,6.65E+07,3.05E+08,4.53E+08,7.61E+08,9.39E+08,9.10E+08,9.29E+08
0,1.01E+07,3.04E+07,0,1.43E+07,1.54E+07,2.97E+07,8.67E+07,8.65E+07,7.08E+07,5.01E+07
0,0,0,0,0,0,0,1.28E+07,0,0,0
2.99E+09,3.65E+09,1.52E+09,4.55E+09,3.50E+09,3.90E+09,1.90E+09,2.51E+09,2.44E+09,2.85E+09,2.33E+09
3.84E+08,5.38E+08,5.79E+08,5.63E+08,6.76E+08,8.90E+08,7.22E+08,8.73E+08,8.88E+08,6.08E+08,5.29E+08
7.31E+08,5.69E+08,3.69E+09,8.92E+08,1.19E+09,1.94E+09,3.30E+09,3.78E+09,4.73E+09,5.00E+09,4.92E+09
4.92E+07,3.22E+07,0,6.46E+07,2.78E+07,3.35E+07,3.67E+07,0,0,0,0
1.96E+08,2.40E+08,1.64E+09,3.08E+08,3.39E+08,6.27E+08,1.29E+08,1.76E+09,1.51E+09,2.48E+09,1.84E+09
0,4.09E+07,6.15E+07,0,3.29E+07,8.42E+07,6983600,4.87E+07,5.77E+07,1.36E+08,3682500
2.04E+08,4.14E+08,1.80E+08,3.32E+08,3.77E+08,5.09E+08,2.56E+08,1.95E+08,1.56E+08,2.26E+08,2.00E+08
1.13E+08,1.33E+08,1.39E+08,1.31E+08,1.20E+08,2.05E+08,1.47E+08,9.80E+07,3.45E+08,2.08E+08,1.09E+08
2.23E+07,2.46E+07,4.98E+07,0,2.54E+07,3.10E+07,2.24E+07,4.20E+07,4.42E+07,5.86E+07,5.06E+07
1.78E+08,1.75E+08,1.78E+08,2.15E+08,1.29E+08,2.29E+08,3.29E+08,2.93E+08,2.47E+08,2.77E+08,1.72E+08
1.11E+08,1.27E+08,0,1.47E+08,8.75E+07,1.11E+08,5.19E+07,2.11E+07,6452700,4.55E+07,0
2.32E+09,2.08E+09,3.23E+08,3.36E+09,2.83E+09,2.41E+09,1.16E+09,1.03E+09,7.22E+08,5.71E+08,4.34E+08
4.52E+08,5.29E+08,3.95E+07,4.73E+08,5.39E+08,5.15E+08,2.04E+08,8.37E+07,6.78E+07,5.48E+07,2.50E+07
3.67E+07,1.51E+08,1.48E+08,5.68E+07,7.91E+07,1.56E+08,2.50E+08,1.00E+08,1.15E+08,1.22E+08,1.76E+08
5.18E+07,7.02E+07,1.52E+07,4.39E+07,3.41E+07,4.47E+07,1.78E+07,0,0,8870500,1.28E+07
1.51E+08,6.94E+07,8.27E+07,1.95E+08,1.41E+08,1.88E+08,1.47E+08,1.42E+08,1.46E+08,8.83E+07,5.76E+07
1.43E+08,2.06E+08,2.58E+07,2.44E+08,1.90E+08,2.38E+08,9.88E+07,5.51E+07,3.22E+07,5.79E+07,0
8.36E+07,1.32E+08,1.05E+07,1.57E+08,1.25E+08,1.94E+08,5.25E+07,1.01E+08,5.95E+07,1.95E+07,1.19E+07
5.22E+07,4.03E+07,0,9.47E+07,6.35E+07,7.61E+07,0,8.86E+07,0,6.43E+07,4.07E+07
3.04E+08,2.13E+08,2.12E+08,5.09E+08,3.42E+08,3.94E+08,4.11E+07,2.99E+08,2.83E+08,2.76E+08,3.34E+08
2.18E+10,3.29E+10,3.91E+09,3.92E+10,3.15E+10,2.76E+10,1.13E+10,1.17E+10,4.78E+09,3.38E+09,3.78E+09
9.97E+10,1.20E+11,1.26E+10,1.61E+11,1.33E+11,1.19E+11,5.68E+10,4.85E+10,2.42E+10,2.14E+10,1.73E+10
7.14E+10,8.38E+10,8.09E+09,1.04E+11,9.28E+10,8.10E+10,3.14E+10,3.05E+10,1.61E+10,1.26E+10,9.41E+09
1.62E+10,1.98E+10,1.06E+09,2.64E+10,2.25E+10,2.35E+10,7.66E+09,8.94E+09,4.25E+09,2.46E+09,1.67E+09
1.27E+10,1.90E+10,1.29E+09,2.32E+10,1.86E+10,1.58E+10,6.00E+09,6.89E+09,3.34E+09,2.11E+09,1.72E+09
8.28E+10,9.90E+10,6.75E+09,1.11E+11,9.99E+10,1.00E+11,4.99E+10,4.00E+10,2.07E+10,1.22E+10,8.21E+09
5.65E+07,4.28E+07,3.32E+07,6.44E+07,8.38E+07,8.02E+07,2.00E+07,1.11E+08,4.59E+07,1.94E+08,3.62E+07
1.15E+09,1.58E+09,1.77E+09,1.32E+09,1.25E+09,2.24E+09,2.05E+09,2.45E+09,2.57E+09,2.02E+09,1.76E+09
3.71E+07,4.57E+07,1.40E+08,5.25E+07,4.11E+07,1.04E+08,1.31E+08,2.89E+08,2.98E+08,1.61E+08,1.65E+08
0,1.77E+07,9.29E+07,6.06E+07,0,2.18E+07,0,4.87E+07,1.07E+08,0,1.24E+08
7.38E+07,8.21E+07,1.46E+07,7.59E+07,8.02E+07,7.59E+07,7.20E+07,4.09E+07,1.33E+07,3.87E+07,3877600
7.56E+07,6.39E+07,5.16E+07,1.37E+08,7.15E+07,1.35E+08,3.75E+07,4.59E+07,8.89E+07,9.06E+07,8.40E+07
1.10E+08,1.70E+08,4.10E+08,2.53E+08,3.18E+08,4.05E+08,1.33E+08,2.90E+08,4.37E+08,4.11E+08,3.48E+08
4.55E+07,2.70E+07,1.01E+08,1.13E+08,5.07E+07,1.10E+08,7.60E+07,1.60E+08,1.08E+08,1.24E+08,1.08E+08
1.96E+08,1.85E+08,4.32E+07,1.60E+08,1.38E+08,2.03E+08,8.21E+07,7.91E+07,6.06E+07,4.07E+07,5.23E+07
0,0,7115700,0,4037100,0,9679500,6885800,5388700,6217200,7141600
5.26E+07,5.11E+07,7940000,4.43E+07,4.29E+07,2.75E+07,2.47E+07,2.43E+07,1.88E+07,6185500,0
2859700,3065300,2.36E+08,3.55E+07,3.29E+07,3.70E+07,1.10E+08,1.69E+08,2.16E+08,2.27E+08,2.07E+08
1.08E+07,3.82E+07,2406900,3.65E+07,5.31E+07,3.70E+07,1682000,2.20E+07,1.03E+07,0,4310100
6.74E+07,7.45E+07,0,6.63E+07,6.82E+07,7.27E+07,1.37E+07,8818000,0,0,0
0,0,2.57E+08,1.31E+07,3.09E+07,7.02E+07,8.43E+07,1.55E+08,1.97E+08,2.38E+08,1.82E+08
4235300,2.74E+07,8.53E+07,1.98E+07,3.51E+07,3.91E+07,5.80E+07,6.50E+07,5.64E+07,5.33E+07,1.04E+08
0,0,0,2.27E+07,0,0,0,1.57E+07,2.23E+07,6771400,0
5.82E+07,1.25E+08,0,1.52E+08,4.46E+07,1.02E+08,5.62E+07,0,1.23E+07,0,0
9606000,5.27E+07,3.44E+07,1.00E+08,0,8.96E+07,1.98E+07,0,6624400,0,0
9.90E+07,1.72E+08,0,1.05E+08,1.50E+08,2.61E+08,9.14E+07,3.90E+07,0,0,0
1.68E+08,2.76E+08,4.91E+07,3.02E+08,2.82E+08,2.21E+08,1.43E+08,9.32E+07,2.98E+08,6.61E+07,2.91E+07
1.27E+09,2.87E+08,0,1.04E+09,8.74E+08,7.11E+08,2.68E+08,7.73E+07,1.25E+07,0,6275800
1.05E+08,1.02E+08,0,9.58E+07,9.78E+07,1.49E+08,3.54E+07,0,0,1.30E+07,7229100
5.09E+08,7.21E+08,1.33E+08,4.91E+08,4.13E+08,5.08E+08,2.73E+08,3.01E+08,1.66E+08,2.23E+08,1.07E+08
1.60E+08,2.53E+08,5.24E+07,2.44E+08,2.26E+08,3.19E+08,1.56E+08,9.40E+07,7.61E+07,8.02E+07,6.55E+07
3.91E+07,3.38E+07,3.16E+07,3.21E+07,5.22E+07,3.96E+07,3.87E+07,3.01E+07,2.75E+07,2.23E+07,1.27E+07
2.55E+08,1.11E+08,1.08E+07,3.56E+08,3.83E+08,3.25E+08,1.55E+08,3.97E+07,2.93E+07,2.85E+07,2.78E+07
1.62E+07,0,0,1.85E+07,0,0,0,0,0,0,8662700
0,0,1.67E+08,0,0,3.94E+07,5.53E+07,7.24E+07,1.76E+08,1.20E+08,8.76E+07
0,0,2.58E+07,0,0,0,0,1.38E+07,7181700,4263500,3835200
4710300,2539400,6651800,0,0,0,0,0,7294600,5619400,5411700
0,3.64E+07,0,4.67E+07,0,3.19E+07,0,0,0,0,0
2.11E+07,3.71E+07,3929300,0,0,2.46E+07,1.45E+07,1.17E+08,1.31E+07,6539800,3.83E+07
0,0,6.00E+07,0,0,5171700,5259600,1.25E+07,8.70E+07,1.51E+08,8.43E+07
6.71E+08,8.19E+08,1.10E+08,9.75E+08,7.53E+08,7.43E+08,5.09E+08,2.50E+08,1.25E+08,1.23E+08,1.16E+08
4.70E+07,4.28E+07,0,4.68E+07,5.44E+07,5.11E+07,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.00E+09,9.40E+08,2.43E+08,1.01E+09,1.09E+09,1.14E+09,7.99E+08,3.64E+08,3.59E+08,3.05E+08,2.51E+08
0,2.48E+07,1.57E+07,4.20E+07,0,2.82E+07,1.62E+07,0,7.56E+07,0,0
8.80E+07,1.33E+08,6739600,8.02E+07,9.84E+07,1.42E+08,7.74E+07,4.05E+07,3.09E+07,1.52E+07,7802600
0,0,6749600,0,3761100,0,2222100,0,2257100,1.09E+07,0
4.67E+07,4.78E+07,0,3.76E+07,4.04E+07,4.29E+07,3.07E+07,1.49E+07,0,0,0
5.62E+07,0,5.41E+07,8.62E+07,1.97E+07,7617400,6.99E+07,2788800,0,1.03E+07,0
1.47E+07,0,1.65E+07,1.53E+07,1.43E+07,1.56E+07,1.67E+07,2.93E+07,2.75E+07,2.88E+07,0
4.25E+07,0,0,5.60E+07,4.97E+07,3.02E+07,1.86E+07,0,0,0,0
6013800,3.90E+07,0,4.99E+07,4.19E+07,1.49E+07,1.80E+07,0,0,0,0
3.07E+07,0,1.68E+07,4.43E+07,0,0,4.48E+07,2.60E+07,3.22E+07,2.78E+07,1.89E+07
2.10E+08,3.15E+08,6.82E+08,4.43E+08,5.08E+08,4.11E+08,3.34E+08,6.31E+08,5.49E+08,9.13E+08,8.75E+08
0,0,4.89E+07,0,0,0,1.82E+07,2.70E+07,6.83E+07,5.80E+07,5.13E+07
2.61E+07,4.90E+07,1.96E+07,7.91E+07,8.51E+07,7.56E+07,1.63E+07,6.38E+07,2.24E+07,6.06E+07,5.02E+07
1.46E+08,1.81E+08,1.48E+08,2.13E+08,2.50E+08,1.94E+08,7.55E+07,4.31E+07,9.06E+07,7.31E+07,4.43E+07
4.13E+07,5.44E+07,0,4.24E+07,5.29E+07,4.90E+07,1.60E+07,0,0,0,0
8.32E+07,1.46E+08,5362600,1.16E+08,1.28E+08,2.28E+08,7.61E+07,8.04E+07,3.15E+07,1.55E+07,0
8.18E+07,1.13E+08,2.37E+07,1.63E+08,2.01E+08,1.45E+08,3.50E+07,7.87E+07,2.89E+07,4.18E+07,1.65E+07
0,0,7643900,0,0,3750900,1.25E+07,6776500,7731800,5900600,0
2.10E+07,3.89E+08,2.87E+07,2.71E+07,2.20E+07,2.40E+07,0,1.62E+07,1.58E+07,1.11E+07,8485400
3.59E+07,2841100,7.86E+07,2.98E+07,1.82E+07,2.10E+07,1.96E+07,4.88E+07,7.66E+07,1.02E+08,8.43E+07
7543200,7303500,8066600,7555600,1.11E+07,1.30E+07,1.17E+07,1.10E+07,1.90E+07,7601400,5002100
3.00E+08,4.68E+08,2.02E+08,4.71E+08,4.52E+08,4.21E+08,3.99E+08,3.88E+08,3.77E+08,2.76E+08,2.84E+08
1.29E+07,1.23E+07,2.65E+07,1.83E+07,2.78E+07,2.26E+07,2.25E+07,2.25E+07,3.13E+07,2.42E+07,2.51E+07
4.03E+07,3.84E+07,0,0,3.79E+07,2.91E+07,1.85E+07,1.59E+07,1.14E+07,3384800,0
9.88E+07,6.09E+07,3.73E+07,5.82E+07,1.04E+08,1.10E+08,4.56E+07,6.45E+07,4.63E+07,3.23E+07,3.19E+07
2.18E+07,5.74E+07,1.61E+07,1.33E+08,1.13E+08,6.71E+07,0,4.60E+07,1.98E+07,2.11E+07,3.68E+07
6.28E+08,3.33E+08,7.72E+07,1.18E+09,1.41E+09,1.16E+09,3.24E+08,1.27E+08,1.04E+08,5.71E+07,1.04E+08
1.72E+08,1.08E+08,0,3.57E+08,1.81E+08,8.45E+07,2.76E+07,0,0,5662200,0
6.55E+08,8.05E+08,1.53E+07,7.48E+08,6.89E+08,4.62E+08,2.94E+08,8.53E+07,2.66E+07,9741500,7908200
3.61E+08,4.38E+08,1.43E+08,4.75E+08,3.79E+08,4.85E+08,2.52E+08,2.65E+08,2.38E+08,1.87E+08,2.05E+08
3.49E+08,4.35E+08,3.15E+08,6.73E+08,7.87E+08,7.18E+08,5.54E+08,5.28E+08,2.57E+08,3.70E+08,4.26E+08
6.30E+08,1.08E+09,7.76E+09,1.27E+09,1.78E+09,3.11E+09,3.72E+09,6.41E+09,8.01E+09,7.27E+09,7.41E+09
3267800,3.99E+07,0,4.45E+07,1.47E+08,7.51E+07,9254000,3385600,0,0,0
5.30E+08,1.07E+09,6.29E+07,8.34E+08,7.37E+08,1.02E+09,3.45E+08,2.85E+08,2.09E+08,1.49E+08,1.02E+08
0,4.55E+07,5.37E+08,3.67E+07,1.10E+08,1.38E+08,1.15E+08,4.18E+08,5.40E+08,5.99E+08,4.78E+08
0,0,1.99E+07,0,0,1.42E+07,0,3.41E+07,2.65E+07,4.11E+07,3.90E+07
0,0,1.70E+07,0,0,0,0,0,1.46E+07,1.17E+07,9087900
6668000,9031800,2.97E+07,0,0,1.41E+07,1.71E+07,2.83E+07,3.97E+07,3.36E+07,2.22E+07
0,0,3.03E+07,0,0,4.82E+07,2.82E+07,5.18E+07,5.01E+07,3.49E+07,2.83E+07
0,0,5.42E+07,0,1.20E+07,1.69E+07,2.24E+07,7.48E+07,4.82E+07,1.04E+08,1.03E+08
0,3915300,6.09E+07,1.18E+07,1.44E+07,1.80E+07,2.06E+07,6.58E+07,4.49E+07,1.16E+08,1.36E+08
0,0,2.76E+07,0,0,0,3.28E+07,3.08E+07,7.13E+07,4.11E+07,3.02E+07
5310100,0,1.18E+08,1.55E+07,4515500,3.07E+07,4.19E+07,6.97E+07,8.01E+07,6.36E+07,5.53E+07
0,0,1.43E+07,0,0,9432600,9895000,2.32E+07,4.54E+07,3.11E+07,2.67E+07
1.70E+07,3.21E+07,1.38E+07,2.21E+07,0,9.18E+07,0,1.15E+07,1.82E+07,6.10E+07,6.95E+07
7.92E+07,1.40E+08,1.10E+08,1.04E+08,1.22E+08,2.01E+08,1.07E+08,1.31E+07,1.41E+08,1.05E+08,9.30E+07
0,6.31E+07,0,9.62E+07,3.94E+07,2.95E+07,0,0,0,0,0
0,1.07E+07,0,0,1.99E+07,1.48E+07,1.46E+07,1.46E+07,0,1.25E+07,0
0,9.00E+07,0,4.04E+07,0,2.12E+07,1.63E+07,0,0,0,4416400
1.77E+07,0,8.42E+07,3.27E+07,2.81E+07,7.57E+07,1.44E+08,1.17E+08,6.79E+07,9.31E+07,8.36E+07
9.29E+07,6.63E+07,4.97E+08,1.07E+08,1.32E+08,2.78E+08,2.30E+08,4.97E+08,5.82E+08,7.42E+08,4.24E+08
1.62E+08,2.70E+08,1.03E+08,2.94E+08,2.29E+08,1.78E+08,9.59E+07,1.27E+08,5.97E+07,1.34E+08,1.01E+08
3.07E+08,7.31E+08,0,6.20E+08,6.16E+08,5.78E+08,5.19E+08,5.99E+07,3.73E+07,2.17E+07,1.00E+07
1.42E+09,2.08E+09,4.19E+08,2.16E+09,1.90E+09,1.91E+09,1.14E+09,1.05E+09,9.03E+08,5.08E+08,3.53E+08
3.22E+08,4.44E+08,2.27E+08,3.72E+08,3.98E+08,4.69E+08,4.13E+08,3.70E+08,3.58E+08,2.65E+08,1.89E+08
