Intensity Brain1,Intensity Brain2,Intensity Brain3,Intensity Liver1,Intensity Liver2,Intensity Liver3,Intensity Muscle1,Intensity Muscle2,Intensity Muscle3
3.72E+08,2.36E+08,4.39E+08,0,0,0,0,0,0
6.29E+08,5.46E+08,8.89E+08,0,0,3540500,3.27E+07,2.71E+07,3.86E+07
0,0,0,3.38E+08,2.46E+08,1.41E+08,0,0,0
2.38E+08,1.65E+08,1.62E+08,6.37E+07,1.02E+08,1.38E+08,3.23E+07,6.20E+07,1.03E+08
2.86E+09,1.84E+09,2.72E+09,8.07E+09,8.54E+09,6.79E+09,1.74E+08,2.20E+08,2.65E+08
3.10E+08,2.14E+08,2.17E+08,2.42E+08,1.84E+08,5.06E+08,1262200,5427700,0
1.70E+07,0,1.03E+07,0,1.46E+07,0,5.65E+07,1.57E+08,1.12E+08
1.82E+09,1.38E+09,2.39E+09,3.15E+08,2.86E+08,3.16E+08,4.17E+07,2.61E+07,2.57E+07
0,0,0,1.70E+07,1.67E+07,1.08E+07,0,0,0
5.22E+07,4.60E+07,4.93E+07,3697500,1.49E+07,2.08E+07,4424000,3.67E+07,2722100
1.10E+08,1.10E+08,2.99E+08,6.12E+07,1.69E+08,5.70E+08,2.05E+10,1.67E+10,1.97E+10
6.93E+08,3.89E+08,6.23E+08,3.60E+07,2.41E+08,2.25E+08,5094500,1.82E+07,1926900
2.73E+08,2.90E+08,4.12E+08,8796300,0,1.04E+07,1564500,1131800,0
1.32E+10,1.22E+10,1.31E+10,5.92E+07,3.68E+08,4.06E+08,1.90E+08,9.23E+07,1.12E+08
0,0,0,0,2.08E+07,0,0,1.93E+07,2854800
0,3321600,0,7.13E+09,6.63E+09,6.79E+09,5745700,8684100,9662700
5.04E+07,7.18E+07,7.91E+07,0,0,0,0,0,0
1.30E+08,1.35E+08,1.53E+08,0,0,0,0,0,0
5.18E+07,1.59E+08,3.55E+07,0,0,0,0,7469500,0
0,0,0,3.05E+08,4.90E+08,7.37E+08,0,0,0
7.49E+07,1.08E+08,1.35E+08,2.63E+07,9662700,1.80E+07,0,0,0
8.67E+09,7.60E+09,9.73E+09,4.34E+09,5.12E+09,3.87E+09,1.79E+08,1.76E+08,2.04E+08
4.90E+08,4.93E+07,2.60E+08,1.38E+09,1.54E+09,1.64E+09,5.19E+07,2.12E+07,3.73E+07
1.59E+08,1.34E+08,2.00E+08,1.04E+08,4.09E+08,1.79E+08,1.72E+08,1.05E+08,2.40E+08
0,1.85E+07,4.13E+07,0,0,0,0,0,0
9.04E+08,6.81E+08,9.60E+08,8.15E+08,1.05E+09,3.85E+08,6327000,5004800,603020
4.15E+08,2.23E+08,1.98E+08,3.27E+07,1.12E+08,5.56E+07,1.57E+08,7.83E+07,7.97E+07
2.68E+08,5.66E+07,1.95E+08,6.96E+08,8.80E+08,5.82E+08,2.71E+07,2.77E+07,1.76E+07
1.20E+08,6.31E+07,8129100,0,0,0,0,0,0
0,0,0,1.20E+08,2.09E+07,1.67E+08,0,0,0
1.84E+09,1.21E+09,1.90E+09,6.58E+08,1.21E+09,9.82E+08,1.20E+08,1.48E+08,1.89E+08
2.48E+08,1.77E+08,1.98E+08,0,0,0,0,0,0
4.33E+08,5.27E+08,3.91E+08,2.07E+07,7982600,5726500,3316400,1.86E+07,1.23E+07
4.91E+09,2.05E+09,3.37E+09,9.67E+08,9.53E+08,5.67E+08,4.15E+08,2.96E+08,2.79E+08
3.51E+08,1.51E+08,3.42E+08,1.75E+08,1.63E+08,1.44E+08,0,2.53E+08,1.20E+07
5.50E+07,7.06E+07,1.68E+08,0,0,0,0,0,0
1.20E+08,3.60E+07,6.37E+07,2.12E+09,1.88E+09,1.46E+09,3.24E+08,7.37E+07,1.20E+08
0,9.36E+07,1.88E+08,3.21E+08,7.13E+07,3.15E+07,9.92E+08,8.35E+08,8.87E+08
2.83E+09,1.89E+09,2.78E+09,2.43E+09,3.95E+09,2.40E+09,3.82E+08,3.26E+08,2.13E+08
2.58E+08,4.05E+07,1.62E+08,6.90E+07,9.05E+07,2.58E+07,3.34E+07,3.61E+07,1.45E+07
1.11E+09,1.21E+09,1.46E+09,1.36E+08,3.03E+08,1.52E+08,3.57E+07,4.53E+07,5.41E+07
6.42E+07,1.04E+08,8.80E+07,0,0,0,0,0,0
5.81E+08,5.22E+08,8.46E+08,0,0,3665100,0,0,0
9.05E+07,1.04E+08,2.73E+08,0,0,0,0,0,0
1.90E+09,1.15E+09,8.72E+08,3.61E+09,4.87E+09,2.41E+09,2.40E+09,1.60E+09,3.02E+09
2.00E+09,1.57E+09,2.24E+09,2.23E+09,2.98E+09,1.92E+09,6.82E+08,3.54E+08,3.53E+08
0,0,0,4.49E+09,1.82E+09,1.04E+09,0,0,0
1.41E+09,1.06E+09,1.30E+09,6.18E+08,9.97E+08,9.94E+08,1.26E+08,2.96E+08,4.09E+08
9.31E+07,8.55E+07,1.93E+08,0,0,0,0,0,0
2.55E+07,3.47E+07,4.82E+07,0,0,0,0,0,0
8.24E+07,4.57E+07,1.40E+08,0,1.03E+07,8804000,1.61E+07,1.28E+07,1.39E+07
5.16E+07,4.59E+07,1.14E+08,0,0,0,0,0,0
1.32E+09,1.16E+09,1.29E+09,4.55E+08,4.04E+08,2.82E+08,2.04E+08,1.42E+08,2.34E+08
0,2138100,6712100,6.10E+07,6.22E+07,1.80E+07,2288900,0,0
2.91E+08,1.35E+08,1.51E+08,0,0,0,3.09E+07,1.24E+07,0
2.04E+10,1.43E+10,1.67E+10,2.01E+08,3.46E+08,1.95E+08,1.25E+09,1.36E+09,1.02E+09
5.90E+08,3.98E+08,4.18E+08,3.91E+08,6.34E+08,3.77E+08,2.33E+07,1.11E+08,8.29E+07
1.76E+09,1.18E+09,1.40E+09,1.47E+11,1.40E+11,1.14E+11,9.35E+08,1.07E+09,1.40E+09
1.64E+09,2.99E+09,1.55E+09,2.95E+08,2.78E+08,2.60E+08,1.68E+08,1.05E+08,1.30E+08
1.31E+08,6.18E+07,1.51E+08,6.74E+07,2.39E+08,1.25E+07,1.01E+08,5.50E+07,7.97E+07
2.15E+08,0,1.84E+07,2.25E+10,2.21E+10,1.56E+10,4.15E+08,1.07E+08,2.71E+07
7280800,0,9874800,4.02E+09,4.61E+09,4.72E+09,8215900,3.81E+07,0
0,5244300,2.11E+07,2.47E+08,1.91E+08,1.42E+08,7.55E+07,7.96E+07,1.95E+08
1.97E+08,4.16E+07,2.19E+08,1.98E+09,1.69E+09,1.03E+09,4.76E+08,2.90E+08,3.45E+08
2.83E+08,2.68E+08,4.47E+08,5613200,0,0,2636200,4349800,5243500
1.92E+08,1.07E+08,1.54E+08,0,0,0,0,0,0
2.41E+09,1.25E+09,2.46E+09,6.41E+08,1.02E+09,6.85E+08,3.77E+08,3.67E+08,3.87E+08
3.99E+08,1.73E+08,2.65E+08,1452800,0,1.53E+07,2347300,0,1463300
4.94E+07,3.42E+07,2.00E+07,8.68E+07,6.18E+07,2.15E+07,2.11E+08,0,2.78E+07
1.13E+08,7.13E+07,1.61E+08,0,2.56E+07,1.96E+07,0,0,0
5752200,0,0,6294200,0,0,0,0,0
0,0,2224900,7057100,6748100,7120600,0,0,1060600
2.51E+08,1.06E+08,1.40E+08,0,0,0,0,3.69E+07,5.08E+07
5.94E+07,5.88E+07,3.75E+08,3.89E+09,3.89E+09,3.00E+09,3.84E+08,2.06E+08,1.28E+08
0,8699800,0,3.07E+08,5.24E+08,2.62E+08,0,0,3846500
6.26E+07,7.15E+07,9.06E+07,0,0,0,1.04E+08,5.58E+07,5.75E+07
3.47E+08,1.44E+08,1.73E+08,0,0,0,0,4607500,6505700
9.64E+08,8.93E+08,1.27E+09,0,0,0,1393400,844440,4671400
1.90E+09,1.68E+09,2.48E+09,3.81E+08,1.27E+09,2.75E+09,9.79E+07,3.05E+07,7.41E+07
0,0,0,7.24E+07,1.41E+08,9.17E+07,0,0,0
0,0,0,0,7.72E+07,0,0,0,0
5.70E+07,4.27E+07,7.81E+07,0,0,0,0,0,0
2.81E+08,1.23E+08,4.40E+08,2.73E+09,3.80E+09,1.74E+09,1.72E+07,1.35E+07,1.01E+07
1.09E+08,4.85E+07,7.00E+07,2.86E+09,2.06E+09,2.93E+09,3.11E+07,2.13E+07,3.22E+07
3.26E+07,1.47E+07,3.61E+07,0,3.17E+07,0,2.28E+07,1.81E+07,2.28E+07
1.41E+07,0,3.66E+07,0,0,0,4.07E+07,4.12E+07,3.42E+07
2.27E+07,7926400,2.37E+07,0,0,0,0,0,0
1.21E+08,1.04E+07,1.76E+08,0,0,0,0,0,0
4.40E+09,1.98E+09,1.93E+09,0,0,5.45E+07,0,860980,0
0,0,1.72E+07,0,0,3574300,0,0,0
6.27E+08,4.46E+08,3.94E+08,2.93E+08,4.41E+08,2.51E+08,5.10E+08,1.43E+08,2.50E+08
6468100,1.81E+07,2.61E+07,1.82E+07,1.96E+07,9891400,5173800,5895100,5392800
1.23E+08,5.82E+07,1.55E+08,0,4.91E+07,1.35E+08,0,0,0
1.01E+07,0,1.18E+07,1.65E+08,4.30E+08,3.91E+08,0,0,6253600
1.70E+08,4.16E+08,2.75E+08,0,7.74E+07,3.29E+07,0,1510800,8269700
3.56E+07,9.88E+08,1.45E+08,1.12E+11,1.15E+11,8.45E+10,1.22E+08,1.70E+08,1.61E+08
4.64E+08,4.20E+08,4.27E+08,1.70E+09,2.54E+09,1.45E+09,3.46E+08,1.98E+08,2.30E+08
2.06E+10,8.73E+09,1.33E+10,6.93E+09,8.11E+09,5.44E+09,4.28E+09,1.57E+09,3.26E+09
1.62E+09,1.54E+09,1.53E+09,1.02E+11,9.62E+10,8.92E+10,1.34E+08,1.54E+08,1.57E+08
6.97E+07,1.02E+07,2.13E+07,3.20E+10,2.21E+10,1.78E+10,4773500,1.93E+07,2.05E+07
9471000,7.86E+07,7.42E+07,1.27E+10,1.12E+10,9.25E+09,4.42E+07,4.08E+07,1.41E+07
1263500,0,8687800,1.40E+08,2.12E+08,1.52E+08,0,0,0
0,0,0,0,3.75E+07,2.52E+07,0,0,0
5.59E+09,5.46E+09,5.56E+09,7.58E+09,6.03E+09,4.98E+09,2.41E+09,1.51E+09,1.47E+09
3.53E+08,1.90E+08,3.16E+08,1.51E+10,1.28E+10,1.03E+10,3.18E+07,2.40E+07,3564700
3.86E+07,3.94E+07,7.21E+07,0,0,0,3.28E+07,2.89E+07,0
7.88E+07,3.56E+07,0,0,0,0,0,0,0
1.27E+09,7.94E+08,1.15E+09,3.10E+07,1.07E+08,8.38E+07,4.25E+08,8.49E+08,1.83E+08
5.63E+08,5.68E+08,1.21E+09,6.28E+09,6.09E+09,3.89E+09,3.78E+08,2.55E+08,1.71E+08
5.43E+07,0,7.12E+07,656180,0,0,5317100,5547700,0
0,3.87E+07,0,0,0,1.10E+09,4.42E+07,2.46E+07,9067500
2.51E+08,1.73E+08,2.27E+08,1.53E+09,1.16E+09,1.04E+09,2.13E+08,3.51E+08,1.86E+08
1.03E+10,7.95E+09,1.05E+10,1.48E+10,1.70E+10,1.92E+10,9.88E+09,1.06E+10,1.39E+10
4.04E+09,3.01E+09,2.89E+09,6.55E+09,5.56E+09,3.78E+09,4.94E+09,4.04E+09,4.35E+09
2.03E+07,4.27E+07,1.32E+07,8.89E+08,7.83E+08,4.98E+08,3.23E+07,2.25E+08,2.79E+07
2.53E+07,1.44E+07,9338500,3.64E+07,2.43E+07,0,0,0,0
4.61E+09,6.84E+09,7.50E+09,4.86E+09,4.88E+09,2.50E+09,5.35E+09,4.44E+09,5.85E+09
0,3.91E+07,1.87E+08,7.78E+08,0,0,1.61E+07,5.74E+07,7.68E+07
1.79E+07,1.07E+07,2.18E+07,2.95E+07,0,0,0,2.52E+07,0
1.60E+07,0,1.40E+07,0,0,4169500,0,0,0
1.11E+08,2.12E+07,2.91E+07,0,0,0,0,1.15E+07,1.05E+07
6.12E+08,1.21E+08,5.25E+08,1.18E+07,0,1.93E+07,3.58E+07,3.19E+07,1.07E+07
2.18E+08,3.73E+07,1.49E+08,2.05E+07,1.05E+08,4.70E+07,7.48E+07,1.40E+07,2.37E+07
1.72E+07,1.39E+07,1.63E+07,0,0,0,0,0,0
6.37E+08,4.76E+08,8.45E+08,0,0,4.44E+07,3140300,0,0
5.20E+09,3.71E+09,5.16E+09,1.44E+09,1.79E+09,1.62E+09,1.18E+08,5.73E+07,3.55E+07
2.73E+07,2.97E+07,5.10E+07,0,0,0,0,0,0
3.77E+08,1.27E+08,1.80E+08,3.31E+09,1.75E+09,5.94E+08,1.06E+08,1.25E+08,1.86E+08
0,0,0,1.80E+08,4.03E+08,2.49E+08,0,0,0
5.40E+07,5.96E+07,6.52E+07,0,1.28E+07,5.11E+07,0,0,0
4.89E+07,1.81E+07,6.95E+07,0,2923900,0,0,0,0
3.17E+08,2.05E+08,3.85E+08,2.44E+08,3.24E+08,3.33E+08,3.78E+08,5.51E+08,4.71E+08
5.30E+08,2.78E+08,4.93E+08,0,0,0,4.69E+07,1.12E+08,8.71E+07
7.14E+07,3.69E+07,3.51E+07,0,7.92E+07,0,0,0,0
4.11E+08,1.47E+08,1.63E+08,0,1.95E+07,2.31E+07,8.98E+07,0,0
4.60E+08,4.94E+08,6.00E+08,1.48E+08,9.63E+07,1.67E+08,5.15E+08,4.60E+08,8.36E+07
0,0,2.57E+07,0,0,0,0,0,0
7.16E+08,6.77E+08,1.07E+09,7.92E+07,0,1.62E+07,5038100,5.69E+07,8.62E+07
4.90E+07,6989200,1.30E+07,0,0,0,0,0,0
4.00E+08,2.83E+08,4.15E+08,0,2.80E+07,7596100,4.59E+07,0,0
0,0,4860700,0,0,0,3.50E+07,2.87E+07,1.64E+07
3.60E+07,6.54E+07,4.52E+07,0,0,0,0,0,0
0,0,0,3.49E+07,1997300,0,0,4329800,0
3.12E+08,9.22E+07,2.67E+08,8.14E+08,8.03E+08,4.86E+08,3.23E+08,2.78E+08,2.47E+08
2.19E+08,1.37E+08,2.51E+08,4817800,0,0,0,0,2.80E+07
2.88E+08,2.23E+08,3.57E+08,7481600,0,2.61E+07,0,0,0
2.29E+09,8.70E+08,1.11E+09,3.04E+08,9.49E+08,1.11E+09,1.25E+09,1.49E+09,1.25E+09
1.56E+08,1.06E+08,1.94E+08,0,0,1.78E+07,0,0,0
3.92E+08,3.28E+08,5.68E+08,6.37E+08,5.51E+08,6.04E+08,2.41E+07,3.01E+07,3.66E+07
9.37E+07,2.11E+07,8.63E+07,4.24E+08,7.29E+08,1.83E+08,2.05E+08,2.44E+07,2.06E+07
1.40E+08,9.79E+07,1.91E+08,8106500,8341700,0,0,0,0
3.78E+07,5.34E+07,6.21E+07,0,0,0,0,1.02E+07,0
1.52E+09,1.22E+09,1.53E+09,2043500,0,2.13E+07,2.42E+07,0,0
2.80E+08,1.26E+08,4.12E+08,2.89E+07,2.28E+07,6.51E+07,2680700,0,3425800
1.50E+08,8.69E+07,1.13E+08,7588200,0,2.93E+07,0,0,0
4.80E+08,3.80E+08,7.70E+08,8.16E+08,9.07E+08,1.03E+09,5522300,3909000,4455500
3.41E+09,3.52E+09,4.57E+09,8.86E+09,8.53E+09,5.89E+09,4.47E+08,5.63E+08,6.90E+08
1.01E+07,6915200,3.14E+07,0,0,0,0,0,0
1.01E+09,6.44E+08,1.05E+09,1.20E+09,1.77E+09,1.00E+09,4.71E+08,3.15E+08,1.42E+08
6217000,3379100,6760400,0,9452600,1.12E+07,0,0,0
3.43E+08,3.24E+08,4.03E+08,0,0,0,0,0,0
1.65E+07,0,1.01E+07,6.12E+08,4.58E+08,2.99E+08,988540,0,0
1.94E+07,2.25E+07,5.05E+07,0,0,0,0,0,0
5.26E+08,6.83E+08,6.17E+08,0,1.30E+07,1.25E+07,7.34E+07,1.75E+07,2.70E+07
1.43E+08,1.33E+08,2.40E+08,1.39E+08,8.75E+07,0,0,0,0
1.58E+08,9.19E+07,3.20E+08,0,0,0,0,0,0
6570200,8.37E+07,1.04E+08,1.83E+08,4.52E+08,3.41E+08,1.09E+08,1.23E+07,8194900
1.28E+08,9.84E+07,8.96E+07,1.09E+08,1.45E+08,1.17E+08,4870200,3591200,2878500
1.07E+07,0,2.75E+07,2508700,0,1.25E+07,0,0,0
4.64E+07,2.63E+08,5.23E+08,4.86E+10,2.67E+10,3.06E+10,9.52E+07,5.32E+08,4.01E+07
7.72E+07,3.87E+07,8.59E+07,0,6758200,0,0,3.82E+07,4.49E+07
8.98E+07,2.16E+08,1.90E+08,5432500,0,2.54E+07,1.35E+07,1.31E+07,4494200
1.26E+08,9.31E+07,5.44E+07,4.42E+07,1.02E+08,9.84E+07,1.63E+08,3.28E+08,2.94E+08
1.16E+08,4.46E+07,9.69E+07,2.21E+08,2.37E+08,2.71E+08,6880300,5689400,5438000
4.48E+10,2.77E+10,4.21E+10,1.03E+11,1.03E+11,9.59E+10,9.44E+09,7.64E+09,9.14E+09
1.05E+07,0,1.80E+07,0,0,0,3.54E+07,0,2927300
6.60E+08,6.13E+08,5.50E+08,5.45E+07,6.71E+07,5.87E+07,5911500,2.13E+07,2.82E+07
2.24E+08,1.92E+08,1.86E+08,0,0,2323400,1660700,1513100,1.81E+07
8.25E+07,1.42E+08,2.11E+08,0,0,0,0,9383700,6.03E+07
0,0,0,1.87E+08,1.95E+08,1.09E+08,0,0,0
3.19E+08,8.12E+07,2.34E+08,0,0,0,0,0,0
1.16E+09,1.05E+09,1.55E+09,1.68E+09,1.34E+09,6.68E+08,7.44E+08,1.25E+08,1.69E+08
7.61E+09,5.87E+09,7.97E+09,3.21E+09,2.09E+09,2.49E+09,1.12E+09,1.30E+09,1.13E+09
2.44E+08,1.58E+08,5.75E+08,9.91E+08,1.95E+08,6.38E+08,9.34E+07,0,4.21E+08
2.80E+08,2.69E+08,3.39E+08,0,7.93E+07,2.06E+07,1.12E+07,0,0
8.41E+07,0,1.32E+08,0,0,0,0,0,0
1.16E+08,5.03E+08,3.36E+08,5077500,1.52E+08,2.69E+08,0,0,0
2.03E+07,3.41E+07,3.83E+07,1.64E+07,4.08E+07,1.96E+07,0,0,0
0,0,7376300,3.72E+07,0,0,0,0,0
1.88E+08,0,1.49E+08,3.31E+09,2.58E+09,1.73E+09,8.31E+08,3.18E+08,7.27E+08
1.15E+08,1.50E+08,3.39E+08,1.17E+07,2.79E+07,0,5.59E+07,0,0
7757800,2463100,1.07E+07,2.67E+08,1.85E+08,1.92E+08,5.33E+08,3.80E+08,5.26E+08
1.23E+08,0,7.88E+07,4.70E+07,1.11E+08,7.97E+07,1.21E+08,6.17E+07,5.54E+07
1.40E+08,6.28E+07,1.58E+08,8531300,1.01E+07,1.01E+07,0,0,0
1.98E+09,1.53E+09,2.64E+09,7.20E+07,3.15E+08,5.33E+08,4.73E+07,4.87E+07,5.51E+07
1.51E+08,1.11E+08,1.41E+08,0,0,4096900,2.75E+07,2.47E+07,1.24E+07
3.81E+08,1.86E+08,2.96E+08,0,0,0,2.12E+07,0,0
1.02E+09,3.36E+08,8.00E+08,2.10E+08,4.71E+08,2.88E+08,1.22E+07,1.61E+07,6943900
2.58E+07,0,6.18E+07,0,0,0,0,3.70E+07,3.80E+07
0,1.74E+07,1.55E+07,0,6.30E+07,3.28E+07,1.88E+08,3.00E+07,5902200
1.03E+08,4.92E+07,9.84E+07,1.05E+07,1.19E+07,9848800,6.05E+07,1.12E+08,0
1.20E+08,7.18E+07,9.00E+07,5.18E+09,4.69E+09,4.78E+09,4.54E+07,1.90E+07,1.26E+08
0,0,1.14E+07,0,0,0,0,0,0
1.37E+07,2.75E+07,4.32E+07,0,5406900,6457700,2084800,0,2059500
2.85E+08,1.86E+08,3.36E+08,1.59E+08,2.25E+08,1.83E+08,2.44E+08,3.66E+08,2.58E+08
4.59E+07,0,1.45E+07,0,0,0,0,0,0
1.65E+09,1.80E+09,2.74E+09,1.25E+08,3.89E+08,2.27E+08,6.65E+08,3.64E+08,1.58E+08
9.30E+08,7.79E+08,7.92E+08,1441000,0,0,2763700,0,870070
0,0,0,7.84E+07,7.17E+07,5.68E+07,4427600,0,0
5.49E+07,3.27E+07,5.88E+07,8.34E+07,0,0,0,0,0
1.21E+09,1.03E+09,1.37E+09,1.73E+08,2.73E+08,1.04E+08,0,0,0
1.36E+08,1.27E+08,3.22E+08,1774800,0,0,3.41E+07,0,1985500
5.48E+08,5.90E+08,6.78E+08,2.82E+07,3.26E+07,6253800,3674600,0,0
4.56E+08,4.08E+08,6.44E+08,6.62E+08,7.27E+08,8.41E+08,1.15E+08,7.30E+07,8.42E+07
1.16E+09,3.36E+09,4.64E+09,1.25E+09,1.22E+09,9.16E+08,2.85E+08,2.68E+08,1.68E+08
2.84E+07,3.65E+07,4.00E+07,6682900,7578700,1.07E+07,1.37E+07,1.03E+07,1.14E+07
3.64E+09,2.49E+09,3.37E+09,3.08E+09,3.71E+09,3.30E+09,9.95E+08,6.04E+08,8.53E+08
0,0,0,0,0,0,1.53E+08,2.10E+08,4.56E+08
9.42E+07,8.13E+07,8.06E+07,0,0,0,0,0,0
2.58E+07,2.14E+07,4.18E+07,3.15E+07,2.30E+07,4.13E+07,0,2079700,0
1.01E+07,2417300,2.05E+07,7343700,4.77E+07,8646800,2400200,0,1916200
6.15E+07,6.22E+07,6.70E+07,0,0,0,2.02E+07,4.50E+07,0
1.49E+10,6.62E+09,1.43E+10,1942800,0,3.32E+07,5.67E+08,2.67E+08,2.72E+08
3.20E+08,2.17E+08,3.02E+08,3.17E+07,3.13E+07,1.24E+08,2.28E+07,6.01E+08,5.61E+08
1.47E+08,6.99E+07,2.70E+07,4.84E+08,7.64E+08,2.17E+08,2646300,2238700,1.45E+07
2.07E+07,3.30E+07,3.93E+07,0,0,1.74E+07,0,845080,0
2.47E+08,1.18E+08,2.16E+08,9.92E+08,1.60E+09,6.31E+08,8.00E+07,7.06E+07,1.45E+08
3.11E+08,1.74E+08,2.60E+08,2.96E+08,3.14E+08,3.34E+08,9.11E+07,5.84E+07,8.45E+07
5527200,1.37E+07,0,0,0,0,1.71E+07,2.52E+07,4.35E+07
3.19E+07,3719000,7.73E+07,1.66E+08,3.11E+08,2.66E+08,0,5218300,9369700
1.26E+09,7.88E+08,1.21E+09,1.40E+08,2.05E+08,1.17E+08,0,5724000,0
0,0,0,0,2.51E+07,0,0,0,0
7.54E+08,3.49E+08,5.95E+08,1.51E+09,1.58E+09,1.35E+09,8.42E+07,6.08E+07,8.30E+07
5.69E+07,2.86E+07,1.29E+07,8.59E+07,1.26E+08,1.59E+08,2.45E+08,1.52E+08,3.45E+08
5.31E+07,2.73E+07,2.68E+07,1.32E+08,1.26E+07,6825900,0,0,1.67E+08
6.23E+07,4.84E+07,3.35E+07,2.53E+07,5.35E+07,4.52E+07,0,0,0
8.86E+07,1.47E+08,1.50E+08,8.26E+07,7.44E+07,8.41E+07,8586500,0,0
5.21E+07,2.93E+08,3.16E+07,0,0,0,0,0,0
3.29E+09,1.61E+09,2.98E+09,1.43E+09,1.74E+09,1.26E+09,7.49E+08,9.21E+08,1.00E+09
1.44E+08,1.61E+08,2.76E+08,1.62E+07,1.96E+07,2.45E+07,441660,2.14E+07,0
2.59E+07,0,0,0,0,0,0,0,0
1.63E+09,1.17E+09,1.60E+09,1.85E+09,3.03E+09,2.28E+09,5.35E+08,5.13E+08,3.02E+08
2.18E+07,1.93E+07,3.24E+07,0,0,0,0,0,0
3.34E+07,3.90E+07,7.56E+07,0,5.48E+08,3256400,8347400,0,0
6.08E+07,5.92E+07,7.66E+07,1.95E+07,7275600,0,1.04E+07,1.03E+07,6185500
6.67E+07,5.25E+07,7.94E+07,1.85E+07,2.11E+07,4.88E+07,2240900,6640300,1.63E+07
4449800,0,3506500,1.86E+07,4.27E+07,3517500,952870,0,1492400
2.18E+08,9.16E+07,1.73E+08,5.60E+07,1.52E+08,1.04E+08,4.38E+09,5.88E+09,6.88E+09
2.80E+07,3.21E+07,5.59E+07,0,0,1.60E+07,0,0,0
3.72E+08,1.57E+08,3.47E+08,9.82E+08,1.56E+09,1.11E+09,7.64E+07,3.00E+07,1.77E+07
4.39E+07,1.17E+08,3.15E+08,2.71E+08,2.33E+08,1.11E+08,1.30E+07,0,9199300
2.44E+08,1.37E+08,1.38E+08,1.38E+07,9.04E+07,8.65E+07,5.51E+10,5.11E+10,4.79E+10
1.12E+08,9.52E+07,1.86E+08,3.89E+08,5.29E+08,3.22E+08,1.59E+08,0,3.63E+08
2.14E+09,1.17E+09,2.28E+09,9.80E+08,9.31E+08,5.26E+08,7.98E+07,1.75E+08,1.02E+08
0,2.39E+07,2.94E+07,0,0,0,0,0,0
8911500,1.54E+07,4.78E+07,0,0,0,2.19E+07,3.59E+07,0
1.38E+09,9.42E+08,1.60E+09,0,0,2881100,2.55E+07,4.25E+07,0
9.78E+08,6.38E+08,9.06E+08,0,2081200,3.62E+07,0,0,0
0,0,0,0,0,0,0,0,0
1.47E+08,4.79E+07,2.93E+07,8552800,7.58E+07,2.69E+07,3.72E+08,6.95E+08,4.71E+08
2.82E+08,1.79E+08,2.02E+08,0,4.04E+07,1.34E+07,0,1.76E+07,0
1.25E+09,1.37E+09,1.19E+09,1.06E+09,2.24E+09,1.35E+09,2.45E+09,1.14E+09,1.76E+09
3.38E+08,1.46E+08,2.53E+08,3.87E+07,4.66E+07,2.97E+07,0,2.76E+08,1.97E+08
1.44E+08,1.26E+08,2.22E+08,0,0,0,0,7.25E+07,0
5.13E+08,1.32E+08,2.87E+08,3.96E+08,7.54E+08,4.66E+08,5.38E+08,3.48E+08,8.62E+08
4.82E+07,1.98E+07,2.58E+07,1.93E+08,1.66E+08,9.55E+07,2.37E+07,2.29E+07,2.37E+07
2.46E+08,2.08E+08,2.96E+08,5.22E+07,4.94E+07,1.81E+07,0,1.12E+07,0
5.16E+08,3.03E+08,5.75E+08,0,0,0,0,0,0
5.37E+07,0,7.70E+07,0,0,0,6487200,0,0
2.11E+07,0,1.25E+07,3.02E+07,2.96E+07,2.33E+07,7.91E+08,2.70E+08,2.91E+08
2.04E+08,1.45E+08,2.13E+08,3.08E+08,5.98E+08,3.75E+08,1.78E+07,549420,1.11E+07
8.52E+08,4.09E+08,7.22E+08,4.98E+08,7.70E+08,6.55E+08,3.92E+07,6.96E+07,1.69E+08
1.01E+07,8576400,1.11E+07,1.51E+07,1.12E+07,0,0,0,0
1.56E+08,2.81E+08,1.93E+08,8.17E+08,1.46E+09,1.55E+09,4.78E+08,4.34E+08,2.59E+08
1.34E+09,7.99E+08,1.44E+09,3.24E+08,4.17E+08,5.20E+08,5.16E+07,1.29E+08,6.53E+07
0,0,0,4.13E+07,2.90E+07,3.16E+07,0,2115400,0
3.19E+09,1.89E+09,2.68E+09,3.32E+08,9.10E+08,7.32E+08,1.35E+09,1.24E+09,1.49E+09
6.52E+07,5.95E+07,0,0,4.00E+08,0,2.41E+07,0,0
4.19E+07,1.34E+07,3.61E+07,0,5479200,0,0,0,0
3.21E+08,3.64E+08,5.05E+08,0,0,0,0,0,7056500
5.49E+07,5.54E+07,4.94E+07,0,1.13E+07,0,9322200,8904900,6777000
4.84E+07,7590200,4.48E+07,0,0,0,0,0,0
7.16E+08,2.85E+08,9.57E+08,1.13E+09,1.21E+09,1.13E+09,5.05E+08,2.36E+08,4.43E+08
6.72E+07,5.22E+07,8.05E+07,0,3.06E+08,5.14E+08,3772100,4.22E+07,3263400
0,1.74E+07,3.17E+07,4164200,0,2.04E+07,2.05E+07,2.24E+07,3.22E+07
9.97E+08,9.76E+08,1.04E+09,1.24E+07,1.67E+07,1.87E+08,3.92E+07,9.19E+07,5.88E+07
2.94E+07,2.13E+07,3.28E+07,2.17E+07,2.83E+07,1.16E+07,4.49E+07,0,1551800
