Intensity Brain1,Intensity Brain2,Intensity Brain3,Intensity Liver1,Intensity Liver2,Intensity Liver3,Intensity Muscle1,Intensity Muscle2,Intensity Muscle3
3.49E+09,1.90E+09,2.79E+09,9.60E+08,1.22E+09,9.34E+08,7.85E+08,8.32E+08,7.15E+08
2.31E+07,2.23E+08,5.10E+07,2.45E+08,7.20E+08,6.04E+08,2.17E+08,3.00E+08,5.47E+08
9.47E+08,6.55E+08,9.86E+08,1.22E+09,1.85E+09,1.26E+09,2053200,5.90E+07,1744000
1.29E+10,8.90E+09,1.23E+10,1.41E+09,1.16E+09,1.12E+09,7.13E+10,5.32E+10,4.13E+10
2.22E+08,3.12E+08,2.81E+08,0,0,1.57E+08,0,3722300,0
0,0,0,3.45E+07,1.95E+07,7098600,0,0,0
0,0,0,4053800,0,0,0,0,0
0,0,0,1.27E+07,6710600,0,0,0,0
6.23E+09,5.16E+09,6.19E+09,1.55E+10,1.25E+10,1.29E+10,7.17E+07,1.03E+08,4.97E+08
6.12E+08,3.67E+08,8.93E+08,1.01E+09,9.52E+08,1.20E+09,3.36E+09,1.83E+09,2.59E+09
2.05E+09,1.80E+09,1.81E+09,6.98E+08,5.77E+08,7.30E+08,5.67E+08,3.76E+08,5.37E+08
6.27E+08,1.43E+08,3.44E+08,1.45E+10,1.36E+10,1.51E+10,0,0,1.01E+08
7.31E+09,4.99E+09,5.21E+09,2.21E+10,2.13E+10,1.76E+10,3.30E+08,3.20E+08,4.17E+08
3.40E+09,3.48E+09,4.95E+09,1.23E+10,9.65E+09,8.76E+09,3.32E+08,3.07E+08,6.79E+07
1.81E+07,6.60E+07,1.85E+07,4.47E+07,1.27E+08,8.82E+07,1.30E+08,1.11E+08,1.95E+08
4.99E+09,3.79E+09,3.59E+09,4.88E+09,5.10E+09,3.36E+09,1.34E+09,6.58E+08,1.20E+09
1.35E+10,9.16E+09,1.45E+10,3.38E+10,2.66E+10,1.94E+10,3.87E+09,3.06E+09,2.06E+09
3.02E+09,1.84E+09,2.39E+09,0,0,0,0,0,1.71E+07
5.87E+08,3.81E+08,5.10E+08,0,3.66E+07,2.51E+07,0,0,0
2.61E+09,1.95E+09,2.18E+09,1.79E+09,3.25E+09,1.54E+09,7.13E+08,7.20E+08,8.38E+08
2.74E+09,2.64E+09,3.24E+09,8275100,2889000,2.54E+07,6.68E+08,4.01E+08,4.33E+08
4.46E+08,3.87E+08,3.18E+08,8.33E+07,1.64E+08,1.44E+08,5.98E+07,2.01E+08,1.76E+08
2.86E+10,1.98E+10,2.51E+10,8.69E+08,1.06E+09,5.04E+08,2.07E+08,4.21E+08,4.81E+08
1.07E+10,7.07E+09,1.12E+10,2.64E+10,2.43E+10,1.79E+10,2.80E+09,1.48E+09,1.55E+09
3.07E+07,2.21E+07,9872300,6.29E+07,1.09E+08,4.16E+07,1.71E+08,6.87E+07,5.73E+07
2.02E+09,1.48E+09,2.21E+09,2.86E+09,2.00E+09,2.54E+09,6.57E+08,5.02E+08,3.99E+08
9749100,4.93E+07,3.94E+07,5.19E+09,4.36E+09,5.26E+09,1.02E+08,3.36E+07,3.53E+07
1.79E+09,1.05E+09,1.90E+09,5.29E+08,3.89E+08,5.87E+08,1.33E+10,9.76E+09,1.24E+10
2.94E+08,8.58E+07,8.24E+07,2.21E+08,4.81E+08,3.53E+08,8.31E+08,8.55E+08,5.90E+08
1.63E+07,9936600,1.42E+07,5.08E+08,4.16E+08,5.59E+08,4.60E+07,3.70E+07,5.90E+07
5.10E+08,4.19E+07,3.83E+07,1.32E+11,1.24E+11,1.33E+11,4.43E+07,1.30E+08,3.45E+08
4.94E+09,1.19E+09,4.88E+09,2.71E+09,2.97E+09,2.39E+09,3.54E+08,2.34E+08,2.19E+08
2.33E+09,2.76E+09,3.34E+09,2.11E+09,2.02E+09,1.15E+09,2.70E+08,4.76E+08,5.25E+08
2.60E+08,1.02E+08,1.09E+08,1.35E+08,3.39E+08,2.73E+08,8.88E+08,3.65E+07,2.20E+07
4.32E+09,2.50E+09,4.08E+09,7.97E+08,6.25E+08,6.98E+08,8.74E+07,1.02E+08,1.69E+08
0,0,0,6.23E+07,0,0,0,0,0
7.27E+07,4.10E+07,2.84E+07,1.72E+07,9.20E+07,0,1.08E+08,1.42E+08,5.49E+07
0,0,1.22E+07,0,0,0,0,0,0
3.52E+07,4.16E+07,4.22E+07,0,0,0,5.36E+07,0,0
0,3.65E+07,0,4.16E+07,9041100,439330,3.10E+08,4.90E+08,1.36E+09
788810,4.06E+07,5.50E+07,2.84E+08,4.31E+08,3.09E+08,7.51E+07,5.08E+07,6.52E+07
1.22E+08,4.77E+07,1.77E+08,7.15E+08,6.19E+08,2.12E+08,0,0,0
3.46E+09,2.08E+08,1.86E+09,0,0,0,0,0,0
4.60E+08,1.69E+08,2.33E+08,3.57E+08,4.63E+08,9.28E+08,4.96E+07,9.49E+07,2.58E+07
3.75E+07,1.93E+07,6.67E+07,1.14E+10,8.43E+09,9.70E+09,5506600,2.19E+07,1.60E+07
1.94E+10,1.30E+10,2.03E+10,3.60E+11,3.71E+11,2.64E+11,3.74E+09,7.12E+09,9.07E+09
1.77E+07,6.46E+07,5.61E+07,1.35E+09,2.21E+09,1.66E+09,8077300,1614700,2.97E+07
0,0,1.53E+07,0,0,0,0,0,0
4841600,0,2552700,5.64E+08,9.71E+08,7.37E+08,0,3274000,0
7.71E+10,5.30E+10,7.61E+10,5.08E+09,5.66E+09,6.04E+09,2.56E+09,2.04E+09,2.37E+09
1.56E+08,5.09E+07,1.36E+08,0,0,0,0,0,0
2.46E+08,2.05E+07,2.93E+08,8118000,8796500,7611200,0,0,0
1.20E+08,1.96E+08,2.53E+08,7.04E+10,7.38E+10,5.78E+10,1.63E+09,1.05E+09,1.32E+09
1.52E+08,1.06E+08,0,1.03E+09,1.36E+09,8.83E+08,1.81E+09,1.37E+09,1.60E+09
8.26E+09,5.28E+09,8.76E+09,2.81E+09,3.88E+09,3.28E+09,3.37E+09,1.87E+08,1.98E+08
1.09E+10,1.10E+10,9.40E+09,1.44E+09,3.20E+09,1.00E+09,1.26E+08,5.70E+08,5.26E+08
8.54E+07,3.96E+07,6.77E+08,6.63E+08,6.58E+08,6.18E+08,9.41E+07,1.16E+08,7.15E+07
1.12E+09,4.34E+08,5.98E+08,2.88E+09,2.62E+09,2.69E+09,1.46E+09,1.51E+09,1.35E+09
6.13E+09,5.62E+09,7.78E+09,1.47E+10,1.19E+10,8.76E+09,2.74E+08,3.09E+08,5.44E+08
9484600,1.08E+07,1.07E+07,0,0,0,0,0,0
2.05E+07,1.44E+07,2.94E+07,0,0,0,2.72E+08,2.11E+08,2.39E+08
7.41E+08,8.32E+08,9.39E+08,2.19E+09,3.94E+09,1.45E+09,1.58E+09,1.26E+09,1.98E+09
6.05E+07,3.77E+07,4.78E+07,0,0,0,0,2595500,2835400
5.76E+09,5.75E+09,7.08E+09,2.98E+09,3.25E+09,2.54E+09,6.23E+08,7.94E+08,8.32E+08
2.66E+08,1.36E+08,1.60E+08,2.43E+08,2.99E+08,1.98E+08,0,0,3.66E+08
2.73E+09,1.89E+09,3.47E+09,5.40E+09,4.80E+09,4.44E+09,7.81E+09,7.47E+09,6.75E+09
4.26E+09,2.85E+09,4.49E+09,9.54E+09,7.88E+09,9.50E+09,6334500,1.06E+08,9.18E+07
3.95E+08,3.54E+08,3.78E+08,2.78E+07,4.45E+07,4.02E+07,2.93E+07,1673600,3088100
1.24E+08,7.94E+07,1.02E+08,1.77E+09,2.19E+09,1.67E+09,2.89E+07,3198100,7.60E+07
4.68E+08,2.57E+08,4.90E+08,1.28E+10,1.11E+10,7.30E+09,2.68E+08,1.71E+08,1.80E+08
1.21E+08,1.29E+07,2.21E+07,0,0,2.67E+07,1.03E+08,7.04E+07,1.26E+08
8.99E+08,8.66E+08,8.99E+08,1.01E+10,9.44E+09,8.45E+09,1.01E+08,1.59E+08,1.40E+08
3.09E+10,1.64E+10,2.61E+10,9.21E+09,9.20E+09,7.04E+09,2.64E+09,2.11E+09,1.82E+09
2.15E+09,2.23E+09,2.81E+09,2.83E+09,2.73E+09,2.14E+09,4.75E+07,1.03E+07,8.60E+07
2.81E+07,1.25E+07,0,0,0,0,0,0,0
4.43E+08,3.05E+08,3.74E+08,3.37E+08,2.87E+08,1.50E+08,3.20E+07,7.49E+07,1.43E+08
3.08E+08,3.28E+08,5.11E+08,1.35E+09,1.28E+09,1.09E+09,1.28E+10,1.21E+10,1.32E+10
1.23E+09,1.07E+09,1.56E+09,0,6.34E+07,0,0,0,0
1.55E+09,4.40E+08,1.66E+09,5.46E+09,4.76E+09,5.57E+09,2.49E+08,5.88E+08,1.46E+08
9110000,0,2.37E+07,5.61E+07,2.31E+08,1.43E+08,2.59E+07,5369700,3628100
0,5682200,2.48E+07,3.84E+09,3.31E+09,2.75E+09,3.02E+07,3.08E+07,2.99E+07
3.81E+08,1.89E+08,5.85E+08,1.43E+09,2.17E+09,1.25E+09,2.73E+07,1.82E+08,4.89E+07
8.34E+09,3.04E+09,4.74E+09,2.79E+08,5.63E+08,3.10E+08,8.39E+08,5.51E+08,1.40E+09
1.79E+11,1.55E+11,1.49E+11,6.56E+09,7.06E+09,6.92E+09,3.05E+11,2.82E+11,2.66E+11
1.35E+08,5.30E+07,1.18E+08,0,0,0,0,7798200,1.36E+07
5.23E+07,4.46E+07,5.10E+07,0,3765400,0,1.98E+08,4.19E+08,3.36E+08
9.13E+07,0,0,5.51E+07,1.90E+07,2.86E+07,0,0,0
1.52E+10,1.04E+10,1.33E+10,7.47E+10,6.83E+10,5.61E+10,6.06E+08,4.94E+08,5.17E+08
1.15E+07,0,0,4.11E+09,4.69E+09,3.05E+09,8.29E+07,2.57E+07,5764500
1.01E+07,6570900,1.09E+07,1.08E+09,8.74E+08,8.20E+08,3.24E+07,2.46E+07,1.27E+07
7.88E+08,2.30E+08,2.81E+08,1.96E+09,1.89E+09,1.33E+09,1.85E+08,7.31E+07,1.01E+08
1.42E+09,7.73E+08,1.21E+09,3.92E+08,6.58E+08,4.49E+08,2.04E+08,3.20E+08,1.45E+08
1.29E+08,8.65E+07,1.57E+08,0,0,1.03E+07,0,0,0
0,0,0,0,3.23E+07,5.40E+07,0,0,0
0,0,0,1.16E+07,0,0,0,0,0
0,0,3254500,2.56E+07,2.03E+07,1.74E+07,1.71E+07,1.24E+07,1.25E+07
0,0,0,0,5946800,4939800,0,3.24E+07,2.95E+07
3.39E+09,1.79E+09,2.52E+09,1.01E+09,9.49E+08,1.31E+09,4.05E+08,3.68E+08,2.58E+08
1.50E+08,1.27E+08,1.45E+08,0,0,0,3.81E+08,0,0
9.46E+07,5.71E+07,9.39E+07,2.06E+08,2.29E+08,7.06E+07,1.68E+08,0,0
1.28E+09,7.78E+08,1.06E+09,2.32E+09,3.46E+09,1.43E+09,8.29E+08,4.10E+08,1.06E+09
4.63E+09,2.96E+09,4.04E+09,1.71E+09,2.21E+09,1.72E+09,5.52E+09,5.84E+09,6.67E+09
2.04E+08,8.19E+07,2.29E+08,2.49E+08,2.57E+08,6.90E+07,0,0,1.55E+07
1.44E+10,9.91E+09,1.54E+10,2.23E+07,0,8.06E+07,1.07E+08,5.44E+07,1.12E+08
4.78E+07,1.31E+07,4.33E+07,0,0,0,0,0,0
5.25E+08,2.20E+08,4.44E+08,7036600,0,6451100,1.08E+08,1.19E+08,9.36E+07
1.87E+09,1.54E+09,1.87E+09,7.50E+08,9.47E+08,5.61E+08,2.54E+09,2.39E+09,2.08E+09
8.45E+09,5.77E+09,7.19E+09,7.43E+09,5.74E+09,4.77E+09,2.28E+09,2.05E+09,2.92E+09
4.85E+08,7.70E+08,8.32E+08,4.05E+08,5.98E+08,6.34E+08,2.28E+08,2.98E+07,1.71E+08
2.40E+08,1.43E+08,2.76E+08,5.99E+08,4.29E+08,1.64E+08,3.06E+08,1.51E+08,2.62E+08
1.41E+09,7.76E+08,1.61E+09,9.44E+09,9.68E+09,8.63E+09,1.45E+09,1.04E+09,8.81E+08
2.09E+09,1.64E+09,1.87E+09,2.43E+09,2.50E+09,2.06E+09,5.01E+09,3.41E+09,4.10E+09
2.06E+09,2.18E+09,2.10E+09,1.91E+09,1.91E+09,1.00E+09,3.35E+08,3.25E+08,2.93E+08
3.47E+08,5.60E+08,2.51E+08,1.57E+10,1.49E+10,1.70E+10,1.06E+08,3.24E+08,2.62E+08
1.64E+09,7.57E+08,7.71E+08,7.35E+07,1.26E+08,5.90E+07,4.81E+08,5.22E+08,4.78E+08
4.23E+07,4.35E+07,1.46E+07,2.76E+09,2.75E+09,2.97E+09,2.62E+09,2.58E+09,2.58E+09
4.40E+07,7.13E+07,1.14E+08,0,1.03E+07,0,1.01E+07,1.07E+07,1.04E+07
4.25E+09,4.57E+09,7.52E+09,7.02E+07,1.84E+08,1.17E+08,9070600,2.47E+07,1.02E+07
2.72E+08,0,0,2.57E+08,3.89E+08,3.33E+08,0,0,0
3.48E+09,2.48E+09,4.01E+09,9.28E+10,7.98E+10,8.90E+10,2.53E+09,1.85E+09,1.74E+09
4.30E+08,2.75E+08,3.13E+08,2.54E+10,2.71E+10,1.89E+10,4.58E+07,4.37E+07,1.11E+08
8.76E+08,7.34E+08,1.01E+09,1.47E+08,4.42E+08,2.97E+08,1.04E+08,2.95E+07,3.86E+07
0,0,0,6.94E+07,4.44E+07,3.20E+07,0,0,0
3.02E+07,1.78E+08,5.19E+07,0,0,0,0,0,0
5.00E+08,2.92E+08,4.02E+08,3.88E+07,3.02E+07,4.72E+07,8.78E+07,9.67E+07,7.70E+07
2.12E+07,1656500,0,0,4.03E+07,0,0,8704000,5902000
1.79E+09,9.10E+08,1.55E+09,6.01E+08,8.08E+08,1.23E+09,3.70E+08,5.52E+08,4.39E+08
7.76E+08,3.35E+08,6.78E+08,5.01E+08,3.06E+08,1.86E+08,3.28E+08,2.15E+08,3.25E+08
4.67E+07,1.93E+07,1.85E+07,0,0,0,0,0,0
1.22E+08,7.84E+07,9.78E+07,0,0,0,2226700,0,0
8.96E+07,3.68E+07,9.35E+07,2.07E+08,2.82E+08,4.59E+07,3.27E+08,2.34E+08,3.20E+07
0,0,0,0,0,3.07E+07,7.52E+08,8.11E+08,4.95E+08
3.86E+08,3.00E+08,4.45E+08,1.02E+08,0,7.33E+07,4.30E+08,2.92E+08,3.50E+08
1.42E+08,5.95E+07,5.80E+07,1.39E+10,1.31E+10,9.23E+09,1.17E+08,5.74E+07,4.48E+07
0,0,0,1.40E+07,1.47E+07,3956300,0,0,0
3.48E+09,2.15E+09,3.39E+09,5.43E+09,3.00E+09,2.90E+09,7.52E+09,6.35E+09,6.13E+09
1.85E+08,6.84E+07,2.05E+08,0,0,2315300,0,1.40E+07,2.51E+07
2.65E+08,6.80E+07,1.73E+08,0,0,0,0,0,0
2.49E+08,3614400,5.26E+07,4.05E+09,5.05E+09,4.00E+09,3654800,9.60E+08,0
0,0,0,6.44E+07,9.95E+07,4.70E+07,0,0,0
0,0,0,1.41E+08,1.67E+08,1.25E+08,0,0,0
2.99E+07,1.44E+07,4.89E+07,0,0,0,4.37E+07,1.55E+07,4.38E+07
3.28E+09,1.93E+09,2.18E+09,1.38E+09,1.09E+09,1.23E+09,6.11E+08,7.44E+08,1.22E+09
7.02E+08,7.66E+08,9.19E+08,5.86E+08,4.95E+08,5.18E+08,9.99E+07,1.56E+07,5.89E+07
5.96E+07,5.82E+07,7.46E+07,0,0,0,0,0,0
1.36E+10,6.62E+09,1.40E+10,2.17E+09,1.59E+09,1.15E+09,1.27E+08,2.67E+08,2.57E+08
1.11E+08,9.62E+07,1.28E+08,2.51E+07,5.77E+07,3.26E+07,8.82E+07,0,0
2.42E+08,1.10E+08,1.20E+08,1.94E+07,1.45E+07,4857900,1.44E+07,5362600,4835200
1.53E+08,3.71E+08,2.25E+08,0,0,4.72E+07,0,0,0
7.57E+07,7.77E+07,1.82E+08,0,0,0,0,0,0
2.29E+09,2.34E+09,2.68E+09,4.72E+08,4.55E+08,3.64E+08,4.64E+08,2.31E+08,2.03E+08
1.71E+09,1.92E+09,3.09E+09,1.42E+08,2.49E+08,8.08E+07,1.03E+08,6.60E+07,3.86E+07
5.89E+07,0,1.28E+08,1.42E+09,1.16E+09,1.09E+09,9.98E+07,1.10E+08,2.30E+08
3.04E+09,1.14E+09,3.63E+09,1.50E+10,1.59E+10,1.37E+10,3.77E+08,3.64E+08,5.27E+08
3.95E+08,4.37E+08,4.84E+08,1.86E+08,6.28E+08,4.39E+08,8.61E+07,6.62E+07,7.15E+07
6.88E+07,1.27E+08,1.47E+08,0,0,6468700,1.58E+08,3.63E+08,4.51E+08
0,0,2.99E+07,1.39E+08,1.62E+08,8.43E+07,0,0,0
4.10E+08,3.40E+08,3.06E+08,5.65E+07,1.39E+07,1.61E+07,2239700,0,1652700
6.56E+07,7.03E+07,6.44E+07,0,0,0,0,0,0
7.03E+07,3.32E+07,7.63E+07,1.64E+08,1.70E+08,1.02E+08,2357500,1741000,0
3.62E+10,2.21E+10,3.35E+10,1.83E+11,1.53E+11,1.33E+11,3.15E+10,4.28E+10,5.01E+10
7114600,2.75E+07,2.61E+07,0,0,0,0,0,0
3.75E+08,1.83E+08,4.96E+08,0,2.65E+07,0,1.41E+07,1.10E+08,1.03E+08
3.21E+09,1.01E+09,2.81E+09,1.57E+09,1.28E+09,1.82E+09,6.24E+08,8.08E+08,1.26E+09
9.70E+08,5.08E+08,6.93E+08,1.23E+08,1.20E+08,1.58E+08,0,0,0
8025100,5610500,9659200,0,0,0,0,0,0
7.59E+07,7.31E+07,1.24E+08,0,0,2.40E+07,0,0,0
2.60E+09,2.45E+09,3.35E+07,1.93E+10,1.52E+10,1.15E+10,2.85E+09,1.37E+09,1.44E+09
8.50E+09,4.10E+09,5.86E+09,1.28E+09,1.92E+09,4.41E+09,4.58E+10,3.77E+10,5.17E+10
5.25E+08,4.98E+08,9.42E+08,1314500,7.83E+07,1.07E+07,7.51E+09,7.29E+09,1.07E+10
2.83E+08,6.51E+07,1.75E+08,4.22E+07,0,5.85E+07,0,2.73E+07,3.18E+07
3.44E+07,1.14E+07,5.32E+07,0,0,0,0,0,0
1.24E+09,1.16E+09,1.33E+09,4.89E+08,4.51E+08,2.44E+08,1.13E+08,7.39E+07,6.08E+07
1.03E+08,6.47E+07,1.56E+08,0,0,5.37E+07,2.15E+07,0,0
4.23E+08,3.39E+08,4.01E+08,5.80E+07,6.94E+07,6.06E+07,3201600,8506600,0
2.96E+08,3.38E+07,1.85E+08,0,0,0,7.22E+07,3.52E+07,4.07E+07
0,0,0,8.93E+07,1.88E+08,6.33E+07,0,0,0
2.51E+07,2.95E+07,9.25E+07,3.42E+07,1.90E+07,8785400,0,0,5961200
4.49E+08,1.53E+08,5.58E+08,7853600,3.25E+07,4.75E+07,2.72E+08,2.02E+08,1.39E+08
2.23E+08,0,0,0,0,0,0,0,0
1.20E+08,8.38E+07,1.21E+08,0,0,0,0,0,0
2.76E+09,1.75E+09,2.87E+09,5.57E+09,5.95E+09,4.15E+09,1.04E+09,1.06E+09,9.69E+08
2.38E+08,1.95E+08,2.70E+08,5222600,8098700,0,0,0,0
9566500,2.08E+08,1.86E+08,1.17E+07,8988300,5.81E+07,0,0,0
0,0,0,5321000,5883300,0,0,0,0
6.25E+07,5.17E+07,6.89E+07,4.32E+08,6.83E+08,4.78E+08,3.65E+07,2.29E+07,1.83E+07
3.16E+09,2.57E+09,3.66E+09,2.23E+09,2.36E+09,2.69E+09,3.95E+08,2.94E+08,3.83E+08
1.17E+08,5729000,6.17E+07,0,3.25E+07,2.67E+07,0,0,0
1.85E+09,1.44E+09,1.79E+09,1.40E+09,1.46E+09,1.45E+09,1.17E+08,1.89E+08,3.22E+08
2.90E+07,7.64E+07,3.69E+07,0,0,0,0,2.83E+07,0
8.68E+09,8.49E+09,9.57E+09,1.91E+08,1.04E+09,4.34E+08,4.47E+07,9.69E+07,3.04E+07
2.26E+09,2.53E+09,2.55E+09,1.03E+10,7.00E+09,7.37E+09,5.57E+08,6.61E+08,9.92E+08
0,3722000,0,5.74E+08,5.48E+08,5.96E+08,1.99E+07,0,0
1.60E+10,1.28E+10,1.64E+10,1.30E+10,1.27E+10,1.18E+10,2.11E+09,2.19E+09,1.42E+09
2.03E+09,1.24E+09,2.52E+09,3.15E+07,3.56E+07,2.00E+07,8.51E+07,6.50E+07,2.75E+07
3.67E+09,2.43E+09,4.15E+09,3.76E+08,2.54E+08,2.40E+08,3.12E+08,4.66E+07,6.71E+07
1.95E+09,1.07E+09,1.57E+09,2.91E+09,3.24E+09,2.16E+09,1.56E+09,7.22E+08,8.40E+08
2.51E+10,2.99E+10,2.68E+10,1.23E+07,3074100,4822700,1.95E+07,1.56E+07,1.44E+07
1.98E+09,3.86E+08,1.93E+09,2.77E+09,3.03E+09,4.17E+09,1.21E+09,6.27E+08,5.43E+08
4.25E+08,0,3.40E+08,0,0,0,1.13E+08,0,0
7.70E+08,5.72E+08,9.79E+08,9078600,1.46E+08,6.80E+07,0,0,2.21E+07
6.81E+09,4.71E+09,7.38E+09,1.22E+08,5.59E+08,4.48E+08,1.52E+09,1.48E+09,2.08E+09
1.45E+10,1.12E+10,1.26E+10,5.65E+10,6.64E+10,4.30E+10,4.43E+09,3.07E+09,4.19E+09
3.60E+09,2.04E+09,4.73E+09,1.86E+10,1.57E+10,1.29E+10,1.74E+08,1.80E+08,2.00E+08
2.21E+09,1.43E+09,2.12E+09,7028100,2.90E+07,1.49E+07,0,1.27E+08,0
0,0,1.10E+07,0,0,0,0,0,0
8402000,7017400,8516300,0,0,0,0,0,0
1.17E+08,6.39E+07,5.54E+07,0,0,0,2021300,2245000,0
1.08E+09,4.32E+08,6.06E+08,0,2.60E+08,2.12E+07,1.50E+07,2.38E+07,2830600
3.33E+08,2.46E+08,2.55E+08,3.56E+08,1.33E+09,2.87E+08,9875400,3.12E+07,2.04E+07
2.85E+07,0,5508200,1.45E+08,1.56E+08,9.50E+07,4193800,2.15E+07,1.59E+07
1.95E+09,1.26E+09,1.51E+09,1.01E+09,9.08E+08,7.38E+08,7.55E+08,5.74E+08,5.79E+08
4.94E+07,3.44E+07,0,0,0,0,8192400,5104900,7597800
5.82E+08,3.77E+08,9.92E+08,2.51E+09,3.74E+09,6.98E+08,2.74E+08,1.81E+08,2.49E+08
1.16E+08,1.17E+08,1.99E+08,3.47E+07,0,1.25E+08,1.48E+08,1.11E+08,1.74E+08
4.65E+09,3.43E+09,5.61E+09,1.73E+09,1.41E+09,1.01E+09,2.20E+09,2.70E+09,2.96E+09
6.36E+08,5.00E+08,8.93E+08,2.50E+09,2.41E+09,1.48E+09,1.61E+09,8.15E+08,7.86E+08
1.40E+10,8.07E+09,1.46E+10,8.01E+09,6.65E+09,5.00E+09,8.86E+09,1.03E+10,9.52E+09
7.00E+07,1.41E+08,1.73E+08,0,4.09E+07,2.30E+07,0,0,0
9.12E+09,7.47E+09,1.13E+10,6.54E+09,5.33E+09,6.42E+09,1.24E+09,1.37E+09,1.36E+09
1.15E+09,2.53E+09,8.54E+08,1.01E+09,1.31E+09,8.16E+08,9.86E+07,4.07E+07,5.51E+07
2.22E+09,1.13E+09,1.39E+09,3.37E+09,2.26E+09,2.69E+09,3.31E+08,1.04E+08,3.23E+08
0,0,0,2.49E+07,3.12E+07,0,0,0,0
2.97E+10,1.87E+10,2.58E+10,1.59E+10,1.65E+10,2.08E+10,3.15E+09,1.50E+09,1.36E+09
1.75E+08,2838100,3.85E+08,1.28E+09,1.42E+09,8.24E+08,0,7233700,1859900
2.01E+09,1.14E+09,1.63E+09,5.55E+09,6.22E+09,5.86E+09,1.08E+09,1.11E+09,1.70E+09
1.46E+08,9.53E+07,1.66E+08,0,1.61E+07,0,2.26E+08,2.37E+08,2.35E+08
2.05E+09,1.92E+09,1.87E+09,1.12E+10,7.55E+09,9.49E+09,5.81E+07,2.13E+07,2.87E+07
6.53E+09,4.20E+09,5.20E+09,0,1.72E+07,1.41E+08,1.14E+07,2.06E+08,4.31E+07
1.23E+09,1.14E+09,1.62E+09,2.15E+09,1.74E+09,1.54E+09,6.92E+07,6.33E+07,2.24E+07
2.01E+08,2.99E+07,9.22E+07,0,0,0,3.86E+08,2.72E+08,6.03E+07
8.55E+08,7.33E+08,9.32E+08,4.00E+08,6.00E+08,4.41E+08,4.01E+07,2.29E+08,1.37E+08
1.39E+09,1.11E+09,1.77E+09,1.45E+10,1.07E+10,6.84E+09,3.89E+08,2.76E+08,1.14E+08
1.44E+08,1.10E+08,1.21E+08,1.37E+10,1.48E+10,1.39E+10,4771600,4678900,2885400
1.17E+09,5.39E+08,9.83E+08,2.42E+09,2.18E+09,1.72E+09,1.87E+07,1.34E+07,1.24E+07
0,5.06E+07,2.16E+08,2.34E+08,4.22E+08,5.30E+08,3.45E+07,1.11E+08,0
1.63E+09,1.50E+09,1.56E+09,8.96E+07,5.47E+08,6.79E+08,2.40E+09,6.29E+08,9.40E+08
0,1.87E+07,0,1.77E+08,6.05E+08,2.51E+08,3002000,0,1.78E+07
1.11E+07,4.33E+07,4.06E+07,0,0,0,0,0,0
4.02E+09,2.89E+09,4.06E+09,1.93E+09,2.10E+09,1.82E+09,5.31E+07,1.17E+07,2.56E+08
9.87E+08,1.05E+09,7.53E+08,2.11E+09,2.79E+09,1.36E+09,1.09E+08,1.06E+08,1.84E+08
1.24E+09,8.77E+08,2.40E+09,3.18E+08,1.34E+08,6.12E+07,1.99E+08,8.91E+07,7.93E+07
1.30E+08,1.14E+08,1.81E+08,1.07E+07,1.06E+07,2.73E+07,0,1.67E+07,5816600
2.64E+08,3.93E+07,3.59E+08,3.94E+07,3.02E+07,1.01E+08,1614600,2.81E+07,8377600
6.45E+07,4.10E+07,8.11E+07,1.15E+08,9.55E+07,0,2084200,0,0
7.49E+07,1.65E+07,4.76E+07,0,0,0,0,0,0
1.29E+09,9.46E+08,1.37E+09,1.74E+09,2.20E+09,1.19E+09,2.01E+09,3.60E+08,6.73E+08
2.63E+10,2.53E+10,3.21E+10,1.28E+10,1.18E+10,9.18E+09,1.95E+09,2.07E+09,2.48E+09
1.33E+11,9.08E+10,1.06E+11,3.36E+10,3.37E+10,2.82E+10,3.04E+10,3.61E+10,2.62E+10
3.10E+07,2.94E+07,4.49E+07,6447500,5833300,5112100,0,0,0
8744500,3.18E+07,2.98E+07,1.49E+08,0,0,0,472380,2490200
2.63E+08,1.82E+08,3.12E+08,1.20E+07,1.15E+08,3.01E+07,1.80E+08,2.87E+08,7.07E+07
1.13E+09,5.36E+08,6.09E+08,1.02E+09,8.97E+08,6.26E+08,6.08E+07,7.31E+07,1.22E+08
7.10E+08,6.39E+08,7.00E+08,3.55E+08,3.33E+08,3.58E+08,7.27E+07,815460,6.32E+07
4.40E+09,2.93E+09,4.11E+09,2.01E+10,1.70E+10,1.94E+10,2.50E+08,6.89E+08,6.49E+08
4.06E+09,2.95E+09,3.85E+09,4.63E+09,4.90E+09,4.58E+09,2.31E+09,2.28E+09,9.82E+08
9.08E+08,6.91E+08,8.33E+08,9.21E+08,5.52E+08,4.61E+08,2.50E+08,1.92E+08,1.57E+08
3.47E+09,2.60E+09,3.82E+09,8.29E+09,8.62E+09,6.07E+09,1.92E+09,1.95E+09,2.06E+09
1.15E+10,7.07E+09,1.18E+10,9.68E+09,7.57E+09,8.69E+09,4.18E+09,3.25E+09,3.34E+09
1.07E+10,1.01E+10,1.29E+10,3.84E+10,3.62E+10,2.98E+10,1.77E+09,6.34E+08,2.84E+09
3.90E+08,2.56E+08,5.21E+08,9.68E+09,1.63E+10,1.63E+10,5.23E+07,2.19E+07,5.03E+07
7.73E+07,7.98E+07,9.56E+07,7.93E+08,7.67E+08,5.47E+08,1.97E+08,1.79E+08,9.05E+07
