"Raw Abundance:127N, WT Rep1","Raw Abundance:127C, WT, Rep2","Raw Abundance:128N, WT Rep3","Raw Abundance:128C, pup2-ts Rep1","Raw Abundance:129N, pup2-ts Rep3","Raw Abundance:129C, pup2-ts Rep3","Raw Abundance:130N, rpn5-ts Rep1","Raw Abundance:130C, rpn5-ts Rep2","Raw Abundance:131, rpn5-ts Rep3"
179.6,174.2,199.3,370.1,167.3,267.9,269.3,296.4,264.1
206.7,283.6,421.1,377.1,264.1,280,244.7,257.2,229.1
443.4,279.7,338.8,409.4,284.5,296.4,282.5,335.4,274.7
249.9,317.4,459.2,1595.9,1022.7,1188.6,998.9,933.3,822.2
297.2,359.4,505.9,1659.7,964.8,1305.4,988.8,1194.3,761.7
339,445.8,470.1,238.7,179.8,157.8,162.7,176.1,135.7
422.9,447.6,545.5,366.9,242.5,259.6,325.6,317.3,267.7
434.2,500.1,510.3,280.7,228.7,206.6,202.8,202.2,154.9
357.7,466.4,565.2,458.3,313.9,349.2,352.7,364.6,314.5
463.4,485.6,727.7,525.3,349.4,387.1,487,390.7,355.4
445.4,549.6,615.9,418.9,348.7,336.4,300.9,281.2,280.1
868.1,573.4,512.6,165.5,168.4,107.4,110.7,102.9,85.8
571.5,614.1,656.8,511.8,413,360.3,374.3,329.9,275.6
590.8,630.2,784.2,522.2,354,370.9,395.4,355.4,327
529.3,641.3,730.7,540.6,436.2,483.9,396.3,403.5,322.9
530.8,674.4,843,614.4,515.2,467.7,471.6,418.7,323.4
667.1,680.3,774.1,522,411.6,369,365.4,355.6,281.9
537.8,708.9,961.4,898.7,579,657.3,700.9,697.6,559.1
688,740.2,963.7,645.5,475,478.9,467.3,470.6,410.1
610.2,762.6,931.7,614.1,408.1,410.5,447.8,450.3,389.4
844.9,794.9,695.8,401.5,263.3,218.4,235.3,226.8,185.4
771.2,718,908.9,641.4,575.1,473.2,499.9,470.7,385.2
805,806.2,808,745.8,494.2,580.5,558.3,539.4,473.8
790.8,765.8,922.2,601.8,319,353.9,475.3,420.5,325.1
712.1,827.7,1200.3,1193.4,728.6,916.8,840.5,876.8,755.4
1181.7,761,955.2,704.8,570.5,570.2,611.5,643.2,522
890.3,943.2,1056.9,543.7,488.5,401.7,402.9,406.9,339.6
933.8,872.8,1333.4,683.7,2435.4,2025.7,340.8,515.8,114.4
990.6,1077.7,990.2,479.8,443.9,349.5,351.9,320.3,238.6
1287.5,980.4,1203.3,815.4,569.4,531.2,646,567.8,458.8
996.4,1089.4,1317,1225.9,972.2,925.6,877.1,846,657.2
1104.6,947.8,1263.9,790.9,589.2,521,607.3,583.6,442.4
792.4,1169.4,1295,732,515.9,499.5,525,511.3,462.3
1420.1,1227.5,1360.2,1020.2,835.6,750.5,588.6,584.7,467.2
1066.1,1447.6,1398.3,590,437.2,353.5,407.2,421.8,352.5
1111.3,1419.3,1479,937.5,627,748.8,606.5,666,519.7
1247.5,1340,1782.1,1438.5,815.5,965.8,1118.7,1092.9,938.4
1247.3,1382.7,1662.4,1145.2,927.5,837.8,909,907.9,663.2
1012.2,1385,1659.1,1084.5,659.8,714.5,734.2,665.7,575.7
1477.3,1378.7,1601.8,782.7,610.3,542.9,596.6,574.5,476.3
1629.8,1473.3,1471.7,1079.1,802.3,814.2,808.2,786.4,642.6
1567.1,1497,1655.6,1608.7,904.8,1099.4,1035.7,950.5,773.8
1574.9,1474.2,1978.1,1639.6,1967.4,1775.7,1231.2,1235.2,879.4
1710.5,1845.5,1793,1152.7,864.3,859,881.7,850.6,772.5
2663.4,2180.3,2655,952.2,729,654.6,766.1,585.8,493.5
2256.9,2408.2,2508.4,1124.5,1099.3,763.3,758.3,743.5,569.6
2551,2405.5,3943.2,2811.4,1929.3,2106.3,2056.8,1830.6,1345.8
47.7,61.4,70.6,71.6,62,62.5,50.7,51,33.4
231.2,168.6,173.2,198,128.6,112.4,172.7,173.2,107.4
169.1,168.3,218.1,153.1,130.8,115.8,141.6,139.2,127.2
85.3,238.7,303.7,253.9,185.9,193.7,186.7,195.7,149.3
303.9,245.6,287.4,173.1,137.1,133.7,142.2,162.9,134.8
219.3,259.3,315.6,205.7,127.2,125.6,162.2,136.2,106.8
223.9,317.3,371.6,310.3,217.2,211.7,240.4,212.5,182.5
243.6,323.1,404.3,305.2,205.8,226.7,244.5,251.7,227.7
303.9,366.5,383.7,225.3,187.1,156.2,168.4,162.8,133.6
309.7,351.6,436.6,294,238.4,212.8,208.9,209,180.8
294.9,389.8,509.7,785.2,549.2,575.9,551.5,616.8,474.4
319.1,409.1,629.7,593.5,405.7,489.7,419.8,446.2,407.9
572.3,435.3,490.4,331.4,250.2,197.9,263.9,192.8,134.5
978.5,404.4,516.7,760,729.6,717.3,619.9,863.4,402.6
376.9,465.8,736.2,498.3,388.2,399.4,359.3,389.9,324.7
394.9,483.6,531.6,391.5,257.7,277.4,326.3,349.6,295.7
382.2,482.6,674,686.9,828.6,842.5,553.4,650.8,324.9
341.9,516,705.1,477.1,391.4,427.8,501.2,448.6,412.8
529.2,552.6,815.3,711.9,515,532.2,452.6,441.3,369.6
623.1,526.6,645.3,384,344.5,260.8,254.7,248.7,207.9
585.8,550.4,694.8,462.5,377.9,340.8,384.5,368.2,320.5
664.7,512.1,702.4,802,935.7,916.5,1089.7,1856.9,764.2
613.9,636.1,717.6,448,332.8,348.4,324.1,348.4,284.6
608.5,635.5,735.1,657,426.6,435.6,610.8,620.9,522.7
647.8,648.6,680.6,353.6,401.3,182.9,258,254.3,224.7
592.5,689.1,780.2,535,394.7,375,434.6,451.3,369.1
607,711.6,826,969,703.7,737.8,767.8,783.2,582.3
550.4,713.5,909.9,641.7,466.9,475.4,527,572.8,424.4
555.9,747.4,950.1,480.1,356,393.6,484.3,456,393.9
578.6,771,853.2,528.8,397.8,364.6,380.9,398.4,321.7
712.8,768.8,873.4,694.3,511.1,520.4,507.7,503.1,409.1
747.9,810.9,1032.8,969.3,675.7,696.8,668.6,708.9,588.1
816.2,856.1,1020.7,680.4,582.3,497,555.7,519.6,429.6
568.9,878.3,1128.8,845.5,803.3,718.6,922,1006.1,649.3
879.3,887.6,955.4,589.7,461.3,375.9,423.8,427,359.2
783.8,904.6,1031,676.3,611.2,615.1,581.8,667.6,481.3
993.4,926.3,1105.1,1368.6,914.3,1108.5,1044.9,1138.2,875.9
930.4,758.5,1214,549.4,434.5,377.5,389.7,392,330
3013.3,924.4,1143.2,339.1,226.7,160.7,247.7,194.3,143.8
906.3,1006.6,1493.9,1286.5,721.1,910.5,988.2,985.5,784.1
812.3,1083.1,1559.4,1178.6,805.1,892,972.4,1064.2,910.1
1102.6,1098.3,1177.1,679.6,699.1,616.9,533.8,545.7,407.8
1048.9,1099.8,1228,956.2,660.7,673.2,630.1,653.6,531.2
1040.3,1646.3,1279.2,497.2,391.4,324.9,304.7,301.7,256.6
1443,1086.8,1313.3,1000.1,783.5,750.4,343.7,315.4,222.6
220.7,1276.2,1322.1,859.6,606.9,600.6,583.5,540.7,484.6
887.2,1178.3,1383.3,632.8,529.6,435.4,514.6,501.8,427.1
933.9,1181,1552.1,1527.5,965.1,1147.9,1075.5,1110,843.4
1760.4,1191.6,1271,759.2,599.4,579.1,671.1,628,516.2
1137,1216.3,1288.2,739.2,583.3,519.4,554.3,564.5,401.3
1074.8,1380.6,1391.4,825.6,607.2,591.9,626.9,562.6,539.6
1318.3,1235,1315.2,662.1,574,538.4,478.1,519.3,372.6
1168.9,1248,1534.8,1003.1,785,755.8,719.3,653.1,579.1
1047.5,1261.3,1566.2,958,725.6,729.4,740.7,764.4,596.9
1269.9,1305.9,1688.6,1133.7,855.6,816.1,886,878.1,667.7
1086,1361.8,1989.8,2168.9,1371.7,1606.7,1710.5,1647.1,1254.4
1304.6,1324.2,1689.2,1443.7,1378.2,1412.6,1076.5,1454.2,418.6
1252.1,1475.6,1702.9,1131,721.6,731.5,811.8,754.4,676.8
1188.4,1483.4,1758.8,1213.5,871.3,892.5,839.5,872,735.1
1549.9,1524.3,2097.7,446.3,775.5,810.4,346.4,506.5,498.4
1381.6,1652.1,1897.5,1329.1,920.9,979.4,874.4,930.2,759.3
2814.1,1851.5,1964.8,790.9,559,450.4,474.8,473.5,409.6
2539.6,1418.1,2175.2,669.8,446.1,303.4,544.3,299.2,230.8
1381.6,1955.9,2216.1,1236.7,960.4,913.3,980.2,994.6,856.2
1591.4,1951.7,2374.7,1328.2,1100.4,896.9,934.7,885.2,759.7
1348,2169.2,2513.6,1630.8,1195.3,1246.2,1279.8,1334.7,1014.2
2234.2,2255.9,3252,2246.1,1432,1605.8,1829.8,1670.6,1499.6
2385.8,2447.9,2357.8,1218.4,705.1,826.8,1059.1,797.2,779.1
2169.8,2707.6,2830.6,1468.7,1193.6,1007,1003,976.9,861.9
3841.9,1425.6,4157.7,995,568.2,356.4,595,307.4,185.7
3385.9,3693,4357.4,1948.1,1389.8,1382,1572.5,1598.3,1333.9
47.3,49.7,49.9,32.3,19.6,20.4,29.2,22.7,28.6
222.5,230.5,297.6,399.9,192.3,284.4,292.5,296.1,260.1
228.5,333.3,423.6,801,626.9,592,712.8,852.2,447
373.5,353.2,382.2,208.9,258.1,156.9,161.2,161.6,108.5
295.8,361,467.7,376.5,282,276.9,264.6,255.6,240.9
355.2,430.4,581.3,602.1,365.7,495.5,514.9,515.1,408.4
394.6,463.9,613.2,597.5,467.6,489.5,463,450.3,333.4
482.4,449.4,554.1,491.1,389.1,358.1,347.3,405.2,276.4
316.5,509.3,689.9,659.6,336.4,496.8,541.2,586.5,476.4
616.1,497.2,585.7,579.6,409.5,422.3,465.5,469.4,394.7
503,544.4,666.9,298.6,336.3,155.6,171,134.2,117.5
460.3,660.8,917,502.4,430.3,381.9,401.7,361.7,324.5
633.9,674.8,835.4,642.9,422.1,512.3,499,507.7,467.5
773.7,684.8,772.2,992.4,526.7,732.2,744.6,792.5,671.7
735.9,740,924.1,580.9,419.7,440.5,430.7,472.7,403.3
737,825.2,849.1,522.3,428.2,441.1,407.3,388.6,302.7
671,795.1,1186.5,1227.3,948.7,987.8,808.3,759.2,611.9
1254.4,816.6,858.4,1243.5,841.8,980.5,726.2,828.2,371.6
1002.6,853.5,867.5,456.2,329,291.8,308.4,266.1,248.7
771.7,884.4,997.2,765.3,535.6,535.2,550.5,577.4,460.4
827.4,846.9,1057.3,664.2,474.5,484.6,484.9,517.5,401.9
863.2,897.9,953.4,712.9,469.3,501.1,627.3,654.9,549.7
870.9,903.9,1252.3,1351.3,851.5,995.8,1056.9,983.2,891.5
1005.6,903.4,1130.9,798.4,594.3,659.5,588.1,605.1,466.2
825.1,1081.6,1182.2,605.5,409.1,435,526.7,482.5,399
969,1083.7,1295.1,1107.5,800.5,833.6,822,788.3,672.3
1071.9,997.7,1339.4,1179.3,920.7,842.3,877,792.6,618.2
1240.9,948.7,1335,556.5,311.6,280.5,374.5,222.8,137.9
921.5,1191.1,1529.2,991.6,739.7,810.1,745.5,834.5,681.1
2114.5,1274.6,1397.4,592.9,579.5,433.8,462.6,426.2,347.3
1261.7,1438.3,1705.5,1240.3,809.8,901.2,954,908.1,756.7
1477.5,1648.5,1666.3,439.2,540.2,224.7,247.8,218.1,170.4
1510.2,1755.9,1870.1,790.6,650.8,506.6,487.1,448.1,440.6
1426.1,1671.8,2555.4,2320.4,1373.8,1539.3,1897.5,1710,1390.2
1489.8,1700.8,2202.8,1295.2,1070.2,998.1,898.9,885.5,709.8
1484.7,1724.1,2138,2132.7,1564.8,1716.5,1612.8,1680.2,1269.4
2352.3,1517.9,1989.4,1208.3,1022.5,1170.8,811,923,452.6
1357.7,1790.2,2059.9,842.8,595.8,620.3,586.3,581.1,535.7
1582.4,1884.8,2057.8,1212.3,822.2,864.9,956.9,884.6,790.7
1798.1,1813.4,1961,1231.3,1019.8,895.5,877.2,854.2,714.8
1724.7,1853.8,1512.9,1467.9,908.4,1055.4,1092.6,1129.7,908
2677.6,1927.8,2192,1439.8,1190.4,1076.9,1145,1234.2,935.9
1951.5,2515.9,2769.1,580.3,982.9,858.1,367.3,723.9,551.9
8602.5,1972.2,3044.9,1281.2,1442.8,1014.1,960.1,878.2,701.9
2587.7,2691.4,2995.5,1837.9,1284.5,1281,1327.8,1379.4,1276.5
2497.4,2922.2,3137,1155.5,1290.9,736.4,772.8,680.5,516.2
2867.9,3276.7,4279,2646.5,1184.7,1217.1,1562,896.8,496
69.2,80,105,74.7,54.3,57.3,62.4,57.1,47.9
56.9,101.4,113.3,112.5,86.8,81.4,91.2,101.8,74.2
209.2,211.5,266.6,557.4,290.1,414.5,382.6,449,371.2
269.6,351.4,493.5,894.1,563.3,709.9,838.9,772.2,534.5
311,422.6,469.2,210.9,171.7,134.7,138.5,150,127.9
325.5,425.2,478.2,661.6,332.2,490.7,476.4,521.8,380.8
389.8,484.2,515.5,849.3,714.2,1190.1,664.4,753,570.2
527,604.6,695.7,636.8,454.6,445.7,398.7,429.3,334.5
528.4,612.7,783.1,485.5,388.8,347.4,383.8,369.8,299.7
863.9,579.9,735.8,671.2,437.7,520.2,623.4,708.5,491.3
604.1,665.8,810.9,653.2,539.1,485.7,487.9,522.6,368.2
981.8,709.4,765.1,257.1,314.7,225.7,243.5,218.3,161.8
696.4,706.6,1021.4,731.2,617.4,553.1,506.7,509.8,433.5
796.5,707.7,852.1,651.7,546.4,517.5,542.9,509.8,404.9
709,725.3,916.7,639.3,468.5,458.1,484.6,510.5,406.5
879.6,909.8,1161.5,755.4,459.5,518.6,542.4,495.1,397.3
910.7,939.8,1182.5,871.5,672.8,677.2,734.2,718.4,605.1
807.4,1059.4,1156.5,661,455.7,465.7,569,589.6,512.2
959.1,1045.9,1005.5,685.1,468.7,433.6,478.6,756.4,528.2
740.8,1269.4,1201.9,1372.7,931.4,1372.9,973.5,1170.1,943.9
1437.5,1035,1298.7,653.1,516,449.2,549.9,538.9,456.6
1061.7,1222.3,1308.7,713.6,540.1,497.2,519.6,471.3,371.4
908.9,1164.7,1311.1,734.2,565.4,529.1,521.7,549,444.6
1227.2,1161.1,1202.3,741.3,549.2,521.6,522.8,498.3,428.1
866.4,1164.9,1380,1252.9,719.1,853.9,918.6,888.8,738.2
904.6,1195.2,1413.1,1324.2,953.2,1073.4,1066.6,977.7,759
1142.8,1262.7,1648.6,1056.7,815.9,763.4,804.7,800,698.8
1519.7,1260.2,1483.8,1099.4,1336.8,1230.8,646.4,821.2,317.6
1127.7,1308.7,1755.7,1258.8,863.3,912,932.6,930.1,759.7
1099.4,1410.2,1540.8,839.3,570.9,592.5,643.5,586.4,532.5
1299.3,1193.9,1629.7,902.7,857.8,633.7,686.1,625.3,534.3
1965.2,1385.5,1325.5,916.5,626.8,672.1,646.3,621.5,487.9
1245.6,1474.1,1634,906.6,701.5,661,632.9,629.9,457.1
1339.8,1659.2,1681.6,1023,898.6,702,651.8,604.4,480.3
1398.5,1568.4,2066.4,1114.1,931.4,990.9,1242.7,1189.4,1185.4
1584.5,1450.4,1946.8,1101.9,1252.4,1229.4,581.1,855.7,818.2
2154.5,1718.8,1709,2024,1185.8,1665.3,1306.1,1295.7,1227.9
1607.6,1821.1,1998.5,1214.9,917.6,863.4,801.1,753.6,695.3
1494.1,1839.9,2027.5,1632.7,1308.9,1330.1,1333,1592.8,1130.3
1623.3,1959.7,2178.1,1308.5,1084.7,937.5,953.5,981.8,796.1
1713.3,2177,2328.2,1361.3,1440.4,1432.4,921.2,1142.8,731
2046.3,1706.9,2352.4,1384.9,984.9,851.6,926.1,782.3,629.5
1834.3,2097.3,2463.3,1885.7,1289.6,1325.1,1427,1413,1248.4
1307.2,2135.1,2530.9,2580.8,1410.2,1848.4,1932.8,1896.3,1741.1
1817.4,2235.3,2897.6,2125.8,1548.6,1627.4,1560.4,1575.9,1444.7
2179.7,2558.8,2746.7,1008.5,937.1,674.7,723.5,714,652.8
2279.3,2415.5,2787.3,1790.2,1220.8,1347.7,1458,1606.2,1220.3
1934.6,2495.5,2765.1,1236.5,1017.6,827.6,938.3,900.1,801.1
2716.6,2674.2,3087.2,2254.2,1328.6,1670.4,1691.7,1689.6,1372.3
2635.7,2667.7,3439.2,2160,1642.4,1404.2,1536.4,1390.6,1158.1
3181.5,3300.7,4041.4,2993,1920.2,2183.6,2320,2304.3,1956.9
181.3,176.7,234,266,177.5,200.6,231.8,251.3,203.5
148.1,247.7,355.2,298.2,991.3,916.5,122.1,150.1,43
318.3,386,431.2,321.6,241.9,231.2,205.3,248.6,183.2
380.1,455.9,541.5,409.3,307.6,330.2,323.8,325.6,268.2
461.5,584.7,786.3,506.9,441.3,392.3,382.6,395.8,327.3
428.8,588.6,829.3,657.1,456.5,482.6,532.9,551.2,454
482.9,602.8,925.6,1072.5,682.9,785.5,766.8,809.1,676.7
538.6,666.7,881.5,844.7,616.7,665.6,643.9,686.1,550.6
406.3,670.9,788.5,454.8,327.2,320.2,299.4,316.2,253.5
563.3,757.2,880.1,2671.9,2096.3,2138.6,2069,2272,1847.8
921.9,746.9,903.7,480.7,407.5,341.7,415.2,433.1,357.9
599.7,827.4,1083.2,664,446.6,463.2,537.3,587.3,516.8
859.2,747.5,942.1,786.1,462,603.7,636.7,686.7,501.6
825,888.7,1074,1723,927.8,1140.6,1080.4,876.6,630
1072.8,747.1,1018.6,910.3,733.1,697.9,652.5,636.9,502
790,903.5,1117.6,767.8,610.7,609.5,532,548.2,438.7
855,1008,1316.3,1075.8,807,747.2,793.8,758.1,590
896.6,1024.1,1347.9,988.8,613.6,659.1,741.8,722.1,574.9
618.9,1037.7,1237.4,1130.1,680.7,810.6,910.8,999.9,769.5
977.2,1152.2,1258.3,739.6,515,521.1,526.9,528,436.2
950.1,1108.4,1354.1,923,700.5,681.4,668.3,638.2,545.8
1162.9,1066.7,1306.5,1314.4,924.7,940.1,790.8,740.9,638.3
1043.6,1176.3,1549.9,1250.5,859.8,976.5,1028.4,978,803.8
969,1282.4,1596.5,1562.3,1062.7,1321.8,1151.9,1244.5,1013
1208.4,1231.3,1464.7,851.3,607.8,618.6,570.4,557.7,486.1
1097.9,1314.1,1627.8,1463,901,1021.8,1025.8,1071,912.3
1771.1,1315.4,1460.8,1048.5,902.1,880.1,710.3,740.8,531
1100.3,1333.6,1569.1,1362.5,679.5,819.1,1260.1,1017.1,640.8
1671.7,1510.4,1567.7,730.7,532.7,398.7,593.8,487.6,338.9
1333.7,1619.3,2066,1164.4,1129.9,814.4,781.6,755.7,585.9
1292.1,2047.3,2719.1,1827.4,1249.4,1308.8,1257.3,1031.5,729.4
1417.4,2114.8,2536.7,1781.6,1186.9,1256.3,1271.2,1318,1084.5
1952.6,2244.7,2439.5,1530.6,1039.4,1149.2,1154.8,1106.9,956.6
1803.3,2213.4,2770.6,2162.8,1512.9,1550.5,1443.7,1415,1147.1
1991.8,2321.6,2615.8,1106.3,855.2,791.2,671.9,605.6,609.9
2469.7,2961.9,3519.4,2484.7,1602.2,1942.2,2095,2026.9,1618.7
2869.1,3410.5,3529.8,1905.7,1518.4,1546.6,1749.3,1787.1,1081.6
3200.4,3242.8,3770.6,2029.8,1764.4,1507,1556.6,1606.2,1278
5410.7,1568.5,5046.4,652.7,798.7,243.4,342.9,209.3,140.9
4195.6,4498.7,6715.4,4220.6,3069.9,3124.4,3378.2,3488,2602.8
275.8,312.3,439.5,377.5,199.3,253,283.1,302,267.7
122.3,435.4,624.6,442.6,465.8,460.5,419.5,438.6,317
268.2,464.9,830.9,501.5,1447.1,1317.1,346.2,474.2,195.8
459.8,577.7,620.8,2110.2,1480.5,1620.6,1674.1,1335.2,931.2
568.8,587.9,809.1,672.9,535,605.2,557.9,485.5,269.3
446.8,678.5,909,1242.1,698.5,1025.5,964.9,1006.1,835
646.2,710.2,1215.2,1012.6,732.9,814.1,739.2,756.4,586.8
655.3,714.7,876.7,538.3,401,378.9,369.1,388.7,320.6
732.7,734.9,761.2,466.8,303.3,319.7,343.8,378.7,311.2
674.6,739,868.8,499.5,395.9,351,363,368,327.1
805.7,755.1,814.7,454.4,376.8,300.2,311.1,329.4,276.7
777.5,823.6,1160.6,1785.1,1451.7,1578.5,1226.8,1207.1,760.1
740.2,856.7,963.9,564.7,435.7,363.6,424.2,474.4,405.9
800.4,885.2,981.7,356.9,318.5,226.9,261.8,226.2,197.2
848.5,751,1129.2,551.8,366.3,385.5,384.5,385.5,353.2
1006.5,913.8,930.4,693.3,465.6,476,521.8,547.1,422.6
797.7,1017.6,1190.8,738,534,530.7,516.9,531.5,476
1017.7,1038.6,1164.4,746.1,519.3,525,633.6,648.1,468.9
899.5,1097.9,1236.2,1000.1,575.5,689.1,692.2,630,564.1
892.2,1105.7,1654,1232.7,905.1,965.3,924,877.7,752.8
1156.8,1154.7,1435.1,872.3,603.9,724.1,688.9,671.8,590.1
873.8,1240.9,1675.7,1099.6,677.7,752.7,836.7,818.1,745.6
1175.5,1065.4,1411.9,1397.9,854.9,1051.4,1057.4,1080.7,959.4
1065,1302,1578.6,815.1,601.4,576.2,602.6,527.1,509.8
1418.7,1376.6,1477.9,903.9,649.8,651.5,730.5,795.2,665.3
1097.4,1494.8,1737.6,1228.3,911.6,926.4,1019,1047.2,650.2
1437.5,989.7,1841.1,2321.2,2330.6,2609.1,1932.1,2331.2,1022.9
1558.2,1575.8,2040.6,1619.4,1019.3,1207.1,1171.9,1170.8,1006
2198.1,1742.4,2104.5,874.8,543.9,395.7,544.7,363,246.9
1664.8,1932,2381,1231.4,985.3,901.6,846.2,834.7,678.2
1561.6,1955.2,2434.7,1373.5,821.3,754.1,1114.9,899.2,750.3
3387.2,1809,2280.7,1367.9,1824,1620.4,1025.7,1318.6,556
1753,2165.6,2508.1,922.3,835.4,604.2,650.2,677.4,531.7
2454.9,2380,2385.5,1306.3,931.9,933.6,961.1,954.6,827
2535.2,2823.3,2985.5,1381.6,1152.2,958,1086.8,1061.6,892.6
3597.7,2360.3,3197.5,1833,1053.5,928.8,1428.6,866.9,598
3374.6,2861.9,2583,1844,1338.1,1420.8,1270.9,1293,1042.5
3493.4,1275,3328.1,1029.5,440.2,307.2,963.9,304.8,161.2
2321.1,3259.5,3428.8,2407.6,1691.3,1709.7,1684.5,1682.7,1417.3
4566.2,2906.8,3471.6,2079.6,1211,1169.5,1633.4,983.2,706.8
3735.2,3728.2,5801.4,2036.3,1411.1,969.8,1534.6,746,435.9
17.8,31.1,77.2,133.6,95.5,119.1,113.3,133.2,90.8
134.5,224.6,269.8,226.5,145.3,158.2,263,101.3,134.6
219.5,282.4,412.5,295,228.4,240.7,249.6,260.4,206.3
310.3,313.3,441.6,379.2,303,311,328.1,300.4,266.3
259.4,351.1,406.5,368.2,280.3,294.4,263.7,282.9,253.2
411.7,471.4,570.5,510.6,359.7,434.1,392.2,465.8,352.4
442.6,532.9,581.6,483.3,391.6,355,379.1,373.7,290.9
411.9,524.6,591.2,443.2,304.2,304,318.3,320.3,252
485.9,527.1,642.3,521.2,360.5,364.2,410.7,390.2,330.9
365.8,577.2,640.9,434.7,323.6,325.1,314,339.6,258
617.7,654.5,771.9,470.1,399.7,352.4,350.4,333,279.3
554.1,726.6,1013.1,800.6,622.6,612.5,599,652.3,512.1
576.1,749.5,949.6,672.7,546.6,517,582,585.5,420.2
664.4,758.2,980.6,643.8,463.4,467,497.8,481.9,403.3
1071.7,855.8,849.7,635.8,406.3,462.4,552.4,447.5,367.9
690.9,965.2,986.8,510.3,419,341.3,404.2,364.5,316.8
821.1,893.5,1102.3,744.8,536.8,541.7,579.3,575,498.6
922.1,683.5,1024.7,1188.8,956.7,1042.1,837.7,911,661.5
8352.1,532.7,1073.1,688.1,251.5,240.8,430,172.9,221.5
1429.7,852.9,1121.3,838.8,572.5,557,553.4,495,289.8
932.4,1075.3,1116.9,902.3,609.2,612.8,595.6,612.4,485.1
792.3,1028.7,1243.5,1100.4,788.8,888.1,843,868.3,741.8
998,1029.6,1385.2,1399.9,826.7,1052.5,1133.8,1156.3,972.9
1001.8,1000.7,1242.4,714.2,492.9,522.2,593.7,636,521.9
1545.5,926,1242.8,1821,755.9,1168.3,1420.6,1239.3,1069.4
1033.9,1189,1201,731,469.5,473,532.4,560.1,453.9
1109.2,1103.3,1249.5,818.1,605.4,609.6,590.4,570.2,472.2
830.2,1137,1302.4,795.9,630.7,549.8,581.6,633.1,460.8
1058.9,1147.1,1480.3,861.5,505.9,498.1,810.3,609.7,339.8
1005.6,1170.8,1513,1061.6,825.5,828.6,865.3,820.5,692.1
1039.6,1269.9,1615.2,1857.8,1225.6,1457.1,1477.2,1521.9,1176.2
1048.6,1289.6,1606.6,1227.6,931.7,885.6,1101.3,1044,803.7
1290.6,1384.5,2050.6,2124.5,1128.1,1555.2,1758.6,1945.8,1526.3
1343.5,1342.4,1646.7,914.8,748,719.7,708.7,729.3,571.4
1417.9,1473.7,1574.4,856.7,657.6,576.6,633.9,581.8,466.5
1054.5,1491.2,1817.8,1561.7,942.8,1147.3,1180,1229.5,1146.1
2232.4,1570.2,1541.7,680.2,595,439.5,503.4,486.8,427.2
1198.6,1766.2,1995,1305.5,881.1,947.8,920.9,888.5,601.3
1243.9,1957.7,2044.8,1420.6,979.6,1009.9,1176.8,1260.3,1057.9
1707.2,1950.9,2157.7,1725.2,1092.7,1315.9,1268.6,1310.6,1138.3
2158.7,1762.6,2168.9,1621.3,1235.9,1288.4,1393.8,1417,987.4
1928,2155.7,2309.1,1554.3,1124.6,1163.6,1169.5,1183.6,1008.8
2009.9,2309.9,2875.2,1625.4,1439.1,1186.1,1227.5,1109.2,891.1
2303.9,1858,2854.3,1704.5,935.4,983.8,1188.4,816.9,657.2
1964.6,2571.3,3006.7,2108.4,1424.2,1595.5,1552,1721.3,1395.7
3336.7,2093.9,2981.4,2313.5,2375.1,2690.9,1931.1,2376.7,975.9
2631.3,2460,3059.1,1825.2,1239.9,1360.6,1391.6,1395.5,1168.6
2843.1,2884.1,3465.7,2131.6,1557.1,1544.6,1621.7,1486.4,1290.3
435.3,406.3,438.7,267,211.4,195.2,201.9,196.5,168.9
522.7,586,753.6,496.6,374.4,378.1,431.1,408.7,336.5
550.9,514,668,582,383.4,444.9,425,454.6,382.3
560.1,610.4,792.4,710.5,478.5,507.5,557.5,558.9,389.8
607.2,673.2,910.5,642.3,501.5,516.5,485.5,445.2,376.7
406.9,674.5,959.5,1776.4,2117.7,2768.7,1044.1,1368.7,794.4
786.4,874.4,1029,719.5,489.8,473.8,429.7,369.8,296.6
867.9,970.3,1261.9,944.3,668.6,715.3,790.7,808,641.7
943.2,1019.1,1202,1098.6,802,832.3,1135.2,1193.5,930.9
1331,911.2,1282.9,1132.4,917.3,903.3,1022.8,1058.1,478.1
1184.8,1177.7,1333.1,994.6,751.5,746.9,700,725.8,570.8
1131.7,1349.9,1487.1,1041,749,699.7,727.7,733.6,568.8
1426.9,1332.3,1460.2,1366.9,707.1,908.1,1019.3,872.3,718
1099.3,1571.4,1563.7,810.3,540.2,523.4,578.1,544.3,496.8
1506.2,1345.6,1687.8,1195.3,737.3,854,879.5,916,773.8
1295.2,1490.3,1848.4,1408.6,1103.5,1098.4,1061.8,1065.1,854.8
1514.4,1408.3,1752.3,1513.6,1104.6,1189,1229.9,1300.2,1006.1
1124.9,1603,2075.8,2053.7,1439.9,1772.7,1588.1,1495.2,1146.8
1632.1,1643.6,1646.4,820.6,654.1,533,597.9,584.8,507
918.9,1646.1,1914.1,1688.2,2031.5,1774.1,1097.3,1356.2,1021.3
1310.6,1691.1,1883.7,1079.8,819.8,842.3,756,886.5,612.7
1409.1,1912,1927.7,860.2,671.9,594.9,628.1,709.8,585.1
1645.5,1440.6,1979.3,1446.6,977.8,983.8,1144.4,996,719
1475.3,1843.5,2033,928.7,710.2,611.4,667.8,640.2,581.6
