"Raw Abundance:127N, WT Rep1","Raw Abundance:127C, WT, Rep2","Raw Abundance:128N, WT Rep3","Raw Abundance:128C, pup2-ts Rep1","Raw Abundance:129N, pup2-ts Rep3","Raw Abundance:129C, pup2-ts Rep3","Raw Abundance:130N, rpn5-ts Rep1","Raw Abundance:130C, rpn5-ts Rep2","Raw Abundance:131, rpn5-ts Rep3"
1715.2,1757.3,2058.2,1168.6,1026.7,883.4,899.3,893,704.4
1705.6,1684.6,2385.8,1493.5,1137.6,1087.2,1051.3,1034,867.3
1679.1,1851.2,2340.2,2467.5,1647.9,1572.2,1742.8,1401.9,1142.5
1718.8,1956.1,2202.5,1366.3,1041.7,974.5,929.6,978.7,750.4
2014.9,2001.4,2253.9,1582,789.8,964.2,1336.1,1066.4,673
1591.5,2072.6,2328.1,1317.9,1070.5,969.9,1049.9,1089,945.1
2435.7,2097.9,2341.1,1954.9,1411.3,1581.3,1489.8,1642.5,1295.3
2710.7,2553.4,2490.4,1764.4,1246.2,1376.5,1230.3,1104.7,1059.1
2469.4,2501.6,3347.6,2896.6,1578.1,1908.5,2286.9,2205.9,1653.4
2648.9,2658.5,3374.2,2220.6,1753.6,1612.8,1521.8,1483.2,1283.3
3769,2079,3519.7,1177,658.9,520.8,803.1,449.6,263.2
215.9,279,408.2,347.4,193.3,240.2,258.9,265.3,223.2
293.9,436.3,554.2,399.3,321.5,295.3,485.4,430.1,254.4
452.2,500.2,731.9,763.1,479.3,554.6,555.3,584.2,523
370.3,508.9,572,313.7,287.7,283.5,465.1,642.9,366.6
537,619.9,711.2,426.1,335,307.4,344,364.9,336.5
624.1,620.3,846,733.9,531.9,550.4,535.7,594.4,482.1
440.1,685.9,921.8,1096.5,650.2,790.4,786.9,903.8,692.6
771.9,729.5,854.4,558.8,386.7,423.6,453,448.4,339.2
742.2,887.6,956.8,655.5,510.2,452,454.9,476.2,399
830.2,757.9,968.4,452.7,346.3,325.7,332.1,289.7,253.3
807.4,924.1,1153,865.4,585.7,616.9,683.1,701,548.8
771.3,942.9,1210.3,901,685.4,717.3,717.8,677.8,629.1
665.1,944,1398.6,2384.2,1176.8,1826.8,1924.2,1926.1,1571.6
588.9,944.7,1134.7,834,670.8,670.6,615.9,609.8,504.1
969.3,934.3,1253.3,1206.4,2353.9,2138.8,793.1,1122.1,346.9
748.6,1043,1248.1,712.1,412.5,719,432.8,443.2,379.8
1214.7,1260.8,1452.4,829.5,632.4,570.3,546,523.4,433.5
1269.8,1239.4,1658.3,1313.7,954.7,1014.5,919.1,948.4,779.4
1282.5,1251.9,1913.3,1844.4,1161.2,1476,1338.9,1302.6,1054.7
1328.7,1431.3,1689.9,1196.3,945.5,949.9,922.5,876.4,720.8
1367.5,1445.2,1681.4,1371.6,925,1051.9,988.6,988.9,781.5
1359.4,1471.9,1728.5,1252.2,994.3,936.3,877.3,873.7,724
1819.7,1523.4,1615.4,1433.8,891.4,1042.6,1085.5,1219.4,1017.2
1451.2,1545.3,1774.1,885.1,736,634.3,668.9,615.9,548.3
1469.3,1572.1,1876.5,1238.1,952.2,895.8,967.6,957.9,900.7
1205.1,1593.1,1797.6,847.9,571.5,545.3,607.2,489.5,385.3
1429.1,1785.4,2123.1,1446.4,1054.3,1035.4,1052.4,1092,944.1
604.9,1822.8,2117.9,1128.2,1026.6,835.3,801.9,1000.5,848.4
1849.1,2183.1,2043.6,923.9,767.8,581.8,608.5,576.1,486.8
1448.1,2137.6,2693.9,2760.1,1765.3,1935.1,1911.2,1806.1,1536.7
1777.9,2215.3,3455.4,2435,1623.1,1711.9,1783.2,1855.3,1546.4
2077.4,2779.8,2660.5,1576.1,1356.4,1248.4,971.9,1115.7,945
2334.9,2345.3,2090.5,968.5,701.8,646.6,636.8,657.9,597.5
2343.2,2356,2546.6,1644,1293.2,1175.2,1102.8,993.5,892.8
2287.6,2477.1,2839.7,1698.9,1342.9,1140,1238,1206.8,998
2589.5,2172.2,2845.9,1818.9,1214.5,1208.1,1530.4,1209.6,948.1
2243.6,2961.2,3730.5,2088,1575.7,1518.8,1617.7,1607.3,1510.4
2286.4,3160.5,4137.7,1496.9,1423.4,1090.5,1061.2,1032.1,908.1
46.7,56,61.5,67.8,39.6,53,59,64.2,50.7
130.5,137.8,148.2,383.9,47.6,83.8,172.3,46.7,61.8
261.5,277,322.2,184.6,144.9,153.3,144.3,151.9,107.6
596.3,524.8,795.3,503.7,1251.8,1064.8,315.2,401.6,215.7
567.8,694.1,921.9,745.3,589.3,609.3,669.4,758,567.8
691.2,756.6,880.9,575.5,516.3,407.8,492.5,438.7,335.5
600,814.5,993.9,637.2,480.8,466.1,488.6,513.7,439.4
793,819.5,942.1,579.2,431.7,404.5,440.1,426.8,360.9
779.7,922.7,1293,1162.7,752.3,836.1,905.5,906.9,709.1
637.6,980.7,1056.4,740.4,511.6,523.7,513.5,514.9,440.3
710.1,983.2,1104.2,926,751.4,761.3,720.7,691.4,557.8
1032.1,965.2,1112.3,811.7,479,523.6,639.3,580.6,453.4
832,1012.9,1195.2,765.2,550.5,565.3,588.7,566.3,472.6
959.1,1045.2,1125.4,1047.7,674.9,894.3,820,823.4,678.4
790.6,1061,1409.5,939.4,702.6,688.6,669.3,663.8,546.6
1234.7,912.5,1783.5,921.3,721,936.8,931.4,667.5,827.5
1228.8,1351.8,1759.4,1313.8,855.9,956.1,958.1,822.6,646.1
1394.5,1378.5,1698,878.6,877.7,655.8,607.4,537,472.6
913.7,1554.2,1976,1046,776.9,762.6,833.2,774.9,747.8
1803.6,1550.6,1794.9,1200.1,1076.3,948.9,841.2,751.8,614.6
1210.1,1609,2004.3,1323.4,1026.9,908.8,1014,923.5,785.6
1190.8,1759,1896.8,1644.9,1578.4,1685.3,1002.4,880.7,687.9
1039.4,1766.6,2242.7,1351.1,1011,1031.3,979.3,995.4,842.9
1376.4,1810.4,2120.7,1313.4,957.4,942.8,1041.6,988.4,893.7
1720.7,1812.1,1692.5,756.9,643.8,580.6,544.4,544.1,408
1714.9,1927,2044.9,1073.2,946.2,709.2,757.7,728.3,580
735.2,1982.4,2340,1514.2,1164.5,991.4,1026.3,901.8,772.8
1919,2063.3,2608.9,1213.8,895.1,829.6,985,926.8,746.5
2748.4,2064,2551.5,1732.2,1219,1182,1218.7,1144.9,930.5
2574.6,2508.8,2880.8,1517.7,1194.4,1028.8,977.1,875,733.2
2540.4,2582,2910.1,1486.7,1145.5,997.4,1051.7,1023.3,887.5
1858.3,2622.8,3629.5,2473.9,2109.8,2513.3,2108.4,2564,1717.7
2457.8,2627,4450,4462.5,2074.4,2952.8,3729.5,3662.5,2624.8
2121.4,2728.1,3058.4,1504,1155.8,1060.8,1041.7,1030.9,836.1
2758.1,3123.1,3610.9,709.5,547.3,397,495.7,425.7,341.1
3109.9,3396.1,3756.6,2309,2082.2,1513.3,1496.9,1317.2,1107.4
3204.7,3441.2,3546.7,1434.4,1108.8,986.9,1140.3,1117.9,908
3574.5,3338.4,3922.8,2101.3,1804.1,1492.1,1497.7,1490.1,1384.8
3028.8,3562,4036.9,2151.5,1687.1,1489.1,1649.6,1672.6,1428.4
4035.4,4339.9,4184.8,1634.7,1277,1105.4,1192.1,1104.8,1064.9
475,649.2,1029.7,1288.6,1362.6,1414.3,1013.9,1070.9,513.5
686.9,704.5,883,533.8,328.3,370.1,459.1,380.4,305.4
756,744.3,943.8,679.2,485.4,493.3,485.6,490.2,420.4
658.8,813.8,987.1,569.1,431.4,425.4,486.2,505.4,411.4
786.5,838.5,960.8,1057.8,758.1,885.6,810,835,630.4
969.1,980.9,1104,1137.3,838.8,849.1,782.5,764.9,611.2
770.4,981.2,1224.5,1163.9,880,867.8,876.1,845.7,721.9
890,1014.1,1118.2,610,464.9,432.1,490.5,492.9,399.9
939.8,892,1227.2,969.7,1108.3,1171.8,646.8,710,472.6
927.3,1035.5,1305.2,759.1,611.2,575.7,589.9,602.7,529.6
1373.7,915.9,1184,2060.6,1121.6,1656.7,1656.3,1945.9,1262.2
1167.6,919.2,1293.3,1151.4,751.7,875,953.9,1083.1,836
1202.8,1211.8,1390.2,1230.4,766.9,891.1,998.1,970.4,714.8
387.5,1283.9,1514.8,1044.6,650.1,686.1,865.5,800.9,611.5
1079.3,1370.6,2599.7,2641.8,1526.8,1597.4,2033.8,1727.3,1040.4
878.6,1450.1,1746.3,1819.4,1463.5,1881.1,922.8,1453.2,908.1
1486.5,1682.3,2448.9,2136.6,1400.4,1594.2,1664.8,1703.3,1373.9
1447.2,1692.5,2010,1193.2,789.8,794.4,870.2,846.9,721.1
1654.4,1705.4,1807.6,1205.2,921.4,874.3,898.8,855.4,768.2
1657.2,1765,2123.7,1311.9,1120,1104.9,993.9,1082.2,784.5
1660.3,1698.4,2016,1115.4,910.2,835,947.9,677.2,748.3
2215.1,1770.1,1805.4,879.5,614.1,546.1,638.9,565.7,429.7
1682.2,1575.3,2124.4,1788.9,1353.2,1330.5,1398.3,1337,1005.4
2278.8,1649.3,2060.5,1642.7,1255.9,1334.1,1450.5,1496.6,1178.4
1470.6,1849.1,2641.7,2014.2,1339.8,1373,1518,1471.8,1315.8
1549.9,1863.2,2279.3,1327.9,994.8,948.7,1009.9,1014.8,911.3
1574.1,1989.9,2404.3,1284.3,972.1,924.1,987.9,938.5,808
1938.6,2155.5,2395.5,1305,1048.3,946.4,988.3,1056.8,824.3
1780.8,2138.1,2629.3,2235.8,1766.9,1645,1700.1,1587.9,1170.1
1849.6,2149.3,2936.1,1827.6,1361,1287.6,1285.6,1357.3,1159
1719.5,2397.4,3112,1707.4,1238.8,1344.4,1332,1338.3,1148.3
2205.8,2905.2,2932.8,2267.8,1987.2,1773.6,1590.4,1609.9,1336.1
2492.5,2626.6,2610.9,1504,1124.4,1048.7,1032.3,991.3,882.8
3510.9,2669.8,2718.7,1013.5,953.7,757.5,662.8,584.4,508.3
8160.7,10330.5,7887.7,2191.4,1812.9,1172.3,1087.1,949.2,750.9
239.4,247.1,269.3,191.4,138.9,135.2,142.2,135.7,91.7
427.8,464.2,560.1,2200.8,1054.8,1565.3,1444.7,1541.5,1240.4
759,634.7,756,578.8,401.6,401.4,427.4,434.9,364.8
703.9,720.5,892.6,702.5,547.5,505.9,567.9,583.3,438.2
727.9,728.5,883.9,660.8,534.4,561.6,518,583.2,439.9
664.4,893.5,989.2,871.7,644.7,656.2,704.8,680.9,562.4
716.1,874.3,1154.9,1360.6,998.8,1083.1,1019,1064.2,803.1
760.5,922.5,1158.2,769.7,527.2,593.1,492,565.3,472.9
998.5,862.2,1118.5,821.5,656.5,640.8,576.6,609.1,504.1
975.3,1004.8,1251,839.3,611.8,593.4,593.6,563,509.4
1039.5,1146.3,1414.4,1330.7,909.6,1007,1000.7,1070.3,776.5
1071.5,1341.2,1328.2,668.7,463.7,456.4,515.2,535.2,462.7
1105.8,1189.7,1532,1185.7,771.5,882.6,802,837.6,777.9
1365.9,978.8,1364.6,831.7,2335.5,1277.1,667.8,524,402.5
994.9,1227.2,1413.8,1024.7,713.6,680,774.3,765.7,693.3
890.3,1460.7,1423.4,1397.1,804.8,1101.3,1052.4,1129,1002.1
1247.2,1358.5,1703.7,944.9,682.5,683.9,712.2,722.8,624.2
1318.9,1431.3,1667.5,1136.8,865,922.3,913.6,984.9,766.2
1414.1,1385.3,1744.6,1028.2,796.2,672.8,966.9,707.8,560.8
1343.7,2260,1725.6,1149.7,978.4,1016.4,1004.6,1071.5,610.7
1263.5,1549.9,1801.2,1812.2,1085.4,1314.1,1497.5,1506.9,1366.8
2348.8,1322.1,1932.1,904.1,521.6,445.2,542.9,295.9,206.3
1734.3,1776.8,2263.3,1341.7,997,969.8,942.2,948.2,839.9
1623.9,2005.3,2619.7,1936.3,1285.3,1396.3,1430.5,1477.3,1267.9
1888.5,2135.4,2571.9,1380.1,1042.2,958.2,968.5,950.6,848.3
1770.4,2281.7,2633.1,1688.1,1371.9,1327.2,1301.6,1380.1,1115.3
2168.3,1928.2,2714.9,2743.9,1507.8,2149.6,2090,2045.7,1772.1
1784.5,2311.2,2830.4,2085.2,1547,1419.1,1402.6,1273,1008.3
2173.3,2782.9,2914.8,1319.9,1043.1,879.5,968.3,932.6,807.6
480.3,427,502.3,757.4,1338.5,1451.7,557.4,567.7,554.2
514.4,548.4,712.4,758.8,712.2,736.9,704.1,806,435.3
837,899.4,1067,700.4,592,537.3,619.9,493.3,421.5
886.1,830.5,1226.2,1340.7,1514.5,1537.8,1214.3,1242.6,851.9
820.9,1058.6,1072.7,656.6,475,458.1,472.8,448.7,374.5
797.5,1041,1254.3,971.3,668.2,757.5,834.8,854.6,715.5
925.5,1090.1,1410.3,785,590.7,564.3,532.6,526.6,417.8
1013.4,1102.4,1420.3,1201.8,771.9,950,938.5,950.9,837.7
828.3,1105.2,1450.9,1514.6,1022.7,1157.6,1312.4,1366,1172.3
1191.6,1327.6,1395.4,726.7,580.8,496.1,523.2,499.1,449.9
1150.5,1284,1556.5,1638.2,1050,1354.7,1323.3,1258.3,1148.1
890.1,1323.3,1723.7,1391.1,1121.6,1195.4,1075.6,1092.4,939.6
1298.2,1451.2,1649.9,1321.2,919.8,966.3,986.9,955.6,825.7
1637.2,1451.4,1260.5,524.3,443.4,366.9,365.9,324,263.8
1195,1502.3,2005.8,1647.2,1103.1,1202.2,1175.9,1177.3,1007.6
1439.1,1374.1,1780.6,2025.2,1706.2,2105.8,1284.9,1296.5,729.3
3186,1559.6,1162.3,1084.2,827.5,678.5,870.2,555.4,372
1199.7,1798,1788.7,951.9,749.5,696.9,740.3,746.2,710.1
1898.7,1293.2,1849.7,2126.8,971.9,1484.1,1495.3,1439.1,909.5
1540,1762.3,1775.2,1924.4,1359.3,2058.7,1344.4,1417.5,1353.3
1306.3,1664.8,2117.4,1615.3,1078.6,1233.4,1332.2,1265.5,1025.2
1484.8,1790.4,2182.2,1600.4,1174.7,1247.6,1223,1166.5,945.2
1798.9,1815,1835.9,1023.9,508.3,505.2,794.2,516.5,290.5
2185.9,1941.9,2224.7,1519.5,1048,1093.7,1127.4,962,896.8
1726.2,2049,2278.8,1312.2,981.7,904.8,990.9,991.3,805.6
1863.9,2011.9,2582.6,2198.9,1446.3,1669.5,1614.7,1654.8,1420.3
1810.8,2290.9,2299.4,809.4,714.1,532.6,544.3,525.5,444.6
1703.1,2256.6,2474.1,1344.8,841.2,934,941.6,948.8,869.9
2051.7,2225.5,2648,1842.6,1399.2,1488.6,1547.8,1642,1185.7
2211.1,2340.5,2993,2168.4,1446.3,1560.9,1727.4,1571.1,1297.4
2161.5,2420.3,3342.9,2384.8,2782.5,2608.4,1834.6,2184.5,1191.7
2149.6,2425.2,2889.2,2096.4,1640.4,1493.4,1612,1574.6,1227.7
3403.9,3990.9,4795.2,2657,1808.7,1551.3,1945.6,1483.6,1138.8
3251.8,4210.5,4639.7,2254.8,1742,1795.9,1443.6,1535.1,1176.5
310.4,265.3,332.4,410.8,496.5,489.3,402.7,590.5,328.6
308.1,406.8,450.1,361.8,282.3,308.1,295.6,301.9,239.5
809.6,1067.4,1333.5,1073,769,749.4,836.2,841.4,680.9
964.9,1106.1,1325.3,1667.5,985.6,1157,1351.8,1356.1,929
910.3,1237.4,1750.4,1582.6,1096.4,1166.1,1313.5,1363.1,1114.6
1226.5,1299.6,1770.6,1475.5,970.8,1066.1,1067.4,1043.8,884.7
1224.9,1330.4,1635.9,1046.5,700.9,729.8,766.3,725.7,622.7
1274.8,1554.2,1531.6,975,712.1,654.6,674.3,635.4,551.2
1281.2,1363.9,1627.1,990.2,758.3,729,739,805.8,624.7
1391.6,1577.8,1739.1,931.9,694.8,708.9,755.3,712.7,589
1315.8,1679.1,1966.9,2442.6,1537.9,1786,1967.4,1941.3,1609.5
1222,1687.3,2017.8,1189.1,947.7,906.4,1000,891,770
1610.3,1770.8,1834.6,1559.7,1324.5,1431.4,1267.6,1320.6,967.2
1354.8,1725.6,1999.1,1123.9,815.8,776.5,750.2,780.9,607.4
1780.4,1419.1,1996.2,1688.3,1966.7,1828.1,1397.9,1595.2,1018.8
1359.3,1813.6,2093.2,1596.8,1023.7,1141.2,1113.6,1103.6,928.4
1610.6,2009.9,2494.8,2400.6,1328.7,1879.6,1796.3,1908.4,1634
1629.7,2011.5,2473,1415.9,896.5,949.2,1188.1,1190,977.9
1700.1,2071.5,2304.3,1563.4,1425.5,1279.1,1182.5,1123.1,893.2
2029.6,2343,2464,1301,843,821,850.9,771.8,622.5
2124.4,2171.4,2508.2,1231.1,990.9,918.4,931.7,909.1,848.6
2099.4,2090.5,2688.2,1542.7,1196.3,1128.9,1308.9,1237.1,1053.4
2104.1,2441.6,2506.3,1468.8,1097.4,1001.6,1002.8,1034.5,849.8
2068.9,2363.4,2912.8,1092.5,772.9,717,758.2,802.9,718.4
1861.3,2451.8,2890.4,4106.6,2818.7,2932.2,3196.1,3224.1,2380.3
2636.3,3051.3,2987.6,1319.7,1203.3,878.6,937.7,962.2,804
3225.5,3051.2,3576.6,2677,1637.5,1944.6,2061.2,2134.7,1671.5
2800.2,3437.9,3937.2,2520.1,2048.1,1952.4,2203.1,1898.6,1624.9
2779.8,3652.2,4221.1,2549.2,1873.6,1826.1,2230.4,2128.2,1531.4
3469,3608.4,5446.9,3551.9,2611.9,2996.7,3034.9,2640.8,2433.1
624.2,825.1,996.4,935.4,677.9,704.3,671.3,705.3,530.2
795.3,852,1043.9,790.5,567.7,611.2,587.6,651.7,583.9
689.6,877,1098.9,633.2,429.5,451.7,469.2,415.7,380.2
1272.8,964.2,1179.4,700.9,521.5,518.3,409.9,392.4,344.7
781.2,1091.3,1409,1004.9,637.9,735,666.9,701.7,614.8
1061.5,1274.7,1653.9,1185.3,791.6,866.7,813.8,808.9,693.5
1170.8,1427.6,1751.7,1104.3,786.5,747.7,864.5,836.6,686.8
1241.7,1478.2,1822.1,1453.1,891.8,1102.9,1121.6,1231.6,931
1490.8,1564,2014.9,1448.8,1360.9,971.2,1094.7,1008.6,719.1
1627.5,1863.3,2022.7,1440,1059.6,993.4,1026.2,1001.5,820.7
1780.4,1522.2,2047.6,2171.9,1370.8,1592.9,1416.9,1204.1,673.5
1624.5,1933.3,2083.2,1585.8,1073.2,1125.5,1233.2,1238.6,1031.5
1909.9,1837.2,1946.6,1239,906.2,875,982,976,733.4
1750.9,1930.6,2347.2,1695,1181,1087.6,1198,1139.1,857.7
1435.9,1951.4,2386.9,1755.9,1277.8,1367.5,1441.3,1488.3,1192.7
1786.5,2119.7,2488.9,1490.9,1092,1055,1052.9,1032.1,939.7
2015.8,2299.2,2621.5,1907.2,1359.8,1377.5,1340.3,1383.6,1205.4
2276.1,2796.8,3177.5,1708,1192.8,1246.1,1322.9,1306.8,1162.8
2771.5,2998.4,3534.5,1785.4,1466.8,1172.8,1288.7,1242.3,1039.2
2530.9,3049.4,3426.4,1638.3,1303.2,1254.1,1297.9,1226.9,1253
4028,3361.8,4588.1,2306.1,1770.8,1720.3,1716.6,1558.4,1432.2
4393.7,4678.9,4495.4,2554.4,1688.7,1753.1,1871,1863.7,1664.8
533.3,729.8,972.9,592.3,418.7,402.7,453.4,468.5,386
2768.8,637.8,883.9,941.7,743.3,738.1,678.5,760.9,557.5
797.6,948.8,1275.8,856,575.7,608.2,659,660.2,628.7
882.8,969.2,1102.9,773.9,650.5,585.2,589,586.2,444.5
929.3,919,1264,973.6,675.9,680.3,759.7,666.2,611.1
769,1082.2,1321.6,992.9,761.7,742,770.6,792.4,657.4
991.8,1251.7,1243.3,857.7,591.9,543,619.1,597.2,540.2
941.5,1167.2,1511.1,1246.5,766.9,875.7,998.9,928.1,831.5
871.5,1255.1,1879.5,1553.2,1198.6,1181.7,996.8,1159.8,874.5
917.3,1461.4,1673.9,1024.7,807.8,779.2,840,828.2,639.1
1780.6,1438.9,1758.4,2251.5,964.5,1789.1,1843.7,1573.3,1053.2
1451.2,1605.8,2569.5,1547,1076.9,1035.2,1179.8,1218.9,1072.3
1562.5,1799,2037.9,1226.2,849.8,764.1,803.3,748.6,681.7
1522.1,1849.4,2188.5,1591,1076.5,1203.9,1167.5,1185.1,1021.7
1761.9,1901,2111.1,1284.7,1058.4,888.8,1005.8,945.4,877.5
1852.1,1979.6,1953,1788.8,1280.4,1367.6,1263.3,1257.8,1104
1793.1,2088.4,2548.9,2072,1240.4,1483.3,1438.3,1537,1385.4
1985.4,2247,2234,1357.9,876.5,888.5,1024.4,1012,837.8
1777.8,2220.5,2786.9,1713.9,1098.1,1216.4,1502.3,1422,1176.1
2533.7,2265.1,2415.7,1197.8,1166.6,817.3,786.6,725.3,558.9
2074.6,2275,2870.9,1943.4,1611.9,1573.7,1465,1355.9,1226.8
2728.9,2285,1883,920.3,716.1,546.4,656.7,589.8,610.9
2100.5,2508.5,4323,3852,2384.4,2637,3418.4,2870.8,2272.7
2643.8,3607.4,3642.7,1358.4,1168.9,908.4,963.4,986.8,782.9
5438,3233.8,4420.1,3343.7,2966.9,3169.8,2010.9,2170.8,994.7
189.7,186.1,173,149.8,97.4,106.6,125,131.8,122.7
716.3,769.1,1065.6,1119.6,801,939.9,965.8,921.2,747.7
1151.8,916.8,1188.2,1168.5,771.8,877.5,940.1,694.8,489.1
992.9,1047.5,1248.9,939.1,700.3,686.3,684.5,692.5,501.2
838,1096.3,1325.6,1438.8,942.3,1101.4,1069.7,1100.1,863.3
646.9,1356.4,1320.6,1111.9,669,778.3,772.5,840.6,660.6
1333.4,1343.6,1535.4,951.8,762.3,720.1,675.3,670.5,536.6
1803.5,988.8,1765.6,1654.7,622.5,693.8,1267.7,539.7,306.7
1318.6,1633.4,2158.2,1936.6,1207.6,1340,1479.3,1460.6,1242.6
1485,1641.4,2079.6,1476.6,959.9,1040.3,1089.1,1013.1,878.3
1381.4,1661.2,1981.6,1167.9,911.3,864.4,830.8,881,763.9
1683.8,1855.3,2267.5,1577.8,1155.2,1171.9,1151.6,1171.2,949.1
1679.4,1975.4,2337.5,1435.5,1109.2,1048.3,1051.6,1038.6,958.4
1516.5,2050.3,2468.3,1486,1069.8,1003.3,1060.2,1107.4,992.6
1987,2112.1,2164.8,1377.3,996.9,1020.2,974.9,996.4,820.5
1858.5,2150.8,2559.4,1877.7,1055.1,1286.7,1394.1,1323,1174.8
1870.3,2183.6,2810.8,1919.1,1459.4,1460.7,1569.6,1554.1,1381.4
2231.1,2466.1,2761.4,1527.8,1386.5,1065.2,1064.1,963.9,860.2
2637.7,2739.8,3296.8,2294,1608.8,1560.3,1753.6,1613.3,1113.5
3542.2,3515,3690.2,1623.6,1193.4,1200.5,1065.9,1097.8,1010
619.1,599.9,630,346.4,266.5,248.3,252,248.7,214.7
843,941,1105.7,857.4,594.7,578.7,587.6,620.7,519.1
932,898.6,1159,663.2,1312.8,969.3,511.5,655.1,299.3
988.7,947.1,1147.2,588.7,509.3,372.7,436.4,389,296.2
1047.9,1270.9,1508.9,1062,862.7,833.2,822.7,796.8,731.2
1207.5,1217.2,1554.2,1160.7,778.5,896.3,899.2,918.8,684.4
1306.9,1335.5,1855.1,1335,1513.7,1042.3,1038.1,996.5,821.8
1060.5,1502,1661.1,1028,751.9,750.2,759.6,754.7,632.6
1804.1,1436.9,1807.1,1282.6,828.2,817.5,933.1,720.2,520.8
1224.1,1592.8,2035.7,1606.2,1120.1,1241.3,1317,1255.4,1081.5
1661.3,1737.2,2472.8,1636.9,932.8,997.4,1340.8,1081.9,847.1
1474.3,1948.1,2072.4,1376.5,1050.6,1018.7,1005.6,996.1,829.8
1595.7,1905,2302.3,2197.2,1113.6,1720.3,1655.4,1714.3,1327.6
1683.3,1909.3,2271.7,1576.3,1175.9,1208.3,1137,1147.2,914.3
2227.8,2255.8,2284,602.8,676.7,341.6,419,378.8,278.7
2943.8,3360.8,3725.5,2552.3,1936.8,1968.1,1856.6,1893.3,1722.8
6274.7,3371.8,5274.9,1872.2,1081.7,772.4,1440.1,720.5,451
1040.6,5918.2,6704.6,929,800.7,427.2,452.1,419.1,402.8
127.6,92.1,200.5,149.8,92.3,116.8,106.7,105.2,102.4
435,557.9,824,1280.5,1134.2,1704.1,816.9,1076.5,309
508.5,648.6,743.2,648.4,467.4,450.4,499.3,498.1,431.2
1033.1,1145.8,1568.2,2110,1299.2,1781.9,1529.2,1511.4,1125.4
958.3,1185.7,1352,936.8,701.3,683.4,710.1,740.1,616.2
890.7,1231.5,1607.8,1336.3,865.2,937.7,1124.8,1103.8,831.9
1029.6,1329.6,1740.9,1208.7,992.2,923.9,940.9,1017.8,793.7
1170.7,1626.5,1651.3,952.5,702.1,703.7,676.3,674.4,561.7
1265.2,1559.4,1913.8,1405,913.9,978.8,1294.7,990.5,870.3
1305.6,1568.6,1948.4,1550,1008.6,1130,1168.4,1179,1071.8
1427.2,1597.7,1856.6,1567.1,1165.3,1173.5,1191,1149.8,908.2
1334.1,1697.6,2099,1635.7,1202.8,1281.1,1237.7,1244,1019.7
1693.9,1531.7,2032.4,1424,915.7,972,1019.8,943.6,797.1
1763.1,1828.6,2098.8,1391.2,963.5,1006.4,969.6,983.6,871.2
1093,1875.6,2278.9,2773.4,1606.6,2041.7,1829.4,1874.9,1545.7
2591.5,2089.3,2468.3,1588.6,1108.4,1166.7,1160.5,1259,1121.4
1519.9,2343.7,3042.6,2688.2,1840.2,2077.5,2041.5,2094.1,1761.5
2338.5,2299,2903.3,2169.8,1405.3,1505.6,1522.4,1541.5,1378.3
2454.6,2552,3035.6,1774.1,1245.1,1195.6,1330.6,1295.2,1109.1
2467.6,2789.3,3136.8,2097.5,1580.2,1459.9,1627.4,1613.7,1298.4
2641,2874.5,3489.2,2536.7,1549.3,1612.6,1993,1876.2,1552.2
3251.8,3461.3,3906.6,1994,1857.1,1495.3,1486.3,1485.3,1319.7
4246.5,4615.2,5514,2893.7,2036.4,2073.7,1773.2,1704.8,1488.7
4843.3,5126.4,5373.2,937.2,796.3,395.5,542.9,415,316.2
448.6,599.3,807.2,1101.2,659.3,859.2,884.1,943.6,725.2
748.9,804,1200.2,573.9,515.9,415,411.4,418.6,337.9
590.9,827,1022.3,841.1,569.3,619.2,707.6,711.7,609.6
1166.4,1356,1720.1,1164.8,818.9,828.4,833.1,839.8,737.3
1098.7,1361.5,1678.8,1143.2,869.1,853,922.2,951.3,823.8
1103.4,1361.7,2024.2,1564.4,1080.8,1175,1228.7,1177.8,1077.3
1648.9,1545.9,1736.8,1328.6,1109.4,1081.5,1134.7,1133.6,717.2
1339.7,1655,1991,1394.4,1038.7,995.8,1097.1,1132.3,869
1613,1851.8,2193.6,1742,1114,1306.9,1253.1,1222.6,1048.8
1438.4,2052,2385.3,1898.9,1369.5,1428.1,1408.5,1446,1208.2
1653.3,2057.1,2642.1,1883.3,1401.3,1418.5,1343.2,1385.7,1096
1037.3,2061,2654.2,1330.6,1274.8,1029.4,1144.9,1153.3,870.5
2230.1,1975.7,2459,2053.4,1627.6,1613.8,1695.4,1580.5,1269.6
1752.5,2185.4,2488.6,1993.4,1560.6,1563.2,1419.2,1603.3,1134.3
2073.2,2307.8,2434.1,1428.8,1104.3,1008,996.4,1000.2,760.1
2272.8,2622.4,2762.2,1649,1301.3,1304.5,1277.5,1235,1053.8
2334.9,2442.3,2785,3179.5,2301.3,2457.9,912.6,1406.4,1145.8
2593.6,2967.1,3305.7,2061.8,1487.2,1430.8,1385.4,1412.6,1276.6
2876.9,3217.2,3821.4,2105.9,1846.9,1602.3,1526.6,1565.2,1232.7
3070.2,3658.5,3739,1789.5,1509.1,1347.4,1266.2,1231.5,1004
4239.8,4306.8,3758.8,2272.3,1321.8,1307.3,1566,1395.3,1069.5
407.2,533,668.8,551.5,337.5,392.1,524.5,485.7,412.6
478,650.7,815.1,628,440.1,467.3,574.9,546.3,470.7
1194,1011.5,1374.4,1161.1,848,876.4,935.8,978.8,760.7
