380-1,380-2,380-3,800-1,800-2,800-3,380-1P,380-2P,380-3P,800-1P,800-2P,800-3P,380-1Fe,380-2Fe,380-3Fe,800-1Fe,800-2Fe,800-3Fe,380-1FeP,380-2FeP,380-3FeP,800-1FeP,800-2FeP,800-3FeP
30.695,31.473,31.454,27.895,28.677,35.817,28.827,33.319,33.721,30.351,35.238,32.545,31.069,36.526,38.502,29.778,33.429,27.944,26.968,28.47,29.804,24.87,28.656,29.033
1.8056,1.8514,2.696,4.3585,5.5503,1.9899,0,0,1.9269,4.3358,0,1.2054,3.7659,4.4274,3.5002,5.3175,8.8487,3.2243,5.1861,5.5104,2.9804,4.7826,5.3729,3.7461
3.6112,3.7027,4.4934,3.4868,2.7752,2.9848,4.9702,2.0824,2.8903,2.1679,0,1.2054,3.7659,3.3206,2.3335,2.127,2.9496,4.2991,2.0744,2.7552,1.9869,2.8696,3.5819,4.6827
2.7084,4.6284,3.5947,2.6151,3.7002,4.9746,1.9881,2.0824,2.8903,2.1679,1.4095,1.2054,2.8244,3.3206,3.5002,3.1905,5.8991,1.0748,3.1117,2.7552,2.9804,2.8696,3.5819,3.7461
12.639,12.959,12.582,13.947,11.101,10.944,7.9523,12.494,9.6345,10.84,9.8666,8.4375,11.298,9.9617,14.001,14.889,21.63,15.047,15.558,13.776,13.909,12.435,11.641,11.238
28.89,29.622,27.859,24.408,25.901,30.843,21.869,22.907,21.196,21.679,23.962,22.902,32.952,29.885,33.835,34.032,32.445,24.72,17.633,25.715,24.837,24.87,24.178,29.033
6.3196,9.2568,11.683,10.46,11.101,9.9493,9.9403,8.3296,8.671,8.6716,4.2286,7.2322,15.064,6.6412,7.0004,8.5079,11.798,12.897,8.2977,7.3471,8.9413,4.7826,7.1639,6.5557
42.432,35.176,31.454,36.612,38.852,39.797,91.451,46.854,52.99,41.19,49.333,39.777,56.489,61.984,46.67,55.302,43.26,40.841,95.424,106.53,96.367,77.479,89.549,85.225
37.015,40.73,38.643,38.355,37.927,40.792,40.755,42.689,42.392,43.358,46.514,39.777,39.542,47.595,38.502,62.746,52.109,52.664,37.34,39.491,38.745,39.218,43.879,41.207
18.959,15.737,16.176,21.793,20.351,19.899,35.785,27.071,29.867,30.351,22.552,28.929,21.654,22.137,22.168,26.587,25.563,33.318,28.005,24.797,27.817,30.609,25.074,25.286
53.265,55.541,56.617,61.891,53.653,60.69,56.66,55.184,52.026,62.869,53.562,54.241,67.786,68.625,71.171,52.111,62.924,66.636,61.196,49.593,50.667,58.348,53.729,59.938
1.8056,1.8514,1.7974,3.4868,2.7752,2.9848,0.99403,3.1236,2.8903,3.2519,2.819,2.4107,4.7074,4.4274,4.667,6.3809,3.9328,3.2243,3.1117,2.7552,2.9804,3.8261,5.3729,3.7461
4.514,7.4054,4.4934,5.2302,6.4754,9.9493,7.9523,7.2884,11.561,4.3358,4.2286,4.8214,8.4733,7.748,8.1672,1.0635,5.8991,3.2243,7.2605,8.2655,6.9543,8.6088,7.1639,10.302
19.862,21.291,18.872,21.793,20.351,25.868,15.905,22.907,21.196,18.427,22.552,15.67,19.771,23.244,28.002,31.905,23.597,25.795,14.521,11.021,17.883,20.087,13.432,18.731
9.9308,5.5541,12.582,13.947,7.4004,8.9543,7.9523,4.1648,6.7441,8.6716,5.6381,6.0268,15.064,17.71,9.3339,25.524,21.63,17.196,14.521,22.041,22.85,7.6522,8.9549,8.4288
7.2224,4.6284,7.1894,3.4868,5.5503,2.9848,6.9582,6.2472,6.7441,4.3358,7.0476,6.0268,6.5904,4.4274,3.5002,8.5079,4.916,6.4487,7.2605,8.2655,7.9478,6.6957,5.3729,5.6192
11.736,14.811,15.278,13.076,14.801,15.919,10.934,16.659,11.561,13.007,11.276,7.2322,20.713,8.8549,14.001,15.952,15.731,13.972,13.484,11.939,13.909,18.174,17.014,14.985
6.3196,6.4797,7.1894,8.7171,5.5503,6.9645,7.9523,5.206,6.7441,5.4198,5.6381,7.2322,6.5904,5.5343,5.8337,7.4444,5.8991,7.5234,8.2977,5.5104,5.9608,9.5653,3.5819,8.4288
1.8056,3.7027,3.5947,1.7434,3.7002,4.9746,4.9702,4.1648,1.9269,3.2519,7.0476,1.2054,1.883,4.4274,3.5002,4.254,1.9664,5.3739,5.1861,5.5104,5.9608,2.8696,1.791,3.7461
6.3196,5.5541,5.3921,5.2302,5.5503,7.9594,6.9582,7.2884,5.7807,7.5877,4.2286,6.0268,6.5904,2.2137,4.667,3.1905,1.9664,5.3739,5.1861,4.592,3.9739,4.7826,4.4774,6.5557
7.2224,8.3311,8.0881,8.7171,6.4754,2.9848,2.9821,2.0824,4.8172,1.084,4.2286,4.8214,11.298,12.175,9.3339,5.3175,6.8823,6.4487,2.0744,4.592,1.9869,8.6088,9.8504,8.4288
0.9028,0,0.89868,1.7434,0,2.9848,2.9821,1.0412,2.8903,2.1679,1.4095,2.4107,2.8244,5.5343,2.3335,5.3175,5.8991,6.4487,4.1489,2.7552,2.9804,2.8696,3.5819,4.6827
6.3196,6.4797,8.0881,6.102,6.4754,7.9594,2.9821,7.2884,10.598,5.4198,4.2286,3.6161,8.4733,9.9617,8.1672,7.4444,11.798,13.972,6.2233,11.021,9.9347,14.348,13.432,11.238
24.376,25.919,25.163,23.536,25.901,21.888,26.839,26.03,22.159,29.267,26.781,27.723,30.127,29.885,29.169,22.333,31.462,20.421,30.079,29.389,31.791,31.565,26.865,26.223
6.3196,4.6284,4.4934,6.9737,8.3255,8.9543,9.9403,6.2472,7.7076,10.84,5.6381,8.4375,5.6489,11.069,5.8337,6.3809,6.8823,7.5234,7.2605,8.2655,9.9347,12.435,11.641,8.4288
14.445,15.737,20.67,18.306,18.501,15.919,22.863,16.659,17.342,16.259,21.143,19.286,17.888,16.603,15.168,15.952,14.748,16.122,15.558,16.531,15.896,19.131,17.91,16.858
5.4168,9.2568,7.1894,7.8454,5.5503,3.9797,1.9881,1.0412,1.9269,0,0,0,12.239,6.6412,5.8337,6.3809,5.8991,3.2243,8.2977,8.2655,9.9347,8.6088,13.432,11.238
71.321,79.608,68.3,69.737,72.154,63.675,85.487,88.502,87.674,96.472,102.89,92.813,63.079,49.809,59.504,76.571,63.907,70.935,70.531,72.553,86.432,102.35,102.98,102.08
2.7084,1.8514,4.4934,5.2302,0.92505,5.9696,3.9761,1.0412,1.9269,2.1679,1.4095,1.2054,1.883,3.3206,0,3.1905,2.9496,1.0748,3.1117,2.7552,1.9869,4.7826,1.791,0.93653
7.2224,8.3311,7.1894,8.7171,8.3255,8.9543,9.9403,8.3296,10.598,10.84,11.276,9.6429,4.7074,3.3206,8.1672,3.1905,3.9328,1.0748,10.372,10.102,11.922,8.6088,7.1639,7.4923
5.4168,7.4054,6.2908,6.102,4.6253,3.9797,3.9761,5.206,3.8538,5.4198,1.4095,3.6161,0.94148,1.1069,3.5002,5.3175,3.9328,5.3739,2.0744,5.5104,3.9739,2.8696,2.6865,1.8731
30.695,31.473,26.96,29.638,28.677,27.858,29.821,32.277,37.574,41.19,33.828,44.598,35.776,34.313,30.335,36.159,32.445,38.692,37.34,28.47,29.804,38.261,31.342,37.461
4.514,4.6284,4.4934,4.3585,5.5503,5.9696,6.9582,4.1648,2.8903,6.5037,4.2286,6.0268,4.7074,5.5343,5.8337,6.3809,2.9496,3.2243,4.1489,5.5104,3.9739,6.6957,4.4774,5.6192
94.794,97.196,105.15,94.144,96.205,90.538,137.18,125.99,114.65,114.9,124.04,106.07,102.62,145,116.67,58.492,48.176,69.86,122.39,127.66,120.21,101.39,109.25,95.526
8.1252,12.959,13.48,13.076,11.101,9.9493,10.934,13.536,14.452,14.091,9.8666,13.259,16.947,14.389,12.834,18.079,18.681,20.421,21.782,15.613,16.889,24.87,19.701,17.794
4.514,2.777,3.5947,6.102,4.6253,3.9797,2.9821,2.0824,2.8903,3.2519,5.6381,3.6161,9.4148,7.748,8.1672,6.3809,5.8991,6.4487,6.2233,2.7552,4.9674,9.5653,6.2684,7.4923
5.4168,5.5541,4.4934,7.8454,5.5503,1.9899,5.9642,6.2472,4.8172,6.5037,4.2286,4.8214,9.4148,8.8549,10.501,9.5714,7.8655,10.748,9.335,11.021,9.9347,11.478,10.746,10.302
65.905,63.872,65.604,88.042,66.604,82.579,61.63,58.308,60.697,59.617,57.79,57.857,108.27,104.04,77.005,240.35,175.99,194.53,64.307,70.716,65.569,117.65,107.46,127.37
28.89,26.845,26.96,22.664,23.126,26.863,28.827,28.113,31.794,23.847,32.419,28.929,27.303,30.992,25.668,41.476,35.395,37.617,32.154,33.981,32.785,31.565,35.819,28.096
9.028,9.2568,8.0881,8.7171,5.5503,8.9543,1.9881,3.1236,3.8538,4.3358,1.4095,6.0268,7.5318,7.748,10.501,5.3175,7.8655,4.2991,3.1117,5.5104,4.9674,6.6957,7.1639,8.4288
1.8056,0.92568,3.5947,0.87171,1.8501,2.9848,1.9881,2.0824,4.8172,4.3358,1.4095,1.2054,2.8244,2.2137,3.5002,2.127,2.9496,1.0748,2.0744,4.592,2.9804,3.8261,3.5819,3.7461
2.7084,2.777,3.5947,6.102,4.6253,2.9848,4.9702,4.1648,5.7807,5.4198,4.2286,6.0268,5.6489,7.748,9.3339,11.698,7.8655,8.5982,6.2233,11.021,12.915,9.5653,5.3729,5.6192
2.7084,2.777,3.5947,4.3585,1.8501,0.99493,1.9881,1.0412,0.96345,2.1679,1.4095,1.2054,4.7074,4.4274,4.667,2.127,2.9496,5.3739,5.1861,4.592,4.9674,4.7826,5.3729,5.6192
61.391,62.02,62.009,61.891,63.829,62.68,53.678,73.926,63.588,58.533,71.885,62.679,68.728,68.625,68.838,82.952,81.605,88.132,80.903,72.553,78.484,74.609,73.43,74.923
9.9308,9.2568,11.683,8.7171,10.176,4.9746,11.928,12.494,10.598,9.7556,9.8666,7.2322,13.181,6.6412,5.8337,10.635,17.697,21.496,10.372,6.4287,9.9347,12.435,12.537,12.175
21.667,23.142,20.67,27.023,23.126,19.899,33.797,24.989,23.123,37.938,21.143,26.518,27.303,26.565,26.835,29.778,27.529,18.271,38.377,31.225,29.804,32.522,28.656,27.159
23.473,21.291,23.366,18.306,23.126,18.904,19.881,23.948,18.306,21.679,19.733,24.107,21.654,23.244,25.668,26.587,25.563,21.496,18.67,21.123,19.869,21.044,22.387,22.477
7.2224,4.6284,6.2908,6.102,5.5503,5.9696,3.9761,5.206,5.7807,5.4198,5.6381,3.6161,10.356,6.6412,7.0004,5.3175,8.8487,7.5234,5.1861,5.5104,8.9413,4.7826,5.3729,9.3653
14.445,14.811,13.48,18.306,14.801,16.914,9.9403,12.494,10.598,11.923,9.8666,10.848,19.771,14.389,15.168,14.889,14.748,12.897,10.372,8.2655,8.9413,15.304,13.432,13.111
148.06,150.89,147.38,144.7,160.96,164.16,150.1,142.65,137.77,135.49,150.82,147.05,153.46,174.88,165.68,157.4,183.86,164.44,159.73,144.19,167.9,145.39,149.55,150.78
5.4168,5.5541,7.1894,6.102,8.3255,5.9696,2.9821,5.206,5.7807,4.3358,1.4095,3.6161,3.7659,1.1069,3.5002,3.1905,4.916,2.1496,3.1117,4.592,2.9804,4.7826,4.4774,4.6827
10.834,9.2568,8.9868,13.076,9.2505,9.9493,6.9582,11.453,6.7441,10.84,15.505,9.6429,14.122,16.603,8.1672,14.889,9.8319,20.421,16.595,12.857,10.928,15.304,14.328,12.175
4.514,4.6284,3.5947,4.3585,3.7002,4.9746,3.9761,3.1236,2.8903,3.2519,2.819,2.4107,1.883,2.2137,4.667,4.254,3.9328,5.3739,2.0744,1.8368,1.9869,1.9131,3.5819,1.8731
55.071,63.872,54.82,45.329,44.402,38.802,56.66,60.39,61.661,58.533,73.295,67.5,54.606,52.022,60.671,57.429,52.109,58.038,48.749,47.756,46.693,56.435,54.625,53.382
1.8056,1.8514,2.696,4.3585,1.8501,0.99493,0.99403,2.0824,0.96345,0,1.4095,1.2054,1.883,4.4274,2.3335,0,0.98319,2.1496,3.1117,3.6736,4.9674,5.7392,7.1639,4.6827
1.8056,2.777,3.5947,2.6151,2.7752,4.9746,2.9821,2.0824,1.9269,1.084,0,1.2054,4.7074,1.1069,2.3335,3.1905,1.9664,1.0748,6.2233,2.7552,1.9869,3.8261,3.5819,5.6192
3.6112,1.8514,3.5947,6.102,4.6253,3.9797,1.9881,5.206,4.8172,7.5877,4.2286,4.8214,5.6489,5.5343,5.8337,7.4444,6.8823,7.5234,3.1117,4.592,5.9608,6.6957,4.4774,6.5557
3.6112,5.5541,5.3921,5.2302,5.5503,5.9696,5.9642,3.1236,3.8538,7.5877,5.6381,6.0268,5.6489,5.5343,5.8337,4.254,3.9328,5.3739,5.1861,4.592,3.9739,2.8696,4.4774,3.7461
23.473,24.068,21.568,19.178,22.201,18.904,18.887,22.907,24.086,18.427,12.686,22.902,22.595,25.458,24.502,21.27,25.563,19.346,25.93,26.633,21.856,22.957,26.865,23.413
16.25,19.439,20.67,18.306,19.426,18.904,16.899,16.659,17.342,18.427,22.552,20.491,16.947,22.137,18.668,22.333,19.664,20.421,17.633,17.449,18.876,17.218,17.91,15.921
17.153,16.662,14.379,19.178,17.576,16.914,10.934,10.412,12.525,13.007,14.095,15.67,22.595,12.175,18.668,25.524,21.63,22.57,15.558,18.368,13.909,18.174,17.014,19.667
46.043,44.433,43.137,40.099,36.077,30.843,28.827,31.236,35.648,23.847,36.647,26.518,57.43,43.167,54.837,34.032,33.429,39.767,67.419,57.859,44.706,61.218,65.371,61.811
11.736,10.182,12.582,10.46,10.176,7.9594,12.922,11.453,10.598,13.007,8.4571,14.464,13.181,15.496,19.835,7.4444,8.8487,5.3739,12.447,16.531,9.9347,10.522,12.537,12.175
18.056,15.737,18.872,19.178,20.351,18.904,6.9582,12.494,12.525,14.091,9.8666,12.054,25.42,29.885,25.668,21.27,25.563,22.57,16.595,11.021,12.915,18.174,17.014,17.794
24.376,21.291,21.568,27.895,27.752,34.822,23.857,28.113,27.94,26.015,25.371,26.518,29.186,36.526,24.502,46.794,43.26,31.169,33.191,25.715,26.824,23.913,22.387,26.223
21.667,27.77,26.96,22.664,25.901,26.863,18.887,21.865,22.159,20.595,23.962,27.723,24.478,24.351,26.835,22.333,19.664,22.57,21.782,16.531,18.876,22.957,23.283,24.35
0,0,0,0,0,0,8.9463,9.3708,6.7441,4.3358,1.4095,7.2322,0,0,0,0,0,0,12.447,14.694,10.928,1.9131,0,1.8731
32.501,34.25,41.339,32.253,36.077,30.843,32.803,35.401,30.83,28.183,35.238,36.161,35.776,38.74,39.669,32.968,37.361,35.468,37.34,36.736,27.817,46.87,40.297,37.461
16.25,19.439,19.771,19.178,18.501,15.919,19.881,20.824,15.415,21.679,18.324,14.464,14.122,19.923,17.501,20.206,17.697,18.271,14.521,20.205,15.896,17.218,18.805,17.794
6.3196,4.6284,8.0881,6.9737,8.3255,3.9797,6.9582,12.494,7.7076,13.007,9.8666,12.054,5.6489,4.4274,7.0004,3.1905,6.8823,5.3739,9.335,9.1839,11.922,6.6957,9.8504,11.238
78.544,80.534,76.388,81.069,74.929,68.65,77.534,69.761,74.185,71.541,73.295,78.348,80.026,76.373,78.172,79.762,74.723,79.533,67.419,70.716,68.55,71.74,72.534,83.351
11.736,12.959,12.582,10.46,11.101,14.924,8.9463,8.3296,9.6345,13.007,12.686,15.67,14.122,12.175,16.334,9.5714,3.9328,6.4487,6.2233,7.3471,7.9478,7.6522,7.1639,12.175
43.334,45.358,47.63,45.329,48.103,45.767,50.696,47.895,44.319,52.03,53.562,48.214,48.957,53.129,56.004,23.397,26.546,31.169,47.712,51.43,51.661,40.174,34.028,38.398
6.3196,8.3311,6.2908,6.102,5.5503,5.9696,7.9523,4.1648,5.7807,7.5877,2.819,4.8214,7.5318,5.5343,5.8337,7.4444,9.8319,6.4487,8.2977,10.102,11.922,6.6957,8.9549,8.4288
3.6112,4.6284,3.5947,3.4868,5.5503,3.9797,5.9642,4.1648,3.8538,5.4198,4.2286,3.6161,2.8244,3.3206,4.667,3.1905,4.916,1.0748,4.1489,3.6736,5.9608,2.8696,2.6865,2.8096
6.3196,5.5541,7.1894,4.3585,4.6253,7.9594,9.9403,10.412,13.488,13.007,5.6381,7.2322,6.5904,7.748,3.5002,17.016,12.781,15.047,17.633,17.449,14.902,10.522,14.328,13.111
8.1252,10.182,10.784,10.46,14.801,10.944,11.928,11.453,15.415,9.7556,7.0476,9.6429,21.654,13.282,17.501,18.079,14.748,24.72,16.595,15.613,14.902,22,19.701,19.667
14.445,15.737,12.582,13.076,13.876,13.929,17.893,19.783,18.306,14.091,21.143,16.875,14.122,18.817,14.001,6.3809,3.9328,10.748,9.335,11.939,4.9674,16.261,10.746,15.921
13.542,16.662,14.379,19.178,15.726,17.909,15.905,16.659,17.342,19.511,16.914,21.696,24.478,24.351,26.835,34.032,35.395,31.169,19.707,25.715,25.83,22,21.492,19.667
4.514,0.92568,3.5947,4.3585,3.7002,3.9797,1.9881,2.0824,1.9269,2.1679,1.4095,2.4107,3.7659,2.2137,2.3335,5.3175,3.9328,2.1496,2.0744,1.8368,3.9739,4.7826,4.4774,2.8096
1.8056,3.7027,4.4934,3.4868,4.6253,3.9797,2.9821,4.1648,4.8172,4.3358,7.0476,3.6161,3.7659,3.3206,4.667,2.127,3.9328,3.2243,3.1117,3.6736,3.9739,2.8696,4.4774,3.7461
247.37,259.19,234.56,244.95,240.51,268.63,289.26,272.8,263.98,282.91,332.65,312.19,257.02,296.64,302.19,274.38,261.53,285.89,270.71,260.82,276.19,253.48,250.74,250.05
12.639,13.885,12.582,13.076,17.576,13.929,10.934,13.536,12.525,11.923,11.276,10.848,16.947,18.817,18.668,14.889,15.731,15.047,12.447,14.694,13.909,16.261,13.432,13.111
1.8056,0.92568,1.7974,4.3585,3.7002,1.9899,1.9881,3.1236,3.8538,4.3358,4.2286,3.6161,0.94148,1.1069,3.5002,3.1905,1.9664,1.0748,2.0744,1.8368,1.9869,2.8696,1.791,3.7461
9.9308,16.662,5.3921,11.332,22.201,17.909,10.934,17.7,10.598,16.259,16.914,12.054,12.239,9.9617,16.334,26.587,21.63,25.795,12.447,6.4287,5.9608,12.435,17.014,14.985
13.542,11.108,9.8855,9.5888,10.176,7.9594,8.9463,9.3708,11.561,9.7556,9.8666,7.2322,15.064,13.282,10.501,15.952,16.714,17.196,16.595,11.021,8.9413,13.391,11.641,13.111
14.445,14.811,11.683,12.204,10.176,8.9543,4.9702,5.206,5.7807,3.2519,8.4571,8.4375,11.298,8.8549,15.168,2.127,0.98319,1.0748,6.2233,6.4287,3.9739,7.6522,8.0594,5.6192
2.7084,3.7027,3.5947,6.102,4.6253,2.9848,4.9702,3.1236,6.7441,1.084,2.819,3.6161,3.7659,5.5343,5.8337,7.4444,6.8823,3.2243,2.0744,3.6736,3.9739,3.8261,3.5819,3.7461
5.4168,3.7027,5.3921,6.102,4.6253,5.9696,4.9702,6.2472,4.8172,3.2519,7.0476,6.0268,4.7074,5.5343,4.667,6.3809,5.8991,6.4487,5.1861,6.4287,3.9739,5.7392,4.4774,5.6192
1.8056,1.8514,1.7974,1.7434,0.92505,1.9899,4.9702,4.1648,7.7076,4.3358,5.6381,2.4107,1.883,1.1069,2.3335,1.0635,1.9664,1.0748,2.0744,5.5104,4.9674,4.7826,2.6865,1.8731
14.445,18.514,14.379,17.434,17.576,19.899,29.821,26.03,25.05,24.931,25.371,28.929,13.181,11.069,16.334,24.46,25.563,22.57,28.005,25.715,27.817,20.087,17.91,17.794
6.3196,6.4797,8.9868,6.9737,6.4754,7.9594,6.9582,9.3708,7.7076,5.4198,7.0476,6.0268,7.5318,7.748,10.501,8.5079,13.765,8.5982,12.447,10.102,8.9413,8.6088,10.746,10.302
166.12,168.47,162.66,152.55,172.98,163.17,200.79,209.28,210.03,216.79,210.02,202.5,179.82,164.92,213.51,161.65,145.51,160.14,148.32,199.29,194.72,211.39,220.29,205.1
2.7084,2.777,3.5947,2.6151,1.8501,1.9899,2.9821,4.1648,2.8903,2.1679,1.4095,2.4107,2.8244,3.3206,3.5002,3.1905,2.9496,2.1496,1.0372,2.7552,1.9869,2.8696,2.6865,2.8096
138.13,144.41,155.47,136.86,148.01,170.13,147.12,153.06,138.74,144.17,159.28,150.67,148.75,162.71,186.68,116.98,118.97,122.52,138.99,144.19,136.11,128.17,131.64,129.24
10.834,7.4054,7.1894,8.7171,8.3255,10.944,13.916,13.536,12.525,16.259,12.686,8.4375,5.6489,6.6412,8.1672,7.4444,10.815,10.748,12.447,13.776,12.915,12.435,12.537,12.175
6.3196,4.6284,6.2908,6.102,5.5503,3.9797,1.9881,2.0824,1.9269,5.4198,1.4095,6.0268,8.4733,6.6412,5.8337,3.1905,7.8655,6.4487,4.1489,6.4287,4.9674,6.6957,6.2684,8.4288
14.445,15.737,15.278,10.46,12.951,13.929,12.922,10.412,12.525,14.091,12.686,12.054,14.122,13.282,15.168,7.4444,6.8823,6.4487,12.447,15.613,10.928,13.391,10.746,14.048
9.9308,6.4797,9.8855,9.5888,8.3255,8.9543,6.9582,11.453,13.488,7.5877,7.0476,6.0268,8.4733,7.748,8.1672,4.254,7.8655,6.4487,12.447,11.021,12.915,11.478,13.432,14.048
2.7084,3.7027,2.696,3.4868,4.6253,4.9746,5.9642,5.206,4.8172,4.3358,2.819,3.6161,1.883,3.3206,3.5002,3.1905,3.9328,5.3739,2.0744,5.5104,5.9608,4.7826,4.4774,2.8096
11.736,15.737,14.379,13.947,11.101,15.919,10.934,10.412,9.6345,10.84,12.686,14.464,17.888,22.137,11.667,15.952,15.731,16.122,14.521,17.449,14.902,11.478,12.537,13.111
3.6112,0.92568,1.7974,1.7434,1.8501,1.9899,3.9761,2.0824,4.8172,2.1679,2.819,2.4107,1.883,3.3206,2.3335,5.3175,4.916,3.2243,3.1117,2.7552,3.9739,4.7826,4.4774,4.6827
7.2224,8.3311,3.5947,7.8454,6.4754,6.9645,6.9582,9.3708,9.6345,5.4198,9.8666,12.054,5.6489,5.5343,9.3339,4.254,1.9664,1.0748,6.2233,6.4287,13.909,6.6957,8.0594,7.4923
5.4168,4.6284,7.1894,6.102,6.4754,4.9746,5.9642,6.2472,3.8538,6.5037,7.0476,3.6161,10.356,6.6412,8.1672,7.4444,6.8823,8.5982,9.335,8.2655,6.9543,7.6522,8.9549,9.3653
24.376,32.399,26.96,27.895,30.527,30.843,27.833,35.401,38.538,43.358,42.286,32.545,22.595,27.671,23.335,52.111,40.311,44.066,34.228,34.899,38.745,36.348,34.028,35.588
23.473,24.993,25.163,30.51,25.901,23.878,19.881,22.907,20.232,26.015,31.009,31.339,29.186,29.885,26.835,30.841,29.496,26.869,26.968,27.552,26.824,23.913,25.969,29.969
24.376,27.77,24.264,29.638,26.826,30.843,23.857,19.783,21.196,20.595,32.419,25.313,27.303,19.923,24.502,30.841,26.546,26.869,29.042,22.041,20.863,27.739,25.969,23.413
14.445,12.959,10.784,11.332,12.951,13.929,5.9642,7.2884,5.7807,6.5037,9.8666,9.6429,15.064,16.603,16.334,15.952,18.681,13.972,9.335,7.3471,6.9543,6.6957,8.0594,11.238
7.2224,5.5541,5.3921,5.2302,4.6253,5.9696,5.9642,3.1236,5.7807,5.4198,2.819,3.6161,5.6489,5.5343,5.8337,6.3809,6.8823,5.3739,3.1117,3.6736,7.9478,5.7392,6.2684,6.5557
1.8056,1.8514,1.7974,0.87171,1.8501,0,6.9582,5.206,5.7807,4.3358,4.2286,4.8214,3.7659,5.5343,2.3335,5.3175,4.916,3.2243,9.335,12.857,12.915,7.6522,4.4774,6.5557
5.4168,5.5541,7.1894,4.3585,4.6253,5.9696,5.9642,4.1648,5.7807,3.2519,2.819,6.0268,5.6489,8.8549,7.0004,5.3175,6.8823,6.4487,5.1861,6.4287,4.9674,6.6957,4.4774,5.6192
7.2224,5.5541,5.3921,4.3585,4.6253,4.9746,4.9702,6.2472,6.7441,4.3358,2.819,6.0268,5.6489,6.6412,8.1672,8.5079,7.8655,6.4487,6.2233,7.3471,5.9608,4.7826,7.1639,8.4288
8.1252,6.4797,10.784,11.332,12.026,7.9594,1.9881,4.1648,6.7441,3.2519,1.4095,2.4107,11.298,16.603,15.168,3.1905,5.8991,3.2243,7.2605,6.4287,6.9543,10.522,14.328,12.175
6.3196,6.4797,8.9868,8.7171,6.4754,10.944,8.9463,9.3708,8.671,11.923,8.4571,7.2322,8.4733,8.8549,9.3339,13.825,12.781,15.047,13.484,12.857,19.869,12.435,8.9549,14.048
3.6112,3.7027,3.5947,3.4868,3.7002,4.9746,5.9642,4.1648,3.8538,4.3358,5.6381,4.8214,2.8244,3.3206,4.667,7.4444,5.8991,3.2243,4.1489,5.5104,3.9739,2.8696,2.6865,7.4923
5.4168,2.777,5.3921,3.4868,4.6253,3.9797,4.9702,4.1648,5.7807,3.2519,0,4.8214,1.883,3.3206,4.667,5.3175,2.9496,1.0748,3.1117,2.7552,4.9674,4.7826,3.5819,2.8096
18.056,18.514,19.771,19.178,16.651,18.904,16.899,16.659,14.452,11.923,18.324,16.875,20.713,21.03,16.334,17.016,16.714,15.047,15.558,15.613,15.896,17.218,18.805,16.858
76.738,80.534,77.287,81.941,66.604,78.599,54.672,61.431,51.063,49.862,77.524,67.5,86.616,92.976,80.505,78.698,79.639,90.281,60.159,55.104,46.693,63.131,57.311,63.684
16.25,12.959,16.176,14.819,16.651,16.914,21.869,23.948,22.159,18.427,22.552,21.696,17.888,24.351,22.168,24.46,18.681,16.122,23.856,20.205,23.843,16.261,13.432,14.048
3.6112,5.5541,6.2908,3.4868,3.7002,3.9797,2.9821,3.1236,2.8903,4.3358,4.2286,7.2322,4.7074,3.3206,8.1672,1.0635,0.98319,2.1496,4.1489,3.6736,5.9608,1.9131,2.6865,4.6827
9.9308,7.4054,6.2908,6.102,12.026,10.944,8.9463,2.0824,5.7807,8.6716,7.0476,7.2322,11.298,9.9617,11.667,12.762,14.748,11.823,7.2605,12.857,15.896,13.391,13.432,12.175
14.445,14.811,12.582,16.562,15.726,11.939,8.9463,10.412,9.6345,9.7556,11.276,8.4375,18.83,13.282,16.334,7.4444,12.781,8.5982,11.409,11.939,9.9347,17.218,20.596,15.921
0.9028,0.92568,2.696,2.6151,3.7002,1.9899,3.9761,3.1236,1.9269,1.084,1.4095,1.2054,3.7659,5.5343,0,12.762,5.8991,4.2991,6.2233,7.3471,7.9478,3.8261,2.6865,2.8096
43.334,49.061,44.934,49.687,41.627,42.782,45.725,45.813,50.099,57.449,52.152,53.036,52.723,57.557,58.337,45.73,47.193,37.617,60.159,60.614,63.582,57.392,52.834,55.255
25.278,26.845,20.67,22.664,20.351,24.873,19.881,21.865,19.269,16.259,16.914,15.67,22.595,24.351,25.668,21.27,24.58,23.645,16.595,13.776,16.889,28.696,17.014,22.477
14.445,14.811,15.278,17.434,14.801,13.929,9.9403,13.536,11.561,13.007,14.095,16.875,16.947,8.8549,16.334,13.825,16.714,12.897,13.484,12.857,14.902,14.348,14.328,14.985
5.4168,5.5541,5.3921,7.8454,7.4004,3.9797,3.9761,6.2472,9.6345,6.5037,4.2286,7.2322,8.4733,9.9617,5.8337,7.4444,5.8991,7.5234,7.2605,4.592,2.9804,7.6522,7.1639,6.5557
4.514,3.7027,4.4934,4.3585,5.5503,4.9746,6.9582,3.1236,7.7076,5.4198,4.2286,6.0268,5.6489,1.1069,3.5002,1.0635,0.98319,1.0748,3.1117,4.592,3.9739,5.7392,7.1639,5.6192
31.598,34.25,32.353,31.381,29.602,26.863,29.821,28.113,25.05,28.183,29.6,28.929,32.01,28.778,35.002,32.968,35.395,30.094,31.117,32.144,26.824,29.652,28.656,29.033
3.6112,5.5541,4.4934,4.3585,5.5503,3.9797,3.9761,5.206,3.8538,7.5877,5.6381,7.2322,4.7074,4.4274,4.667,6.3809,4.916,8.5982,5.1861,2.7552,4.9674,4.7826,5.3729,6.5557
