Intensity Rep #1,Intensity L Rep #1,Intensity H Rep #1,Intensity Rep #2,Intensity L Rep #2,Intensity H Rep #2,Intensity Rep #3,Intensity L Rep #3,Intensity H Rep #3
521020000,337690000,183330000,604120000,408800000,195310000,918480000,608000000,310480000
355350000,236010000,119340000,387020000,244200000,142820000,358650000,229740000,128900000
320370000,212440000,107920000,250110000,161890000,88221000,312420000,161480000,150940000
849030000,571510000,277520000,623330000,413320000,210010000,516460000,346460000,170000000
102270000,67440000,34833000,457130000,301210000,155910000,365680000,252690000,112990000
363400000,232390000,131010000,389010000,231150000,157860000,240640000,157720000,82921000
150120000,98295000,51822000,22210000,16430000,5780500,176350000,113920000,62431000
2450600000,1528800000,921810000,2944100000,1983400000,960640000,2215900000,1412400000,803560000
702110000,442700000,259400000,996450000,642690000,353760000,1004400000,621840000,382580000
1078900000,615570000,463350000,684270000,433880000,250390000,729570000,460210000,269360000
606480000,363540000,242940000,674670000,442500000,232170000,405670000,272340000,133320000
571950000,365610000,206340000,649520000,440130000,209390000,787040000,540220000,246810000
516810000,346790000,170020000,642860000,454910000,187960000,317350000,215900000,101450000
270480000,117160000,153310000,81597000,48281000,33316000,259690000,150420000,109260000
1067800000,682510000,385310000,1291700000,797050000,494620000,1004100000,652330000,351780000
2365400000,1428100000,937270000,2161600000,1268500000,893140000,948070000,548540000,399530000
959600000,515380000,444220000,511620000,329280000,182340000,391060000,244270000,146790000
377580000,217340000,160240000,520500000,324370000,196130000,397620000,261090000,136520000
942660000,592090000,350570000,1196300000,602420000,593920000,1174100000,651610000,522450000
570140000,353710000,216440000,757890000,500420000,257470000,634720000,397390000,237330000
559600000,352490000,207110000,923140000,612100000,311040000,717910000,486570000,231340000
244870000,160250000,84622000,223230000,139760000,83469000,117580000,80670000,36912000
707470000,435100000,272370000,864880000,515430000,349440000,697590000,433520000,264070000
54609000,38529000,16080000,15722000,10718000,5003400,84324000,56750000,27574000
355630000,229970000,125660000,90296000,62340000,27956000,175610000,111260000,64358000
246170000,166510000,79660000,404870000,258120000,146740000,247120000,165870000,81245000
596430000,251550000,344880000,556260000,305830000,250430000,375000000,250250000,124750000
364260000,234470000,129790000,365550000,229750000,135800000,258290000,156520000,101780000
643060000,396090000,246970000,600450000,405350000,195100000,968200000,671470000,296730000
657930000,412650000,245280000,440210000,246690000,193530000,408790000,262530000,146260000
495020000,335990000,159030000,439340000,295980000,143370000,229250000,133530000,95714000
433950000,283220000,150730000,476110000,318370000,157740000,537760000,323840000,213910000
322380000,198960000,123420000,474150000,287410000,186740000,148490000,91629000,56866000
1688900000,1050100000,638850000,1077300000,720040000,357280000,1410100000,874710000,535360000
346450000,218410000,128040000,192880000,131810000,61072000,355960000,247980000,107980000
572030000,359060000,212970000,646410000,423610000,222800000,400480000,247860000,152620000
186770000,119440000,67324000,183960000,115260000,68708000,115770000,72065000,43708000
1100000000,686980000,413010000,1515100000,964450000,550620000,1102100000,642780000,459270000
362350000,190820000,171530000,403410000,269200000,134210000,179680000,113100000,66579000
1733500000,1148600000,584900000,1772000000,1159100000,612900000,1319400000,844540000,474900000
1164800000,724280000,440500000,1103200000,712250000,390930000,720130000,475520000,244610000
261730000,162090000,99640000,526020000,310060000,215960000,343060000,198430000,144620000
589880000,362650000,227230000,522260000,339640000,182620000,472270000,308490000,163790000
880670000,552830000,327840000,1098700000,627140000,471570000,649690000,399990000,249700000
2386700000,1510000000,876720000,1963200000,1301600000,661650000,1704800000,1072900000,631930000
364040000,226540000,137500000,574540000,384280000,190260000,194090000,126370000,67717000
343790000,232690000,111100000,665150000,484380000,180770000,680100000,423570000,256530000
896930000,565970000,330950000,1607200000,1066100000,541110000,1425300000,891900000,533420000
177820000,120190000,57627000,151660000,104840000,46821000,36519000,23384000,13134000
897520000,573170000,324360000,1017400000,628760000,388630000,1014200000,632150000,382090000
481430000,298550000,182880000,561750000,357910000,203840000,843660000,587800000,255860000
204960000,112140000,92819000,201550000,122780000,78775000,23873000,15800000,8073200
933360000,555290000,378060000,1302800000,828360000,474410000,1058700000,719610000,339110000
173100000,109220000,63871000,315010000,206210000,108790000,272050000,186780000,85271000
1149000000,775770000,373260000,1130000000,739530000,390510000,990120000,625660000,364450000
1455500000,940410000,515080000,1653700000,1055600000,598140000,1040800000,689620000,351190000
428600000,281150000,147450000,421020000,264360000,156670000,484110000,318470000,165640000
0,0,0,41420000,26606000,14814000,0,0,0
2529500000,1600100000,929350000,3728000000,2582800000,1145200000,2704700000,1879700000,824980000
3911400000,2722100000,1189300000,3272900000,2336500000,936430000,3093600000,2009300000,1084200000
433870000,227790000,206080000,639150000,422880000,216260000,407260000,310290000,96972000
4686700000,2982600000,1704100000,4782100000,2986500000,1795500000,3751600000,2325300000,1426300000
23541000,13842000,9698900,57042000,29957000,27085000,20864000,12125000,8738600
139840000,81572000,58264000,220270000,112250000,108020000,409950000,144240000,265710000
109660000,74386000,35273000,125470000,77987000,47486000,95650000,63749000,31900000
86610000000,48936000000,37674000000,1.0208E+11,57953000000,44125000000,71732000000,41111000000,30620000000
35168000,16052000,19116000,11837000,7906500,3930300,0,0,0
1961200000,1327700000,633510000,720580000,449560000,271020000,1296900000,875750000,421110000
488500000,357460000,131040000,500740000,362800000,137940000,400390000,302310000,98078000
1119700000,834080000,285660000,1538000000,1236400000,301600000,746770000,549420000,197340000
64625000,33106000,31518000,65367000,34047000,31320000,79988000,52708000,27280000
1727800000,1098000000,629770000,1399000000,920400000,478580000,1260100000,837680000,422450000
416570000,254740000,161830000,246940000,147700000,99238000,246870000,153130000,93739000
564120000,306850000,257280000,397780000,200430000,197360000,218420000,91824000,126590000
558160000,342130000,216030000,875400000,558860000,316540000,566110000,351380000,214720000
6457200000,3980700000,2476500000,8220600000,5130000000,3090500000,5870100000,3657200000,2213000000
5585800000,3388900000,2196900000,3468300000,2129500000,1338800000,3670900000,2218000000,1452800000
160040000,90711000,69324000,159720000,101210000,58507000,98779000,65344000,33435000
127130000,87386000,39741000,86204000,55180000,31024000,55721000,39605000,16116000
23552000,15054000,8497600,24577000,16182000,8395600,0,0,0
17471000,12556000,4915600,8762400,6033200,2729200,5838000,5364600,473370
53348000,32287000,21061000,31328000,14676000,16652000,110470000,64101000,46370000
15671000,9498500,6172900,22061000,14069000,7991200,11761000,6063600,5697000
437310000,282190000,155120000,325940000,202910000,123040000,220760000,130330000,90432000
111280000,64089000,47191000,36580000,19036000,17544000,79890000,48238000,31652000
18923000000,11848000000,7074900000,18120000000,11249000000,6871200000,17104000000,10603000000,6501000000
3830500000,2693200000,1137300000,2797600000,1763000000,1034700000,2220300000,1430000000,790340000
2418900000,1369400000,1049500000,1431500000,943160000,488300000,1846100000,1111200000,734930000
163560000,101890000,61672000,26912000,22370000,4541500,38195000,25391000,12804000
613340000,309380000,303960000,546280000,300300000,245980000,425890000,210200000,215690000
771920000,488820000,283100000,917850000,575580000,342270000,1270000000,643970000,626030000
0,0,0,9120200,6761200,2359100,177720000,152500000,25220000
2746600000,1986300000,760220000,3627600000,2618500000,1009000000,2442500000,1793500000,649070000
514090000,290480000,223610000,334610000,193800000,140810000,283740000,149380000,134360000
5153200,3159300,1994000,69696000,42152000,27544000,360860000,210800000,150060000
466260000,264700000,201560000,550940000,339320000,211620000,356890000,210840000,146050000
35450000,21628000,13822000,18539000,11017000,7522600,34608000,21414000,13194000
148750000,93548000,55201000,335500000,154630000,180870000,310230000,180800000,129430000
65806000,43120000,22686000,170030000,108580000,61450000,73153000,40554000,32599000
6214100,3799500,2414500,12229000,9155000,3074300,0,0,0
159250000,108450000,50793000,194250000,129770000,64482000,117630000,95882000,21744000
43819000,33583000,10236000,58208000,48377000,9830200,46883000,34252000,12631000
3271900000,2081300000,1190700000,2774100000,1857300000,916880000,2351800000,1510500000,841240000
2849200000,1694400000,1154700000,4462600000,2410300000,2052300000,2541800000,1666600000,875190000
1549900000,920380000,629520000,1552600000,920710000,631900000,1147300000,676730000,470540000
62993000,41097000,21896000,84966000,56462000,28505000,26068000,16407000,9661500
35471000,25860000,9611000,34932000,24936000,9996000,0,0,0
18430000,11222000,7207700,83479000,51727000,31752000,0,0,0
614890000,60333000,554550000,21812000,13690000,8121700,0,0,0
1255500000,873540000,381920000,492920000,310120000,182800000,310920000,238460000,72458000
1647900000,1004500000,643350000,1882500000,1177600000,704850000,1134300000,681330000,452950000
45781000,28670000,17112000,122700000,73064000,49633000,66003000,43020000,22982000
0,0,0,3498600,2463100,1035500,32186000,24664000,7521500
1261800,970250,291530,10187000,5922700,4264400,0,0,0
955500000,630160000,325340000,1003800000,665430000,338390000,872310000,573170000,299140000
3225100000,1223900000,2001200000,3326600000,1215500000,2111100000,4342000000,1994600000,2347400000
6679800000,3360100000,3319600000,7636600000,3912500000,3724000000,6403100000,3275700000,3127400000
172250000,91859000,80396000,209630000,110720000,98918000,280930000,140470000,140470000
201260000,158420000,42843000,277940000,177280000,100660000,171180000,108380000,62798000
52793000,36266000,16528000,163550000,107500000,56052000,138480000,88661000,49817000
62815000,41637000,21178000,25746000,18597000,7149300,39961000,24609000,15352000
75178000,42850000,32328000,92697000,55980000,36717000,87601000,41661000,45940000
2901900000,1836500000,1065400000,2774200000,1747500000,1026700000,2000700000,1307800000,692830000
169770000,80786000,88980000,225820000,104900000,120920000,69610000,38512000,31098000
43820000,34097000,9722800,57141000,49115000,8026000,60800000,55822000,4977600
0,0,0,34109000,31624000,2485600,38687000,25692000,12995000
956000000,605200000,350800000,700600000,430400000,270190000,826530000,542050000,284490000
16471000,8064900,8405700,18402000,14626000,3775800,57282000,35713000,21569000
14584000000,9182200000,5401700000,17626000000,10747000000,6879100000,15814000000,9776600000,6036900000
2340500000,1614100000,726480000,2418500000,1721200000,697300000,1746900000,1202400000,544470000
94684000000,63378000000,31306000000,99552000000,65928000000,33624000000,86827000000,58062000000,28766000000
0,0,0,44525000,36095000,8429900,15715000,4704200,11010000
3403500000,1958700000,1444800000,2252400000,1241900000,1010500000,1401800000,828620000,573200000
9384900000,5528500000,3856400000,10774000000,6522100000,4251600000,7392200000,4320500000,3071700000
59814000,32639000,27176000,53210000,30706000,22504000,13747000,7766000,5981200
411390000,278150000,133250000,211850000,127960000,83893000,166350000,113120000,53225000
6511600000,3103200000,3408400000,7021100000,3420200000,3600900000,6510500000,3039300000,3471200000
175400000,92376000,83020000,228670000,147700000,80966000,246180000,140390000,105800000
12600000000,7624400000,4975800000,12294000000,7481200000,4813000000,10241000000,6133900000,4106900000
11298000000,6134300000,5164000000,11474000000,6351800000,5122100000,11308000000,6219800000,5088100000
29289000000,17197000000,12092000000,25290000000,12790000000,12500000000,21807000000,11400000000,10407000000
206120000,112050000,94071000,233650000,103330000,130320000,151770000,74242000,77524000
175860000,117370000,58490000,174990000,109610000,65379000,0,0,0
1351300000,656710000,694610000,996840000,558570000,438280000,1359900000,736730000,623200000
245140000,138230000,106910000,240500000,130510000,109990000,242640000,152860000,89782000
5790100000,3643200000,2146900000,6475500000,4217500000,2258000000,4534400000,2746400000,1788000000
1125800000,660910000,464850000,956280000,699370000,256910000,659810000,409830000,249990000
2463700000,1364800000,1098900000,2139800000,1252300000,887480000,2616400000,1560700000,1055700000
731940000,418240000,313700000,785440000,492960000,292480000,654260000,410770000,243490000
5341200000,2110500000,3230700000,3097900000,2051000000,1046900000,5624700000,2014200000,3610500000
41884000,25605000,16279000,98984000,69614000,29369000,268370000,150310000,118060000
29541000,10672000,18869000,26187000,12660000,13527000,28964000,12072000,16892000
121780000,77443000,44336000,219380000,129160000,90216000,78800000,42072000,36728000
40276000,24461000,15815000,41711000,26261000,15451000,70653000,46557000,24097000
29757000,17451000,12306000,130390000,81995000,48398000,59163000,36306000,22857000
751350000,462320000,289020000,726770000,452290000,274480000,766150000,424550000,341600000
1473400000,594850000,878520000,2208500000,964010000,1244500000,1573800000,715680000,858110000
1575800000,791240000,784550000,1315600000,708950000,606680000,711610000,411140000,300460000
73546000,36522000,37025000,77508000,43286000,34221000,95035000,49319000,45716000
3343800000,2174800000,1169000000,4262900000,2781500000,1481400000,2841100000,1841400000,999740000
222260000,146660000,75598000,126880000,87602000,39275000,399390000,229050000,170340000
11750000,4955500,6794100,48305000,23239000,25066000,24197000,8656200,15540000
544010000,363230000,180780000,610170000,399670000,210500000,258530000,164610000,93924000
51750000,38463000,13287000,43744000,27944000,15800000,26818000,16531000,10287000
1211700000,748580000,463100000,1623500000,914390000,709140000,1390600000,803630000,586990000
944810000,655730000,289070000,928620000,593730000,334890000,724690000,492710000,231980000
6377700000,4050700000,2327000000,5406400000,3452400000,1954000000,5018700000,3175000000,1843700000
4563800000,2039200000,2524500000,3608000000,2070300000,1537700000,2719700000,1686200000,1033500000
1410900000,816610000,594270000,1512000000,937570000,574380000,1067700000,678390000,389290000
1007800000,547410000,460440000,1163100000,616130000,546950000,1136400000,535230000,601170000
25944000,19077000,6866900,43467000,33245000,10222000,0,0,0
6114600000,3883400000,2231300000,5634200000,3701400000,1932800000,5618200000,3787400000,1830700000
307970000,149080000,158890000,174780000,116610000,58167000,129120000,73897000,55223000
1732000000,1079100000,652930000,2096600000,1290100000,806490000,1350000000,806500000,543530000
33164000,29400000,3764200,0,0,0,12422000,11344000,1077700
3428000000,2345500000,1082500000,3599800000,2505900000,1093900000,3443000000,2345400000,1097600000
124410000,93121000,31287000,98524000,75085000,23439000,39942000,22285000,17657000
243070000,236990000,6088100,168870000,164660000,4207000,113070000,108070000,5002600
283630000,159880000,123750000,293620000,188480000,105140000,179660000,113880000,65781000
59725000,41328000,18397000,86666000,59819000,26847000,46687000,33844000,12843000
6264100000,3010000000,3254100000,5657700000,2778200000,2879500000,6073500000,2984300000,3089300000
3083300000,1854800000,1228400000,2724900000,1651300000,1073600000,1885500000,1210800000,674650000
280450000,207970000,72486000,245770000,153830000,91935000,195400000,150320000,45078000
1583400000,990930000,592450000,1207300000,683140000,524150000,1109900000,704370000,405510000
880400000,621350000,259050000,711060000,528680000,182380000,576680000,430940000,145740000
743340000,448950000,294390000,552920000,381540000,171380000,749930000,471650000,278280000
102840000,74318000,28519000,99050000,71613000,27437000,47596000,34630000,12966000
715070000,439150000,275910000,702260000,424330000,277930000,650630000,392700000,257930000
47984000,28846000,19138000,11692000,5688700,6003400,14022000,7152800,6869200
208010000,123470000,84541000,213070000,135550000,77529000,201520000,127070000,74456000
292310000,173390000,118920000,482350000,309020000,173330000,213320000,149500000,63812000
239260000,105710000,133560000,231410000,131650000,99756000,138000000,67769000,70232000
515310000,293500000,221810000,773470000,456680000,316790000,389640000,196920000,192720000
11880000000,6640100000,5239900000,11397000000,6485200000,4911800000,11944000000,6709600000,5234200000
23688000,12776000,10913000,30015000,20315000,9699700,24027000,19116000,4911000
5763900000,2525900000,3238000000,9105400000,4277800000,4827600000,4800800000,2170000000,2630700000
5057900000,3051500000,2006300000,3576100000,2236500000,1339500000,8299600000,5115800000,3183700000
62355000,29969000,32386000,33331000,19639000,13692000,35832000,25269000,10563000
52886000,44126000,8760300,114100000,65063000,49040000,143600000,83650000,59950000
1281300000,551600000,729730000,1058800000,518870000,539950000,1289800000,607290000,682560000
927940000,526120000,401820000,732000000,396460000,335530000,757920000,386290000,371630000
1220100000,861920000,358200000,1567200000,1100800000,466420000,1033700000,728960000,304730000
452930000,272920000,180010000,321520000,189930000,131590000,146100000,100510000,45586000
8500600,4957000,3543600,111580000,59105000,52478000,175110000,114740000,60372000
680470000,279600000,400880000,77323000,44925000,32398000,388390000,169240000,219150000
141760000,84776000,56979000,146160000,84737000,61419000,0,0,0
24876000,12826000,12050000,41560000,22067000,19493000,41300000,23721000,17578000
1754400000,1407400000,346930000,2612700000,2095000000,517630000,2107100000,1654900000,452170000
2826700000,1509500000,1317200000,4070100000,2343500000,1726600000,1445200000,833150000,612060000
269000000,164090000,104910000,492110000,284290000,207820000,261840000,168250000,93585000
656020000,354600000,301420000,1072500000,563100000,509360000,939910000,533660000,406250000
2958800000,1654000000,1304800000,3489400000,2038400000,1451000000,4617000000,2707500000,1909500000
710550000,435030000,275520000,361700000,199220000,162490000,343200000,190710000,152490000
433620000,282190000,151430000,951800000,511950000,439850000,692900000,329700000,363200000
1235400000,760550000,474810000,1076600000,696350000,380220000,1519900000,952160000,567780000
375110000,238650000,136460000,135550000,82220000,53333000,231650000,164150000,67493000
1152900000,750840000,402050000,1973300000,1161400000,811940000,1322500000,811010000,511490000
1997300000,1346900000,650430000,3133000000,2048400000,1084600000,1947600000,1286200000,661460000
739030000,484270000,254770000,1056700000,710090000,346590000,879620000,584610000,295000000
51866000,22566000,29300000,65940000,32985000,32955000,56771000,26833000,29938000
2487200000,1732900000,754320000,1731700000,1190400000,541310000,1450000000,980530000,469490000
1702700000,1108000000,594640000,1647300000,1007800000,639590000,1550100000,952750000,597320000
323860000,209130000,114730000,1174800000,756650000,418140000,1407800000,867600000,540220000
149720000,100750000,48970000,218260000,151530000,66737000,128780000,68466000,60314000
1677900000,1048200000,629650000,1413800000,871550000,542280000,1460000000,891090000,568890000
298320000,207220000,91095000,281140000,187130000,94012000,209240000,144450000,64796000
528310000,266020000,262290000,143790000,91687000,52107000,131800000,89786000,42017000
107560000,64351000,43212000,185150000,109300000,75851000,160450000,92963000,67488000
0,0,0,0,0,0,14960000,10425000,4535200
410530000,312260000,98261000,614140000,445770000,168360000,429270000,267600000,161680000
153430000,81641000,71794000,100780000,49662000,51118000,194210000,102140000,92071000
2641700000,1642600000,999110000,3257300000,2094800000,1162500000,2124300000,1329800000,794540000
278230000,176430000,101800000,230830000,154750000,76078000,173730000,117730000,56003000
397480000,260240000,137240000,761200000,470590000,290610000,640080000,381830000,258250000
952710000,602110000,350600000,1218600000,782720000,435850000,1025500000,656520000,368950000
412460000,231020000,181430000,521550000,336630000,184920000,343360000,215330000,128030000
38709000,22367000,16342000,43671000,30750000,12921000,49112000,36374000,12738000
628720000,356370000,272360000,520700000,316620000,204080000,430020000,243520000,186500000
57563000,37722000,19842000,115870000,83047000,32822000,67413000,44591000,22822000
696310000,456060000,240250000,1034300000,679080000,355270000,961920000,588550000,373370000
555840000,355640000,200200000,482430000,317630000,164790000,375710000,244740000,130970000
3852100000,2482700000,1369300000,4243400000,2716700000,1526700000,3149100000,2020400000,1128800000
1508500000,994600000,513860000,1977800000,1251000000,726860000,1995100000,1229900000,765220000
2972600000,1937900000,1034700000,2345000000,1595400000,749680000,2355600000,1523400000,832270000
90925000,66321000,24604000,50523000,35944000,14579000,83776000,58071000,25705000
736700000,404760000,331940000,216030000,134880000,81148000,308800000,187110000,121690000
124820000,88306000,36511000,159460000,106070000,53387000,243090000,172450000,70644000
753170000,471030000,282140000,564220000,380420000,183800000,793910000,544420000,249490000
802080000,480970000,321110000,512220000,308160000,204050000,328770000,219430000,109340000
2211700000,1496100000,715580000,2735200000,1784000000,951230000,2398200000,1593300000,804850000
522040000,363580000,158460000,646270000,441170000,205110000,666630000,471650000,194980000
65174000,32259000,32915000,12489000,6350400,6139100,117020000,65982000,51034000
171380000,118230000,53144000,256390000,74238000,182160000,173850000,82963000,90891000
578680000,444520000,134160000,281330000,220870000,60457000,372680000,296440000,76238000
1364700000,676040000,688650000,681090000,347260000,333830000,553190000,266280000,286920000
10213000000,4284100000,5928600000,9286800000,3984900000,5301800000,7385500000,3116100000,4269400000
186080000,96013000,90067000,239290000,88612000,150680000,168850000,89672000,79174000
120180000,76203000,43981000,116490000,68522000,47967000,132560000,72963000,59600000
467070000,290990000,176080000,639410000,432630000,206790000,482150000,313190000,168970000
80913000,51328000,29585000,67574000,43518000,24057000,41503000,27004000,14499000
688300000,312930000,375370000,405780000,153310000,252470000,391190000,141890000,249300000
817290000,391330000,425960000,1039500000,568250000,471250000,603420000,313220000,290200000
8964700,6169000,2795700,14662000,7778800,6882800,5530500,2428600,3101900
37349000,18147000,19201000,69111000,43251000,25860000,91587000,56955000,34631000
79290000,58276000,21014000,120390000,87854000,32537000,282500000,204250000,78259000
984600000,577670000,406930000,917900000,469860000,448040000,1049000000,579970000,469060000
386950000,66111000,320840000,769920000,114870000,655050000,57118000,38994000,18124000
745030000,384770000,360260000,592350000,304990000,287370000,562850000,250930000,311920000
1228000000,890570000,337440000,717480000,454280000,263200000,956530000,586760000,369770000
3198400000,1682700000,1515700000,2400200000,1327900000,1072300000,2516200000,1337900000,1178300000
8267200,4853800,3413400,6711600,4689100,2022500,0,0,0
0,0,0,79431000,43506000,35926000,69186000,50563000,18623000
136710000,80623000,56088000,160340000,101410000,58933000,180720000,99294000,81428000
0,0,0,107800000,22781000,85022000,36733000,23098000,13636000
63361000,36682000,26679000,22053000,15219000,6834100,0,0,0
1170100000,755080000,415000000,1301500000,854640000,446910000,1210600000,786350000,424280000
592090000,151660000,440430000,307820000,225100000,82718000,201140000,118490000,82650000
724700000,453320000,271380000,681080000,430460000,250620000,585470000,309140000,276330000
71620000,40664000,30957000,79179000,31276000,47903000,67360000,38002000,29359000
675650000,350500000,325150000,812610000,432350000,380260000,132600000,75203000,57399000
26052000,18585000,7467200,22567000,13558000,9008500,39943000,26072000,13871000
1052600000,583660000,468970000,1374100000,722410000,651720000,531090000,310960000,220130000
209940000,122270000,87671000,178020000,100160000,77858000,123040000,74493000,48552000
925450000,569560000,355890000,847560000,523630000,323930000,782690000,457880000,324810000
90956000,50836000,40121000,21558000,11702000,9855800,34707000,23037000,11671000
2564800000,1490400000,1074400000,3504500000,2229200000,1275300000,2475200000,1441000000,1034200000
19879000000,12928000000,6950500000,18603000000,12020000000,6582900000,15629000000,10193000000,5435700000
31245000,14347000,16899000,90973000,48553000,42419000,55981000,37237000,18745000
334000000,218140000,115860000,315290000,197340000,117940000,235520000,135130000,100380000
345950000,195590000,150360000,331190000,222520000,108670000,310600000,195180000,115420000
1174300000,752570000,421750000,1201100000,828030000,373100000,1239900000,869850000,370030000
6079400000,3959000000,2120400000,7785700000,5430600000,2355100000,6732100000,4387500000,2344700000
256020000,213780000,42240000,354510000,274720000,79799000,213060000,171760000,41299000
252490000,149880000,102610000,282870000,162660000,120210000,290420000,171040000,119380000
3344800000,2010700000,1334100000,1202000000,768270000,433750000,1327000000,850840000,476160000
0,0,0,0,0,0,38761000,24003000,14758000
259870000,201100000,58772000,414250000,261100000,153150000,469340000,296630000,172710000
400880000,144100000,256780000,357950000,119190000,238760000,301200000,47798000,253410000
1221100000,630010000,591070000,820730000,472830000,347900000,1375200000,651780000,723400000
98251000,55421000,42830000,290190000,162100000,128090000,170920000,103720000,67202000
307340000,170060000,137280000,255920000,144570000,111350000,258240000,134540000,123690000
22551000000,11481000000,11070000000,21883000000,11052000000,10832000000,18746000000,9476900000,9269300000
4039800000,2085000000,1954800000,2590300000,1286200000,1304100000,5430000000,2769400000,2660600000
1115300000,657120000,458150000,989610000,466320000,523290000,846090000,520820000,325270000
1449400000,895500000,553900000,1455200000,935000000,520170000,1012200000,637840000,374360000
133280000,78563000,54717000,92450000,64907000,27543000,214390000,132950000,81443000
82035000,50205000,31831000,84559000,58047000,26513000,76657000,44612000,32046000
0,0,0,28008000,8540200,19468000,31388000,23505000,7882800
36936000,4968200,31967000,0,0,0,25423000,9035600,16388000
730660000,496900000,233760000,883090000,595700000,287400000,444120000,318660000,125460000
18379000000,11781000000,6598200000,20369000000,13168000000,7201500000,17021000000,10963000000,6057700000
165600000,108750000,56850000,69860000,48642000,21217000,61487000,41214000,20273000
9843500,7838700,2004800,10395000,4530700,5864000,0,0,0
1408900000,925150000,483790000,1343100000,846370000,496740000,1257800000,814480000,443300000
385440000,257200000,128240000,519240000,336540000,182710000,369490000,252630000,116850000
374500000,237490000,137000000,532830000,313340000,219490000,371640000,223940000,147700000
581940000,227560000,354380000,316780000,110880000,205900000,117830000,34556000,83275000
3472700,2285600,1187100,84075000,56914000,27161000,30325000,19261000,11063000
153490000,94347000,59147000,183490000,108720000,74774000,120180000,81354000,38824000
303260000,239050000,64204000,347820000,258280000,89538000,417450000,266410000,151040000
984840000,677810000,307030000,935060000,644410000,290650000,808220000,606030000,202190000
324620000,92580000,232040000,397650000,165330000,232320000,126340000,35634000,90710000
0,0,0,29712000,20027000,9685200,31848000,18737000,13111000
44746000,31683000,13062000,52294000,39253000,13042000,46252000,31663000,14589000
5899100000,3910400000,1988700000,6414500000,4160800000,2253700000,5284800000,3482700000,1802100000
10787000000,6741500000,4045900000,10429000000,6643400000,3785300000,10682000000,6895000000,3786800000
270950000,169170000,101770000,232680000,170560000,62115000,185350000,110040000,75316000
189750000,115290000,74468000,194540000,108500000,86039000,183940000,105410000,78526000
729100000,499230000,229870000,756600000,497580000,259020000,492740000,333360000,159380000
5971500000,3828300000,2143200000,6889100000,4424300000,2464800000,5784600000,3717900000,2066600000
1952700000,1185300000,767340000,1979700000,1299700000,680030000,1957800000,1261600000,696190000
26485000,16232000,10252000,145560000,99769000,45787000,53622000,35650000,17972000
385840000,206830000,179010000,501930000,259550000,242380000,343810000,184840000,158970000
1074300000,611910000,462370000,941970000,550920000,391050000,446120000,271390000,174730000
1266700000,629990000,636750000,1116700000,558950000,557780000,584670000,282760000,301910000
1860200000,958320000,901850000,2041300000,1267600000,773710000,2166200000,1265100000,901020000
115030000,46145000,68883000,84995000,52597000,32399000,190460000,97248000,93213000
38039000,27576000,10464000,26818000,16796000,10022000,15663000,15663000,0
523190000,23624000,499570000,523470000,23059000,500410000,583130000,24362000,558770000
443400000,284020000,159380000,368550000,254980000,113570000,399490000,262160000,137330000
301550000,264180000,37368000,293200000,225580000,67626000,329060000,217130000,111940000
12538000000,7628000000,4910300000,12468000000,7318100000,5150200000,11864000000,7033100000,4830900000
433980000,247360000,186620000,354470000,163110000,191370000,448620000,249840000,198780000
14809000000,8514500000,6294600000,11355000000,6619600000,4735800000,11750000000,6857400000,4892800000
264100000,169390000,94710000,201430000,131530000,69903000,327520000,206430000,121090000
88382000,74286000,14096000,48653000,36667000,11986000,63257000,42517000,20741000
19592000,11468000,8124300,24311000,18143000,6167900,6333300,6333300,0
2920500000,1770500000,1150100000,1196900000,689060000,507810000,2884500000,1678700000,1205800000
33474000,19665000,13809000,7048800,7048800,0,99352000,58060000,41293000
13778000,7853200,5924700,19155000,11771000,7384000,20868000,10667000,10201000
210310000,114350000,95962000,218290000,122360000,95929000,127660000,66073000,61585000
240250000,177250000,63010000,205000000,148780000,56221000,280040000,195940000,84106000
48814000,26807000,22007000,7128800,7128800,0,26134000,20337000,5797400
42253000,18142000,24111000,0,0,0,15872000,10414000,5457900
4244000000,2331700000,1912300000,3160400000,1660800000,1499600000,1752400000,890720000,861730000
696150000,418160000,277980000,490050000,290550000,199500000,816000000,521400000,294600000
792360000,459800000,332560000,629040000,327490000,301560000,386870000,224030000,162840000
21331000,15053000,6277300,0,0,0,10608000,6588800,4019600
36279000,23691000,12588000,56723000,34164000,22559000,32900000,16668000,16233000
32044000,18873000,13170000,343860000,116020000,227840000,160690000,115470000,45217000
2974200000,1454200000,1520000000,3538000000,1707600000,1830500000,2709100000,1298500000,1410600000
135250000,48897000,86356000,121730000,70078000,51651000,74526000,30434000,44092000
17866000,8685100,9181000,0,0,0,25088000,3341200,21747000
42205000,23529000,18676000,63595000,41350000,22245000,0,0,0
2497700000,1708400000,789360000,2831900000,1953100000,878860000,1475700000,906970000,568700000
3531400000,2263700000,1267600000,4194600000,2691900000,1502800000,4125400000,2631500000,1493900000
529250000,281260000,247990000,538260000,282050000,256210000,267430000,132630000,134800000
42860000,25254000,17607000,61685000,46733000,14952000,23681000,23681000,0
24414000,18590000,5824100,147730000,36910000,110820000,24259000,24259000,0
0,0,0,57735000,51461000,6273600,49860000,34771000,15088000
7153500000,4367200000,2786300000,8826300000,5384200000,3442100000,5040600000,3093900000,1946700000
83846000,51179000,32667000,230330000,72406000,157930000,27458000,16295000,11162000
