Intensity Normal1,Intensity Normal2,Intensity Normal3,Intensity Normal4,Intensity Normal5,Intensity Normal6,Intensity Normal7,Intensity Normal8,Intensity Cancer1,Intensity Cancer2,Intensity Cancer3,Intensity Cancer4,Intensity Cancer5,Intensity Cancer6,Intensity Cancer7,Intensity Cancer8
1272800,1891700,2167300,963380,2810400,1493100,1927100,382360,5510000,3817000,1.07E+07,4203200,5814800,5493400,1913400,217200
7025400,5611400,1.03E+07,2762800,6516600,6832600,4335100,83596,2.11E+07,1.53E+07,2.38E+07,4821100,1.11E+07,1.77E+07,3624300,164870
2091400,4865800,6936400,2840100,3625900,830670,6894200,121440,1.28E+07,3.44E+07,1.61E+07,1.73E+07,8765100,2.15E+07,8491400,994780
0,783860,538990,368290,566910,1861600,1603300,112640,521840,6815300,4822800,827230,2632100,4548800,1439400,456210
5089300,5142400,5912100,7946500,2.31E+07,1746400,1.64E+07,5720900,1.69E+07,5883500,1.21E+07,5855300,1.13E+07,4.78E+07,2.07E+07,1.18E+07
2793500,0,4338800,1092100,599310,1306300,605430,280490,2255400,0,7203100,1419200,2828100,2057400,1073900,379460
2.57E+07,8219500,2.33E+07,1.62E+07,1.75E+07,1.23E+07,1.50E+07,2123400,6.91E+07,7.10E+07,5.23E+07,4.45E+07,9.67E+07,7.73E+07,3.08E+07,4428900
9056200,4.04E+07,4.10E+07,6987000,3.64E+07,4.69E+07,3.22E+07,4138100,1.06E+08,2.40E+08,9.14E+07,1.00E+07,8.22E+07,1.70E+08,8.60E+07,7976300
1800800,0,3573300,197740,3082000,1658100,0,68948,1706700,0,999150,0,0,0,0,0
900530,0,1010400,2874300,0,0,0,0,2173700,279870,1180600,768660,0,0,382340,0
1.99E+07,1.02E+07,3.40E+07,1.86E+07,2.18E+07,1.53E+07,5423800,7553800,4.99E+07,5.26E+07,5.45E+07,1.58E+07,3.04E+07,2.10E+07,2757800,1674700
3522000,276070,847720,316760,5670700,1199100,4735400,689540,1836800,9203900,2025100,9586300,9150700,9836000,4111400,32253
3.40E+07,1.98E+07,3.84E+07,4.28E+07,3.13E+07,1.89E+07,6548400,1187400,7.56E+07,1.33E+07,9285700,4.17E+07,6.10E+07,4.09E+07,4876600,557610
4.12E+07,1.20E+07,2.47E+07,4.07E+07,2.24E+07,2.19E+07,1.87E+07,7287000,3.53E+07,3.68E+07,3.93E+07,3.79E+07,6.55E+07,3.10E+07,1.47E+07,6230100
408720,124820,806750,1663000,1819200,0,1782200,0,5549000,7223800,5367100,3742400,0,1.04E+07,6137600,897050
4.35E+07,4.71E+07,8.39E+07,3.51E+07,5.88E+07,4.84E+07,3.32E+07,1.37E+07,8.66E+07,2.26E+08,8.78E+07,7.24E+07,1.50E+08,7.80E+07,4.61E+07,1.54E+07
0,0,0,0,0,0,0,0,0,0,0,0,5528900,2580400,0,1516800
5113400,1194000,3813400,5869500,2232000,3943000,2646600,2283800,5850000,6657300,4162000,5551800,2.09E+07,1.64E+07,4238300,920660
0,0,0,0,0,0,0,2505100,0,0,0,0,0,0,2845900,1013100
4.44E+07,1.94E+07,4.63E+07,3.50E+07,5.54E+07,8139600,1.59E+07,9272600,2.40E+07,1.39E+07,9.91E+07,2.20E+07,5.44E+07,1.70E+07,1.15E+07,1.10E+07
8.26E+07,3.19E+07,8.44E+07,8.37E+07,1.53E+08,5.07E+07,2.93E+07,1.53E+07,1.32E+08,2.89E+08,3.98E+08,1.64E+08,3.07E+08,1.33E+08,1.54E+07,1.45E+07
99002,795010,0,0,0,0,0,0,1774200,8651600,1387000,0,0,0,0,0
6610900,3445500,7532000,1.26E+07,1.17E+07,7024300,6075800,1867600,9519900,7175900,1.94E+07,1.11E+07,4375900,4147400,7341900,342180
4947500,1190200,1591300,4360800,4042100,3181700,3651900,633320,8456800,8355600,1.43E+07,1.09E+07,8094300,5499400,2098100,348600
2214800,1622200,2743500,8564300,1.23E+07,8402100,8295800,2811500,9445700,8635000,7971900,2.18E+07,3.99E+07,2.46E+07,1.48E+07,3773000
9.44E+07,5.74E+07,7.86E+07,4.95E+07,4.57E+07,5.07E+07,6.71E+07,2.18E+07,1.75E+08,1.78E+08,2.86E+08,1.29E+08,1.01E+08,1.26E+08,7.21E+07,3.55E+07
2.56E+07,2.70E+07,7.94E+07,3.76E+07,4.51E+07,1.72E+07,2.68E+07,1.82E+07,3.38E+07,8.92E+07,4.90E+07,4.45E+07,7.41E+07,1.12E+08,3.05E+07,2.41E+07
3.11E+07,1.78E+07,5.10E+07,8.13E+07,4.94E+07,2.33E+07,2.41E+07,6901400,4.33E+07,5.90E+07,2.92E+08,2.24E+08,1.51E+08,5.95E+07,1.08E+07,4486600
2.02E+07,5500300,2.15E+07,2.46E+07,2.96E+07,6875800,4313800,1543400,5.80E+07,2.92E+07,1.72E+07,2.28E+07,7.44E+07,4.23E+07,2949600,826840
4.49E+07,3716500,1.69E+07,2.65E+07,2.13E+07,1.64E+07,5120200,3901100,8.45E+07,2.81E+07,1.89E+08,4.56E+07,4.26E+07,2.03E+07,7664800,4835600
1.05E+07,5199000,6952600,3792600,4764300,4100300,4151300,2073400,7700600,0,2551200,8040200,1.81E+07,1901900,2493600,2535000
2.07E+07,0,5406900,1903200,1.01E+07,9338300,0,4504900,4.67E+07,9116300,3.90E+08,8.67E+07,6.51E+07,2.69E+07,4429600,635870
394950,0,376130,611630,354180,496330,0,0,0,0,2390500,376800,1782200,384080,0,0
0,0,0,0,0,154490,39522,0,0,0,0,0,0,0,0,0
9.16E+07,1.95E+07,2.66E+07,1.14E+07,8.41E+07,1.89E+07,1.90E+07,4687700,1.09E+08,1.72E+07,5.10E+07,3.99E+07,1108600,2.03E+07,7436000,1286800
2.05E+07,1.87E+07,1.74E+07,2.87E+07,3.09E+07,2.02E+07,1.28E+07,4638500,5.82E+07,9970400,5.76E+07,2.12E+07,4.33E+07,3.11E+07,3665200,1825200
253020,46425,607090,157820,0,0,0,0,0,732130,1380000,0,209970,0,0,16172
4612900,3952200,7244000,4923600,9178200,1.72E+07,4137700,409090,3.44E+07,7.79E+07,1.82E+07,9201600,3.30E+07,8487900,2.22E+07,1620200
2.97E+07,5.89E+07,7.91E+07,1.11E+07,3.81E+07,5.04E+07,3.64E+07,5802600,2.03E+08,5.39E+08,1.44E+08,3.16E+07,7.16E+07,2.32E+07,3.33E+07,9728900
5017900,4629800,2.38E+07,9411000,3.21E+07,3.65E+07,1.83E+07,2678400,1.82E+07,2.17E+07,1.08E+07,1615100,1.07E+07,4198100,776660,1610000
413500,0,0,0,49639,0,0,0,4222400,2731400,0,1691200,5563000,2419800,0,0
9850600,447030,1627100,8398300,3508400,3317700,6708300,1789000,5718200,0,5007800,1.86E+07,1.49E+07,9825900,2283200,2385700
1.34E+09,1.01E+09,1.38E+09,9.10E+08,1.09E+09,9.49E+08,8.30E+08,2.95E+08,2.45E+09,2.42E+09,1.41E+09,1.14E+09,2.41E+09,1.38E+09,3.62E+08,3.82E+08
0,0,519780,6150000,0,4692800,3328200,2.11E+07,1.70E+07,2212000,9893200,9631600,1.10E+07,615260,1527900,961800
76801,392320,0,411090,953050,6263200,3054700,0,940860,836600,668480,464540,293440,3333500,361870,0
8.98E+08,6.82E+08,7.31E+08,2.55E+08,5.20E+08,3.22E+08,2.95E+08,6.56E+07,1.54E+09,1.06E+09,5.93E+08,1.79E+08,3.94E+08,2.64E+08,2.62E+08,4.18E+07
1.01E+07,3.00E+07,9970800,4483500,2.02E+07,1.00E+07,4622900,1713500,1.81E+07,8660900,6068600,1233800,359520,4406400,1528600,106980
101520,0,0,0,0,0,0,0,203330,0,442630,0,0,0,0,0
630200,604680,0,498110,838280,232270,0,0,730720,0,348940,0,0,0,0,0
1990000,0,93077,0,0,0,0,0,0,0,372770,203700,1497800,17871,0,95645
0,0,1565000,1655300,2350600,0,581910,3504100,1.23E+07,1416400,6357700,7513400,2344300,0,4146900,3326300
3.01E+07,6.29E+07,7.72E+07,5625600,1.47E+07,1.69E+07,8320300,2725800,7.72E+07,3.77E+07,1.96E+07,9846900,1.78E+07,2.60E+07,1.05E+07,3008400
3.05E+08,1.66E+08,2.03E+08,4.67E+07,1.28E+08,1.71E+08,5.14E+07,2.18E+07,3.60E+08,1.42E+08,8.27E+07,1.10E+07,5.09E+07,3.78E+07,1.89E+07,3568100
1.67E+08,1.40E+08,1.34E+08,2.43E+07,8.75E+07,1.30E+08,6.31E+07,1.97E+07,2.82E+08,6.82E+08,1.15E+08,2.16E+07,1.64E+08,2.31E+07,2.00E+07,5808500
6.55E+07,5.96E+07,7.44E+07,1.33E+07,7.42E+07,6.27E+07,3.19E+07,1791200,1.36E+08,9.25E+07,9.21E+07,8561200,2.95E+07,4.15E+07,2064900,1460600
695530,261620,629840,0,72602,80841,0,0,699220,638650,315560,0,0,0,0,0
9188500,1.18E+07,8474900,5222900,8850800,6265200,7521800,1043100,3.77E+07,4.47E+07,8.66E+07,9970700,1.51E+07,1.64E+07,6145800,3644500
6677900,9356800,5840400,1292400,1557100,2169700,1384100,154750,1.40E+07,2.08E+07,9975500,1287100,3555000,2065400,557440,171370
4870400,1.84E+07,1.68E+07,1.59E+07,2.17E+07,3.16E+07,1.68E+07,4610500,2.22E+07,9679900,3.27E+07,1.31E+07,3.12E+07,1.22E+07,5206900,653960
0,0,0,0,0,0,0,0,0,0,0,135740,0,0,0,0
117730,139750,388590,77768,100550,189200,189010,47488,396910,368820,305250,141900,1625500,208170,150580,69255
958130,1584200,1007500,0,0,0,0,0,1484100,348490,2174200,0,7.43E+07,0,0,0
1336500,1.10E+07,9640100,4358700,3896500,3606800,5193400,1655900,2.59E+07,2.54E+07,2.71E+07,1.90E+07,3.10E+07,2.42E+07,2773100,3330500
1284600,3719100,823450,58956,0,102610,0,31136,0,0,0,0,0,0,0,27328
0,0,0,603190,0,0,0,119740,312950,0,0,0,0,0,189830,0
0,0,254460,261040,0,0,0,0,0,407110,9022800,0,0,0,0,0
1.20E+07,3194200,5459500,4069800,1.05E+07,3885200,775790,689840,2.68E+07,7717000,1.04E+07,7278200,1.28E+07,7571000,870250,25037
3.35E+08,1.38E+08,2.23E+08,1.98E+08,2.58E+08,2.88E+08,1.84E+08,9.49E+07,3.94E+08,3.46E+08,2.00E+08,2.10E+08,4.43E+08,3.20E+08,1.42E+08,3.91E+07
3.69E+08,1.07E+08,2.01E+08,8.34E+07,8.58E+07,4.47E+07,1.38E+07,7067500,3.87E+08,1.35E+08,1.73E+08,5.19E+07,1.04E+08,5.67E+07,1.06E+07,3542200
3.07E+07,308850,2.43E+07,1.46E+07,5314400,8487800,3983200,6919500,8.46E+07,3.38E+07,2.78E+07,1.01E+07,1661000,1.20E+07,3167400,1594600
5.51E+07,8.82E+07,4.57E+07,3.55E+07,3.22E+07,1.90E+07,8817100,5279800,1.00E+08,7.81E+07,5.95E+07,3.57E+07,5.17E+07,3.00E+07,3650900,67150
1.07E+08,3.86E+07,5.69E+07,9115300,3458500,2170000,7475000,4099900,1.18E+08,8.60E+07,9.26E+07,6072300,4.82E+07,6170700,5045200,29225
2.95E+08,2.29E+08,2.00E+08,8.80E+07,1.28E+08,1.02E+08,3.48E+07,1.47E+07,4.34E+08,1.90E+08,1.83E+08,6.19E+07,1.16E+08,4.65E+07,9508900,4769000
973100,0,1595900,1866700,0,489700,848790,0,0,0,0,1821200,1291800,1089100,732160,0
2.97E+08,8.77E+07,1.91E+08,1.10E+08,1.22E+08,1.14E+08,4.20E+07,1.39E+07,5.32E+08,2.06E+08,1.61E+08,7.79E+07,1.73E+08,1.28E+08,2.39E+07,6411000
0,0,0,0,0,0,0,0,0,0,350110,0,0,0,0,0
2032900,2205000,7614800,1620600,589510,410580,278370,328790,3251500,3437700,8417700,5124100,6340700,2029200,2504000,189120
4.60E+07,2.37E+07,5.14E+07,4.92E+07,5.01E+07,6.55E+07,4.29E+07,1.68E+07,8.28E+07,1.15E+08,3.94E+07,7.77E+07,1.19E+08,6.26E+07,5.62E+07,4448200
2.25E+07,2.47E+07,2.87E+07,2.23E+07,2.02E+07,4731800,5453700,1542900,2.11E+07,2.35E+07,1.57E+08,3.09E+07,5.15E+07,3213500,9128100,199570
3.39E+07,2.02E+07,2.50E+07,5671200,9131900,4674400,2759000,1092200,5.83E+07,4.64E+07,4.02E+07,8110800,2.40E+07,6847400,1681700,21885
0,0,370380,559740,9336000,2470600,0,524520,0,0,0,0,0,130420,0,0
3853200,4.71E+07,1304200,0,0,458110,338530,241810,9706200,2882000,1215800,0,449440,225330,59500,0
0,0,0,0,0,0,2577600,0,1.47E+07,5570700,3633800,6033500,0,6579100,4459600,1075500
6199400,1273400,1.22E+07,3912600,1.08E+07,4022500,6141300,1740400,1.66E+07,1.30E+07,1864000,1.44E+07,2.79E+07,1.07E+07,4586200,1532500
6583300,323860,0,0,1428400,0,0,0,4.22E+07,813560,1.60E+07,0,1748000,0,1.36E+07,0
0,0,0,2523800,0,0,1580800,0,0,0,0,2656700,5494900,570720,0,0
0,802670,2293200,0,0,0,0,0,2214400,2034400,1603900,0,0,0,0,0
0,0,0,0,0,1.46E+07,0,0,0,0,0,0,0,0,0,0
780680,239130,2040000,200350,0,695830,401980,0,849390,426660,0,40287,256110,0,0,17072
710610,270010,408560,0,4535600,0,0,0,2445800,2286000,913340,0,0,0,0,0
4895200,2568300,7487800,1195400,1257800,1370300,1564300,260950,9187900,1.11E+07,1.36E+07,1130300,3755700,2932700,2262400,436760
2.04E+07,1000800,1.79E+07,1.76E+07,1.43E+07,1.16E+07,5968600,2391900,1.39E+07,755320,7488600,6394800,4.63E+07,1.06E+07,0,0
0,2565900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9949700,0,1414100,0,290210,0,1001900,273630,2037200,999380,1421100,1137900,2152400,7863400,1602600,39505
939810,1196300,1970500,298690,880770,403050,1061500,77492,6527500,3495700,2129000,350490,0,2619000,1279800,56853
369290,1202500,1261900,0,0,0,0,0,1555000,514850,1529900,0,0,0,0,0
2829600,2967900,0,0,0,8680400,0,498670,2.52E+07,2.70E+07,0,2309700,2496200,0,5077200,0
887340,1721200,3.09E+07,0,0,0,0,0,1487800,1904800,8.07E+07,0,0,0,0,0
0,928920,0,0,0,419270,187780,0,5450400,5677200,0,0,0,0,122150,0
5748300,4405100,7778900,2.53E+07,5168400,8285400,0,2181800,7.74E+07,9454500,4073200,1.04E+07,4374300,1127000,0,211860
4567700,2102400,7006500,1684600,3627700,1867200,1186000,144990,255060,8810700,1.49E+07,2175200,2532800,2181300,0,0
2210600,484740,208510,2885000,0,0,459340,0,3274400,3213800,5916000,1760600,1565300,2784900,0,0
963480,2305900,4380400,3474600,4348300,3338900,1360500,687270,1.16E+07,4965600,1311000,4155900,8538800,3894400,2273700,402280
392730,0,0,0,0,0,0,1131100,0,0,0,0,791260,0,2439900,0
513960,217460,342840,0,0,332030,0,0,3.04E+07,0,671700,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2105700,0,0,0
0,0,0,0,0,0,0,0,0,0,1197700,1868700,0,0,0,0
118810,2958800,142700,4342500,1093800,4442000,43736,0,572200,171590,0,1484000,2175800,489840,0,723090
5675000,7160600,1.46E+07,1.04E+07,9423100,7086800,1175000,1335000,2.36E+07,2.40E+07,2.64E+07,1.55E+07,1.71E+07,3965200,2713600,624940
0,0,0,212270,8577200,2.10E+07,0,0,490510,898440,1568800,1.18E+07,2272800,3212000,6318700,0
2.73E+08,0,2.73E+08,1.17E+07,5451800,8955800,7020300,7330200,0,1.80E+08,3.61E+08,2.14E+07,4.02E+07,1.35E+07,1844900,0
2648700,0,1625900,1729200,208220,1782400,1331200,57021,1.28E+07,3393500,2269400,2389600,3974500,1775000,9988600,928280
5641500,991150,666950,909890,368770,294570,80773,234780,5266400,3382400,1459000,1579800,2748400,1857300,1066300,340390
5.03E+07,4.73E+07,6.10E+07,1.21E+07,3.45E+07,2.38E+07,2.36E+07,9689100,1.27E+08,2.26E+08,1.02E+08,3.07E+07,3.05E+07,4.76E+07,3.13E+07,4520500
558640,0,766530,302690,961540,1014600,492190,216170,2739100,4246000,0,1767100,6661500,3427900,3636500,331650
2.09E+07,2.08E+07,2.26E+07,7968100,4446400,1.27E+07,1831200,1494700,2.37E+07,1.94E+07,7540200,4847000,2.85E+07,8552000,2804200,63368
3804600,368840,1797600,5120600,1965200,2840600,1290800,164990,6583500,1464800,2296900,379590,0,3073900,2563100,93225
0,608850,0,193070,378150,0,0,0,968390,0,0,317260,0,513590,0,0
3555100,0,1.00E+07,1.16E+07,1.23E+07,1.85E+07,7868400,1894200,0,0,0,1.74E+07,9408700,3896000,0,0
1.97E+07,317150,1.62E+07,1.26E+07,6315600,5234400,4294600,1903500,3.09E+07,3939300,5139400,1309400,2685000,851250,624990,194640
4.01E+07,5853700,5.04E+07,1.93E+07,1.36E+07,1.03E+07,1.30E+07,3940400,1.19E+07,1.93E+07,1.50E+07,2756700,2681900,1595500,1417000,0
6.46E+07,3.60E+07,1.09E+08,3.51E+07,2.96E+07,4.37E+07,4.42E+07,6816800,1.22E+08,1.21E+08,6.24E+07,2.39E+07,4.63E+07,2.35E+07,7988500,2646000
2123400,1762000,0,0,570200,461740,455800,0,4091300,6664200,0,1206700,0,0,1156400,192480
927330,8818400,869420,0,0,0,0,0,8447600,3369300,5645800,0,6010200,4464100,0,0
0,2762200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.30E+07,5.16E+07,6.96E+07,4.56E+07,4.07E+07,3.45E+07,9461600,6902500,1.28E+08,1.19E+08,1.27E+08,8.46E+07,1.35E+08,1.08E+08,2.63E+07,6355900
880780,0,1416500,372820,3395000,6666700,36930,50108,3175700,4211400,3744500,512290,5256500,4248700,1187500,19394
5730400,2755900,7948700,1187100,1971100,2049500,1179300,668470,7539900,3194200,4433200,6236100,3194100,2298000,1468300,41529
1407300,959160,1427700,648520,562360,476060,239700,334240,2480200,1148700,901010,1077100,1342000,595850,192270,45993
0,2390200,1456700,0,3335700,726680,0,0,2954300,3927900,1566900,0,4943600,1820900,0,393660
1058900,1850800,1877600,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,121220,0,0,0,0,0,364420,0,0,0,0,0,0,0
1.78E+08,6.11E+07,9.26E+07,6.96E+07,2.80E+07,2.50E+07,1.57E+07,7516200,7.23E+07,3378200,2.32E+08,4.86E+07,5.35E+07,3.89E+07,1.67E+07,8000800
1.14E+07,9350200,1.22E+07,1589600,230420,1254900,742160,195710,1.31E+07,1.92E+07,1.05E+07,896960,435760,145650,859960,37388
2545700,130210,4125200,1969300,2534900,2000100,1577500,0,2013200,0,3.92E+07,1.55E+07,4149400,2.70E+07,589040,126350
910430,932260,1534400,0,383250,0,35175,0,1869500,4335800,1.24E+07,2987600,6197200,5590000,0,0
243680,0,0,0,0,0,0,0,0,0,3553700,0,722370,0,0,50688
3.09E+07,2.16E+07,2.84E+07,5962700,1.46E+07,9762700,8917900,4367000,4.21E+07,3.64E+07,1.68E+08,7.78E+07,4.63E+07,3.54E+07,1.08E+07,4181500
6960700,2.07E+07,1.52E+07,9469300,6373700,9743400,2166900,627420,1.45E+07,2.92E+07,816880,5983500,1.76E+07,4034300,3119900,516070
1.75E+07,4948100,1.57E+07,7415100,7748300,1.28E+07,6332900,2616700,2.32E+07,6.87E+07,2.71E+07,1759400,2.29E+07,1.06E+07,0,123450
7222700,8960500,8644000,3375900,2504800,4292900,1112200,665360,2.19E+07,7772400,1.46E+07,0,1603700,1189000,1014200,0
0,0,0,0,159380,0,0,0,359990,1020400,535790,520800,2460700,682770,540780,123870
0,0,3125300,2240300,0,2011400,2688900,847730,6369100,0,0,2318500,6898700,0,2360000,0
2599700,2910800,9256700,3890900,4456200,2814600,3081900,0,2.74E+07,7.07E+07,2.18E+07,6995800,4.17E+07,1.14E+07,2304200,661920
4360100,1325500,1.34E+07,2964900,492930,1.28E+07,8532000,1196400,8798400,1.71E+07,4805300,1.36E+07,557670,1.08E+07,3260800,52736
0,1.26E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19E+07,1.58E+07,1.27E+07,2.09E+07,8315700,5989300,3696300,1390000,3197700,4.66E+07,2.88E+08,4.93E+07,4.49E+07,1.06E+07,287940,1217900
0,691820,1212800,0,386590,0,261130,0,0,0,3738300,0,0,0,0,0
8.06E+07,6.78E+07,7.88E+07,5.91E+07,9.70E+07,6.83E+07,4.99E+07,1.70E+07,1.84E+08,1.49E+08,8.98E+07,3.71E+07,8.83E+07,5.02E+07,1.95E+07,8603800
3.49E+07,1.21E+08,1.86E+08,8.73E+07,1.88E+08,1.20E+08,1.43E+08,4.49E+07,2.57E+08,5.39E+08,3.05E+08,2.12E+08,6.88E+08,2.49E+08,1.26E+08,4.77E+07
4.13E+07,2.91E+07,7.69E+07,4.94E+07,9.10E+07,7.55E+07,9.66E+07,2.47E+07,7.23E+07,3.14E+08,2.02E+08,9.17E+07,2.56E+08,1.36E+08,3.31E+07,2.89E+07
1678400,4252600,3324200,895500,781490,3804300,2466000,710310,1739200,0,1084100,0,506600,0,0,0
3469300,2.18E+07,0,0,0,7997300,7099000,1557100,3138100,8956100,8218900,1.68E+07,281510,9300300,0,1562600
1789000,0,301870,2881800,936310,236610,96158,234650,0,1126000,1623800,1749300,1331500,513260,0,106140
1.14E+07,2.15E+07,2.59E+08,1.58E+08,1.67E+08,1.74E+08,6.06E+07,3.72E+07,5.32E+07,1.15E+08,8.86E+07,1.43E+08,4.06E+08,4.59E+08,1.49E+08,3.34E+07
0,0,0,0,0,0,0,192030,0,0,0,0,0,0,611140,0
1.39E+08,1.43E+08,8.50E+08,8.87E+08,5.92E+08,9.32E+08,3.97E+08,1.68E+08,3.48E+08,4.56E+08,5.27E+08,1.32E+09,4.56E+08,2.06E+09,2.09E+08,1.16E+08
1133300,1586200,3372800,0,0,0,6737500,0,8212800,1.41E+07,5893400,0,2581900,150600,20864,160850
0,1.67E+07,3706800,1937500,8524100,0,2511000,931950,1.61E+07,7182100,1.24E+07,5578000,2.00E+07,5378000,1.61E+07,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824400,0
3.56E+07,4.59E+07,5.46E+07,5.74E+07,6.85E+07,6.64E+07,8.50E+07,3.29E+07,1.68E+08,8.17E+07,3.11E+07,7.38E+07,9.82E+07,8.18E+07,7.71E+07,1.92E+07
6031600,5233500,8215400,8416200,7233800,5548100,4148900,818080,8379100,1.53E+07,3518300,3889600,9117600,4566600,2960500,871090
2974900,1272200,9249000,850310,737410,503480,207870,0,2337900,1765200,4758300,1811600,4940000,460070,2166200,0
9751800,3189300,1641200,0,1.03E+07,1.05E+07,4402500,2255700,1.08E+07,1.47E+07,2929000,0,1150900,4537200,4691600,1084800
4.54E+07,8.08E+07,1.11E+07,1332000,2901000,90171,126320,1430700,4.73E+08,1.45E+08,3.63E+07,7.27E+07,2.85E+07,3.23E+07,6.58E+07,90253
4817300,1247900,3864200,0,0,315750,0,0,1092700,0,1117800,0,0,0,0,0
0,985840,2919800,823840,367410,751500,220550,62472,478620,3690600,4694400,140320,144100,395590,310200,176180
358430,781530,841420,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80197,0,0,0,0,0,628940,0,682060,0,774980,114530,0,0
0,0,0,0,0,141310,0,0,344100,787820,2027700,0,1.42E+07,0,266400,0
0,0,0,0,0,0,363150,165500,0,0,0,0,0,0,130670,0
975250,1.06E+07,1.65E+07,196080,373860,422800,126190,0,2.11E+07,4061400,1460100,0,1130500,531820,59561,0
0,706230,0,360120,0,0,0,0,780560,0,0,0,0,0,0,0
530280,4.71E+07,850190,6924900,1.25E+07,2.02E+07,199770,2197700,0,0,0,0,4671300,0,272670,0
4021600,1.87E+07,6.76E+07,5.57E+07,1.04E+08,8.82E+07,2.99E+07,1.99E+07,3.28E+07,1.03E+08,7.04E+07,2.87E+07,2.73E+07,4.39E+07,4.58E+07,4330200
0,0,0,0,0,0,1205300,0,0,0,1401600,0,0,0,318350,0
0,0,0,2939700,1751600,678090,0,0,0,0,322620,0,0,181110,0,0
3.69E+07,4.49E+07,7.09E+07,5.70E+07,4.88E+07,3.55E+07,2.14E+07,9892400,1.57E+08,1.82E+08,1.49E+08,7.29E+07,1.65E+08,1.21E+08,3.20E+07,9725500
1914100,1564200,2.82E+07,1791600,0,2639300,1368100,572820,1.69E+07,9205500,1.69E+07,3514500,8707800,3921500,3209900,257700
2.12E+07,2.26E+07,3.04E+07,2.02E+07,1429800,5432800,1664200,1247700,6.11E+07,3.66E+07,3.05E+07,8436100,1.91E+07,1.56E+07,4470700,1792400
848320,0,0,6088400,0,0,0,0,0,0,0,0,0,0,0,0
2193500,179710,726390,0,7963300,804580,851710,333240,2429300,0,2950500,0,259430,442550,0,0
6998700,5586200,6587500,5651600,1.57E+07,9687300,5243100,1332300,5431600,8028800,8709000,6520900,5463800,2694100,1613000,6735.3
0,0,0,0,0,0,0,0,2747400,1457000,0,3519800,0,247110,1669100,0
1.40E+07,2220700,5655000,0,2733200,6705100,1669900,140410,640750,455920,885510,0,0,128470,0,244890
100290,0,511320,252730,634950,0,0,0,1847300,3709100,425510,0,787640,857850,0,252760
2.11E+07,2.56E+07,9.12E+07,2.09E+07,3.30E+07,2.65E+07,1.54E+07,3259400,3.32E+07,4.33E+07,1.31E+08,1.05E+07,2.42E+07,1.34E+07,7106100,1911900
0,1.83E+07,3.01E+07,1.57E+07,1.30E+07,2.42E+07,1.66E+07,4663600,4880900,1.11E+07,1.70E+07,1.15E+07,3.32E+07,8008300,6761800,960890
2217500,9606200,5446200,4381200,2628400,2427100,1665400,362700,8310000,1.48E+07,1.50E+07,0,3631700,1656400,431380,159940
8353300,1.36E+07,1.19E+07,2049900,4151000,1673800,953550,5218200,6550400,6371300,8711200,1916500,0,0,181510,0
0,9227800,1.66E+07,0,0,391000,4966900,3102800,3.92E+07,2.20E+07,3.79E+07,2876200,1440600,5154800,7917800,634790
2.22E+07,1.64E+07,2.60E+07,2.72E+07,3.79E+07,2.29E+07,2.00E+07,8653900,7.27E+07,5.72E+07,7.04E+07,5.85E+07,9.88E+07,3.41E+07,1.81E+07,3593900
5.14E+07,2.32E+07,1.50E+08,4.92E+07,2.75E+07,3.93E+07,2.59E+07,2453300,5.03E+07,4.82E+07,2.64E+08,1.81E+08,1.38E+08,1.87E+08,1.26E+07,1.14E+07
1.02E+08,4.19E+07,1.09E+08,5.14E+07,3.75E+07,1.70E+07,5771300,291910,2.24E+08,3.27E+08,1.61E+08,8.56E+07,1.63E+08,3.78E+07,1.62E+07,1.80E+07
0,0,0,576390,0,0,0,0,0,0,1733800,0,0,0,0,0
1.84E+07,1.86E+07,4.99E+07,4.06E+07,3.30E+07,2.68E+07,3.98E+07,1.28E+07,1.22E+08,9.68E+07,1.09E+08,9.37E+07,1.50E+08,7.64E+07,4.53E+07,6.23E+07
1.82E+08,1.95E+08,2.28E+08,1.41E+08,8.30E+07,1.20E+08,7.48E+07,2.87E+07,3.44E+08,4.85E+08,7.54E+08,2.57E+08,4.07E+08,1.97E+08,7.77E+07,3.78E+07
1.23E+08,6.37E+07,6.11E+07,1.33E+07,2.50E+07,3.79E+07,2.06E+07,7872900,2.57E+08,3.25E+08,3.15E+08,1.83E+08,1.24E+08,3.77E+08,2.86E+07,3.97E+07
4154200,1720800,3416900,340370,105690,1137600,353080,0,5955800,9030100,1.30E+07,1689800,2485900,6284400,169790,488690
0,0,0,0,0,0,0,45199,0,0,8662700,407330,0,617710,0,0
365010,2956000,2315300,155340,0,0,133080,0,1.59E+07,4.09E+07,6540500,639790,1.96E+07,7930300,1.05E+07,139890
6.90E+07,3.13E+07,4.22E+07,1.23E+07,2.16E+07,2.05E+07,1.43E+07,2617500,1.60E+08,1.28E+08,5.93E+07,1.04E+07,4.89E+07,3.82E+07,1.93E+07,1299800
