Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich,
0.0686,1.3596,1.9361,-0.1225,-1.3980,-0.0131,-0.3534,-0.6794,
0.1565,-0.1393,-0.0586,1.8932,-0.0319,-0.1607,0.0486,-0.3238,
-0.7119,0.1589,0.3913,-0.3761,0.3215,2.9293,-0.5604,0.8362,
-0.2110,-0.1626,0.0538,1.5423,-0.0386,0.5746,-0.1243,0.0411,
-0.8711,-0.8361,-0.3246,1.9242,-0.2107,-0.6161,3.8311,1.3765,
-0.2179,-0.2151,-0.1112,0.0484,0.0991,0.1222,-1.6485,-0.3557,
1.4054,-0.0186,-0.6203,-0.5911,-0.2154,-0.1743,0.0178,-0.0957,
0.0275,3.1287,-0.8109,-1.6350,-1.0182,1.5075,-1.8739,0.1613,
-0.1406,1.2750,1.9620,-0.3036,0.0838,-0.2644,-0.5236,-0.9781,
3.7328,0.1970,0.7141,1.0341,0.0691,-0.0761,-0.2694,0.0139,
1.5357,0.0314,0.1964,0.8648,-0.0523,-0.1243,-1.1066,-0.4922,
0.5879,-0.4275,-0.8305,-0.6746,-1.2080,0.1389,-0.1236,0.0636,
0.5137,1.0099,0.8581,0.8173,0.2497,-0.2623,-0.4667,-0.0821,
2.1256,-0.0490,0.6039,-0.0683,-0.3639,-1.6454,-0.9660,-1.1074,
0.6435,-0.4137,1.4353,0.1709,0.0166,-0.4512,-1.5905,-1.4723,
-0.9063,1.6198,-0.3572,-1.0918,-0.5460,5.6236,-1.9688,-0.0232,
-0.2515,0.8848,-0.4763,-1.0038,-0.9592,0.7516,-0.3736,-0.0785,
0.0842,-0.6925,-2.8375,-1.8127,-1.9204,0.1227,-0.2434,-0.3612,
-0.1625,-1.0069,-0.6558,0.2169,-0.9216,0.5477,-1.9511,-0.7939,
-2.1983,-1.6782,-1.5079,-0.8734,0.0454,-0.5572,1.5327,0.0892,
0.8595,-0.1987,0.0071,1.1818,0.9149,0.8711,0.2852,0.8181,
-0.1073,-0.4880,-0.1876,0.5542,0.1514,-0.5577,-0.5254,-0.2002,
11.2224,-0.2173,0.2444,0.6097,-0.1159,-0.2754,-0.9877,0.0485,
-0.2926,-2.0933,-1.7075,-0.0492,-1.9592,-1.0189,-2.8987,-1.9877,
-0.0316,-0.4850,-0.3970,1.2476,-0.1769,-0.0637,0.2937,1.2175,
1.0527,-0.4744,0.0539,0.3299,3.2881,0.1683,-0.1521,-0.0354,
-0.6772,-0.2999,-0.1849,-0.2745,-0.7221,1.5996,0.0132,0.0663,
-0.0660,-0.8376,-0.0537,-1.0006,-0.4202,5.8690,-0.5105,0.0367,
-0.2431,0.4968,-0.1803,2.7814,-0.1771,0.0478,-0.4981,0.0065,
0.4681,-1.7487,-1.5247,1.4033,-1.0367,0.0221,-2.3834,-0.4818,
18.0216,-0.1591,0.1915,-0.7728,-0.3879,-1.0159,-3.9623,-0.9382,
0.5000,0.7180,1.1499,0.3952,-0.0283,-0.1046,-0.3653,-0.3038,
0.2251,1.7746,1.3337,0.0354,-0.1638,0.0444,-0.3256,-0.1845,
0.5843,6.0434,2.9708,-0.2834,-0.5038,-0.3749,-1.7803,-0.8481,
24.6973,-0.4696,0.8999,-0.0217,-0.3571,-0.0674,-1.4444,-0.3224,
0.2787,3.7519,0.1262,-0.0146,0.0342,-0.0084,-0.0952,-0.0312,
-3.4089,-2.6599,-3.3896,-1.2140,-0.5940,1.6498,-2.0633,-0.2947,
13.8625,-3.1251,-2.0124,-0.6720,-0.6342,-0.6071,-0.5086,0.1510,
-1.2957,0.0231,-1.9168,-1.0024,-0.1484,0.0358,0.7678,0.5689,
-1.1484,-0.1820,-1.9355,-0.2905,-2.1775,4.0095,-3.0372,-0.0468,
-0.5910,-1.6604,-0.9878,0.1986,0.1185,-0.0426,0.3828,0.4751,
-0.8771,-0.6483,-1.8187,-1.9738,-0.8741,4.9058,-4.0287,-0.2831,
1.6931,-2.0275,0.2201,-1.2055,-0.0313,0.1480,0.0506,-0.2050,
-0.5514,-0.3744,-0.1221,2.1300,1.6029,-0.3803,-0.8214,-0.4884,
0.0188,-0.2775,-0.0162,-0.0199,0.5079,0.0322,0.7368,0.0396,
10.7294,-0.4716,0.7255,0.0650,-0.6813,-0.3070,-0.9298,-0.4701,
-0.3186,0.0047,-0.1331,0.1045,-0.5870,-0.6414,-0.5730,-0.2581,
-1.0166,0.2120,-0.4898,-0.9151,-0.2624,2.1249,-0.5630,-0.0769,
0.2451,9.1826,15.3079,0.0590,3.3342,-0.2392,-0.2457,-0.3406,
0.1263,15.0952,20.9817,-0.0053,2.4786,-0.2327,-0.2541,-0.4452,
-0.1152,-0.0396,-0.5556,1.6581,0.2131,-0.7917,-0.1397,0.5791,
0.3388,0.3410,1.9037,2.1371,-0.0613,-0.0871,-0.0549,0.1788,
0.4739,0.3006,0.5016,1.4177,-0.0251,0.1874,-1.2781,-0.0135,
0.4264,0.0110,1.2367,3.1651,1.3925,0.1475,0.0084,0.1918,
0.0917,-0.2364,-0.1788,4.1857,-0.2343,-0.0219,-0.0865,0.9978,
0.0312,2.5872,3.5989,0.6222,0.8340,0.0700,-0.1243,-0.0517,
1.1161,1.3160,1.8111,1.3765,0.7857,1.8246,0.0796,0.1859,
0.2056,0.0338,1.9424,0.6824,0.8206,0.1465,1.0358,0.7206,
-0.1968,-0.6022,0.2980,-0.7534,-2.9112,-0.5752,-0.6727,-0.6800,
-0.1277,9.7032,1.0600,-0.2751,1.4335,0.1712,-0.8214,-0.2956,
-2.3123,-2.1777,-2.8980,-1.5421,-0.2874,0.4569,6.3115,0.3904,
-0.0929,0.0722,6.0407,1.3216,0.1638,0.0058,-0.4529,0.0265,
-0.3246,4.7490,0.3741,-0.3813,-1.1049,0.0559,-0.5694,-0.2576,
23.5393,-0.3379,0.7380,-0.1774,-0.0443,0.3898,-0.8316,0.0059,
4.8091,-0.4369,0.7773,-0.4031,-0.0467,-0.0182,-0.5893,-0.0779,
0.4079,-0.4267,-0.4376,1.6084,0.0219,1.5572,-0.0785,2.0206,
1.4852,0.3233,1.3978,1.5359,0.0181,0.0703,-0.1990,-0.0228,
19.8110,-0.1136,1.0485,-0.2489,-0.3289,0.1146,-0.9068,-0.3124,
-0.2290,-0.2567,0.0035,5.0523,-0.6954,-0.6909,-1.5026,-0.0065,
24.0725,-0.1061,0.9523,-0.3266,-0.6928,-0.2732,-1.3596,-0.4203,
0.9493,-0.5032,0.2119,-0.2195,-0.9164,0.0446,-0.1695,-0.2541,
3.0112,-0.0460,-0.3115,-0.7401,-0.9323,2.1189,-1.8353,0.0636,
-0.3447,3.7563,0.1732,0.7013,0.2275,-0.0081,-0.2322,0.0140,
0.5022,0.5854,1.1341,0.2259,0.2323,0.1220,-0.2647,0.0089,
-0.6081,0.9141,-0.5551,0.8107,-1.8841,-0.2185,-2.7161,-0.9732,
-0.3044,6.4266,0.9472,-0.3487,-0.2651,0.0433,-0.3132,-0.4092,
0.3343,0.5547,9.5421,-0.2059,1.0913,-0.4320,-0.5379,-0.4899,
1.2443,0.9083,0.6724,1.6424,0.0493,0.3196,-0.3388,0.1815,
-0.2945,0.3062,0.3412,1.1624,-0.1572,-0.4860,-0.7782,-0.6108,
-0.0217,1.1483,-0.1040,0.3539,-0.5751,-0.0007,-0.3809,-0.0716,
-0.3686,19.7623,19.2020,-0.3036,1.4909,-0.3289,-0.7713,-0.6855,
0.2064,0.2157,0.3939,2.3525,1.0663,0.1735,-0.0683,0.2183,
5.1028,-0.0682,5.1090,0.7324,0.2759,-0.0461,-0.1294,0.0378,
0.0532,-1.1243,-0.9247,-0.8071,-1.0804,-0.2745,-0.3596,-0.6705,
1.2381,6.8818,4.0852,1.8344,0.3580,-0.2134,-0.6730,0.0354,
2.4738,-0.1264,-0.1450,-0.7573,-0.3014,2.2914,-1.1075,-0.0853,
0.2447,-0.1209,-0.0023,2.9988,-0.3857,-0.6840,-1.2452,-0.2314,
-0.2256,0.0677,-0.0099,0.3926,0.0962,-0.0453,-0.3985,-0.3307,
-1.9437,0.0238,-0.3247,-0.1016,-0.5681,3.0596,-1.5353,-1.0996,
-0.0903,-0.0157,0.0373,1.5968,-0.0171,-0.0112,-0.1378,0.4022,
0.5797,-0.0534,0.0144,2.1421,-0.2097,1.1376,-0.2910,0.1830,
0.0234,-0.7355,-0.1358,1.7548,-0.4162,-0.1508,-0.3468,-0.1617,
0.2352,-0.2031,0.6550,1.2629,-0.5220,-0.2973,-0.2785,-0.0956,
-0.5248,-0.7680,-0.8844,2.2960,-0.4750,-0.2018,-1.1979,0.3368,
0.0920,0.7004,0.9510,3.6135,0.9410,0.1315,2.0200,1.9348,
0.4775,0.0666,-0.1913,0.0108,-0.0641,0.2087,-1.4309,0.0777,
15.2395,-0.0061,1.2706,1.3868,0.2232,0.0481,-0.6076,-0.0058,
0.2241,0.2342,1.9385,0.3653,0.1188,-0.3092,-0.4810,-0.3243,
1.9275,2.6831,0.5209,-0.1819,-0.9633,0.0224,-0.8868,-0.4347,
-0.3756,3.6620,-0.1512,3.0291,-0.6730,-0.1432,-0.8499,0.2564,
1.0331,-1.9448,-0.0746,-0.7677,-0.3386,-0.4273,-0.5226,-0.8101,
1.2853,0.1852,0.0940,-0.4832,-0.5616,-0.5160,-1.1087,-0.5261,
0.1469,21.4618,22.6255,-0.4489,2.4652,-0.5790,-1.1161,-1.2689,
-0.1731,-0.0159,0.0038,0.1448,-0.7705,0.1067,-1.1162,-0.3517,
0.5281,2.0564,0.6824,0.9844,-0.3656,0.0496,-0.7654,-0.1606,
5.0134,-0.6613,0.0395,1.0109,-0.0949,-0.1851,-1.0380,-0.3238,
0.0207,0.1156,0.6431,4.0245,-0.0101,-0.1066,-0.1895,0.1074,
0.0975,0.0339,0.0076,-1.1597,-1.1369,-1.7981,-3.6644,-2.4404,
10.5064,0.1151,0.5094,-0.5383,-1.1023,-1.1339,-2.5671,-1.8464,
0.5097,2.6765,0.6454,0.1380,-0.6392,0.4930,-0.9507,-0.5254,
1.7875,-0.1326,-0.0525,-0.2056,0.0022,2.7054,-2.3145,-1.2467,
15.5513,-0.1796,1.4410,-0.3473,-0.3273,0.0163,-1.0967,-0.4008,
0.4630,-3.7263,-2.7283,-1.6294,-1.8083,-0.3381,-0.0424,-0.2106,
0.2577,-0.3702,0.6873,1.0091,0.5077,1.6976,-0.0061,0.0162,
1.9283,0.0418,-0.0072,3.6264,-0.0037,0.1597,0.0702,1.6076,
0.3475,0.4411,2.3538,2.9270,0.6644,0.1720,0.1061,0.2234,
0.0599,-0.1690,0.7803,1.5650,1.4395,-0.0508,-0.0774,0.0102,
-0.6156,-1.5052,-1.2123,0.9173,0.2549,1.3582,1.7371,1.5245,
0.7329,2.7327,2.4544,0.1923,-0.1816,0.1691,-0.0635,-0.1465,
-0.4413,-0.3760,-1.1760,-0.3969,-0.3515,14.9022,-1.1012,0.0976,
0.1889,-0.1987,0.3262,0.2667,-0.1479,-1.0100,-1.2629,-0.6948,
3.0473,0.0107,0.3250,-0.1147,-0.4394,0.0556,-1.0129,-0.3438,
0.2637,0.8459,0.7508,-0.0969,-0.4227,-0.0369,-0.4863,-0.4414,
2.3100,-0.8851,0.8740,1.0575,-0.7382,-0.3862,-1.4651,-0.0432,
1.3998,2.6582,1.0121,0.3969,-0.0515,0.7815,0.0162,1.1374,
1.7508,0.1079,1.0032,0.9084,0.0053,0.3387,0.0676,-0.0733,
0.1427,11.1994,17.1111,-0.1051,3.0194,-0.2095,-0.3425,-0.4231,
0.0533,14.9498,13.2911,-0.2515,1.9128,-0.5326,-0.8800,-0.8276,
0.3148,0.2391,1.5884,0.0963,0.0462,0.1598,-0.3939,-0.0264,
0.0884,11.3736,17.0432,-0.3688,3.3992,-0.6292,-0.6857,-1.0571,
2.2958,0.3282,1.8844,-0.1221,-0.0435,0.0559,-0.4124,-0.2771,
1.0835,0.9622,0.1508,2.4771,1.0377,0.4980,0.1585,0.2364,
-0.0474,-0.0902,-0.0825,2.5760,-0.1180,-0.0262,0.0897,0.7829,
-1.2927,0.6410,-0.8624,-0.2832,-1.2025,0.1691,-0.5136,0.3207,
0.0810,-1.1019,0.2532,-0.0549,0.1755,-0.0818,0.3710,-0.0115,
6.1549,0.0751,-0.8623,-0.8572,-1.0536,0.3117,-1.8258,0.0002,
-0.0401,-0.3211,0.0151,0.1945,0.1049,0.0555,-0.1455,-0.1215,
-0.3597,5.9150,-0.1923,0.0133,-0.0727,-0.0246,-0.0607,-0.0299,
-1.6044,-2.0686,-1.1701,-0.1603,1.6129,-0.0065,0.5783,-0.0437,
2.9532,-0.1080,-0.2680,-0.6423,-0.6546,1.1866,-1.2879,-0.2658,
5.3179,0.2051,0.2683,0.3417,0.3835,0.0187,0.1467,0.0825,
-0.7858,5.2678,-0.0491,-0.7280,-0.5429,0.1047,-1.0653,-1.0316,
-0.6199,3.1450,0.4732,-0.3446,-0.1202,1.1773,-1.1646,-0.6294,
-0.4568,0.1013,-1.4312,-0.6918,-1.0798,1.3010,-2.7007,-0.0689,
-0.7868,7.0040,-0.1195,-1.0263,-1.0417,-0.8670,-1.0889,-1.2541,
1.5947,-0.7867,0.0794,0.3032,-0.3142,1.2105,0.2051,0.4321,
0.5572,0.9027,2.7790,0.0944,-0.3176,0.0809,-0.0584,0.0056,
11.2152,-0.3090,0.4784,-0.1544,-0.4448,-0.0994,-0.5275,-0.2887,
-0.2199,1.5644,-0.0233,0.1979,0.0128,3.1106,0.2018,-0.0130,
0.2284,0.0124,0.9642,0.0528,0.1909,0.8101,0.2930,0.4966,
0.0406,0.5042,0.5110,-0.6706,-0.3215,-0.3298,-0.8423,-0.4072,
20.8019,-0.4766,0.2713,0.2274,-0.1849,-0.1535,-0.5857,-0.0434,
0.1239,9.8648,0.8422,0.6805,1.8049,3.9437,0.0784,0.2039,
0.1618,-0.1444,0.0642,0.0344,-0.3773,0.1995,0.0573,-0.3421,
4.2762,-0.2836,0.4028,0.0744,-0.2415,0.0827,-0.6256,-0.2326,
0.5969,-0.4499,-0.3498,0.0884,-0.0635,3.1680,-1.7595,0.0021,
-0.9466,-0.4272,-0.2478,-0.5461,-0.7030,5.6614,-2.3892,0.0063,
-0.5503,17.9521,2.6123,-0.1811,0.0233,-0.5241,-1.3501,-0.5178,
8.4641,-1.2702,0.5216,0.9475,0.2328,-0.0063,-0.7567,-0.9455,
0.1956,0.2693,0.0717,-0.1149,-1.2669,-0.1476,-0.0320,-0.5513,
2.7027,11.4893,21.1419,0.4921,6.9152,0.0584,0.0055,0.0032,
-0.2312,-0.4317,0.4026,3.1249,-0.1433,0.1013,-1.0865,0.0096,
0.1564,0.3515,0.8379,0.0612,-0.6334,0.1109,-0.5137,-0.2979,
9.4634,-0.3506,1.4969,-0.2819,-0.5445,0.1357,-0.7490,-0.2881,
0.3555,-1.3299,-0.1783,0.0566,-0.7273,0.0159,0.3940,0.0090,
0.4619,1.1873,5.8719,1.4821,0.9111,0.0484,0.3535,0.1038,
15.7062,0.0178,1.3134,-0.1344,-0.1817,-0.1440,-0.7053,-0.4314,
-0.2034,2.4854,2.9672,-0.1158,-0.0997,-0.2874,-0.9128,-0.9936,
16.1550,-0.4438,1.0096,-0.0017,-0.0299,-0.2360,-1.0194,-0.2895,
16.3826,-1.0244,-1.2999,-0.4660,-0.7059,-0.0003,-2.7808,-0.3326,
-0.4095,-0.5492,-0.1546,2.5475,-0.1837,-0.0137,-0.0474,0.8376,
0.4305,-1.1219,0.0018,1.2038,-0.0098,0.3400,0.5250,0.4411,
23.9940,-1.6423,0.6948,0.1631,-0.8382,-0.2342,-1.8080,-0.1579,
-0.6392,-0.8923,-1.8504,-0.7815,-0.1902,0.1385,5.5275,0.4853,
-0.0629,-0.6141,-0.0515,-0.3892,-0.5524,0.1634,0.9190,0.0476,
0.0549,-2.6830,-3.3044,-1.2494,-0.8674,2.8444,-2.6011,0.0346,
-1.3073,-0.4537,-0.7199,-1.3855,-0.3882,2.3432,-0.5678,-0.0698,
1.7530,0.4993,1.0784,0.9708,0.0086,0.2368,0.0488,0.1480,
-2.1263,-0.5463,-1.6680,-2.1376,-1.3723,-1.2482,1.5094,-0.6650,
0.0434,0.3814,0.3092,-0.0004,-0.9414,0.5692,-0.8691,-0.0288,
0.3493,0.8626,0.1163,-0.0343,-0.0971,0.7028,0.0036,-0.0483,
23.3502,-0.8510,0.9397,0.4932,-0.6760,-0.3634,-2.1189,-0.1531,
3.4283,0.5023,-0.0757,0.0266,0.1216,0.2451,-0.8519,0.2305,
0.0563,-0.3643,0.0476,1.0956,-0.2544,0.0462,-0.4746,0.2661,
-0.8498,-4.4301,-4.5538,-0.3303,-2.5589,0.0645,-0.1033,0.0461,
-2.4527,-2.5347,-1.8132,-0.9093,0.8891,-0.1280,3.1428,0.2747,
-0.0236,4.6840,9.2558,-0.0434,0.7703,-0.2499,-0.3465,-0.6550,
-0.0363,1.7103,0.4627,-0.3678,-0.6947,-0.5732,-1.9744,-1.5707,
-0.2964,-0.6172,0.0566,0.5195,0.0848,-0.1345,2.2373,0.4775,
0.0931,0.2789,0.9956,0.6114,-0.3773,1.4497,-0.1638,-0.2796,
0.4196,3.5981,3.8126,0.1852,1.1992,0.1876,-0.0416,0.0062,
-1.9469,0.3267,-0.5241,-0.9079,-0.8283,3.8628,-2.4297,0.2313,
0.5066,-0.5157,-0.7057,0.0413,-0.7404,-1.4039,-0.5778,-0.6253,
-0.4003,-0.0953,-0.0753,1.6428,-0.2601,-0.0779,-1.2534,0.0622,
-0.2777,-0.2831,-1.3790,-0.0390,-0.4960,0.1304,0.0261,0.1612,
-0.2038,-0.5008,-1.3168,-0.3076,-0.0315,-0.0747,2.1695,0.2974,
-1.1557,-0.1529,-0.9324,0.1360,-1.1804,-0.1394,-0.8524,0.6169,
-1.4379,14.7645,-1.2197,-0.9224,-0.7540,-1.1162,-0.9964,-0.9302,
-0.0484,-0.1385,-0.1121,2.6852,0.0909,0.1027,0.4906,1.6214,
0.0632,0.1122,0.0221,0.2448,-0.8801,0.1890,-1.2410,-0.2944,
-0.0007,-0.2287,0.0352,4.5205,0.1163,-0.2354,0.1940,0.4130,
-0.0242,0.5506,0.0451,0.2948,-0.0901,3.2326,-0.6907,-0.2084,
0.0136,-0.4451,0.3149,1.6205,0.9045,-0.0255,0.2320,-0.0536,
0.6334,1.1824,0.1530,0.4550,-0.3633,-0.9458,-1.2217,-0.6411,
2.3240,0.0863,1.9481,2.1755,0.4296,0.1584,-0.1042,-0.4125,
-0.3104,8.0509,-0.1951,0.5168,0.2314,0.2239,-0.3317,-0.4140,
-0.9104,4.5526,-0.5595,0.1376,-0.5010,-0.8844,-1.7094,-0.8396,
0.2032,1.5228,0.1888,-0.0171,-0.7807,0.0451,-0.4837,-0.5248,
6.5312,0.1664,0.7529,0.5688,0.1122,0.2364,0.0825,0.4539,
-1.0543,-2.2098,-1.1504,-0.3997,-1.5018,-0.3514,0.7550,-0.2375,
-0.1718,3.1632,4.4685,-0.1002,-0.6630,-0.8945,-1.8028,-1.2969,
-0.1756,-0.6462,-0.0577,1.4553,-0.0438,-0.8709,-1.9064,-0.9211,
0.9950,2.9772,1.7116,1.8913,1.0339,0.1266,0.1879,0.0318,
3.7420,-0.1508,0.5492,-0.3520,-0.5929,-0.7139,-1.3009,-0.0963,
4.7270,-0.1260,0.0724,0.0654,-0.3050,0.4940,-0.9930,0.2291,
0.2845,0.1985,0.9854,9.5607,0.1668,1.1522,0.4968,1.2616,
-0.7298,-1.8567,-1.9236,-1.1664,-0.5860,2.2166,-0.1541,-0.0711,
1.1586,-0.0297,-0.0737,-0.1829,-0.9487,-0.5431,-1.1833,-0.8977,
-0.2760,-0.5387,-0.3858,1.9057,-0.0448,0.0615,1.1521,0.2817,
0.2263,-0.0781,0.4841,3.6561,-0.0920,-0.1121,-0.4449,0.1765,
0.2422,-0.3148,0.0940,-0.0783,-0.1094,0.0294,-0.8990,-0.5367,
0.2928,3.7802,-0.3443,-0.2680,-0.9236,0.0175,-0.5891,0.1829,
5.0583,2.3123,6.1105,2.6296,1.1485,2.2860,1.8847,2.5974,
-0.7223,0.1223,0.0765,0.1017,-1.0944,-0.0058,-1.1857,0.0315,
-0.2546,-0.1789,-0.6637,-0.0077,-0.0864,3.2818,-0.1434,-0.0942,
-0.8151,0.0487,0.0214,2.1957,-0.6303,2.2430,-1.5795,0.1101,
0.2739,0.4482,-0.1076,0.3987,0.5886,0.8280,1.9910,0.7858,
0.0122,0.0313,0.2517,2.3459,0.1322,0.0261,0.4921,0.4376,
-0.0122,0.0152,-0.0495,-0.1174,-0.3593,0.9588,-0.2503,0.5145,
-0.9173,0.6936,-0.6788,0.2298,0.0196,1.9918,-0.5557,-0.3848,
-0.0174,4.5055,7.6875,-0.1181,0.8301,-0.4741,-0.7548,-0.5433,
0.2066,0.1989,1.5473,0.4493,-0.1996,-0.2490,-0.4752,-0.2052,
0.0326,-0.3207,0.0552,9.7812,0.0271,0.1836,-0.3732,0.4549,
-0.0596,-0.4238,-0.5088,1.0356,-0.2701,3.3416,-0.2642,1.5624,
-0.5859,-0.9529,-0.0013,0.9035,-0.4377,0.0236,0.0214,0.7720,
0.2995,0.9371,1.0847,0.0202,-0.9392,0.8144,-0.3069,-0.0428,
-0.5846,-1.0351,-0.4538,3.2831,0.2450,-0.1833,2.6152,1.9613,
0.6421,1.9836,1.9961,3.1425,0.6345,0.5881,0.3785,1.7741,
8.1931,8.3726,11.6032,0.3916,-0.0141,-0.1631,-1.5104,-0.2889,
-0.1509,-0.6030,-0.4473,1.1753,-0.2562,-0.0906,0.1016,-0.0234,
19.0989,-0.3848,0.5414,-0.0532,-0.6933,-0.1577,-0.8176,-0.1788,
0.0459,1.0261,1.3294,3.4971,0.0347,0.2548,-0.0481,0.5535,
-0.0517,0.1322,0.1891,-0.5136,-1.1870,-0.7188,-2.1991,-1.2455,
11.5666,-2.8099,-0.3809,-0.9077,-1.2239,-0.0997,-0.6375,0.0194,
0.0063,4.2606,0.0536,-0.0863,0.1592,0.0942,-0.2729,-0.2168,
3.1282,-0.2230,-0.2342,0.1546,0.2825,9.3347,-0.0027,1.8601,
0.6809,1.3784,0.1367,-0.0733,-0.7090,-0.0117,-0.6261,-0.0568,
-0.1727,-0.2771,-0.4700,0.7362,-0.4162,-0.2691,-0.4529,-0.3381,
18.5320,-0.9355,-0.0385,-0.5676,-1.3261,-1.0189,-1.7476,-0.1627,
0.3475,1.3544,0.7110,0.1852,0.1323,0.4493,-0.0972,0.9971,
-0.4368,0.5077,-0.7683,-0.4425,-0.1936,0.0619,0.0703,-0.0306,
-0.3703,-0.4142,-0.1352,1.4839,0.1055,0.2637,-0.5889,0.1801,
16.2658,0.0194,0.0564,-0.5047,-0.8568,0.2747,-1.5526,-0.1104,
-0.7014,2.3079,0.1406,-0.4791,0.0170,-0.7606,-1.3356,-0.7562,
-0.2361,-0.7035,-0.2409,0.7741,-0.0417,0.7594,0.0187,0.0810,
1.0666,-0.6465,0.1408,0.8201,0.2130,-0.1888,-0.9683,-0.0741,
1.2843,-0.2539,0.8939,1.6200,-0.2264,-0.3111,-0.2196,0.0027,
0.0048,-0.0161,0.0697,1.6053,0.1727,0.0736,-0.0556,-0.0333,
-0.5231,-1.1494,0.0071,0.1207,-0.6497,-0.2946,-1.0495,-0.9099,
-0.0001,-0.1548,0.7548,-0.0227,0.2102,0.0647,-0.0249,0.4252,
0.2773,0.2099,0.0166,1.9706,-0.7453,-0.2373,-1.5548,0.1485,
-0.2651,1.4094,0.0883,0.0461,-0.0781,0.4157,-0.4893,-0.1080,
18.1793,-0.5545,0.1885,-0.0355,-0.3313,-0.0692,-0.8600,-0.7557,
0.4137,-0.4494,-0.1658,0.2436,0.9232,1.7941,-0.3787,0.0786,
-0.0107,-0.4529,-0.1571,0.8521,0.3107,0.0276,1.0947,1.3586,
-0.0636,1.9682,-1.0372,-1.7073,-0.8199,-0.4351,-1.7196,-0.7460,
-0.1264,1.8027,0.0209,0.3917,1.7493,1.1521,0.5429,0.3975,
0.5299,0.9824,2.5546,1.5719,-0.0289,2.1303,-0.3947,0.0600,
1.5522,-1.9248,-1.0300,0.2920,-0.5655,1.1664,-0.3778,0.1315,
9.6615,0.3915,0.2299,4.9428,0.0888,0.3799,0.0003,0.8028,
0.1264,-0.1011,-0.2172,-0.3349,-0.0267,4.2348,-1.2494,-0.2563,
9.2214,0.1131,-0.0836,-0.3246,-0.0147,-0.3162,-0.7610,-0.7211,
2.4399,3.0949,1.1856,0.6746,0.0957,2.3578,0.2811,0.8508,
0.2032,-0.2533,0.1091,6.4778,-0.1983,0.1075,-0.6343,0.0987,
-0.1898,0.1859,-0.6177,-0.1329,-0.2598,5.1024,-0.1300,0.7824,
7.1497,-1.6566,-0.3356,-0.8682,-0.7278,0.2097,-0.7367,0.0800,
13.1089,-0.2907,0.8988,-0.0874,-0.2734,-0.0549,-0.6540,0.0001,
0.0158,-0.3870,-0.5403,0.8095,-0.0451,-0.1116,-0.0215,-0.0511,
4.0254,-1.2400,-0.6050,-0.1205,-0.9149,0.1785,-1.4523,-0.1560,
0.6470,0.5699,6.0975,1.9411,1.1987,1.1417,0.2487,0.4288,
3.9157,0.0573,4.2816,0.5722,0.8497,0.1171,0.2209,0.3822,
-0.1141,0.9043,0.5637,-0.0167,-0.2649,1.1386,-0.9365,-0.1774,
-0.5340,-0.0422,0.0786,0.2664,-0.4380,1.8866,-1.1471,-0.1551,
21.5924,-0.1239,0.3822,0.2074,-0.6982,-0.3606,-1.9264,-0.3201,
0.2527,-0.1226,0.3957,-0.0386,-2.0767,-0.3208,-0.6580,-0.9063,
0.0459,-2.3581,-3.2818,-0.7936,-2.5492,-0.1336,-1.6932,-0.5753,
3.9440,0.0296,2.4206,0.4516,-0.1581,-0.0981,-0.2341,0.0984,
0.0686,-1.3508,-1.0679,0.4585,-0.4097,0.5661,-0.1948,0.1671,
-0.0143,-0.0179,0.2598,2.9645,0.0378,0.1106,0.0610,0.9734,
0.5659,17.3802,18.5826,-0.1304,1.8970,-0.3457,-0.6774,-0.7354,
-0.0285,-0.2781,1.5348,3.2486,0.4515,-0.0759,-0.1353,0.2429,
0.3936,0.0749,-0.0277,1.0200,0.1581,1.5888,-0.0579,0.4975,
-0.1714,-0.8709,-0.0285,-0.0215,-0.1909,0.2610,-1.9089,-0.7096,
-0.4474,-0.5276,-0.0787,0.0101,0.2099,0.0738,0.0423,-0.0056,
-0.0965,-0.0634,-0.0141,1.9919,-0.4730,-0.7629,-0.2469,-0.2304,
0.5680,-0.0421,0.3642,0.0197,-0.2379,1.9741,-0.7023,-0.1236,
-0.0718,1.4632,0.7257,-0.0708,-1.4149,-0.3971,-0.9108,-0.5304,
0.6383,0.0174,1.1257,0.1876,-0.4370,0.0101,-0.6439,-0.5297,
-0.4519,-0.0296,-0.3094,5.9556,0.2611,-0.2299,-0.6319,-0.0240,
0.5598,0.7472,4.7752,7.7600,1.5219,0.4375,1.6424,1.2818,
-0.1266,1.2971,0.2109,0.0742,0.2134,-0.1168,-0.8232,-0.6259,
-0.6713,4.9464,-0.1251,-0.2219,-0.0973,3.0400,-0.8116,-0.3192,
0.4359,0.0692,0.4075,2.6566,-0.2567,-0.0112,-0.4756,0.2492,
-0.2346,-0.4244,-0.0254,1.8460,-0.3641,-0.2196,-0.4545,0.0469,
-0.2071,0.2030,-0.5611,-0.6109,-0.5528,-1.0601,0.2085,-0.3421,
-0.0268,-0.4895,-0.0005,-0.0876,-0.7353,3.2103,-0.7270,-0.2674,
0.1495,0.2469,-0.3847,-0.7555,-0.2190,3.9287,-0.7489,0.5018,
