LFQ.intensity.1.Plasma.1,LFQ.intensity.2.Plasma.1,LFQ.intensity.3.Plasma.1,LFQ.intensity.4.WB.1,LFQ.intensity.5.WB.1,LFQ.intensity.6.WB.1
27.483,27.491,27.271,24.025,23.273,25.818
22.869,24.887,21.275,26.950,26.965,26.943
21.255,22.973,22.182,26.795,26.640,24.182
22.615,24.187,22.723,25.682,26.200,25.182
23.539,22.707,21.707,27.600,27.694,24.810
23.634,22.980,24.226,25.315,25.903,25.671
21.443,23.753,24.414,26.729,26.428,26.940
22.482,21.706,24.886,26.546,26.572,26.927
23.784,23.096,22.578,25.037,25.054,25.067
22.711,21.539,22.765,26.488,24.128,26.164
22.750,21.977,23.227,24.495,24.494,24.931
28.927,28.745,28.282,27.204,26.583,27.016
23.064,25.073,24.145,26.799,26.356,26.664
25.632,26.604,26.895,21.678,22.912,24.438
27.184,25.267,27.381,23.754,23.845,24.005
25.351,23.858,22.516,27.206,27.357,26.801
20.720,21.995,23.819,25.544,25.456,25.818
21.412,24.210,21.986,25.708,26.007,25.710
29.769,30.597,30.030,28.430,28.564,28.400
22.531,22.900,24.122,25.429,25.561,25.187
35.214,35.853,35.185,33.768,33.585,33.944
22.872,23.855,21.542,25.650,25.851,25.130
29.513,29.657,29.170,27.608,24.802,24.083
20.400,21.770,24.064,25.711,26.161,26.113
21.112,25.795,23.102,28.123,28.301,27.869
23.619,20.908,22.775,25.287,25.356,25.950
26.970,27.010,27.733,25.885,24.841,24.382
21.644,25.628,24.688,27.465,29.655,29.050
23.022,21.519,24.897,26.437,26.745,26.905
21.240,20.917,23.454,26.015,25.950,24.254
33.848,33.916,34.727,32.731,32.141,32.319
24.751,23.015,19.993,27.233,27.480,27.415
23.058,22.686,21.841,28.281,27.969,24.496
20.511,22.497,22.408,23.966,26.454,27.097
22.636,23.387,23.154,24.634,24.642,25.655
32.169,32.087,31.810,30.586,30.501,30.679
22.975,22.632,21.759,24.319,26.500,27.728
22.488,23.587,22.892,26.103,26.582,24.449
20.818,22.216,22.090,26.463,26.006,23.490
24.030,22.500,23.738,25.388,25.918,25.352
23.683,22.380,22.448,28.077,24.680,27.527
21.617,24.541,24.009,26.620,26.533,26.673
26.429,26.474,25.830,25.029,23.732,23.451
22.708,23.855,21.561,25.172,25.109,25.435
23.531,22.709,21.564,25.733,25.338,24.443
23.532,22.566,23.330,24.887,25.063,24.577
23.548,24.305,21.404,26.221,26.548,25.891
30.985,30.545,30.578,32.111,32.051,32.853
26.863,26.473,25.634,23.735,24.115,24.897
23.008,22.118,22.839,27.032,24.170,27.055
22.012,24.162,22.293,25.012,25.533,25.628
21.989,23.278,21.859,26.225,23.941,26.541
29.507,28.050,29.427,27.476,25.681,25.479
29.993,29.665,30.107,28.642,28.583,28.354
24.945,25.404,25.778,24.201,23.374,23.327
34.389,33.338,32.781,31.723,30.989,31.582
26.368,26.276,26.230,25.216,24.582,23.977
33.769,33.748,33.905,32.695,32.305,32.382
24.014,20.821,24.386,26.621,26.626,27.120
21.446,25.649,23.727,27.445,27.887,27.341
23.284,22.149,22.846,24.212,24.500,24.530
21.360,23.564,21.872,25.753,24.124,25.342
27.679,25.377,22.775,29.675,29.852,29.731
22.495,22.910,20.971,25.484,25.375,23.779
22.742,22.625,23.300,25.306,24.044,25.971
21.966,23.790,23.727,25.472,25.155,25.555
22.696,22.925,22.596,23.778,25.531,25.727
20.994,24.121,21.729,25.690,25.228,25.328
23.330,23.809,20.893,25.960,26.251,25.207
25.699,25.633,25.310,23.719,24.478,23.054
23.549,22.630,22.393,24.696,24.203,24.960
20.838,23.680,24.712,26.891,26.457,26.973
21.698,22.576,22.419,24.903,25.063,23.343
24.536,22.771,24.265,25.828,26.055,25.876
23.211,22.161,22.630,24.063,24.318,24.282
24.576,23.118,21.949,25.992,25.387,26.395
22.241,25.563,23.668,26.841,27.025,26.922
29.771,29.688,29.574,28.172,28.437,28.543
21.488,20.861,25.137,26.396,26.951,26.545
22.181,23.850,21.335,25.064,24.768,25.063
30.379,30.865,30.657,23.764,22.918,28.771
21.885,22.665,23.146,25.185,24.680,23.820
22.763,24.634,23.079,25.664,25.456,25.586
21.940,23.465,24.664,25.820,25.770,26.445
22.766,24.092,23.199,24.853,25.138,25.089
22.248,23.730,20.142,25.031,25.261,25.670
28.679,28.982,28.421,29.830,30.143,30.085
25.406,25.824,25.382,26.781,26.689,27.193
21.431,21.363,24.044,24.803,25.220,25.319
24.503,21.301,22.869,25.236,26.338,26.307
20.803,23.159,23.963,26.003,25.528,25.366
28.519,22.653,21.499,30.261,30.280,31.009
24.798,24.193,23.014,25.893,25.743,26.151
28.019,27.715,27.306,26.031,26.432,26.450
22.382,22.870,25.798,26.884,26.877,26.938
22.354,22.974,22.614,23.648,26.321,26.016
21.763,23.643,19.661,25.738,24.460,25.608
21.496,23.820,21.847,25.611,24.066,26.042
22.020,23.264,22.449,24.805,23.669,24.902
28.113,26.246,23.750,29.679,30.144,29.419
27.075,22.110,20.462,28.973,28.265,29.337
22.868,25.278,21.458,26.484,26.405,26.531
23.561,23.532,22.419,25.453,25.723,24.253
23.387,25.059,23.284,25.930,25.681,26.004
26.597,24.227,24.800,27.259,27.770,27.470
22.996,23.391,22.834,24.625,30.393,30.586
22.386,22.421,21.657,23.123,25.332,25.731
30.106,29.481,28.022,31.172,31.317,31.197
22.465,23.381,23.749,25.030,25.136,24.402
24.381,23.016,22.288,24.833,25.578,25.684
23.769,23.056,21.638,24.312,25.476,25.831
29.785,29.313,30.392,28.605,28.370,28.136
27.187,28.209,27.956,26.082,26.349,24.356
23.684,22.065,23.724,25.628,25.794,24.500
20.590,23.825,22.113,25.513,25.681,24.293
27.203,27.308,27.495,24.211,26.330,23.093
23.863,22.180,22.528,26.387,24.052,26.690
22.646,23.790,23.977,27.716,28.022,24.616
25.199,22.662,23.885,26.130,26.172,26.222
21.737,22.818,23.398,24.756,24.414,24.139
21.445,25.292,24.028,26.798,27.100,26.566
21.049,22.922,22.284,23.566,24.484,24.099
23.113,24.500,21.623,25.275,25.756,25.703
32.851,33.304,33.579,32.276,31.486,31.811
23.449,22.962,22.548,24.128,27.305,28.378
24.350,21.247,24.602,26.726,26.675,26.106
27.639,27.637,29.230,26.368,26.080,26.605
24.256,22.784,25.101,25.922,27.363,26.022
22.953,24.089,22.700,26.557,24.244,26.898
23.419,23.886,22.180,25.032,24.662,24.983
21.772,23.904,23.021,25.037,24.650,24.850
23.043,23.175,21.595,23.670,26.271,26.529
21.628,22.006,24.610,25.510,25.312,25.286
21.344,21.705,23.020,25.285,26.685,23.240
22.421,22.647,23.677,24.074,24.706,24.555
22.447,24.524,22.160,25.061,25.371,25.255
28.484,22.097,22.700,29.746,29.517,29.876
24.880,20.263,23.507,26.439,26.444,26.694
22.324,22.474,23.401,26.361,23.601,26.566
23.740,21.605,21.305,24.726,23.930,25.049
22.683,23.190,21.222,26.069,23.533,27.040
23.100,22.606,22.023,23.732,23.980,25.197
22.874,24.241,21.887,24.445,25.439,26.127
21.060,23.436,23.788,24.508,25.601,26.206
24.518,23.332,22.539,26.873,26.946,24.527
29.760,26.967,29.316,26.416,26.343,26.055
24.514,22.979,24.723,25.753,25.773,25.857
24.583,24.769,24.574,23.818,23.313,23.425
23.978,22.811,20.619,24.934,25.374,25.130
26.027,26.223,25.596,23.380,24.797,24.782
32.533,32.868,32.849,31.698,31.579,31.728
34.853,35.089,34.489,33.826,33.507,33.664
22.847,23.408,21.493,26.092,26.482,23.612
22.654,24.463,21.134,25.423,25.257,25.312
22.049,22.710,25.273,25.854,25.961,26.103
31.529,30.632,30.654,29.622,29.727,29.679
24.319,22.725,22.300,25.155,25.024,24.705
23.101,23.330,23.004,23.753,26.121,26.042
23.784,22.424,23.798,24.247,27.305,26.489
23.672,23.625,23.142,26.074,24.109,26.375
23.725,21.979,20.793,26.000,25.320,23.681
21.862,22.058,24.638,25.464,24.720,26.048
27.889,28.310,28.210,26.585,26.631,23.875
19.980,24.614,23.835,26.308,26.381,26.516
21.810,25.659,21.328,26.487,26.010,26.718
22.565,25.717,24.063,26.487,26.634,26.438
23.328,21.662,23.655,24.759,24.541,24.727
22.574,22.822,23.928,25.850,25.891,23.903
21.688,23.837,23.454,27.279,26.699,24.034
25.005,26.101,24.649,23.600,23.626,24.088
27.350,28.113,28.119,26.620,26.636,26.815
24.778,22.586,23.820,24.799,26.574,26.778
25.087,21.970,23.999,26.192,26.295,25.742
22.705,22.854,20.481,23.080,26.742,27.190
21.900,23.414,23.138,24.594,24.981,23.845
23.569,23.357,22.815,23.825,26.420,26.662
22.479,24.027,22.470,24.717,24.963,24.204
24.555,21.734,20.820,27.223,23.935,27.686
21.962,23.459,22.592,26.488,23.379,26.340
23.026,23.135,23.215,28.085,23.740,28.507
26.031,26.377,26.778,25.524,23.091,24.654
22.558,22.524,21.680,25.022,24.661,22.867
23.209,21.501,25.442,25.836,26.769,26.145
24.875,21.447,22.315,25.509,25.362,25.435
25.316,24.960,25.227,23.594,24.109,24.403
22.757,21.696,22.811,25.722,26.175,23.050
22.096,21.224,22.803,22.731,26.279,25.785
23.088,23.685,21.919,24.997,23.896,24.981
22.193,22.878,23.156,25.186,25.122,23.320
24.609,23.986,20.454,25.661,26.568,26.199
27.776,28.001,28.124,29.061,28.694,29.280
27.304,27.409,27.538,26.391,26.521,26.460
29.350,29.144,28.898,28.058,28.331,27.959
22.333,24.116,21.423,24.907,25.076,24.169
23.523,19.935,22.176,23.571,25.532,25.048
22.869,22.436,22.295,23.297,26.686,24.837
22.758,23.411,23.435,23.680,26.827,26.433
22.868,22.204,22.596,25.292,23.036,25.843
22.782,23.171,23.116,23.441,26.332,26.501
22.579,21.651,21.987,26.169,22.535,25.902
22.101,22.435,22.187,26.551,22.668,25.936
21.959,22.898,22.255,22.843,25.982,26.512
22.215,23.366,23.104,23.409,25.937,25.695
21.798,23.824,24.079,25.494,25.475,24.546
23.739,23.711,24.421,24.631,25.228,25.761
23.115,24.877,25.345,26.316,26.082,26.101
22.461,22.228,24.714,25.642,25.850,24.388
23.655,22.604,21.607,24.286,24.051,24.213
23.930,22.846,23.192,23.868,25.360,25.545
24.160,25.425,22.571,26.064,25.981,26.042
22.541,24.477,23.207,25.750,25.006,24.495
31.314,31.178,30.930,31.951,32.014,32.269
22.117,22.927,23.849,26.444,23.553,27.975
22.759,23.145,23.902,23.775,25.882,25.322
28.539,29.209,28.415,27.757,27.657,27.702
22.623,22.564,22.321,22.822,24.745,24.810
23.371,23.897,20.901,26.816,23.840,25.839
23.339,22.319,22.704,23.336,26.574,25.023
23.865,23.570,21.149,23.704,26.619,26.446
23.997,23.034,23.774,25.384,25.308,24.097
23.072,21.450,22.967,22.849,26.293,26.645
23.577,22.034,23.377,23.458,25.715,25.677
23.735,22.968,23.861,25.673,23.880,25.653
24.631,21.085,24.390,26.030,25.631,25.693
29.282,29.563,27.139,26.761,26.194,27.484
23.287,24.078,23.220,23.722,26.293,26.582
21.916,22.341,24.580,24.517,24.920,24.797
34.764,34.672,34.573,33.773,33.728,34.009
25.037,22.753,22.022,28.112,27.657,23.791
20.671,23.655,24.747,25.556,25.833,25.167
22.399,25.170,24.442,27.260,24.645,27.455
23.613,20.923,23.140,24.167,24.115,24.805
23.915,24.266,22.366,27.436,23.744,27.338
25.837,25.092,26.175,25.087,24.549,23.421
24.211,27.830,28.158,23.319,25.188,23.526
23.401,22.522,24.804,26.695,23.990,26.702
24.775,22.763,22.471,24.524,25.219,25.061
26.375,22.797,26.379,27.245,27.543,27.857
23.155,22.763,23.840,25.784,25.584,23.453
23.665,22.124,21.931,24.411,24.577,23.216
27.488,27.889,28.781,27.499,24.025,26.245
23.102,24.000,24.356,25.731,25.880,24.156
28.679,28.032,28.239,26.983,27.430,23.727
21.593,25.228,21.734,26.607,23.960,26.124
23.179,24.496,21.776,23.596,26.664,26.337
22.740,23.676,21.471,25.682,25.714,22.936
34.585,33.865,34.450,33.539,33.558,33.157
19.924,23.820,21.711,26.022,26.320,22.423
22.510,22.254,22.430,22.374,25.036,25.133
27.905,27.994,27.734,27.235,27.058,27.027
28.885,27.095,29.220,27.303,26.646,22.812
24.000,24.086,24.894,25.235,25.380,25.074
23.369,23.843,23.725,27.354,23.425,27.395
33.182,33.432,33.699,32.842,32.660,32.414
25.316,25.789,24.537,24.792,23.915,23.180
26.176,26.857,26.158,27.698,27.839,26.707
22.777,24.006,22.786,24.159,24.012,24.444
27.650,27.160,27.844,26.830,26.488,23.557
31.093,28.925,29.784,28.722,28.147,28.948
25.062,22.282,21.964,23.225,27.455,27.577
24.229,23.493,22.440,25.476,23.627,25.847
23.280,24.831,21.482,23.596,26.390,27.100
25.250,23.206,23.216,25.454,24.748,25.538
22.267,24.141,25.208,25.268,25.309,25.735
24.927,23.836,23.119,25.618,26.171,24.311
28.713,28.059,28.615,27.137,27.649,28.020
24.569,21.893,24.770,24.107,26.568,27.341
24.629,21.072,23.723,25.802,23.921,26.009
33.734,32.155,33.692,32.371,31.865,32.149
21.913,23.598,23.083,24.357,23.978,23.502
23.265,23.119,23.402,23.426,24.384,24.464
36.085,35.917,35.621,35.277,35.058,35.253
22.651,24.399,22.770,26.217,23.142,25.916
25.956,26.028,26.094,25.120,25.769,23.047
23.062,22.989,23.084,27.110,22.263,27.366
23.143,23.992,23.343,23.326,25.376,25.755
28.687,28.906,29.409,28.107,28.663,27.940
28.164,28.845,28.304,27.555,28.197,27.000
25.928,25.755,23.338,23.871,23.015,23.845
24.959,24.718,24.128,24.206,27.156,27.509
28.588,23.560,25.984,23.899,23.482,24.092
23.268,24.310,23.621,23.720,25.251,25.602
32.185,32.385,32.536,32.120,31.447,31.424
26.310,26.652,26.851,25.521,26.297,25.865
23.365,27.562,26.890,23.434,23.739,24.666
33.055,33.471,33.731,32.922,32.544,32.805
24.638,21.732,22.205,24.681,24.850,23.503
22.938,25.381,22.158,24.760,25.096,24.960
24.402,23.139,23.700,23.273,26.237,26.511
25.407,25.944,26.747,26.721,26.636,27.006
25.958,25.272,23.726,23.468,23.940,24.399
29.347,26.779,29.057,27.694,27.095,26.781
25.030,26.059,25.554,25.157,24.817,24.649
25.284,25.396,25.304,23.809,24.714,25.235
22.172,23.773,24.635,24.685,25.106,24.036
23.855,24.378,21.736,24.853,25.017,23.724
24.126,23.530,24.892,24.743,24.831,25.091
30.748,30.477,31.022,31.276,31.473,31.142
23.538,23.408,23.740,25.883,22.841,25.895
25.251,25.701,25.506,24.882,25.229,24.721
26.914,24.145,26.185,24.810,23.950,25.118
22.344,23.518,24.789,23.110,25.443,26.457
23.949,23.056,24.200,25.829,23.360,25.101
24.010,20.735,24.647,24.471,25.791,23.806
27.609,27.797,27.848,28.078,27.937,28.999
24.889,24.355,20.597,24.796,24.702,24.936
25.895,24.146,22.234,25.354,25.378,25.234
23.379,25.108,25.371,23.565,24.448,23.217
21.105,22.237,25.359,23.524,24.668,24.846
32.091,31.012,32.188,31.242,31.208,31.112
22.555,24.720,20.901,24.149,23.197,24.533
32.813,32.859,32.753,32.640,32.165,32.302
25.486,23.898,25.092,23.586,24.575,24.244
23.684,23.420,24.200,24.381,24.247,24.097
24.443,24.868,24.278,24.229,23.835,24.150
36.954,36.828,36.930,36.613,36.548,36.329
24.083,24.092,22.437,25.255,22.991,25.221
24.110,23.468,20.895,23.386,24.088,24.047
28.856,28.409,28.407,29.428,28.418,29.367
28.059,23.001,27.063,24.605,25.106,23.833
24.081,22.362,23.575,22.445,25.274,25.600
24.992,25.547,25.048,25.227,24.336,24.603
23.857,24.389,24.017,25.206,24.069,24.484
23.227,25.849,26.056,24.475,24.646,22.974
25.593,23.289,26.309,23.633,24.699,24.129
27.761,21.580,27.273,23.379,22.994,24.833
26.426,24.491,25.269,25.218,21.839,25.644
31.322,29.179,30.503,30.948,30.646,31.329
23.582,25.038,22.616,23.219,25.442,25.119
24.470,21.442,24.223,24.553,24.311,23.825
32.004,31.631,31.863,31.530,31.626,31.293
22.488,24.316,24.394,21.775,23.802,23.341
27.673,21.963,25.464,26.335,26.367,26.423
26.388,26.403,26.849,26.254,26.201,26.133
22.184,23.960,23.125,24.719,24.895,22.145
25.195,25.228,24.642,24.915,23.748,25.022
22.266,24.173,24.010,24.169,23.279,24.985
21.940,26.743,26.787,23.632,23.968,24.456
26.567,26.948,26.302,27.273,23.542,26.653
26.857,22.348,26.486,24.852,23.113,24.773
24.109,24.612,22.524,24.725,23.448,24.633
24.931,25.373,21.913,23.720,23.399,23.069
29.971,25.581,28.755,27.618,25.071,28.690
24.856,20.321,25.241,23.886,24.230,25.060
35.707,31.831,35.069,33.206,33.567,33.730
23.952,24.721,23.345,24.107,24.019,24.886
25.392,25.883,23.420,23.116,25.269,24.701
24.019,24.288,25.031,25.517,23.529,25.537
31.785,31.724,31.634,31.506,31.383,31.652
32.684,32.368,32.125,32.160,32.225,32.172
25.753,23.808,25.255,24.572,24.674,24.659
37.471,37.705,37.865,37.573,37.363,37.577
22.102,26.730,26.562,24.142,24.663,24.881
24.936,23.746,25.118,24.365,24.327,24.462
25.066,24.688,22.799,23.160,23.029,25.239
25.102,24.867,23.895,24.770,24.197,24.306
26.306,24.863,22.794,25.008,24.601,23.315
26.336,21.440,25.923,24.689,24.054,23.557
32.286,32.350,32.330,32.282,32.177,32.217
31.154,30.853,30.722,30.930,30.812,30.698
24.580,24.886,23.934,22.486,24.676,25.586
33.473,33.207,33.254,33.683,33.251,33.268
29.817,29.490,29.750,29.900,29.637,29.728
30.773,30.658,30.860,30.749,30.914,30.466
24.573,22.034,24.468,23.512,23.290,24.578
24.318,22.362,24.791,23.864,25.396,22.529
27.806,22.052,26.355,26.489,23.959,25.899
