Cancer_1,Paracancer_1,Normal_1,Cancer_2,Paracancer_2,Normal_2,Cancer_3,Paracancer_3,Normal_3,Cancer_4,Paracancer_4,Normal_4,Cancer_5,Paracancer_5,Normal_5,Cancer_6,Paracancer_6,Normal_6,Cancer_7,Paracancer_7,Normal_7,Cancer_8,Paracancer_8,Normal_8,Cancer_9,Paracancer_9,Normal_9,Cancer_10,Paracancer_10,Normal_10,Cancer_11,Paracancer_11,Normal_11,Cancer_12,Paracancer_12,Normal_12,Paracancer_13,Normal_13,Cancer_14,Paracancer_14,Cancer_15,Paracancer_15,Normal_15,Cancer_16,Paracancer_16,Normal_16,Cancer_17,Paracancer_17,Normal_17,Cancer_18,Paracancer_18,Normal_18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,495.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.666,353.255,0,851.946,0,0,0,0,634.487,0,0,0,0,0,0,4584.53,0,0,0,0,0,0
0,0,0,2417.76,0,5924.12,0,0,2081.89,0,0,4814.48,4648.19,0,4387.28,0,0,0,0,0,0,0,0,0,0,0,0,0,4950.31,0,0,0,6578.13,0,0,7548.65,0,0,0,0,0,0,7942.37,3471.36,1963.91,7312.6,0,0,8303.89,1705.95,0,0
38812.2,0,81278.7,5344.84,132199,0,33428.8,0,0,54775.9,0,129259,76611.2,0,0,0,0,0,36422.8,105889,0,31214.1,0,0,15791.7,0,77845.1,10047.1,0,45790.1,30768.9,105338,0,43784.9,62178.8,43370.6,0,74177.1,33504.2,37215.7,45889.9,4195.15,11904.7,57171.9,0,96942.8,40531.4,94601.7,67579.9,35309,10022.4,57021.4
21632.8,26706.4,45771,26532.3,135804,52918.7,11259.2,71149.3,76556.1,6191.08,38220.9,72666.3,19057.4,99087.6,22928.7,38091.8,460976,143200,0,44097.6,50245.7,11215.5,44599.1,92360.5,0,70108.5,53088.7,7730.22,48213.2,52383,6947.69,44254.5,30609.7,0,0,81825.1,0,47777.7,8035.79,60035.5,0,49342.4,52374.6,10616.2,149175,59427.9,41081.5,66917.4,45046,6662.09,195801,18614.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7677.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486.21,0,0,0,0,0,0,0,0,2777.83,0,0,0,0,0,0,0,0,3539.51,0,0,9102.98,0,0,0,0,0,2069.7,0,0,2796.45,0,0,4357.13,3467.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447.27,0,0
9595.93,0,1652.27,10567.8,0,0,5409.3,10374.9,0,5843.19,0,1378.16,7789.13,21661,0,0,0,0,8510.75,0,0,15781.8,5216.29,0,23800.2,0,26757.9,2033.61,0,0,8494.09,7576.48,0,3996.12,6670.02,0,0,0,5821.7,0,18439.9,8578.89,0,8616.9,0,0,0,0,0,3877.47,0,0
29664.1,0,3524.12,0,0,13514.2,0,0,0,0,0,0,0,0,0,38734.9,0,0,3071.07,0,0,0,4792.82,0,15851.7,18310.1,0,11835.3,0,0,2358.62,0,24754.3,9244.95,5724.47,47035.9,40385.7,0,5066.1,0,30322.2,16134.4,0,73187.1,2235.95,0,0,0,0,2345.97,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912.5,0
5830.41,11728.1,11805,21288.4,0,20671,9097.32,0,15147,8211.54,0,12342.6,24428.4,0,12181.8,0,0,0,8022.19,15199.9,16359.9,9727.35,0,0,13486.2,0,29779.8,16118.5,5699.05,0,13560.1,13092.4,0,12690.1,17099.3,25024.5,29657.8,2612.4,12977.6,0,0,12948.5,30270.4,11392.2,0,25114,23220.4,0,0,9928.38,24041.4,0
17206.3,8226.04,5251.45,14595.6,10706.7,0,18224.4,29239.3,7540.25,11178.8,21551.9,3673.59,9284.87,0,0,9415.67,13681.8,0,15650.9,0,0,25395.5,21409.2,14434.4,28091.8,0,24203.9,5833.75,3692.1,6121.96,17271.4,6123.39,19785.8,13348.7,8864.58,24314,5521.02,2784.58,6356.63,10307.2,44249.4,21019.5,0,10560.2,0,5684.47,8910.97,6025.58,0,8646.67,0,5910.68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946.13,0,0,1028.21,1783.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21560.5,0,0,16997.9,0,0,10792.5,0,0,0,0,0,0,0,0,19491.2,0,0,9966.99,0,0,24951.9,0,0,21182.8,0,0,6132.27,0,0,15381.8,0,0,5449.22,8907.24,0,0,0,9020.83,0,32665.1,18955.8,0,12338.4,0,0,0,0,0,8919.57,0,0
449.507,0,0,1304.87,0,11218.9,3477.34,0,0,8009.15,0,17060.8,6291.75,0,0,3621.59,0,0,9884.93,49281.7,73411.4,6798.63,0,0,898.677,0,0,8660.64,8585.88,747.808,13320.8,12159.4,26213.7,16294.5,13599.7,0,46407.4,1011.34,12885.5,21140.3,0,0,45064.8,6799.04,0,29952.9,58155.4,19791.8,0,10038.9,0,40027.1
0,0,0,0,9838.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169.55,0,0,0,0,0,0,0,0,0,0,0,0,0,8548.24,0,0,0,0,0
5208.02,0,0,3231.73,8591.85,0,2626.64,0,0,0,0,0,0,0,0,0,0,0,3989.63,0,0,0,0,0,0,0,0,1942.24,0,0,4454.24,3225.67,0,5274.2,0,0,0,0,0,0,8732.01,0,0,0,0,0,0,0,0,3815.01,0,0
17119.8,0,0,13888.3,0,0,7235.89,0,0,15464.1,0,0,11896.4,0,0,44830.7,0,0,8728.67,0,0,15477.7,0,0,31246.4,0,0,12046.9,0,3076.28,13349.8,9324.79,12378.6,12242.1,12421.7,17090,0,0,7182.3,0,31180.4,11464.8,0,8930.17,0,0,12697.4,0,0,15825.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468.02,0,0
13934.7,19011.6,18188.2,0,50116.9,15298.1,0,8702.3,35799.2,0,9047.99,23570.7,3232.6,0,8528.96,0,0,44603,3371.96,2438.8,6827.39,0,0,0,0,0,0,3015.6,0,8602.29,6361.92,6997.48,0,6303.32,4991.76,0,0,0,7426.44,0,0,13152,11164.5,5212.83,14370.1,18222.9,0,0,0,5932.42,17942.4,0
0,0,0,0,13495.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541.98,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.43,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038.04,0,0,7845.77,0,0,12211.7,0,0,0,0,0,12778.4,0,0,0,0,0,0,0,0,0,6421,0,0,0,0,0,0,53136.4,0,5660.77,0,0
0,0,0,0,0,0,1203.82,0,0,0,0,0,0,0,0,0,0,0,3798.78,0,0,8214.17,0,0,0,0,0,4570.67,0,0,18102,4049.79,0,9612.91,0,0,0,0,3916.41,0,6507.48,0,0,4574.66,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15392.9,0,0,0,25000.7,0,0,0,0,28503.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446.26,0,0,12028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13232.8,0,0,54951.1,0,10718.8,14573.5,0,5293.23,17161.9,0,0,32709.7,0,7650.33,41968,0,0,6998.85,0,0,18550.9,0,0,51877.6,0,0,35997.2,17489.6,0,25474.7,27389,0,32803.6,64079.9,0,44738.6,0,40167.4,0,0,0,0,19265.4,0,7163.55,22076.8,0,0,36636.6,0,0
10571.8,0,0,0,0,0,12277.6,0,0,45815.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11845.2,0,0,3379.69,0,0,0,9704.57,0,0,17956.9,0,0,0,24953.9,0,0,0,0,21153.8,0,0,31117.2,0,0,16117.4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23386.9,30142.4,22141.4,0,0,0,22229.3,43163.8,39543.6,11418.2,60047.8,27325.4,0,0,0,0,0,0,28058.6,0,0,18625.7,70188.3,39409.2,0,0,0,10516.3,13368,18542.4,22842.4,16143.9,0,24775.7,20910.6,0,0,0,16100.1,45058.1,56945.5,123776,0,26508.3,45814.7,25714.2,0,26635.7,0,21374.3,0,0
24921.4,0,90942,109983,0,83111.7,16361.8,51078.5,50107.9,23872.4,0,50791.8,52264.7,0,0,0,0,83389.2,21451.4,6377.3,7698.73,40591.7,0,74658.6,47597.1,108154,12534.5,29144.8,43710.1,0,16771.8,27746,85928.5,20488.2,23264.6,138165,0,0,29435.3,0,0,0,0,32425,0,44019.1,46749.6,0,8700.89,40130.5,0,0
0,0,0,0,0,0,2749.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2704.66,0,0,0,0,0,0,0,0,2205.11,0,0,4470.46,0,0,0,0,0,4710.31,0,0,3822.19,0,0,0,0,0,0,0,0,0,0,0,0,2483.13,0,0,0,0,0,4817.16,0,0
0,0,0,0,0,384.768,0,0,0,0,0,0,0,0,0,0,0,0,209.163,0,0,0,0,0,0,0,0,405.473,0,0,421.264,465.995,396.116,0,1158.57,0,0,0,712.422,0,0,0,0,0,0,0,0,0,0,0,0,0
4275.92,6044.47,8661.64,0,20873.9,0,6404.27,0,8456.71,10119,6503.97,8128.19,0,0,0,0,0,0,29537.8,7431.27,0,0,0,0,0,0,0,3321.08,0,6045.76,7930.3,3433.51,0,14562.7,7248.12,0,0,0,6439.94,0,13743.7,5546.78,6381.45,7864.14,0,0,0,10845.2,9844.99,3783.81,13196.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.655,0,0,5061.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3929.6,0
0,0,0,12022.4,0,0,2675.34,0,0,4005.09,0,0,5202.15,0,0,0,0,0,2481.43,0,0,4669.78,0,0,16241.7,0,0,0,0,0,0,0,0,0,2463.51,0,4171.14,0,2381.4,0,0,0,0,2493.96,0,0,0,0,0,0,0,0
19710,0,0,0,0,0,6464.54,0,0,8918.76,0,0,0,0,0,68435.2,0,0,0,0,0,0,44989.2,0,0,0,0,11722.1,845.336,0,11425.2,0,0,0,0,0,0,0,27614.5,8451.56,28989.2,8800.15,0,8184.18,45046.1,0,0,0,0,25002.9,0,0
0,0,0,0,0,0,10580.6,0,0,0,0,0,0,0,0,0,0,0,0,10287.2,0,8192.35,0,0,0,0,0,9134.34,0,0,9728.99,0,0,0,6033.28,0,0,0,4485.97,0,0,4539.61,0,1897.08,0,0,0,0,0,0,0,8833.48
2068.79,0,0,0,0,0,2353.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3324.26,0,0,0,0,0,0,0,0,0,0,1334.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4056.54,0,0
4613.11,0,7183.73,0,0,0,7947.95,6970.92,0,10999.2,0,4101.72,0,0,9202.61,0,0,0,0,0,0,3472.57,0,0,0,0,0,4935.62,21582.8,0,0,6218.92,9568.21,0,4277.83,0,0,16070.3,2888.16,7073.66,0,0,0,5654.06,0,3797.19,0,0,0,14741.4,0,10659.5
9668.9,0,0,3128.01,0,0,10466.4,0,0,10329.3,0,0,6233.1,11546.1,0,0,0,12034.6,5831.2,0,0,7004.96,0,0,4679.42,0,0,5858.89,4301.3,0,12925.8,7654.45,7349.12,7510.79,6857.23,2478.78,0,8430.5,7436.91,8041.84,19336.9,6307.43,0,10800.3,7685.53,7817.37,11228.7,10310.6,13495.1,6900.34,4600.04,7424.12
0,0,0,28822.5,0,0,0,0,0,0,0,0,0,0,0,86174.4,0,0,17758.1,0,0,9496.85,0,0,29253.5,0,20567.4,10062.4,0,0,12237.2,0,0,22815.1,31647.1,0,0,0,13078.8,0,0,0,0,0,0,0,2416.05,0,0,11412.3,0,0
43670.4,0,11979.7,67468,35746.3,0,45082.7,45491.7,0,35489.1,32411.5,0,33113.3,0,0,0,0,0,18755.5,0,0,58842.7,68972.3,0,59045.2,0,130679,0,19701,14250.4,27464.3,16487.5,25310.9,22896.3,42171.9,0,0,10465.1,21129.3,0,39679.7,48951.9,0,23519.4,0,0,49172.5,8878.71,0,26161.2,0,0
11817.2,0,9501.08,96995,0,29017,10615.8,0,0,15885.1,0,13752.1,91791.6,0,25822.1,0,0,0,35797.7,0,48044.7,24164.2,0,0,163893,0,187206,5061.49,0,0,40239.5,23719,52968.1,18734.4,20308.8,155798,51504.6,12334.6,30855.1,0,0,0,21006.1,9180.83,0,23369.4,116769,0,14018.4,9311.3,0,0
17183.5,9468.08,9905.07,0,0,0,19864.3,0,0,16028.9,0,11090.6,9034.99,0,0,0,0,0,17763.2,0,0,18960.2,0,0,0,0,0,14141.8,0,0,23562.3,0,0,27763.7,26557.8,0,0,0,22116.9,0,41061.6,0,0,21480.6,0,0,0,0,0,16682.7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10828.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25551,0,0,16644,0,0,9335.81,15444.6,0,8533.23,0,0,12778.9,0,0,0,0,136518,16199.6,0,0,23216.6,0,0,21387.8,0,0,14998.1,0,0,8385.97,17871.5,7411.12,15979.6,0,0,0,0,16706.9,0,13404.6,43167.3,0,14567.4,0,0,0,0,0,7576.18,57547,0
23216.7,0,5794.94,0,0,0,18525.1,23340.5,0,12666,12995.9,0,25009.6,0,0,26043.5,0,0,15614.7,0,0,15271.2,0,0,28281.9,0,0,9506.76,0,0,20040.3,17528.3,0,15908,13850,35357.4,0,0,32877.1,0,70079.3,18645.8,0,25604.7,0,0,27110.7,0,0,26982.2,10781.7,0
106407,11045.2,47398,0,0,28786.8,14349.5,13253.8,18852.6,40514.4,4779.75,16463.5,6042.06,25710,25240.2,12721.5,0,0,19142.6,29624.1,31225,30884.9,0,0,0,0,0,9308.89,18839.4,22051.6,21323.2,14969.2,62299.6,8231.22,11572.1,0,19243.3,14323.3,7596.98,0,9539.92,0,0,7257.03,0,26573,10438.1,17245.2,13192.8,6225.15,0,14753.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879.28,0,0,5349.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6995.15,0,0
6250.73,0,0,0,475210,0,2914.24,1498.43,0,2518.03,0,0,0,0,0,0,0,12085.5,1322.24,0,0,10182.3,0,0,0,0,0,0,0,0,20469.6,0,0,0,0,0,0,0,0,0,11370.1,0,0,4501.62,0,0,0,0,0,2153.84,0,0
16590.8,0,27875.3,25344.5,54052.8,0,9353.23,0,0,7219.72,0,20478,7099.84,0,0,0,0,0,17324.2,0,0,0,0,0,18901,0,0,10215.6,0,0,13105.9,25276.5,27127.3,18632.2,19003.4,33835.1,0,0,0,0,10500.1,0,0,10766.3,0,30758.4,26546.8,0,0,17924.8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61423.8,0,0,0,0,0,0,0,0,0,0,0,0,21365.3,0,0,0,0,0,0,0,0,0,0,0,0,0,68800.4,0,0,0,0,0,0,0
4861.81,0,5615.9,0,0,8664.38,4405,0,0,7877.66,0,6202.8,6632.37,0,0,0,0,0,0,13176.9,0,0,0,0,0,0,0,9579.47,7563.44,0,4072.93,3339.5,4797.16,6716.85,6891.36,8087.06,22190.3,0,12976.9,7781.63,0,0,0,5208.03,0,10168.1,14654.8,0,18631.4,0,0,9152.43
10110.4,0,89305.6,0,11997.7,0,5861.41,0,0,7677.94,0,9824.42,4401.64,0,0,287587,0,14863.7,50242.1,0,0,8426.41,0,0,8104.42,0,0,5414.31,0,0,5747.29,3967.08,3139.65,0,0,0,0,0,5991.39,0,7089.36,0,0,3080.75,0,3912.26,0,70094.5,0,5260.38,0,0
4982.43,2210.11,5708.82,0,0,5930.37,8529.85,4462.04,0,12919.3,0,5040.28,1062.55,0,0,0,0,0,9539.31,9489.36,0,1912.94,7296,5898.43,0,0,0,419.974,0,0,33218.5,19363.7,125060,11901.5,10193.8,1722.65,3395,0,19248,6404.58,18353.2,17298.5,9097.19,311595,0,5092.63,8435.75,19076.5,7809.66,34545.6,0,1090.64
2837.06,3090.54,3829.2,0,0,4857.77,7269.81,4858.4,0,5201.55,0,0,6553.09,0,0,0,0,0,22925.7,0,0,4803.53,0,0,5952.76,0,0,3898.4,0,0,23564.8,9572.16,0,0,4543.23,0,0,0,7876.04,4560.53,5155.84,0,0,5264.71,0,0,0,0,0,12488,0,0
0,2427.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5689,0,0,0,0,0,0,0,0,0,0,7511.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1486.37,0,0,5397.99,0,0,0,0,0,0,0,0,0,0,0,4518.23,0,0,0,0,0,0,0,0,1479.19,1013.2,1432.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12340.5,16793.3,25302.6,0,21637.5,9157.84,0,19262.5,10716.8,0,13729.8,10331.4,0,23955.3,45022.6,0,0,0,23032.1,30846.9,7215.88,5114.54,9143.78,12278.8,12973.9,27104.8,7804.21,16460.3,10263.8,2846.89,8537.94,13720.5,15392.5,14938.3,35618.5,35795.9,0,8887.53,8252.38,8445.18,7880.61,15032.9,5808.31,0,15159.1,15546.8,0,28270,0,0,10413.2
0,0,15845.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084.74,0,0,0,0,0,0,0,16723.8,2887.58,0,0,0,0,0,0,0,0,11773.4,0,0
27586.8,0,12027.5,0,0,0,30153.7,34383.4,0,24681.3,4370.09,23195.1,19102,0,0,0,0,0,14680,0,0,37892.8,42312.9,0,3199.14,0,0,8548.07,30786.6,9066.54,26369.9,15313.1,7946.29,16901.6,14159.6,39701.4,9342.1,5940.14,17904.1,9776.13,58953.9,25988.9,0,46315.5,14441.3,5327.83,7718.34,0,10905.8,19368.2,12635.9,6189.27
0,0,0,0,0,0,0,0,0,8961.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7354.3,0,0
7359.34,0,0,0,0,0,9070.3,0,0,8340.9,0,0,0,0,0,0,0,0,8915.02,0,0,0,0,0,0,0,0,4091.14,0,0,11626.2,0,0,0,0,0,0,0,5898.92,0,0,0,0,6943.83,0,0,0,0,0,7432.7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54774.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8813.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9208.71,0,0
10321.2,0,0,0,0,0,3655.28,0,0,2454.32,0,0,0,0,0,0,0,0,9990.65,0,0,9453.46,0,0,0,0,0,0,0,0,7599.01,0,0,2924.11,0,0,0,0,1049.94,0,0,0,0,4491.82,0,0,0,0,0,3022.17,0,0
4965.27,10698.9,13635.7,8881.81,0,14540.5,4917.44,9458.12,0,7748.84,0,9509.81,7158.41,0,14787.3,17786.3,0,0,5888.84,23086.1,10682.2,3990.81,6338.68,0,0,0,0,10055.1,14022.2,0,9994.14,11774.7,0,10435.5,7070.23,0,0,22274.3,8816.51,0,14265.1,12000.4,14893.1,8681.22,0,8530.85,4642.68,28506.8,0,9209.48,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700.7,0,0,7506.17,0,0,0,0,0,1840.1,7919.95,0,0,0,23544.2,0,0,5395.35,0,18607.2,0,0,0,0,0,0,0,0,0,0,0
0,2218.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18570.7,0,0,25875.2,0,0,11343.8,0,0,11928.2,0,3072.18,10122.1,0,0,25134.1,0,0,8087.34,0,0,15835.1,0,0,0,0,21643.4,6789.6,0,0,16767.8,2367.53,0,11045.9,6533.63,19370.2,0,0,10252.2,0,43780.3,315610,0,5648.49,18757.2,0,0,0,0,13489.2,18736.1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27671.7,0,0
0,0,0,16055.1,0,0,0,0,0,0,0,0,2949.76,0,0,0,0,0,5216.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30112,8226.33,6008.4,0,100686,23888,0,0,15638.8,0,0,8955.13,0,0,12857.3,40241.8,0,0,0,32577.3,0,0,9843.22,17223.1,0,0,0,3980.13,0,9409.69,4059.05,6585.7,0,0,0,0,0,0,0,0,0,0,16552,3896.49,0,0,10071.7,0,0,5124.9,0,0
12028,24017.5,30622.2,75891.1,18528.8,74245.9,11432.6,22636.2,30954.9,12930.6,8244.06,41715.2,41239.9,59709.4,33585.1,10834.2,76203.9,69357.8,9659.44,47863.1,65955,20161.6,0,36557.9,45852.9,60199.1,89951.1,6218.1,20490.7,16069.1,9379.94,16874.2,56029.4,20722.4,15679.4,76147.9,45245,32258.4,21316.3,34510.8,18633.9,6361.16,54504.4,10001.9,4504.09,36478.7,48646.6,23650.3,57017.5,7267.42,19787.3,18578.7
0,0,6329.8,3565.21,0,0,0,0,0,0,0,0,6107,0,0,0,0,0,4575.1,0,0,4230.61,0,0,9324.63,0,0,6496.81,0,0,7545.04,7936.01,0,6054.37,5077.89,0,0,0,4535.83,0,0,0,0,6214.74,0,0,0,0,0,19132.6,0,0
7140.75,0,0,0,19179.6,1529.31,5125.81,0,0,4549.09,0,0,5504.51,0,0,7275,0,0,9065.6,0,0,5837.77,9391.36,0,4442.05,18010.2,0,3307.83,0,1481.3,19627.9,9806.22,6670.76,6329.01,3260.51,3405.91,31337.7,0,5793.17,0,36967,15222.2,2031.9,4901.77,0,2924.08,7002.46,0,0,16300.1,0,16081.3
15512.2,0,0,0,16084.3,0,3290.23,0,0,11059.1,0,0,0,0,0,11182.1,0,0,5879.16,0,0,0,0,0,0,0,0,9497.88,0,0,11270.4,0,0,13948.1,10496.2,0,0,0,0,0,0,0,0,13332.7,0,0,0,0,0,20402.5,0,0
0,0,0,0,23634.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22510.3,20027.1,15461.6,0,0,16822,11896.8,22064.6,11316.8,16012.8,19683.9,20500.5,13015.8,11108.2,30473.7,47856.4,25524.5,13340.6,11180,50179.2,40971,16204.4,19853.9,19759.6,0,32024.1,0,12497.8,23629.9,23368.5,6316.02,10935.8,16028.9,9699.2,0,0,30168.2,22295.5,15872.1,16052.9,13092.8,0,20035.8,11601.4,7738.2,18098,15238.4,0,27143.9,10141.2,12088.3,23853.2
28214.8,38569.2,24321.8,37126.3,25747.7,35022.2,31417.6,44158.4,47076.4,21018.1,39514.9,28872.1,25758.6,56301.9,39042.4,110751,85881.8,51830.3,29705.7,26947.2,51683.5,29754.9,35957.7,45742.2,44688.2,50917.7,39853.7,23366.3,36149.8,38235,26001.1,22948.4,53887.4,29192.8,22683.6,83017.8,29745.2,75052.8,17684.5,54296,59435.5,38704.1,31399,24821.3,41373.3,32852.4,44717.7,20595.9,32291.6,25514,35535.3,50395.5
0,0,0,24033.1,0,0,0,0,0,2834.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10532.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4423.21,24223,31964.2,0,0,92396.3,2847.06,11746,24150.8,0,5700.89,62557.9,26900.6,22113,42138.2,0,0,18352.3,4859.01,74920.9,32047.8,6361.91,5633.41,31677.5,0,43902.4,0,14635.4,0,11913.9,8843.12,23975.9,61193.9,5949.7,7451.51,0,10977.2,43153.4,10797.4,30845.7,1954.51,0,63306.1,7055.13,0,36447.3,32164.2,0,62846.9,6426.39,17342.1,0
0,0,0,0,0,45261.7,0,20822.6,0,0,0,26843.4,0,0,60942.5,0,0,0,0,53967.6,0,17961,0,0,0,0,0,0,0,0,17760.1,0,0,57562.5,0,0,0,0,0,0,0,0,0,21565.6,0,0,0,0,0,10926,0,51987.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132.79,0,0
3870.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
