Cancer_1,Paracancer_1,Normal_1,Cancer_2,Paracancer_2,Normal_2,Cancer_3,Paracancer_3,Normal_3,Cancer_4,Paracancer_4,Normal_4,Cancer_5,Paracancer_5,Normal_5,Cancer_6,Paracancer_6,Normal_6,Cancer_7,Paracancer_7,Normal_7,Cancer_8,Paracancer_8,Normal_8,Cancer_9,Paracancer_9,Normal_9,Cancer_10,Paracancer_10,Normal_10,Cancer_11,Paracancer_11,Normal_11,Cancer_12,Paracancer_12,Normal_12,Paracancer_13,Normal_13,Cancer_14,Paracancer_14,Cancer_15,Paracancer_15,Normal_15,Cancer_16,Paracancer_16,Normal_16,Cancer_17,Paracancer_17,Normal_17,Cancer_18,Paracancer_18,Normal_18
12012.7,0,0,19052.8,0,0,13768.9,0,0,16697.1,0,0,26829.5,0,4308.31,0,0,0,7883.96,0,0,16992.2,0,0,20246.1,0,13688.2,24836.1,29594.2,0,15432.7,28378.9,25468.6,15103.6,30642.9,38344.5,0,26527,24514.7,0,7927.89,0,0,27189.8,0,7284.74,20187,27165.8,17748.3,10096.4,0,32533.7
159988,0,0,52516.7,0,0,0,0,0,2389.54,0,0,0,139884,41006.7,0,0,67607.6,148631,23205.4,0,0,0,90294.1,81878.8,0,192851,2259.44,0,0,0,0,0,0,0,0,0,0,0,0,0,142926,0,0,0,0,0,0,0,0,150750,0
0,0,0,0,0,15962.3,0,0,0,0,0,0,0,0,0,0,0,0,10081.3,0,0,0,0,0,0,0,0,18867.3,0,0,13164.2,0,0,14176.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39245.1,56491.6,71139.6,34256.4,101042,71984.9,20484.9,68903.1,92229.1,19748.7,53800.2,83225.8,28722.8,101995,56794.6,29433,82992.9,46107.8,18406.2,68124.4,77993.2,25817.7,54165,62591.1,30556.4,70610.9,59566.4,19486.7,58757.3,69252.2,18030.5,33970.4,62147,20719.7,21030.1,80624.8,34188.9,61811,28376.1,63412.7,49819.6,53523.5,69957.2,28055,49890.1,81683.3,47933.5,50956.1,67799.2,16057.2,44559,51265.3
0,0,0,0,0,0,0,0,0,743.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,30096.8,0,0,3663.12,64659.5,0,37938.1,0,0,0,0,0,91755.8,0,6871.28,0,0,0,15771.7,9378.71,0,0,0,0,0,9427.34,0,0,0,0,0,0,0,0,0,0,13872.6,36965.6,0,0,17973.3,0,0,0,3434.83,0,104693,0
0,10064.5,15471.6,0,0,0,4167.46,18893.3,0,0,0,10586.6,0,29475.7,23151.4,0,0,0,1125.52,5120.1,0,5267.07,11959.6,3907.61,0,27857.4,6527.54,1835.47,21886.3,15314.8,0,4962.01,11604.1,0,867.744,0,0,3850.88,0,3702.67,0,13878.7,0,6309.12,11131.4,0,0,1428.98,10151.9,0,6610.19,22643.8
0,6976.71,20842.1,12911.3,0,0,5039.49,22097.3,0,0,14358.1,3343.86,0,39464.2,16442.7,0,10210.2,22469.3,1481.91,0,0,12332.5,0,15304,0,25690.8,30599.2,3901.72,20898.9,16627.2,0,10010.1,19287,0,15259.4,0,0,2903.64,0,11245.9,0,27572.7,0,0,0,0,0,0,0,0,0,11058.7
10016.8,2767.02,0,0,0,0,13773.6,828.84,0,8876.93,0,0,0,11756.2,0,34762.6,24368.8,0,24508.8,0,0,32502.4,0,0,11109,4023.07,17783.2,31216.3,23383.8,14858.1,8866.6,4434.99,11266.4,8693.99,4666.25,0,19373.3,716.242,11451.4,12075.3,9390.05,4406.84,0,63309.3,5349.96,3624.76,13726.9,0,11665.5,22143.5,91290.4,0
5137.21,0,0,29201.5,0,8277.23,4436.19,5498.36,0,8769.93,0,9046.47,15124.7,0,0,7232.83,0,0,0,7605.09,7985.68,7123.98,0,0,24989.5,0,31059.8,17224.3,11831.9,0,6323.02,8957.24,20011,14268.1,17817.9,25205.9,29626.8,0,12236,0,0,0,0,8307.66,0,15132,26454.2,6891.19,18957,8619.25,0,6785.52
8480.67,1630.67,0,0,0,0,4823.65,0,0,4682.19,0,0,0,0,0,0,0,0,7349.79,0,0,18923.5,0,0,0,0,0,4674.15,0,0,10300.6,0,0,0,0,0,0,0,0,0,0,0,0,5587.64,0,0,0,0,0,6246.85,0,0
0,11701.3,33421.4,0,13701.9,62007.5,0,0,23829.8,1463.43,0,40681.4,8296.51,0,23431.3,0,0,18491.9,0,46553.5,51135.5,0,0,5970.37,0,0,0,4378.91,15998,8162.32,0,21645.1,52581.6,11175.5,8074.14,38326.6,26985.6,21046.6,0,21869.1,0,0,41807,17966.4,0,67854.4,25240.5,27630.1,42006.3,0,0,37943.8
30698,62119.9,0,32136.7,1156360,0,22434.4,20348.6,0,20229.6,38367.5,11931.5,18770.4,47219.5,0,0,0,0,14928.3,0,0,20180.7,0,0,16624.5,0,23659.2,7006.79,1544.78,0,16878.6,10350.7,2567.47,27239.6,30678.4,0,0,0,37797.3,30771.4,51283.6,34992.7,0,21000,0,24007.3,20831.7,0,0,11342.1,0,0
133513,1493190,375532,93467.7,24235700,419808,34715.2,258190,841173,28310.5,790467,566749,145620,944951,319922,119553,1159110,172125,27041.4,291352,497142,30532.7,270984,274132,34622.8,323797,167940,23998.3,157266,331189,23392.6,99013.5,163812,33646.8,45152.6,362647,89845.9,188140,53650.6,233536,51534.3,138718,238766,33739.5,547860,332941,100074,132121,144176,15672.5,999245,192248
0,0,0,0,0,0,0,0,0,21639.7,0,0,0,0,0,0,0,0,42405.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26984.1,0,0,0,0,0,0,0,0,0,0
47923.3,0,12524.8,0,0,32534.9,39067.8,10207.1,0,58933.7,0,19219.6,37449.1,0,14023.3,276376,0,23911.7,68076.6,105570,75427.6,41810.7,26000,0,28029.1,33124.4,0,71672.8,39564.8,0,17110.4,28762.9,43137.3,52927.2,59184,57811.6,35107.1,25053.6,53607.4,31153.9,40137.8,0,31359.7,48465,13467.1,20406.1,32972.3,36619.6,9086.04,63922.8,0,51097.1
0,0,0,10716.4,0,0,2488.43,0,0,3700.62,0,0,0,0,0,0,0,0,6329.01,994.833,0,4379.61,0,0,0,0,11042.2,0,0,0,0,0,34669.4,3683.55,3217.94,21392.7,0,0,0,0,0,0,0,6127.38,0,0,1736.32,0,0,4893.69,0,0
1386.51,1191.54,0,0,0,0,0,0,0,3288.2,0,0,3332.04,0,0,0,0,0,2362.58,3209.56,5336.27,4279.82,0,0,13037.4,0,0,5257.7,3846.08,0,2693.03,3276.35,4716.01,3465.31,5023.5,8516,0,4233.15,5798.23,0,3557.58,0,6471.76,3408.44,0,3504.84,0,0,0,0,0,0
61962.6,43302.4,31405.7,160316,25069.3,29223,51608.9,103022,44539.2,64428.1,59996.4,30977.5,81806.1,61245.4,46833.8,29658.1,18577.5,27659.4,80381.5,28468.6,28203.3,93686.4,72278.2,57002.1,168841,78439.2,127519,34136.3,35545.8,23349.9,68523.4,37173.5,62827,89812.8,58507.7,174449,57538.3,26297.1,50829.4,60437.9,184391,53975.5,23357,46272.1,37608.6,41842.4,117175,25207.5,49996.3,17040.8,17266,32691.8
9350.68,0,7580.42,0,0,0,10508.4,0,0,7568.06,0,6803.43,10001.5,0,0,0,0,0,9526.39,0,0,5667.08,0,0,3916.28,0,0,0,0,0,7472.67,0,0,10077.1,6382.82,0,0,0,7585.14,0,20647.1,0,12585.6,14300,7280.61,11169.6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,62884.6,0,0,0,6007.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558.18,0,0,0,0,0,0,0,4527.55,0,0,149925,0,0,0,0,0,0,0,0,0,0
42604.2,55170.9,62377.2,1526080,0,350278,23374.3,0,280264,83902.7,0,136249,621167,0,173196,86797.4,0,38195.7,25039.9,162413,1125040,115222,81575.6,65311.1,1952200,151123,0,419.461,0,0,21208,38011.4,0,107517,139206,0,0,0,0,0,0,24562.8,0,18205.5,0,0,29300.5,0,0,15234.3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.08,0,0,0,0,0,0,0,0,0,0,0,2793.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23089.4,13506,24744.2,6177.48,10222.8,15892.1,15803.3,18037.7,0,13978.3,42648.1,18949.4,14061.2,28018.2,0,0,0,0,11903,14739.7,18461,15797.9,0,0,11980.5,0,0,12139.4,0,21068.8,22872.2,19400.2,20077.5,17903.2,22165.9,18009.6,21790.7,25853.7,12544.8,12622.7,27781.9,26567.5,1644.98,16638.8,0,30263.7,30561.2,18799.7,9206.99,15936.3,6391,16268.1
72528.7,0,0,0,0,0,48765,0,0,25120.7,0,0,0,0,0,0,0,0,41773.8,0,0,0,0,0,0,0,0,33630.9,0,0,40787.2,0,0,41572.7,40401.9,0,0,0,31801.7,0,0,0,0,36299.7,0,0,0,0,0,27250.5,0,0
0,0,0,0,0,0,14504.8,6836.25,0,0,0,0,0,0,0,0,0,0,19794.7,34632,45280.5,0,0,0,0,0,0,0,3523.24,0,0,0,0,0,0,269640,0,94907.7,0,0,115512,12677.1,0,0,0,0,0,0,0,0,0,0
0,0,0,7224.17,0,1259.19,1391.36,0,5216.63,0,0,0,1295.22,0,0,0,0,0,0,2771.05,0,6293.34,0,0,8173.36,0,0,7142.65,0,0,0,2242.9,1802.66,0,3741.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124.65,0,0
15913.1,11178.4,10638.1,0,0,8684.5,7018.31,12138.4,12435,10613.8,7900.45,7670.5,10475.7,41374.6,14437.7,7384.33,0,53367.6,4995.37,6139.62,8348.02,7923.99,15457.1,8432.54,3240,19507.4,8307.29,15428.3,22108.1,12346.3,8187.36,5469.33,5438.88,20617.2,19005.2,9977.88,13922.6,15701.2,11580.8,12813.4,22678.4,11017.9,13385.9,9669.81,10877.2,7601.4,18371,8751.52,18081.6,9228.04,33443.9,6969.32
9017.2,0,0,0,0,0,5503.37,0,0,3528.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231.74,0,0,4373.79,3654.51,0,0,0,0,0,0,2653.04,0,0,0,0,0,0,0,0,0,0,1834.05,0,0
0,1098.42,2419.16,31451.5,0,4713.27,901.355,0,0,9228.34,0,4415.35,987.746,0,6114,0,0,0,11272.6,9268.75,17019.8,0,0,5205.07,29521,13799.3,0,3184.89,5120.33,0,5889.06,1545.71,0,0,1119.88,14893.1,0,7123.7,14383.5,0,0,0,7950.26,737.736,0,18231.4,23559.4,1203.51,15018,704.481,0,6270.09
70656.9,58751.9,59622.9,98519.1,132461,55053.7,48686.3,95505.1,75518.7,41424.5,83515.1,62206,47382,95183.2,52269.7,47044.1,114370,87736.8,34166.8,60122,35366.6,30030,106335,65724,114306,48224.6,120759,43006.4,58957.7,70869.7,45609.5,52276.9,21064.5,50658.6,46204.4,86369.5,54170.3,47489.4,49112.1,66584.2,118157,91731.7,58637.9,54481.9,77493.5,55958.2,54111.1,60072.6,38568.1,39448.4,87391.1,57209.2
7664.73,18663.5,8064.63,42384.9,40791,24374.5,11577.4,0,0,9928.99,0,14242.9,14981.3,0,34828.2,17746.5,0,0,13867,17874.3,37611.5,17695.4,0,12052.4,54888.9,30729.9,36868.7,16135.9,15667,0,6975.32,15712.5,29136.1,17677.4,12836.1,52376.3,32784.5,0,38503.4,25769.5,0,0,19535.2,13695.9,0,20494.4,15845.2,0,20104.2,0,32850.7,23522
5009.51,0,6731.13,19945.7,0,4765.39,6155.25,7198.8,0,5073.47,0,8923.37,8143.64,0,5089.94,0,0,0,6008.37,0,0,3711.92,0,0,27995.5,0,16568.6,3531.11,5096.62,0,4440.31,3206.93,6673.36,9526.63,7427.86,0,0,3104.87,4962.68,0,5250.9,0,5402.13,5617,0,6146.17,9541.82,0,0,2960.33,9846.65,0
0,0,0,2256.73,0,0,9459.63,5300.22,0,8991.8,0,0,0,0,0,0,0,0,6354.05,0,0,7806.08,0,0,3883.28,0,0,9181.2,0,0,16280,0,0,1814.05,0,10798.7,0,0,7153.92,0,0,0,0,13665.7,0,0,3837.62,0,0,0,0,0
3394.37,0,0,3194.89,0,0,1904.97,0,0,1275.02,0,0,1743.67,0,0,0,0,0,1198.83,0,0,0,0,0,3397.47,0,2425.98,1938.8,1830.43,0,2824.06,1573.62,1538.78,3089.22,3095.63,3207.12,0,1618.18,2796.92,0,5050.09,0,0,2682.62,0,1508.46,0,1727.96,0,2386.45,0,0
15714.7,0,0,34197.2,53870.1,0,12242.5,0,0,11655.2,0,0,139763,0,0,0,0,58995.8,29189.5,0,0,23274.3,0,12520.6,0,0,17776.3,0,0,0,77274.1,11472.5,0,13266.9,0,0,16503.7,0,13190.9,0,26394.3,11573.9,0,21824.5,0,0,32031.1,0,0,35284,15653,0
26580.1,14228.5,15921.4,25335.9,68289.3,0,13167.9,24097.6,21277.8,14697.8,23280.4,33305.6,29492.5,42883,13165.3,0,0,0,13206.7,35862.7,23125.7,21240.1,27176.2,26102,83865,26844.3,43481.8,12690.8,0,20980.4,20112.6,24530.8,0,13382.9,18145.5,37336.3,16783.2,0,25420.7,33203.1,28309,10669,8634.86,25317.9,16923,23944.2,0,0,0,15919.2,9983.78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131766,26859.4,47504.4,51503.3,0,27539.9,28936,0,0,29527.2,22799.8,24115.4,73319.7,2901.49,29570.9,152069,0,7053.75,31141.3,54928.4,48371.9,33124.3,22437.3,0,98845.6,55815.1,41980.9,59507.5,21048.8,39838.4,73173.5,50401,29232.6,209054,140468,51473,51189.9,58574.8,39566.8,22617.7,49781.2,0,27737.1,44483.3,0,65185.7,52048.5,41301.9,68755.8,61690,0,56628.8
0,0,0,0,0,0,9177.29,0,0,0,0,0,0,0,0,0,0,0,6937.48,0,0,0,0,0,0,0,0,10886.1,0,0,0,7744.02,0,9672.5,14897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7330.22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13820.3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.677,0,0
15590.1,0,2464.17,0,0,2232.73,20308.4,0,0,26472.5,0,0,1838.15,0,0,82606.2,0,0,18349.1,93745.9,0,37684.1,0,0,29103.7,0,0,17670.9,0,0,26724.3,3105,3941.42,88756.3,18452.5,58169.8,36394.7,0,35150.8,0,152530,0,0,3405.33,0,2920.33,44904.8,0,0,25058.7,0,3275.47
2738.58,0,0,0,0,0,2600.81,0,0,0,0,0,0,0,0,0,0,0,3158.48,0,0,3333.62,0,0,0,0,0,0,0,0,2704.06,0,0,1866.96,0,0,16804.2,0,0,0,2407.86,0,0,1116.88,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1984.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388.58,0,0,6331.84,0,0,0,0,0,3780.44,0,0,0,0,5269.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102.73,1627.33,0,5089.94,0,8832.66,1998.81,14305.8,0,1581.92,0,2588.85,0,0,0,0,0,0,0,0,0,1409.37,0,0,5697.49,0,0,2081.07,6738.59,0,1821.59,5236.29,12982.3,2284.73,0,13108.9,0,0,2370.98,0,9537.23,5349.45,0,2029.09,0,3234.12,0,0,0,2106.94,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3897.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8176.11,4260.44,0,0,0,0,0,4616,0,0,0,0,0,0,0,0,10140.1,0,0,8481.76,0,0,3924.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12791.9,0,0,5241.65,0,0,0,0,0
2840.4,0,520216,0,0,0,0,0,0,115551,0,180621,0,0,0,0,0,204444,0,0,0,0,0,0,0,0,0,0,0,0,28181.3,102628,0,0,0,0,0,0,185019,0,0,2282640,1698550,0,3456830,0,0,0,0,82100.5,690257,0
13673.8,0,0,16999,41213.3,0,15433.9,0,0,9551.22,0,12752.2,11713.5,41065.5,0,38391.2,56321.3,0,9153.91,0,0,24182.5,0,0,26342.7,0,0,5891.08,0,0,13865,0,0,1163.64,0,0,0,0,11278.9,0,3300.32,14333.7,0,12252.6,39366.7,0,4989.93,0,0,16213.7,39903.7,0
280.641,0,0,0,0,0,126.186,0,0,0,0,0,174.239,0,0,0,0,0,2971.64,29574.8,0,3097.06,0,28548.8,0,0,0,1320.51,0,0,2499.49,0,0,0,0,0,0,0,63.0968,0,8078.58,0,0,1474.94,0,0,0,0,0,116.478,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3462.03,0,2245.15,894.589,1259.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115.83,0,0
49794.3,14452,17631.1,80480.2,31243.9,23926.8,29017.7,45245.3,44574.2,28911,39796.3,18914,55943.4,0,0,26527.3,56639.1,28881.5,22723.4,0,0,73022.2,53060.8,39243,90066.1,61236.8,92105.7,17048.6,25726.2,21724.7,42824.5,26639.8,33807.1,20564.3,19878,0,0,20361.8,35690.3,60775.2,48423.7,73331.2,0,39260.2,89687.6,34056.4,53233.6,49450.1,0,28094,40913.4,43998.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10766.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10701.3,0,0,8512.8,0,12042.8,6507.84,39085.1,173703,11101.5,265269,28707.6,5409.67,32401.4,0,11456.9,242162,30404.7,3028.64,0,0,26718.1,0,0,9412.74,0,0,5993.39,1560.27,4939.95,5849.51,1469.19,0,5167.55,3320.57,13716.1,0,0,7021.34,0,6767.35,43647.7,0,15547,133225,48979.2,5929.65,0,0,11147.4,252446,0
4495.49,0,0,2496.02,0,0,2557.78,0,0,0,0,0,3868.37,0,0,0,0,0,4838.06,0,0,2619.96,0,0,3449.62,0,0,1948.14,0,5828.66,1592.62,3600.14,3543.34,0,2720.05,0,0,0,1216.86,0,2780.04,0,0,3142.19,0,0,0,0,0,844.129,0,0
0,0,0,5679.51,0,11018,0,0,0,0,0,2964.28,26237.1,0,0,0,0,0,0,30708.1,31664.9,0,0,0,0,0,0,1048.23,30320.9,0,0,4377.3,43896.2,0,0,17649,0,36417.4,0,0,0,0,0,0,0,39129.6,23055.6,13978.8,75522.6,0,0,3123.99
0,0,0,0,56243.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142272,0,0,968.14,125908,0,0,0,0,0,0,0,51567.7,0,0,62289.3,0,139091,0,0,0,1955.32,0,0
6813.51,10432.8,12963.1,30534.4,48860.4,36593.4,7809.12,5166.84,0,7510.66,0,22796.5,16690.8,28404.4,6166.7,44887.6,0,47608.7,18483.8,29583.1,48461.4,14796.8,0,0,45382.1,11782.8,37807.1,11861.1,6453.03,5619.35,32610.7,24844.7,52302.6,11911.1,8953.08,48715,22631.3,13714.3,12284,10191.9,21732.1,16270.7,33950.5,4999.5,32114.6,30164.6,24603,14044.3,28165.8,18694.9,36893.8,5798.56
6443.93,16248.5,25121.7,22197,1678.71,43178.6,9108.97,15138.9,31888.9,8281.13,20010,35107.1,21526,47450.1,33134.6,8073.64,48725.8,18592.7,4991.72,53267,69779.8,7285.82,15037.7,24087.5,10298,32126.4,20092.5,10933.4,24257.1,21253.3,6079.71,23021,67657.1,8399.7,17267.4,47759.9,28356.9,44727.3,12455.5,32983.2,0,7825.19,27685.6,10830.2,11786.4,57769.1,37809.7,28341.3,68701.4,6020.87,19728.4,46459.4
16085.4,18994.5,27648.6,36749.4,0,63442.1,15674.4,36520.4,0,20921.9,0,32301.9,27066,0,38945.1,55267.5,0,17777,11866.7,0,0,46146.1,25217.4,0,46130.7,0,48128.5,23621.6,0,27528.6,9203,14765.4,0,11771,22905.5,0,32482.5,28435.3,13248.5,32717.1,27348.6,20468.9,30674.6,17685.3,0,43884.2,25419.3,21741.2,0,26419.2,8044.51,7420.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14076,0,0,12897.2,10763.9,0,0,0,0,0,0,9707.64,0,0,13149.1,0,0,0,0,0,0,0,20197.9,0,0
29570.9,0,48357.7,77034.8,0,0,24809,0,0,46875.7,0,0,34064.7,0,73556.2,0,0,0,63138.1,164837,185709,47943.8,0,0,95902.5,0,72838.7,44160.4,75822.5,33942.1,71283.3,83912.9,140064,90059.9,84051.9,201581,97182,72141.3,57507.5,23224.3,0,0,69368.4,54990.6,0,28985.4,103933,79232.2,31560.4,82879.4,0,76497.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7437.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12971,307411,0,0,0,0,0,1506090,120215,0,0,0,0,0,0,30198.4,0,358825,0,52375.6,0,14012.6,0,0,0,0,0,66534.1,21250.6,0,0,152324,34724.4,330096,62307.9,0,0,44686.7,0,0,0,0,0,0,0,0
7732.06,19142.1,16015,7768.41,0,19052.7,14753.3,20541.5,0,12801.2,21059.5,8672,30069.3,0,13645.9,0,0,0,21541.8,0,0,18612.3,17796.2,0,22726.9,0,17110.3,20264.6,24927.8,14113.9,21033,26598.5,25335.3,10255.7,18597.8,55293.3,14895.4,12312.7,14769,15691.4,12636.6,19459.7,7833.94,23976.3,15396.5,22749.8,34080.7,0,45236.9,11493.9,0,18170.7
109771,670530,432727,37094.8,1587850,210885,70698.4,234065,1584230,51551.6,242026,550016,105101,251701,363349,198603,422010,267146,76391.2,224197,565673,74857.4,190082,94870.2,64398.8,146015,105175,52223.6,103187,149622,51714.7,126297,158843,103126,88031.6,318405,125037,228425,84005.7,226260,107764,185169,436769,86507.4,217476,434305,191620,223999,212642,17945.1,204299,198334
11820.4,10009.3,10273.4,14777.7,12177.5,7894.89,13039,11703.7,10494.4,10257.3,0,9202.28,10938.5,6515.02,6378.78,21763,18451.1,0,19767.7,5296.05,4531.41,12494.8,5413.21,0,20462,0,25845.8,9185.61,6344.55,12240,19029.5,11958,15471.3,7525.8,7326.07,22311,6030.03,4793.27,7613.37,7373.56,11817,9585.91,9041.21,11154.5,10155.6,8227.72,8440.3,9109.58,6128.12,15490.3,5327.87,6348.91
0,0,10194.1,0,8546.63,0,4365.75,0,44987.3,7505.8,0,0,0,0,45533.5,0,0,0,0,0,0,13894.2,0,0,6922.35,0,0,1546.94,0,7901.63,7172.1,3451.58,0,3363.43,0,0,0,0,12085.9,0,74252,0,34790.1,0,0,23645.3,0,0,0,3699.66,0,0
0,0,0,0,3092.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.552,0,0,0,0,0,0,0,0,0,0,3411.01,0,0,0,0,0,0,0,0,0,0,18455.1,0,0
35655.9,28003.9,13788.3,0,123249,14076.7,32307.7,63661.2,12390.5,28007.6,0,25762.8,20884.3,0,14660.2,17501,0,12839.1,67852.9,10401.3,0,53767.1,36994.2,32150.4,40333,0,0,11525.9,16322.1,18451.1,52457.2,16675.5,36444.8,79470.6,33192.2,0,35412.2,0,38218.9,25330,110953,41685.9,11856.6,26083.8,0,15920.8,54241.6,0,0,20701.5,13394.6,12492.7
13857.2,0,0,28991.9,0,0,23181.6,12560.4,0,13576.7,11192.5,0,8956.58,0,0,15224.4,7640.39,0,9335.76,0,0,11789.7,11156.8,0,7397.8,0,0,9693.58,15408.4,3137.6,6713.2,3515.32,4675.06,7041.56,15555.9,0,11525.2,4539.78,14112.1,5513.17,14037.5,18828.7,0,10421.9,0,4632.3,12308.2,0,6331.15,10199.7,0,3238.13
2402.46,2854.28,0,0,0,0,0,2286.99,0,60434.7,33536.8,0,39889.6,25820.8,518435,11822.2,213548,0,50013.7,0,24958.4,121212,51870.4,5932.31,21910.3,0,43271.1,5771.73,121647,156218,0,447.369,0,92336.6,26662.4,0,0,179874,0,82156.9,16627.6,31998.8,0,190369,117233,15758,0,40808.7,97246.9,543543,4124720,159435
10389.5,0,0,0,0,0,6486.19,0,0,4674.96,0,0,4261.55,0,0,0,0,0,3925.46,0,0,9322.66,0,0,16648.2,0,0,5280.51,0,0,4491.12,6941.4,0,0,0,0,5423.96,0,0,0,5390.63,0,0,4346.94,0,0,9565.16,0,0,3245.95,0,0
51991.3,23769.5,18228.2,26342.5,47173.7,11040.6,45673.8,33024.8,31082.2,38401.8,31251,21364.8,24237.5,21083.9,12778.3,28346.3,48680.6,23841.6,38830,12538,13368.8,34578.6,57414.6,20292.2,23320.9,16914.2,31226.8,25745.7,22127.8,16801.8,67333.9,35018.3,30154.1,28844.6,31070.4,20483.4,39241,18118.9,44382.2,28471.2,69129.9,48176.9,11897.4,47480.6,24454.6,16581.9,35138.1,26233.9,16837.4,47221.5,9932.77,18289.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33722.2,0,0,33693.1,17891.5,0,0,0,0,0,0,0,771.859,33970,8209.22,319936,127328,102492,0,0,0,0,11865.9,12750.5,0,0,0,0,0,0,0,13279.4,0,0,0,0,0
56073.3,16064.1,9540.19,7745.07,0,0,24857.1,16498.7,10285,15784.8,18790.5,7988.59,12747.9,19498,11967.2,11079.9,0,0,23702.9,0,0,14682.7,18410.1,17603.5,12791.3,13033.4,7409.76,17482.7,12048.6,15910.1,27612,6277.61,6158.63,16025.4,13484.3,7022.84,0,11621.8,10975.9,19050.5,79292.3,49263.2,0,22004.6,0,14884.2,4743.14,0,26441.2,25752.6,0,65544.9
48174.5,10499.1,7430.27,63330.3,14780.2,2190.4,60764.6,77618.2,14849.7,52735.6,51297.3,3316.15,57089.2,35476.3,0,43146.9,36772.8,18481.5,60144.1,0,0,69713.3,92028.6,5826.54,45147.1,94294.1,111040,18505.5,29784.9,0,92972.5,51369.1,2352.81,74789.2,62385.8,84378.6,36025.6,0,44553.9,0,155960,43555.6,0,46356.6,25580.9,13356.9,85253.3,0,0,45529.3,17306.5,0
38423.1,0,0,0,0,0,23158.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24737.2,0,0,15599.5,0,0,14994.5,0,0,34114.9,0,0,0,9483.99,0,0,0,0,0,37860.7,19504.5,0,0,0,0,0,0,0,13994.6,0,0
