Control_1_F670,Control_13_F823,Control_14_100565,Control_15_100291,Control_17_F796,Control_18_100649,Control_19_101928,Control_21_F821,Control_22_G461,Control_26_101060,Control_29_G114,Control_31_F699,Control_34_102333,Control_35_F675,Control_36_E701,Control_38_102300,Control_39_D681,Control_4_100448,Control_40_F824,Control_41_F305,Control_44_D751,Control_46_F026,Control_47_F104,Control_5_100369,Control_51_F320,Control_53_E696,Control_57_101582,Control_58_G777,Control_7_G274,Control_9_F644,T1D_10_F797,T1D_11_F789,T1D_12_F403,T1D_16_100905,T1D_2_G419,T1D_20_F717,T1D_23_100682,T1D_24_F780,T1D_25_102069,T1D_27_F769,T1D_28_F734,T1D_3_F835,T1D_30_D728,T1D_32_F468,T1D_33_F688,T1D_37_D702,T1D_42_F646,T1D_43_F249,T1D_45_D841,T1D_48_F124,T1D_49_D654,T1D_50_F433,T1D_52_F842,T1D_54_F311,T1D_55_F829,T1D_56_100749,T1D_59_F371,T1D_6_F817,T1D_60_F525,T1D_8_100980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285052,309522,361272,208437,307599,210125,218596,279483,261104,233412,274433,226675,238983,267468,258200,254616,244703,316156,286082,251783,260218,284414,267319,229704,270835,271792,289177,284049,277235,202822,152700,244239,283072,265218,196786,251221,382727,251368,274349,253578,199770,250472,234210,361036,242258,349344,240101,258927,277438,231761,241909,292558,272796,237432,205312,295878,264321,280137,248232,307315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560555,6443973,8083039,6657829,6853172,8273584,6509821,8753477,9129696,8551216,6516072,7442237,8694412,8610569,8674358,7783343,7291957,8484714,7701888,5213713,8292083,8385957,7667320,7344855,8697842,8367029,8249539,7873883,8616018,6798422,8381345,7255179,8205799,7063128,6224876,8494124,7707408,7928422,8282382,6867722,7944588,7753223,6681098,8814576,7508943,7529946,10880867,9536516,8249804,6655870,7207504,8136491,7651639,7323831,4442254,7401495,7438830,8906009,8351516,7179989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68772,56350,94852,49278,81412,102884,94373,81938,138341,112036,81795,68718,83064,90056,11845,72978,42638,51819,86852,56621,56399,70335,87431,61472,79412,128346,73791,89141,67085,60743,92910,86381,75065,76532,52167,126144,76656,114444,145045,53438,57285,108212,64290,114856,91812,86124,145542,99049,72049,73287,43819,116039,87246,75238,40254,111772,108391,77740,71086,53087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16035,25235,12062,16827,16762,22342,17818,19304,24347,16814,11295,10540,15279,13045,14828,18328,16448,16676,17335,23910,10743,17549,10315,16917,8041,21045,7969,12199,9323,12069,13144,17319,9090,11426,14201,35400,16067,22421,20796,16736,14817,15666,13993,22353,26326,12771,23596,8440,13200,24324,10480,16207,9298,21556,16597,22224,15078,17496,12696,14025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371654,245024,290310,295485,317480,309094,359076,269910,319186,308774,401092,303681,390325,289823,382322,363391,331970,361931,293656,306879,318588,358681,362346,297017,315429,329663,303080,358098,308690,300248,263180,300771,324439,308648,362275,338152,274253,251263,320427,256984,260258,322537,277951,319806,342273,397956,257566,330437,328624,291181,247755,351530,289414,346980,333483,277631,387544,323773,324958,344651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767863,828282,983744,613524,810534,940264,817677,775526,813306,1081797,969160,883506,1034291,942525,990269,922407,907708,603139,834824,764491,924984,1000721,802583,778260,951086,1242502,934395,1018056,902331,762090,582716,836113,852959,989249,953278,864837,872255,613573,973666,641939,658883,831809,708890,669729,798585,950143,549036,930233,924051,1161962,777312,997018,933479,871606,907967,922371,835597,640470,1026522,1254683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37182,33082,51146,41076,36464,43942,54539,37195,46725,59794,70578,54014,57836,53958,67420,51363,45800,50551,51204,51627,50548,50417,66043,52520,50269,48173,62622,60027,40374,50756,46093,49910,55936,32009,57504,53488,61298,49407,41228,60957,68395,43737,69064,50563,37425,50996,39068,45160,44103,55265,30603,47101,42724,40721,55484,50665,46970,38147,49684,40803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131830,126996,134112,124159,123133,102455,118841,117621,113881,146364,134039,141607,119183,110611,123585,119032,125668,94773,137601,109445,140314,112236,118287,131989,144192,113693,140007,125011,136831,129602,115477,124964,128484,112703,124848,118246,122649,105218,95008,132130,114801,121818,140711,121044,116482,123602,108119,127274,126635,109252,117512,117167,126251,120141,105304,123190,126075,106831,91867,139300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215223,214255,233389,264696,170411,250427,142480,298069,186286,222815,161784,241650,344830,273403,200906,251329,223729,262566,275964,233748,216274,263614,230146,193191,285523,186008,258379,187831,247161,169869,291025,155949,240689,210542,134631,206016,196354,246706,116078,246951,266664,155031,197965,286672,180666,194320,349265,249189,304889,131305,230976,181021,258813,176536,97430,196855,140570,302990,258963,252838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,208365,91631,9221,174408,11962,261775,282384,6180,3500,271310,10372,252002,6636,244387,242344,285400,4515,213243,170503,3839,226816,229752,261180,270987,7544,282726,234429,68017,259501,8099,316775,263989,7208,216874,16628,243099,4791,7376,382148,312671,2585,85858,5375,15249,8656,9932,5068,53861,251148,59925,206140,5766,252378,23109,241371,272415,10965,4119,3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740231,710408,667884,856477,754115,735210,825065,857579,875532,755862,749566,658509,728103,688126,717080,644408,845194,751447,661686,671967,800654,782397,835056,775813,730853,893730,615907,726499,814892,803154,625940,796577,715822,768329,857615,757260,709658,666255,750058,627931,799027,752537,811629,669992,730065,691011,747268,844117,847732,981576,724339,765854,762621,748376,935102,697035,699716,656099,751074,792351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858,15193,8109,10632,9675,34865,7197,14317,20745,8937,7838,7177,7301,11333,6962,9647,27004,32126,6987,21731,15960,13509,15057,15981,19192,17081,11579,12214,8951,10429,28441,13039,11736,13954,25622,16922,12411,16335,9523,12407,10074,17916,6588,8195,11945,8082,54340,23421,16364,22086,19301,19978,8394,14026,37033,11699,11361,40304,14559,35498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16046,13112,15177,8418,7673,10238,9532,18352,13627,13058,8514,11382,20508,14176,11320,11300,8921,17403,14742,9833,13203,14084,9484,10301,13521,12575,13725,11606,14761,11095,12523,7343,13503,18464,10264,14234,13477,10035,6479,8220,9443,9807,9604,7751,10450,10972,15551,15480,14025,10724,13635,12825,13067,10437,6471,9710,8496,13167,13022,15813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,5205,2215,2091,2595,2913,3177,3905,1762,3027,2344,2185,2771,2177,2114,2382,3101,4701,1855,4401,2849,3086,2323,3280,3710,2100,2782,1798,2157,3085,4169,2296,3185,2203,3050,2673,3172,2562,1927,4229,3019,2852,3550,2517,1613,2177,1870,2734,4116,3796,4528,1971,2220,4131,14783,2126,4072,5214,1984,5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319778,391973,159851,277134,217662,282066,115561,327541,291167,393773,292954,336924,193571,115563,303628,320701,304697,257701,94650,215243,371802,166839,329164,212935,309640,151493,172327,159154,310939,290491,319698,348348,96299,134065,264053,327562,275189,366098,388876,405053,349847,208694,264977,269589,429418,361079,228824,307790,238818,351258,69298,305627,275629,323054,346826,225228,150853,300274,492812,184133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17586,26445,23602,18337,32574,28555,24775,34542,35907,24160,33299,19956,28495,35067,32912,26559,27944,23644,27356,37358,26524,25855,19723,21016,21167,33007,25922,23343,19539,24515,20549,19599,22495,27950,17337,38036,27589,36091,35915,22887,23812,24122,22498,27681,36250,23763,21313,16547,26815,30312,37906,23304,22876,25938,25011,25871,23607,22500,17492,23439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484691,105276,455581,382245,98191,1077080,177238,299514,123747,793115,395080,395118,227335,109955,74970,166963,423843,546829,147954,406060,65374,1600001,110142,475375,666529,155723,205307,287159,198317,94823,1664247,1668420,128011,325987,6421798,2486632,64030,524203,151390,175215,82011,101347,427796,76288,215684,172642,340764,258759,253805,484243,532462,882637,357416,439321,728738,216497,271351,177794,7888740,455038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128819,100258,114667,92296,89948,148871,83771,150880,175012,117927,49772,74350,155958,146309,101375,102183,82200,141011,142071,79839,78610,104796,102175,90570,96008,105247,104739,97785,104837,74758,174496,105176,91208,122201,71372,235752,111556,175094,125523,87044,91161,110314,77140,116241,124841,120946,244399,150399,112007,74806,93810,120393,111024,106301,21593,125052,95333,171787,103936,117766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38705,62789,50086,70142,66886,38219,64300,53649,31238,57943,52303,79801,70822,51710,69675,64292,69541,38877,54027,61275,52307,52106,57180,43163,76430,52148,61062,49517,52097,48533,56383,55676,46334,53387,47504,35311,46787,43622,37207,68793,88262,32734,78385,56800,43709,57742,49423,57617,69637,62895,59265,43693,70913,65566,18734,54296,69056,9575,77002,40492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919340,4782376,2619197,3709215,3872103,4663583,5016794,5909492,4438659,5950007,5405355,6273391,6386018,5481742,6770733,8617000,5742988,3730245,7420890,4357495,2580431,3717946,2474577,3665061,4639705,4261787,3997916,5268698,2853144,3376105,4235236,3633441,3804124,3729866,3198579,5622789,5173067,6206593,4346397,7845969,5714875,3007953,6237083,5984287,6070916,7474593,2854795,1625084,3935937,5121067,5476027,3749110,3562470,4665110,3661283,4642601,791471,4307279,7043859,4940239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,399,4427,2840,3483,595,4106,2698,4923,5302,5054,5112,3615,3257,3058,1811,1779,5527,3116,771,2982,1154,5360,2891,5277,7665,1243,3009,3997,3143,3362,2859,4159,4250,4093,326,2970,3444,4026,3994,4732,2418,4432,4285,2230,14410,3025,3373,2763,6366,3168,5239,5308,3638,6320,3307,3011,944,4359,3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27313,37751,17899,20438,17800,21479,20685,21826,13201,12805,13878,20102,19962,20750,22114,17146,29144,33770,22087,31025,17327,27286,18197,21735,22717,20298,13391,11189,18468,19889,37018,25443,27839,17934,18609,30777,20993,25949,15678,18891,14115,20490,26305,21257,24742,20999,32595,9567,26999,31375,24973,14475,25470,25004,15489,18829,30103,36167,15612,29927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32740,5762,11278,8233,36314,8922,13917,4212,14086,15169,5720,10974,5034,7308,11112,12931,2252,8625,11115,5080,2394,7732,12012,7596,1560,28010,10385,12060,12991,14651,8084,13315,7543,8394,14105,18134,24365,11880,54991,12693,14809,8899,4611,5733,29162,3006,12733,8876,7553,21948,5596,2746,21774,20789,10505,20982,8648,21131,4567,16014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478987,503746,392708,379207,433925,361777,417439,405380,427113,439822,350629,404498,410432,359868,436145,382385,432439,382083,396847,313734,396688,356722,407288,466746,406388,373933,372793,358493,372073,435107,372973,398179,399919,347919,421040,407654,313090,409446,397295,382830,336980,424045,428172,434756,454936,378431,390667,364591,460279,375849,350587,427995,423034,464801,444855,360625,445659,371071,326968,378086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206695,117488,185034,223020,179412,222751,202404,194619,191696,168705,192827,206236,204487,91564,222035,211935,217492,234837,194746,271221,167537,255659,209537,208838,207850,229588,199364,226707,179451,215635,166275,162754,141277,164505,217862,172768,211203,184873,197076,167815,203934,186227,218301,176191,230907,187551,186801,167950,209891,227543,249602,202240,183895,221105,535287,202853,223657,195484,208702,253242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852444,1990417,1606864,1803007,1579713,1735259,1577824,1698108,1440946,1773050,1658493,1721629,1604244,1501544,1724690,1558344,1887262,1679124,1940208,2031697,1663207,1716650,1456177,1729302,1960194,1574993,1792620,1613834,1679262,1709321,1842070,1515375,1765293,1721449,1436143,1579503,1843213,1642964,1308663,1991269,1559694,1599376,1766343,1667763,1771267,1439247,1923996,1497745,1916302,1638929,1884445,1519965,1894775,1573868,1304026,1653834,1691151,1891171,1507249,1781206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,329,863,1083,368,399,229,934,384,1,850,1030,n. def.,754,365,1063,795,688,1137,315,620,313,692,187,809,1,1191,586,862,386,1,577,396,608,1,117,367,1225,1,1621,1268,585,630,863,127,715,892,1185,1194,501,757,137,123,1,1,744,1,809,913,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101319,117013,104180,93487,105683,90390,121496,116227,111012,131941,124211,127692,126551,129569,136651,119331,125432,102717,126556,97213,103439,156836,132624,103532,128075,129585,131685,127946,122482,112760,78003,84898,118937,115734,128673,105637,146177,86596,117778,88736,96721,114681,106464,95935,106402,123289,72138,120638,142266,140859,113337,134898,116794,127378,114145,122137,129385,91653,125849,135702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,3834,2396,3921,3624,6455,3937,3541,2474,1131,3014,3344,3669,5489,3638,2999,3379,2598,3697,4674,4075,3406,3615,3054,2672,3678,3647,3001,3170,3198,11958,3510,2910,2891,3198,10086,3654,3157,2539,3639,3388,2809,4751,3389,3621,2530,11458,2675,3239,4456,2620,2334,2273,3115,3328,3836,3096,8029,15369,3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471975,650237,424377,517377,527745,502265,455124,547101,423198,487253,427769,521535,530622,442609,528768,464540,613762,420177,517520,456273,466499,481746,449211,482943,540560,503220,452214,406124,439588,487804,530948,456922,527077,447417,460123,442216,513188,461519,371444,519389,409619,403605,485342,498021,550545,439775,531818,386868,623838,511388,563867,406762,558828,535127,473723,415935,484081,487315,439998,436381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328316,403325,400203,392465,367349,404481,405966,400244,365033,439785,384204,413736,396271,376124,396880,375510,432327,378286,405762,425308,386080,376978,397526,360188,465791,375164,398742,334367,395321,389007,422090,394882,442173,359134,359226,393829,346918,374453,354118,381082,338735,350989,382814,370327,351775,333271,378486,366724,411418,438493,381798,313647,433688,349035,209852,367870,360645,426495,389493,424343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83760,79312,83753,86766,83463,82682,98279,110439,88021,109190,90590,96951,101006,80528,98592,86978,106177,86198,89470,87672,89051,86859,87028,70901,107721,112613,81010,87375,81133,89395,110899,77754,85578,86690,86646,137558,84314,70662,89406,80314,79811,81632,83323,78490,79012,89699,65151,89871,92647,104314,81662,86756,82092,97370,84414,73490,79849,64395,92838,57631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323576,392496,266659,355396,380255,419883,374211,443182,394685,240415,4918,360048,24902,301780,408881,312606,445657,6461,33686,327310,340025,4200,349011,338654,353536,447409,254245,314325,316910,349238,422672,342766,362155,284853,356165,55479,441936,461726,420238,381706,415051,353978,472903,6019,325849,315484,417099,244054,364019,493786,405410,361823,318172,399397,308937,295022,357806,399679,347983,342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71982,99036,62551,47745,68780,167494,47489,116664,89563,51492,37349,35797,56238,46248,65254,50640,63013,76418,84876,80566,16314,65416,47395,76553,75709,106847,37033,29911,34834,42367,117135,73911,57074,153891,50901,176265,68546,91934,36048,59453,37195,57576,58062,43000,78801,43983,98522,49309,65353,47120,38636,54959,75637,73062,84133,63589,71763,131194,54666,121086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833062,1918710,2170582,2124967,2125130,2021615,2309627,2213031,2037795,2076458,1802695,2170438,2319062,1989927,2369870,2249928,2523580,2044020,1792633,2023323,2124746,2169943,2010275,1922132,2103560,2221606,2121971,2527168,1803956,1882612,2325797,2046236,2185634,1844004,2067170,2194524,2064778,2034323,1914302,2116422,2124898,2195193,2222207,2293414,1522940,1777229,2115608,1993982,2243013,2634928,2487308,1901529,1837303,2513721,2195538,1867251,2649071,2130822,2538598,1957027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124746,116239,128904,134125,132817,136054,129304,108556,102870,129976,152839,131139,123124,103309,138391,140787,137884,73130,132192,132849,115444,148667,124611,148636,141085,133367,117966,113463,120188,138746,183797,142978,130563,122209,127582,129300,125873,87255,101895,137203,125705,130463,117131,123899,140257,111913,145000,114663,120880,153109,97381,131317,151657,117368,89342,136260,132257,121832,115101,138236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64676,85318,55508,79575,56815,89405,53595,76779,57584,66227,50438,53557,62425,62429,50858,59340,68786,66828,72091,77347,52084,63664,58559,58468,69893,60681,56583,50221,62249,68113,78626,49297,71309,68391,39585,70676,60354,66853,56260,74265,63999,53924,68240,69880,65760,51622,97275,45542,62016,52634,66053,52712,80300,60799,15178,56047,67545,78913,55511,76255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33612,36939,36654,34523,25957,30967,24956,45179,25398,34130,40208,29857,51483,37173,28373,38891,29994,45769,38726,23706,27438,36682,28872,26056,30878,30833,35350,26959,45780,22971,49766,17852,38648,36852,27484,37363,33526,36135,21531,37227,39226,22020,24264,30592,28956,27995,45090,42130,35187,21595,36624,40209,33866,22516,29106,26072,14818,52118,37364,33706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15006,1275,12737,16160,14960,13651,10912,9857,17851,19455,12979,6462,20508,3231,1853,8999,14895,15207,8825,4935,5536,17984,11003,12594,16027,5405,8126,8898,15100,6275,23032,16967,12988,14506,12813,7894,5336,16314,8732,15069,8460,13067,12722,11708,12381,14365,9127,10688,16295,11487,15793,16778,11863,16947,705,9949,91685,16537,14365,13348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23776,33215,21970,37487,25807,32704,24178,27838,21464,34067,21200,27465,31819,24658,20497,24865,37128,28380,28586,28322,18727,22064,21830,22415,35239,20373,20044,21097,21379,22855,33897,22984,26311,24149,21505,26762,23206,26273,16857,28831,19099,18831,29094,23984,26685,19489,30533,18996,30201,25626,23998,15857,26141,27208,20080,19305,22783,30769,20529,33132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46850,37996,35282,45483,35799,33666,24129,38284,23350,34284,18674,30226,44580,44435,31539,30311,29933,39014,32830,33846,32071,32964,36944,31859,35924,25406,34298,30331,42879,32638,49676,32611,36926,40243,33957,31400,34080,40213,22140,37177,37073,28034,28665,33626,33257,27863,48865,43541,34128,20377,33466,25254,29646,27713,7572,31375,30045,38877,39055,32743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489319,365052,402283,463748,511580,418218,400371,557013,325054,572269,491745,5071000,624971,245866,585942,296270,409300,16686255,383354,231908,422960,534426,355056,368651,396620,495267,382350,392428,355147,543696,415372,12159485,507062,445022,514661,488271,457458,340757,412554,316347,4485387,342421,8415356,11163235,350297,378476,13471283,479963,432553,323797,643020,475022,341445,390086,737520,388361,520502,314581,3734285,418934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15608,17146,15110,19232,17306,14698,17280,12361,13319,15786,13751,14175,18378,13711,13290,16858,20796,17907,14683,16022,16244,15365,14867,17413,19223,10471,15027,15139,12305,14647,15224,15513,14854,15205,18701,17114,19071,13659,15019,19285,18120,14557,18129,14255,10051,11592,8681,14188,16657,13897,17819,11147,13821,12829,10357,10875,16054,15117,17700,14888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21566,20693,19272,24966,24203,26743,15409,23878,24376,19322,17211,17323,23696,19928,22110,21674,25146,24009,17639,27171,16003,20454,21472,26485,20991,23756,10242,12735,15587,21421,21989,23696,20831,34704,20218,23799,28107,23683,22065,28277,13082,24122,25357,19822,22138,20664,26652,22700,18659,28187,22802,20586,19741,26868,5212,25427,25588,28151,20636,21530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182066,189886,219561,180387,204042,203463,166354,214551,218608,214205,183141,205726,224207,224377,48764,193736,47067,180181,55296,202861,224353,64236,55765,176963,36306,218427,41078,189963,211065,158673,206849,187663,191273,196698,51542,225694,204079,199048,192218,179470,211854,188115,180159,195987,64946,234870,213872,258512,216238,84696,195828,208722,197596,223837,65556,245165,73425,233119,52042,178799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46198,34897,41340,44141,40388,51882,38781,42909,53180,40633,38641,36648,38011,33778,37500,33196,41019,51591,37360,35496,43953,49114,44249,40886,46380,41522,40241,32958,42114,40958,44678,41081,39213,25746,49694,46936,35046,43059,43099,33477,36304,48030,35164,44934,34518,40596,51948,49368,44487,24197,38327,44130,45865,34639,34003,37515,41656,52369,38884,45981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47644,44690,166745,136004,176474,31177,171828,143652,49748,162725,46604,41609,29205,175157,177093,161109,28233,135982,40079,65841,38712,165914,148827,166287,53284,34696,196995,210663,168171,146663,173145,185907,131040,41868,129246,41590,45982,34134,59065,161482,174756,104186,142947,41831,48038,49045,178478,212010,140317,38303,152195,223071,157450,48649,129755,58665,54922,31051,145022,150380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433006,495032,406070,424641,440018,550100,445780,532970,444155,461068,324249,411700,442043,363609,625430,370367,484314,477699,521893,463998,460318,444124,391212,429166,467003,1009555,392957,336564,395903,422406,691551,492888,473200,398916,315031,531448,388118,499302,402386,396259,374334,465818,470786,474027,429973,438615,566886,462924,504048,448098,393105,450063,514704,405109,191524,372072,442294,491254,389451,550757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705974,779729,636119,783801,651008,749554,656381,650960,524043,671320,656729,697914,726251,666529,617251,686482,815496,681709,733833,782781,645155,695557,577985,665145,803996,659323,637569,603786,615848,688060,746536,646252,724639,629307,653475,693298,661270,668842,524849,748214,706836,614920,779467,694176,644214,655344,841823,574071,738511,700655,745761,570084,752455,691696,651770,681745,678189,700623,640483,767371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190128,140629,184939,165362,139323,231541,185282,214352,318925,256330,147721,190954,242102,202455,220606,175850,161454,311893,192632,147399,153973,229746,207606,233324,233908,107350,164434,160942,185350,178472,417272,302941,210107,196474,262217,326005,170599,251628,250819,187235,177640,207344,186767,206581,141829,195959,299207,179685,222164,190173,235353,251870,236097,142909,88300,176650,176132,342113,489414,157635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603320,843322,570204,683627,600815,825553,678180,919936,682179,652763,596273,690787,731590,562800,710825,620414,990442,822184,570711,680310,596698,803989,606238,642195,703348,885063,548926,588539,516766,653549,778578,576514,620562,636262,558940,902474,562236,661095,509780,633805,648585,706498,868625,705360,467979,524270,764503,464077,872102,905005,918252,574037,670387,710893,503594,527753,769620,719326,763309,629842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518436,490335,611918,575340,677934,539457,718611,634766,629545,675131,741639,675480,661966,514824,645586,644755,587251,541431,567439,513868,660977,635724,625791,612062,583262,812283,624028,679168,619228,597075,515181,636244,662687,936949,639303,610629,696560,533980,695613,601259,730570,637758,578620,633916,610080,617164,511736,805425,646458,623004,588713,758649,606375,645458,760440,709928,620478,529276,571580,560449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583,3896,8439,3176,7842,21779,13926,6627,37325,10819,13612,7434,4222,12402,15088,9450,4848,4951,12239,18270,3323,8092,9863,12138,1937,19392,7259,12414,3874,5785,13319,19456,4063,7650,3304,20592,13664,15723,43679,6153,7694,19487,6725,16852,17184,16254,15580,10051,1044,9785,4221,27896,9481,9610,15521,23318,14469,12837,7087,4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554684,936039,537866,745772,578937,815988,660832,572508,609529,676778,578840,624339,642573,626450,618126,619316,648627,588559,701969,710964,586513,587747,597351,475625,643431,628174,663648,556949,522221,508329,738901,493008,657770,562991,594941,583468,661041,670051,548278,731140,581556,456683,687391,697512,629443,597568,931663,487179,647896,598729,614726,495482,915441,608485,249845,490631,845196,628676,567469,583531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,302,3086,1829,1664,3273,1322,3867,1079,3018,1996,2176,1365,1947,1014,3273,2659,2138,5118,1653,2091,1,3279,1119,3113,2309,2922,2911,2927,649,3160,1647,614,927,1466,3046,836,355,3309,1204,3303,381,1580,3050,2217,2012,1,2061,2255,1873,583,6133,4084,735,1,2713,590,3025,898,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
