Control_1_F670,Control_13_F823,Control_14_100565,Control_15_100291,Control_17_F796,Control_18_100649,Control_19_101928,Control_21_F821,Control_22_G461,Control_26_101060,Control_29_G114,Control_31_F699,Control_34_102333,Control_35_F675,Control_36_E701,Control_38_102300,Control_39_D681,Control_4_100448,Control_40_F824,Control_41_F305,Control_44_D751,Control_46_F026,Control_47_F104,Control_5_100369,Control_51_F320,Control_53_E696,Control_57_101582,Control_58_G777,Control_7_G274,Control_9_F644,T1D_10_F797,T1D_11_F789,T1D_12_F403,T1D_16_100905,T1D_2_G419,T1D_20_F717,T1D_23_100682,T1D_24_F780,T1D_25_102069,T1D_27_F769,T1D_28_F734,T1D_3_F835,T1D_30_D728,T1D_32_F468,T1D_33_F688,T1D_37_D702,T1D_42_F646,T1D_43_F249,T1D_45_D841,T1D_48_F124,T1D_49_D654,T1D_50_F433,T1D_52_F842,T1D_54_F311,T1D_55_F829,T1D_56_100749,T1D_59_F371,T1D_6_F817,T1D_60_F525,T1D_8_100980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10678,14306,11055,16413,9911,7599,9751,8588,2926,7301,7446,8977,15237,10628,6508,10023,15401,14654,7699,12997,11797,10409,7568,9050,9468,10440,15268,11782,12180,13192,6192,7759,11833,16743,8779,6689,12619,6457,3104,12807,13742,8922,12649,12715,3936,6640,8660,9829,10720,5165,8728,2143,6414,8076,4641,7027,11957,11622,12609,8692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150584,116331,130515,97753,84518,104126,101855,138797,79775,85354,85003,120727,157141,105865,94025,112632,119370,123391,123552,103686,121232,128042,84224,76665,116323,113108,113847,102014,116073,97844,81114,70122,126229,105844,92718,96935,96194,68110,50746,91477,79614,89772,87638,74977,75026,101918,97667,112642,148435,85436,101679,83402,110988,112052,38193,106547,104784,82910,135921,138483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22523,28895,26176,27338,25558,27024,25833,20980,13319,26722,29536,27695,31309,18809,27770,27164,27772,15926,21443,25605,23785,21314,24675,26664,32988,16751,23042,26653,22225,25497,34091,18717,20826,20769,27957,13119,16006,18707,14292,18243,23315,22463,23405,12908,18413,19417,36596,22667,24438,31519,21909,20274,22595,24546,17195,24480,22117,30812,33063,25588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94819,87343,81323,127763,73088,76490,98866,70533,58318,96037,101117,92409,110684,70527,80254,90439,69452,81032,85602,92557,86522,76541,89326,76508,104345,51896,100255,78422,97844,116566,93892,92785,90529,88376,101125,46041,100939,70096,40973,79986,78792,77064,88420,67148,58429,80182,55919,92606,104611,115410,93081,45821,78052,75085,138834,55829,78240,102779,96482,106194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77636,79433,96270,92885,87906,82392,66085,85697,64168,86120,63077,77037,104462,77460,70433,66655,77067,90103,97204,96458,85552,78824,100023,80248,111596,65712,93460,111884,102670,69176,108488,82949,79485,84144,56460,74672,95004,84740,52419,94175,85536,76293,94826,66039,66307,68851,109666,79551,76279,58649,64848,58667,93554,63634,78250,68714,75681,101292,90065,106068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206732,202288,300143,208358,373043,194458,358585,251880,204031,241754,201549,195614,238857,235346,261180,191390,262296,191904,189839,185371,188209,389622,209173,189467,233936,288673,175770,206464,198526,177354,215201,174192,213879,194433,229859,212257,251652,189354,137216,141236,158451,175637,191328,177056,201354,190947,171355,213476,248842,229182,211936,217778,213730,220256,198891,167252,220630,172088,216391,195825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364674,757915,566658,519498,521001,155392,258718,475386,243290,325060,554794,592425,544995,363434,436804,257573,520765,580041,424455,487076,558841,397055,208552,224762,522639,542986,548865,441006,414793,346076,303604,240309,354267,548171,427815,437626,514412,484861,346849,499257,765694,399483,646572,575913,317750,508835,285366,757943,313606,507609,678934,239172,623285,615122,276827,534918,296906,421579,601952,491488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242374,1187360,1238995,1280607,1534758,1996118,1045684,1727514,1023984,1196371,1539944,1198849,1985301,1085744,1310942,1290000,1317647,1327166,1162165,1615733,1320188,1107989,1263973,1152010,1130980,5863452,1205141,1140620,1276463,1541622,1426172,1625449,1336701,7321499,1192832,1246943,4743965,1597164,1985007,1222038,1492559,1099627,1362713,1314432,4284396,1285366,2260925,1161326,1600948,1281741,1169127,1313394,1505255,1841517,7392058,1536968,1804307,2451691,1247316,1454613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322247,1266244,1150126,1347990,1003209,1587398,1064640,1328825,1650025,1402342,849344,1025056,1232806,1341815,1210182,1258975,1096184,1234189,1629081,1026979,966665,1230443,1191002,1002339,1220141,1264249,1153757,1134829,1101023,1014109,1595625,1211081,1198188,1172089,908352,1596878,1337045,1336448,1469023,1255126,1274262,1252674,978760,1320456,1485941,1245169,1936112,1204768,1172206,827454,1032661,1296072,1215115,1071762,451455,1440131,1194597,1558410,1211425,1117835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181167,170379,185720,134691,142472,150179,130142,178319,198177,238228,147101,203834,255195,177323,161275,196379,194935,201822,214782,183401,200245,204545,174206,160728,230552,200439,208725,173316,237950,174926,201234,159838,184358,191240,166300,167783,183382,132533,131148,134339,116469,155442,124095,175516,149290,156087,166162,233018,226856,160420,175720,145409,190078,196070,95240,184187,146393,160949,204389,259920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522835,610074,193617,599251,565038,444007,476340,459985,436562,760942,699478,910392,776030,519419,789742,775577,699885,230615,595597,491069,34613,637285,599009,535092,724543,589908,751938,1066187,653592,603713,505423,683693,325479,748866,538542,471477,550533,339077,567942,586144,650714,533937,536507,569494,573845,621736,552025,947110,638409,278593,472751,493116,714073,784333,808000,742879,544709,387288,815885,476017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17407,6036,3325,7136,10678,15663,2093,8711,7207,2501,4648,12470,1796,1548,1640,5849,1274,4356,3922,1503,4356,1605,1177,5857,22818,3776,2860,1241,6285,9951,18151,13598,4782,4688,3687,9738,2318,22666,7610,6279,8595,4331,3911,2028,49284,3630,28497,441,2251,4608,4982,1870,11072,2065,58409,4730,3562,14367,2900,15534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80753,64412,84199,72729,47433,47412,34305,87125,42420,65775,26706,68698,106021,67548,70145,56835,61512,90738,85108,37969,81989,59647,63738,59377,76549,58386,81448,63946,64326,39508,46165,40923,66043,53920,44683,48905,56748,62819,25960,49924,58721,38718,54513,52700,55173,53052,320929,95523,81052,47209,84995,48027,72477,46748,110291,47569,43287,87321,60992,54231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27138,26066,34822,31350,21765,16111,22219,31285,23780,34736,29057,43504,39173,29535,34034,35634,24846,26688,39815,32264,36959,45466,35557,28840,47520,36683,30916,27830,31389,32318,17278,25269,33176,27207,17352,17062,29995,20204,18055,26335,24281,26682,32908,24902,18203,31132,17908,35902,42958,18976,35554,30807,42271,31395,10169,29321,25820,27203,23149,35143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137400,134923,172835,147796,151070,113070,160569,172808,136632,184345,137894,164882,205252,161771,210646,161240,181312,159357,163682,116700,171437,186309,166034,165826,201035,199565,165723,151225,172332,155626,116408,123132,164533,148033,164823,130149,262186,110224,114095,109113,135146,143167,137137,120661,134543,147435,109620,178055,191307,210876,174548,148151,166704,155544,178905,139465,149990,122263,157920,178581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240572,311417,199456,197488,349220,137908,233271,260055,135328,352201,203685,189446,331100,82862,889547,167072,219844,185406,236544,280837,185419,212214,168329,172900,286948,2225823,168319,108308,214851,313407,490532,357103,253002,196420,109181,168948,161960,221577,143595,285473,151602,155352,339102,266987,246100,175786,243750,123484,218493,476340,98372,112927,280738,117155,142325,132358,281204,173786,239259,257726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90756,68484,103737,80832,81565,110424,107999,85676,201351,106454,109774,86267,74034,89279,83794,101103,80596,67759,100568,102688,76168,121285,84453,92758,78325,115451,86738,85233,70983,90234,87432,105053,79828,93693,67773,125705,112312,91702,140119,80325,76239,157185,82852,137252,132057,110490,90999,90086,88161,77284,72869,140313,78573,108120,102329,131707,111622,95557,35435,77318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041386,2940738,4763008,3187159,3505419,3661824,3266897,4132358,4706426,4908671,3340607,4689132,5582370,4955760,4762351,5011207,3450081,4005373,6558438,2284525,4758286,5775916,4654025,3705590,5190800,5163611,5581954,5001507,4828894,3691751,3374632,3132209,4470454,4594417,3737822,3238347,4103965,3496753,3301846,3238219,3710591,3690027,2809623,3947618,4383263,4029792,4131137,6694247,5828580,3225299,4058064,5637580,5478922,3780845,2105014,4394010,3750062,3590852,4304546,3731416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420468,299445,523857,399336,409593,268859,462060,338778,375039,479593,509109,454344,541359,427195,465633,525043,421286,363344,477450,387694,542440,450025,493997,470962,452915,386081,578943,576396,538718,464196,260210,365688,466762,508322,462111,301251,445273,276104,394162,364884,378904,449766,309855,379975,390637,410110,250773,484323,440874,391261,416296,421748,404772,464120,530691,460003,390927,278599,540274,393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168650,227058,200621,207383,239563,398382,270051,251935,553271,302968,234758,173211,166888,193126,284516,216640,232394,230964,260914,299439,123556,187558,205861,201988,171899,357685,155131,198510,159529,182551,371817,316527,233381,220109,183907,419504,288948,382125,499074,223575,191463,256047,216448,337874,318667,306184,467790,209889,181138,295319,174922,402630,242976,313425,255932,294865,288257,356930,127124,218309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,5692,1963,2187,3710,4217,4138,4153,3420,5332,6022,6561,7339,8074,3625,6198,5087,6790,6675,6128,3920,10983,8599,5609,7038,5353,5004,6530,4946,5765,5718,4446,2315,4310,4428,4176,2528,8431,1421,4055,2363,729,4154,3662,3804,5159,2728,5276,2988,6640,7375,2076,4139,3637,3933,2402,3710,4484,6416,7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16081,23546,15882,21948,20080,13094,17176,21713,15829,22488,18632,21022,20628,13273,18488,18021,25049,27657,21020,21782,18650,23129,28093,23239,26911,10650,21315,17678,18944,24764,16152,15585,15496,18675,22784,16931,24034,16890,12717,16358,14329,22572,13867,16052,11705,17295,6822,11500,23384,22552,26973,14371,18462,13206,15950,13165,19722,16224,22403,25192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23856,15304,35091,13977,42186,72061,35148,43429,130674,40323,50852,30544,24712,33166,45267,39613,32514,31348,68857,44341,19599,21069,38094,39423,14598,59350,32348,41145,18705,25993,75259,69346,26260,28797,16213,104221,34671,72605,123336,25416,46492,69670,23527,69351,64047,69120,90204,42544,19532,34323,10841,95390,58736,34275,32606,62544,41783,53876,12274,25812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,2563,4359,4621,6404,2957,3524,1288,6004,1278,3259,6170,7554,2536,3043,2255,665,966,436,4212,7832,2694,2602,2166,1589,370,8916,1505,2500,2142,4691,7903,4887,4896,3346,9895,2287,7551,15037,2115,10823,3874,1354,1534,10643,18681,6132,15701,3390,13947,1581,3832,4156,11772,13250,7785,2390,4963,1207,2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,550,8577,1637,11060,7573,11837,4135,21713,11915,14813,4479,1243,5428,9774,6027,1623,3867,5133,3529,3976,4846,6806,4630,2600,13594,5425,6706,2309,3014,9252,12329,9152,14077,3748,18049,11388,12554,23481,4391,4143,16229,5031,21262,11741,16114,19510,8012,3087,8865,4709,25844,5802,7702,8919,9471,7022,9771,1358,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121011,137859,129261,107171,132527,163090,166535,105396,259144,156169,181223,171596,131207,163942,166633,140129,125164,115023,157185,161486,124091,190974,165146,140056,130200,223355,129400,152538,108893,129150,120848,149377,126681,132111,126124,207098,169774,159005,258852,128218,139895,159582,122589,163246,180009,208224,146707,132508,147582,172781,160148,269878,155274,200020,159595,179246,202017,141275,100091,110065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173205,180964,159132,192209,178615,148238,143490,157712,122758,184083,170878,164132,168421,155813,159280,174299,189379,163508,159243,147619,151193,128425,152862,179176,177635,140131,158964,151542,170447,176667,159128,158336,169056,142870,171619,138928,152594,163336,128710,197755,156899,157504,210587,158617,227198,133527,147315,136399,151441,170058,151812,116120,150917,149583,338298,139685,150542,154086,175353,168384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22763,16094,15160,26413,15323,37543,14670,15312,12875,21739,10851,18354,16710,17151,19695,15133,15604,20270,13204,7224,10107,16978,11966,16489,20144,10961,17084,16733,17358,19466,20436,12575,19159,12574,20258,5475,14705,12844,12603,20838,17551,14996,23703,11910,11221,8117,14474,16877,14351,10033,17783,6031,16957,15461,6636,8314,11814,17128,18680,20831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144099,170159,194186,127440,139405,371113,168894,225744,268160,171022,156197,142533,159687,166403,174854,175587,130595,185344,250620,295587,105188,155143,135848,134867,90858,218205,115874,117532,152935,127430,348765,162656,169505,223101,110473,342167,172566,321723,302856,140399,154052,148920,111405,218151,195439,203178,325333,262326,200000,162173,166481,263950,235206,184562,69401,237190,157083,317369,95179,122379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63730,84614,74396,79290,74573,82835,59582,56865,47030,71808,76949,66287,85504,70716,83110,79896,71767,57149,78364,87395,77786,72974,56867,56411,67812,69029,93266,79437,77939,73174,53600,55979,74350,79362,59346,33111,74428,58948,69267,62671,82231,68699,73623,65585,80110,58416,74865,61710,70255,68783,66681,59433,65966,66755,146664,89174,84180,56466,81444,68140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27377,23320,22252,20368,36169,34591,31602,37161,59427,27781,32425,20737,21176,23782,11737,26177,23570,23693,31675,33536,18797,30210,25102,28324,16995,36525,10226,14486,21826,22894,22928,44872,28172,29666,27603,49670,39039,32037,68566,24854,32406,52129,26962,44144,48599,55935,41159,26380,21646,27613,18863,46437,32952,30744,25580,40220,38579,29921,20085,20313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40551,40935,40341,51779,28831,32881,39252,48786,23658,51148,35395,45511,38402,51445,45591,59108,41367,39266,52950,59771,51467,49352,44683,54037,70477,33808,44391,36080,46600,43967,41895,30076,47048,45365,61297,32729,36421,35982,26474,43113,41909,44852,47074,29344,32166,28669,24587,35531,28223,55852,42729,24968,59327,49877,47229,30780,39792,31028,50925,57668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233955,222907,270814,272197,203601,164164,147418,274052,160832,238419,98917,198132,298838,251001,168665,239012,161592,231669,259779,194261,201578,223984,244531,156009,219409,118307,272450,214227,263244,153673,295047,137488,202665,193777,151598,161837,180553,239043,130428,222117,230758,136742,204833,189711,152493,143789,345135,392986,228126,146446,182345,128872,205448,147537,47480,165449,114937,340309,273322,223440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10700,10297,9433,7244,10382,2935,10210,13000,17864,10296,12032,10441,8601,15102,8430,8761,11266,11345,18974,15533,10018,17019,13698,8453,13130,9638,10362,13423,13316,9703,16972,12243,14061,10952,10821,14189,13287,16237,13746,16904,11668,10975,13923,14926,8270,12861,11368,15011,10966,11541,9704,18887,14356,13256,17328,16494,13023,20144,11491,5181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163553,146010,133122,177661,162877,147618,144115,150463,96088,131964,125469,145914,191155,152313,156040,150359,151666,150021,155525,170498,148212,167236,168332,131599,155880,140880,134499,114958,122609,144870,157403,166190,144826,143204,128939,140254,124610,108623,109495,145834,135870,142878,138976,124685,136195,130964,110671,151687,177696,149402,143861,108782,148002,170044,160928,126093,131227,149466,140145,141041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079183,1123522,1244113,1345686,1118345,1196207,932325,1220340,915759,1351096,1025044,1200217,1499687,1169646,1096158,1141320,1254838,1010110,1346565,1091052,1201943,1325096,1234726,1003486,1398931,1189460,1226011,1164731,1162737,1100978,1344119,973189,1304517,1225779,1030563,1075497,1131196,1128090,816260,1253184,1283433,944229,1223953,1202593,1156342,1042223,1488819,1154835,1451080,1145610,1112454,831320,1260219,1121164,569712,1054745,1021185,1412841,1346167,1233245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35486,30198,45057,38402,37883,31456,38920,35309,35890,43267,34835,48156,38100,32848,46597,40286,28035,26223,43368,31365,41729,40209,42108,41990,45912,43811,49494,42475,46335,40568,43136,37829,26690,28131,26615,32508,23830,38691,32406,28977,35549,35683,39542,31586,43836,37644,34926,49413,33222,47091,39907,45608,48231,37162,20272,41050,37262,45389,39858,35525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13160,23786,11156,10391,33192,31330,17436,22158,40190,9327,14368,32963,7699,19008,15515,13366,13556,24285,9725,10230,11045,15252,19133,24306,10811,14329,11480,14621,10748,23770,22959,41119,9986,26742,30176,48128,10587,38833,81051,21453,42776,23161,12205,21352,57484,66419,21175,12015,11543,14175,21055,32708,22009,19096,41097,18406,27674,18745,14971,9598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31692,38620,27013,19552,19910,50211,24728,31548,36226,30121,49046,27611,34622,41647,44886,30692,20298,38681,25513,33167,22367,23202,24686,44996,30718,25089,25650,25747,27298,22365,33069,17142,23844,29678,22087,23586,35856,30872,28894,21642,29811,22273,26875,23253,30281,24706,33495,22310,31522,26533,26671,23721,23105,24881,21979,20713,28042,26378,20892,36568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104609,108208,82627,106454,95461,89090,103734,94811,90037,104644,89617,93022,103221,102853,92518,101799,108055,104147,109378,117771,92442,100674,100679,95101,112437,103957,92077,81482,89872,102516,110598,93120,109887,92420,96293,78014,95658,87982,77157,98553,95192,92214,96462,91682,92876,103003,85210,82632,105803,118763,105742,94960,103357,99561,76622,87138,105165,87807,74902,103943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,8223,1903,6168,38687,23764,3540,10062,22037,1874,1873,61230,909,17134,3135,3079,623,2940,2262,887,2913,3035,8363,20451,8928,2436,1199,9741,5865,8960,33710,46671,5348,32329,22312,53164,3443,75179,58511,21840,111313,4488,6245,7143,62716,62248,46405,1945,2283,442,2449,18431,14202,722,4213,6331,9226,4824,2735,6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18015378,23326146,14186821,21496936,21690728,31491184,19668926,17908310,22782278,12922616,14344694,13909847,14170516,12733808,13807200,15210730,21660110,24869142,15104132,17656004,13002926,15542118,12299662,22610888,11765889,12821162,12966966,12788420,13117022,13871298,19971324,21016454,12762026,14510979,18737204,25841964,20344468,20290692,25440922,24346330,21702094,19768430,21046942,19763734,14490146,16403544,20827340,9339830,14590371,20828984,14239986,15834106,16108153,17685820,11608006,16817124,19482816,22596770,12242150,19453056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997134,932409,1037202,884528,1077677,1257691,806653,1150164,1211240,948118,696348,982745,740223,1007209,1070883,787653,835495,1158990,1110871,968049,967176,1173408,958042,1000316,944121,1243747,1058608,882281,950094,847935,1334970,1220240,995812,896735,881039,1386855,917581,1157057,1497228,863301,979651,1153272,751893,1152265,1044070,1230105,1630256,1248607,1158783,846802,692989,1008478,1290583,899165,659055,1094770,971817,1213171,772245,1062213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598342,611590,631543,805760,599415,758201,547505,713539,648302,694243,532604,678182,674593,716931,632181,669473,524752,606296,819549,723855,623220,583236,703426,505258,680616,593122,744503,632865,632999,536350,881569,624183,637310,585711,485989,622465,719655,751140,542169,720613,572352,470082,721104,622968,662824,644617,789840,635568,616360,482458,646558,592502,776298,592261,104248,610046,590800,770196,665667,830756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531993,536709,207886,563452,458089,683998,440043,490986,607929,454423,422300,477909,577168,427553,421539,591562,631804,503495,452402,469074,355996,440144,540315,502162,464995,692864,480103,501056,304594,434345,652967,555454,380438,475992,395284,592278,496098,599945,613934,631012,603145,274491,627365,514486,474185,425965,996321,375546,368153,622296,560713,444347,563859,476905,227357,482858,568315,598192,374864,493637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618232,636712,571427,696908,651438,741978,544239,643969,715595,628480,583174,596911,676175,629588,628945,589921,748816,675506,703110,598523,676883,615495,680169,617984,672532,652751,576770,548048,539978,602301,828289,561235,657440,463571,556610,815615,546748,754589,602775,607454,597268,636405,755749,803247,630156,583594,816942,649421,793361,641735,704905,575424,699693,695715,797599,592446,678270,848580,489956,658637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48487,52139,49566,42824,40478,50474,54733,45478,53085,53681,43023,53280,54256,64029,40340,63359,44536,48259,74268,64360,54507,56423,57480,49983,49851,46113,39157,41504,41830,48088,33711,49178,51301,49744,36578,36783,35891,29230,54733,42525,45826,47441,43653,38349,50863,44341,36795,53883,53198,57774,28659,69381,47103,46768,43747,45810,45636,27662,37888,49981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
