LFQ.intensity.1.2M.urea,LFQ.intensity.2.2M.urea,LFQ.intensity.3.2M.urea,LFQ.intensity.4.Std.Wash,LFQ.intensity.5.Std.Wash,LFQ.intensity.6.Stad.Wash,LFQ.intensity.7.LiCl,LFQ.intensity.8.LiCl,LFQ.intensity.9.LiCl,LFQ.intensity.10.Std.1.wash,LFQ.intensity.11.Std.1.wash,LFQ.intensity.12.Std.1.wash
,24.16215515,24.32085991,25.6250267,25.60393715,,25.67694092,26.11151695,26.24834824,24.75948906,25.75422287,25.33275604
28.78147316,30.30410767,30.62042999,32.89209366,32.81941605,33.34387207,32.45321655,32.64954376,32.28120804,33.28167725,33.23220825,33.13412094
,,,22.95455742,22.81573677,22.93427086,23.22337914,22.91956329,22.96990013,22.48360062,23.05167198,
31.21939659,30.72273064,30.84737396,30.27408791,30.53241158,30.34339714,29.80147171,29.90540886,29.92266464,30.49104118,30.4700489,30.55545044
,,,,,,22.66996956,22.10107613,22.31074524,,,
26.49318504,26.41641617,26.74033928,26.11042213,25.96664238,26.32196045,25.91298676,25.86825371,25.83117867,26.22677803,26.13498497,26.50948143
24.41802597,24.30591202,24.50069427,23.38020515,23.08796501,,22.69655228,22.8556118,22.46525574,24.24966812,23.99903488,24.24923515
33.03075027,32.66462708,32.74669266,30.79699326,31.02048874,30.87942505,30.60646629,30.20314789,30.50407982,31.83058548,31.81325531,31.98624039
32.12866211,31.83845901,32.16287994,29.79451561,30.08423424,29.96760559,28.99967575,29.4685154,29.43571281,30.7005806,30.75238609,30.99530029
30.16542816,29.88195038,30.04153061,27.61708832,28.46653366,27.91684151,26.80869865,27.22131157,27.006567,28.53993416,28.55651093,28.8644619
29.43141365,29.49670792,29.27135086,26.72494507,26.67020226,26.29145813,26.01888275,26.3410778,26.24196243,27.65451241,27.71718407,27.77064705
26.43076134,26.63491821,26.4873848,,,,,,,,,
25.57039452,25.27778053,25.22460747,,23.97447586,,24.8737545,25.22364998,25.12419701,25.32597923,25.08569717,25.53127289
25.91319275,25.55508423,25.93377686,25.2290535,25.65504456,25.70530128,25.44132805,25.1529808,25.40220261,25.74688721,25.7206974,25.80530739
29.9865799,29.89372635,29.85848808,,,,,,,,,
,,23.76364899,25.42278099,25.10337639,25.59080887,25.87967873,25.28213692,25.40090179,25.57476044,,24.79714012
24.68549347,24.85371971,24.09232712,25.61321449,25.96578407,25.36482811,24.69115067,25.40421867,25.49194717,25.91602135,25.48695564,26.34274101
,23.13913345,,23.93876457,24.99217796,,23.33115005,24.45619583,24.69019127,24.97604942,23.7602005,24.99881935
,,,23.65403366,23.95845795,,22.07594109,22.74788094,22.7436142,23.48812103,23.43173409,23.38060188
24.71429253,,24.65681839,24.26620865,24.70714569,24.62745094,23.82036018,,,26.05237579,26.4340744,25.36007881
,24.40976334,23.89670563,24.15259552,24.29495049,23.53480911,22.92266846,24.13829041,23.70419312,24.10045052,23.88157082,25.04963684
26.07830429,26.22192001,25.64457703,25.15954018,25.40298462,25.12782097,25.42867088,25.43342209,25.54203224,24.9913559,24.90366364,25.14709091
27.07755089,27.32440186,27.35657501,27.3731842,27.3066082,27.68832588,27.29438972,27.37500954,27.14053535,27.47637939,27.23854256,26.93764305
,23.81058884,24.82818031,,,,,,,,22.35299301,
,,,24.35191536,24.74427223,24.53213501,25.46460152,25.49558067,25.72614098,24.16261673,24.12628555,24.46313667
24.85105133,24.96842384,25.68137169,28.35963631,28.56750488,28.68023109,29.71932411,29.25954819,29.92874718,27.57260895,27.66363335,26.58691978
27.15557098,26.64237595,25.65102577,28.55171585,28.17921066,27.92308998,28.08425903,27.70708084,27.50210762,28.19933891,28.28942871,28.15561867
33.11836243,31.55490112,31.81157303,31.46216965,31.28769112,30.73335838,30.90411758,30.93677139,30.92670059,31.14455032,31.4161396,30.93022919
27.57830811,24.83180809,24.93197441,28.60625458,28.33879471,28.20885658,28.67323685,29.00142097,28.62146187,28.78923798,28.72513962,28.88358116
27.89867973,27.65212059,27.83472824,28.2352581,28.2712841,28.12104797,27.63311768,27.54620552,27.91610146,28.35207558,28.28520012,28.40884209
35.18722534,34.45286179,34.69109344,34.23206329,34.08250427,34.22991943,33.40781021,33.49845505,33.40539932,34.47175598,34.23256302,34.39643478
27.95354843,27.85251617,28.2697258,28.62065887,28.23406982,28.11386299,27.89683342,27.80020523,27.98152542,28.85415268,28.82459641,28.95493507
34.79430389,34.5531044,34.68264008,32.64185715,32.80451202,32.58138657,32.61557007,32.44751358,32.50630569,32.5508728,32.62762451,32.66837311
,,,,,,23.3001976,23.59741592,23.2419529,,21.6511898,21.97102356
22.38331985,23.61065483,23.33197021,28.46216965,28.42622375,28.14812088,27.95021439,28.13960838,28.14082718,28.68043137,28.75413895,28.81295776
26.05237579,26.71711922,26.81897163,26.59590912,26.45211601,26.50070953,26.61273575,26.42560005,26.44870186,26.5886364,26.5917778,26.38091469
33.56444931,33.69260025,33.75762177,35.812397,35.67511368,35.45739365,35.98320389,35.88201141,36.04048157,35.01807785,35.03657532,34.99369812
,,,25.07009697,24.81450462,25.24666405,24.22854042,24.35655785,24.1231308,25.5817585,25.25053596,25.34654999
23.27895164,23.75154305,24.17736816,25.37775803,25.47274208,26.46808815,27.87537193,27.4541111,27.54796982,25.48821259,25.42844582,25.72632217
,,,23.43198776,23.00027466,23.13850784,23.47877121,23.34028053,23.27810097,,23.63588715,
27.60378265,28.35774994,28.59380913,28.39872551,28.49155807,28.78347397,29.49863052,29.54429054,29.52118301,27.90247917,27.93376541,27.89458084
,24.48836517,,,24.20000267,24.26685143,,,,,,
31.54600143,31.64804459,31.86706543,30.02432632,29.71230507,29.76453781,28.53259659,28.82781029,28.44415092,29.66722679,29.97322845,29.93029976
,,,23.0241642,,,23.35944366,,24.19302368,,,
,,,,24.84105301,24.90852737,25.94013214,25.44635391,25.58144188,,,24.8508606
25.46138954,25.54501152,25.29340744,,,,,,,,,
26.18080521,25.81345367,26.81237602,25.68541336,25.91882133,25.98550606,24.37039375,24.80911636,24.31049538,,25.63253593,25.61057091
32.37826538,32.25191879,32.02653885,30.30127525,30.19295883,29.75480843,29.79307365,30.05361938,29.78905106,29.8733654,29.97172165,29.83511925
,23.14094353,23.25594711,23.83961296,23.94333267,,23.26112366,23.45349884,23.41028214,24.37026024,23.70714569,24.05680656
30.82570457,32.59996796,32.2015152,,,25.24767876,,,,25.30782509,,26.66166496
22.51539993,21.58838463,22.1299057,29.24427032,27.61210442,29.50072098,28.51472664,28.3506012,28.87431717,28.05930519,28.14763451,28.47699738
,,,,,23.33156013,23.6654644,23.45726204,23.47889519,23.63178635,,23.52969551
,,,,,,22.33197021,,22.14130211,,,
27.13212395,26.73195076,27.32328415,26.72806168,26.33774757,26.19052124,26.20151901,25.9142437,25.83549881,26.65717316,26.87197113,26.69444847
28.87026596,28.78106689,28.65147018,29.32283401,30.2720871,29.86723518,28.67219353,29.15458107,28.6188736,29.18361855,29.32637405,29.42788315
,,,24.34285927,24.2700634,24.94436073,,,,24.46120262,24.21111488,23.58428383
25.99271774,26.65703773,26.83122826,29.99347878,30.10524559,30.46557999,30.86746979,30.87063408,31.19225311,29.54620552,29.69112396,30.32785225
,23.05453873,23.3240242,,,,,,,,,
,23.59934807,,23.99351692,23.90939713,23.87586403,24.31830978,23.99860573,23.58394051,,24.28700829,24.18842888
,27.68009758,28.2090416,,,,,,,,,
23.55379677,23.40483665,23.06519699,24.98298454,25.11905861,24.86060143,,23.25868034,,24.22014809,,24.4754982
22.80943108,24.20843697,23.89226532,26.35769844,26.72702408,27.26275444,27.35270691,26.91695595,27.25736809,25.85155296,26.71043396,26.09651566
,,,24.7789135,24.78006554,24.22221375,24.9196167,25.03866959,24.54244614,24.69205475,24.82754898,24.94190025
26.16148376,27.04551888,26.57873917,23.61031723,24.22007561,24.49570274,24.19106674,24.21007347,24.03094864,24.82691956,24.80592346,25.2357502
,,,23.47481728,24.02732468,23.31465149,22.86045074,23.01728249,,,23.32991982,23.63023186
,,,,,,,23.29600143,23.20451736,,,
23.33442688,,,25.02791405,25.06459808,23.25312233,23.83122826,24.54138184,24.51893425,27.07948494,26.40381241,26.89434814
27.74291039,27.95254898,27.85221863,24.89892197,25.00457382,24.09964943,,24.06989098,,25.45500565,24.99304199,24.84943008
,,,22.80597305,22.49071693,22.37994003,,22.99045563,,22.92952919,,22.5918808
,23.33456421,23.66882324,25.1735611,25.31035805,25.65463638,24.88516045,24.30820656,24.51971436,24.94082642,24.92998886,25.34116364
24.63848495,24.55841637,24.78116798,27.24934387,27.08263588,27.5564003,30.14843559,30.11259651,30.07546234,27.25943565,27.51615524,27.40096664
,23.09334373,23.76729012,23.31520462,22.90622711,,23.07074356,23.28559685,22.86483955,23.01774025,23.01309586,22.62734032
,,,,,,22.44126511,22.23628426,22.31174469,,,
27.38319206,28.13413239,28.53638077,27.76635551,27.58999443,26.87958527,26.85982132,26.89330673,26.48429871,28.6129837,28.69019127,28.87955666
,,,,,,25.23680878,25.16855812,25.82150459,25.11374474,,24.76212883
,23.87023163,23.82036018,25.55247688,24.6369381,23.62811852,24.62505531,24.9666214,23.82182121,25.49115181,25.31496239,25.85350418
24.50482178,25.49487877,24.57328796,24.1483345,24.30228996,,22.80494881,,,,,24.33592606
,23.15135574,23.94163132,25.97731781,25.74517059,25.65272331,25.6180687,25.63114738,25.39878273,25.85806656,25.66239929,26.37466049
,,,26.22132874,25.98272324,26.24198151,27.68478584,26.70477295,27.34392738,25.73259735,25.94594574,25.68131828
,23.42367744,23.82444572,,,,,,,,,
,23.84057426,23.7488842,23.52552032,23.38205338,,,22.39887428,23.41596413,23.46313667,22.98381042,23.62343788
,,,23.74036598,23.42149734,,,,23.22465897,,23.7923336,23.72598457
,,,,,,22.8640461,22.489151,22.71108055,,,
26.71515656,28.3495903,27.2703495,22.42352486,,,22.8240757,23.10058022,,,,
28.07551384,28.3698616,28.30299759,27.64347649,27.51593018,28.1120739,28.09737968,27.90701485,28.23265266,27.64595222,27.57188606,27.07336998
23.62265587,,,27.91427612,27.56318283,27.39762497,27.95132637,27.71973228,27.23388672,27.55493736,28.02759933,27.6502037
23.75887871,24.59132195,24.59627914,24.07798004,23.91369438,23.93382072,23.28079224,23.490448,23.30284882,24.46861649,24.47165871,24.78086662
,22.8439312,22.39212799,,,,,,,,,
,,,,23.66264343,24.21623039,26.82989693,26.08011627,25.30761528,,,
26.40418625,26.437603,26.91205025,28.24721718,27.81872749,27.51743317,27.08840942,28.27070618,27.69458199,27.99544907,27.9866333,28.59761429
,,,26.25120544,26.15876961,25.71753693,25.76701355,25.80057716,25.59260559,26.4347744,26.50857353,26.47362518
23.57968903,25.68712425,25.34218025,25.55294609,25.6069603,25.652668,27.05703354,26.92671394,27.04395676,24.5440979,25.32457352,25.25810623
,24.19204521,23.65195656,,,,,,,,,
26.15064049,25.63453102,25.91770554,25.91161728,25.97812462,25.67976189,24.53403664,24.9009037,24.35077095,25.33810616,25.8604126,25.24234581
,,,,23.6421814,23.92650986,,,,23.91497231,23.36064911,23.61705971
,,,,,,,23.26040459,23.17368317,,24.03389168,23.81919098
28.20820427,28.80940437,28.69882584,27.51186562,27.31163979,27.17521858,27.51780701,27.80790138,27.90265274,26.79004669,27.08608246,26.86950111
,,,23.91250801,23.7817688,23.80842972,24.60467339,23.77414513,24.06274605,,23.24397278,23.01760483
26.78780746,27.59526825,27.40356827,,,,,,,,,
,,,,22.40924644,,23.87211037,23.46874046,23.96675301,23.29600143,,23.29417801
,,,21.83780479,,22.00226784,,,,,,
26.66370201,25.6265316,25.66098595,24.89919853,24.85257721,24.54686737,24.41911888,24.83030891,24.19550514,25.85972595,25.82172394,26.32993698
,,,22.71887589,,22.47419739,23.18198395,22.9194355,22.90475655,,,22.72323608
26.7072773,26.84852219,26.3808651,25.77261162,25.40710831,25.16188622,25.84718513,26.03273582,25.88245773,25.40736771,25.94824409,25.85611916
,23.34421539,23.27753258,,,,,,,,,
23.9295826,24.70798874,24.54244614,23.1144352,23.72327805,23.56709099,23.66318703,22.91100883,24.23461914,,,
,,,,,,23.28305626,,21.90161324,,,22.7350235
,23.38837433,23.20224762,,,,,,,,,
29.73803711,29.13138771,29.52178192,29.07431412,28.97372055,28.73088264,28.21150398,28.62780571,28.52488518,29.1419239,29.21710968,29.36963272
,,23.69858742,25.13871956,25.52022362,25.50106049,24.91410637,25.37062645,24.80749512,25.62287903,25.22364998,25.28047371
26.32383537,26.66790199,26.94346619,27.49144363,27.63152313,28.09733009,27.6818409,27.46948624,27.76711464,27.13330078,27.38335609,27.00431824
35.28509521,35.41667557,35.60755157,34.92715836,34.86838913,34.69239426,34.51435852,34.48279572,34.56456375,34.6451683,34.62074661,34.58855057
27.58376884,27.2155838,27.21743393,28.22038841,28.31643867,28.16062737,27.21085358,27.27248764,27.29990005,28.46874809,28.34388351,28.2444973
27.3694458,27.51705742,27.27825928,26.8872757,27.36327553,26.91067886,26.82420158,27.59299088,26.88843918,27.47630119,27.57592964,27.46715546
27.97689056,28.95679092,28.95324326,28.87519646,28.43057823,28.4671936,28.56518173,28.91689873,28.42458344,28.82356453,28.98394585,29.28841591
35.0501442,34.83939743,35.00248718,33.99243164,33.83253098,34.02217865,33.78653336,33.82050323,33.67451096,33.84744644,33.73095322,34.00579453
27.77423286,27.73000717,27.93359566,28.35758209,28.03532791,27.94676018,27.28665543,27.74310303,27.35296059,28.2314167,28.15701675,28.25484848
26.7039814,27.22047997,26.77165413,28.18919182,28.24299812,27.74477196,27.3259449,27.33977127,27.19563484,28.61645699,28.40019226,28.56909943
,,22.00195885,22.84911537,22.46376038,,22.26627922,22.85507965,22.72188187,23.06137848,22.87777519,22.76692772
28.68912506,29.02318954,28.63606071,26.5796032,26.68992424,26.48721695,26.90804672,26.82880974,27.01520729,26.30176735,26.80304337,26.88704491
25.97923851,26.38895035,26.50198555,25.88618279,25.75692177,26.14567375,26.59733009,26.30707741,26.68257713,26.2938633,26.2362442,26.31047821
30.71579361,31.27680779,31.17872429,28.74483681,28.77548981,28.29579163,25.87251091,26.78044128,26.31841469,29.15839005,28.93404579,29.32675934
24.41905403,25.06031609,25.24709892,26.51683235,26.4179287,26.17930603,25.2154541,25.6798954,25.12336731,26.64168549,26.48169899,26.47611618
25.85004997,25.57349014,25.3279686,23.9536705,23.55847549,24.63028717,24.18910789,24.14180183,24.1070137,24.09095573,23.53267097,23.70007133
,,,,23.40626335,,24.29319572,24.60223961,25.0666523,,23.83903694,
,,,23.79312706,23.63809967,23.84220505,25.20691109,25.70822525,25.51132202,,23.47926521,
,,,22.88892555,22.36324501,22.7348156,,22.50433731,,22.90835381,23.12006378,23.21753311
27.63789177,28.10339546,28.28321457,29.39929581,29.31231117,29.97158432,30.36431885,30.28989029,30.45208931,28.89700699,29.13136292,29.31244087
27.4509697,27.28550911,27.22508621,26.95903206,27.01254654,26.94313049,26.33722115,26.40278816,26.00985909,27.35203362,27.30269241,27.13124084
27.3923111,26.94357872,27.03380585,27.22075844,27.32996941,27.27630806,26.94882202,27.15083313,27.37633514,28.46606636,28.56975174,29.04056358
26.81604385,27.16834831,26.92025375,,,,,,,,,
,,,28.38759422,28.32808685,28.28290558,29.24751091,29.08047676,29.14843559,27.32885742,27.77762222,27.37964439
28.26351547,28.66871452,28.76002312,27.84858322,27.80784035,28.32345581,29.03532791,29.06912231,29.2515564,27.70549965,27.72604942,27.7325325
,,,23.83942032,,23.09915161,23.63931465,23.66448975,23.10918427,23.63644028,24.03405952,23.7165966
,,,24.92415619,24.67071533,24.50227356,24.72369576,24.47747612,24.60563278,24.80020523,24.56807709,24.4658165
,24.31610107,23.70756721,,,,23.79143906,24.11489677,,23.77243423,23.46450806,25.11016464
,,,24.11195564,,24.35743141,23.92768669,24.00804138,,24.51322174,,24.77062035
25.74000549,25.80828285,25.342453,26.03546524,26.03619957,26.42902184,26.22127342,26.493536,26.52890587,25.68330002,25.51508713,25.98019791
24.78051758,24.50397301,24.50087738,25.82347298,25.65997887,26.01522827,25.06435013,25.60382462,25.70493126,25.54557228,25.7623558,25.97186852
31.65198326,31.79548454,31.23403549,30.53575134,30.65880775,30.08410645,29.26246262,29.72908401,29.23933792,30.35699463,30.12792397,29.84617805
23.33687973,23.49240494,23.38192177,22.91874313,23.28940201,23.45022964,,,22.98090363,23.40314674,23.44050407,23.29572105
,,,,,,23.80508614,23.10272789,24.03237724,,,
32.1762886,31.90641403,31.8230114,32.19993591,32.18364334,30.13846016,30.54958725,31.14266586,30.77368355,31.72947311,31.61671066,31.37968445
26.23483849,26.49072456,26.12801743,25.55482101,25.42101479,25.3170681,25.19072723,25.06044006,25.36349297,24.9201622,25.23231506,25.26033401
,,23.34610939,,,,23.67486763,,23.65228462,23.52981377,23.50518608,23.60873795
24.17942047,24.24495888,,,,,,,,,,
23.68174553,23.92116165,23.97421265,25.10920715,25.06833458,25.46245003,24.11735535,24.88604355,24.42303658,25.37944603,24.98515701,24.98459244
27.07183647,26.89654541,26.98315811,26.75008774,27.39795113,26.33786774,26.23598862,,26.747015,27.02675438,26.87349701,26.88157082
28.75078964,28.56488991,28.65188026,28.79265594,28.80057716,28.34574699,27.86643791,28.32126427,28.0412941,28.69415092,28.77209473,28.69311905
,,,24.95965195,24.85761452,25.39031219,25.35860443,25.21678543,25.62594795,24.39001656,24.5133419,24.22883415
24.77635574,24.54126358,24.45832634,23.35769844,,,,23.01931953,,25.82519722,25.65654564,25.44786835
27.95293808,28.14705276,27.66227722,27.0980835,27.186409,26.88623047,26.71397781,27.01881981,26.62561226,28.26190376,28.2269249,28.3428669
28.37902451,28.75849915,28.1964798,26.1378212,26.25019264,25.32752228,25.0813961,25.58043671,25.22003746,27.33185005,27.17978096,27.22011185
27.83701515,27.92931175,27.7800045,27.56521797,27.55713081,27.08436012,26.75264168,27.07122231,26.7735424,27.84941864,27.68779182,27.83116722
27.80587387,26.70001793,27.94396973,25.33272171,25.58932304,25.57294083,24.80173683,24.90692329,25.16207886,24.47227859,24.73039627,24.72499657
,,,24.5400238,24.50754547,24.40969849,25.23578835,24.72821808,24.96309662,24.56906319,24.55391312,
30.37575531,31.44440842,30.98895073,30.11197472,29.71513939,29.09456444,27.91957092,28.46929169,27.46622086,30.48836136,30.58109474,30.35247612
24.99998093,26.38709259,25.87023163,,,,,,,24.60025597,24.36779785,
26.57296944,25.76364899,25.8752327,26.02464294,26.32395554,26.30478096,,25.73698997,25.71704102,26.15398598,25.99561119,
25.98964691,26.7612915,26.41391754,26.04163933,26.05608368,27.19779205,26.12155151,26.35169792,26.07865143,26.33904076,26.33224297,26.13635445
24.73608589,24.31478882,24.56993294,24.46662521,24.17188263,23.79679489,23.94637108,23.97805977,24.15884781,24.87459946,24.71098518,24.67804337
26.10846901,26.7023983,27.25781822,25.7759037,25.66476059,25.99304199,27.43793488,27.28250694,27.36210442,26.17022133,26.18019867,25.96743393
,,23.63056564,24.78291702,24.92642021,24.1735611,,23.7830677,,24.87098312,24.84723282,24.08764076
25.68123627,,26.05566978,25.92032051,25.59112167,25.5362339,23.96190453,24.16928482,,25.72312164,25.4835453,25.29393387
,,,22.9246273,,23.32141113,22.90183258,23.72837448,23.27611351,,,
24.73515701,25.65326881,25.33790207,,,,,,,,,
31.38082123,30.53083038,30.7723465,34.58542252,34.56018448,34.77524567,34.14064026,34.29918671,34.22129822,34.4224205,34.45353699,34.51993179
,,,26.39198303,26.28637314,27.02812576,27.72474861,28.09833336,28.03112602,25.09377861,25.31299019,25.35803413
28.79436111,28.30730247,28.58183098,27.7853775,27.66999817,27.80716515,26.75276947,27.41618919,26.76572418,27.83737755,27.87847519,27.9475975
,,,,,,21.5556221,22.23414993,,,,
27.57722664,27.25385666,27.51780701,28.2439518,28.2892971,27.90987778,27.49845886,27.17321777,26.76812363,28.35716248,28.21969604,27.84116173
,23.91040421,24.2666378,25.37195587,24.83195305,24.26556396,24.54397964,24.91542816,24.49826241,25.05341339,24.95029259,24.88408852
,24.74386215,24.44132805,28.78509712,28.6773777,28.83746719,29.5317421,29.32031822,29.70138931,28.22605133,28.23603439,28.37583733
23.85205269,24.81728935,24.81274414,27.67962646,27.41417503,27.49556541,28.48910904,28.40047836,28.30969048,27.87677765,27.88663673,27.79488754
23.4930172,23.61661148,22.81589317,,22.42601013,,23.24678612,22.6468029,23.09593582,,,
,,,,,,22.29994583,22.23128128,,,,
24.70988274,23.97281075,,24.83528137,24.96578407,24.91300964,24.56946945,24.04676819,24.11791039,24.69784546,24.71753693,24.39826012
28.47965813,29.28953934,29.07211685,28.53586197,29.26584244,28.46983528,27.83623314,28.41808128,28.02490616,29.73164368,29.45795059,29.17107201
25.52647591,26.60893631,26.6159668,28.74066162,28.83773804,29.02794075,30.11222458,29.84782219,30.0212841,28.10074234,28.30016327,28.19300461
24.5085144,25.79578018,25.34952164,23.76688576,,23.85528755,23.83893967,23.30799866,,25.25817871,25.22703362,25.23465538
27.47297478,27.68805885,27.80020523,27.42686462,27.39411163,27.17245483,26.34975815,27.23105049,27.09295273,27.34866142,27.41473961,27.53133202
,,,,,,,,,,23.65785408,23.42687988
23.28996468,23.12666321,23.44151688,,,,,,,,,
,,,25.06525612,,24.22626305,,24.0161438,24.43326187,24.65731049,24.40982819,24.2639904
26.01495171,25.66199112,26.41023254,27.88191986,27.95132637,27.4445858,27.14472198,27.65642357,27.34629631,28.20713425,28.03998756,28.12509346
26.32271767,26.68925858,27.0972805,28.08471489,28.27644157,28.0730114,27.3698616,27.79296494,27.34401131,28.08805656,28.24149895,28.1484108
25.59738731,25.67876816,25.86719322,,,,,,,,,
,,,22.96772003,22.74767685,23.0769043,23.62232018,24.15421867,24.30848312,22.8186264,23.23016739,23.05337906
31.44889259,31.62222099,31.77191353,31.1680603,31.09898758,30.57704735,30.44134331,30.63035965,30.47759438,31.56606293,31.28565216,31.37865257
28.18791962,28.546978,28.39733887,24.46351051,25.54633713,,25.64496231,25.86504745,25.83602905,25.53222466,25.83963776,25.50185013
,,,22.3996563,,22.48802185,,,,23.51737213,23.28404427,
25.25558662,25.45487976,25.83660698,25.44366837,26.00341797,25.20676231,27.17626572,26.23260689,27.00474548,24.45588303,25.35356522,23.43096733
29.07040405,28.86923599,28.58427048,25.86249542,25.63948059,25.97070694,25.43128777,25.53925323,25.19321251,25.74942207,25.92313576,25.46625328
,24.09748077,24.63533401,27.25961494,27.46559906,27.47938919,29.05943298,29.19295883,29.03902054,27.27097321,27.43841171,27.27559853
27.99717331,27.45998383,27.69875908,28.14472198,28.36252213,28.38504601,28.81256104,29.10412025,28.83346176,28.35409546,27.83761787,27.89810371
31.51676559,31.50436401,31.80770111,31.20780945,30.94551849,30.77124405,30.56220055,30.88721848,30.66407585,31.33537865,31.34942055,31.42477417
,,,25.95033646,25.89527321,26.05355835,26.32563591,26.62338257,26.53651428,25.38113022,25.56153679,24.85052681
25.46634674,25.43154144,25.60862541,24.82570648,25.1729126,25.17230225,25.93165779,25.47218513,25.90209961,24.49136543,24.62661552,24.31900024
,23.54921913,23.07708359,,,22.90002823,23.81548309,23.0471344,23.70482635,,,
26.09047127,26.20310593,26.07783699,24.63898277,25.33104706,,25.40402412,25.46095276,25.11795044,25.86195183,26.11376381,25.91757011
26.51269341,26.52293396,26.73853683,26.04086685,25.90345764,25.03992653,25.28876877,25.63762856,25.32020569,25.91720581,26.10373688,26.43405914
26.87443542,26.81531143,27.04082489,27.98092651,28.07214355,27.75040627,27.13613892,27.61512375,27.12927628,27.99927139,27.97235107,28.00603104
26.48643303,26.35487747,26.24323463,,23.4575119,,23.4691124,23.90692329,22.74005699,24.07618523,23.68078041,23.09363365
27.07673645,27.08476639,27.444664,29.45053673,29.61885643,29.92648697,29.59042358,29.44612503,29.5950737,28.60749054,28.61940002,28.26561928
,,22.72517395,25.42495918,25.14137268,25.04922295,26.44140625,26.3738327,26.46215439,24.96494675,25.2519455,24.74129105
27.94139671,26.96631241,26.95404816,25.43367577,25.46703148,26.05482101,24.46088982,24.67195702,24.78501511,26.13388824,26.3407383,25.98222351
24.55642891,25.38080025,26.41763878,27.78162956,28.09592247,28.33180809,29.96002769,29.8824749,29.85907936,27.67707443,27.92411041,28.2321949
,,,23.68463898,23.18239403,,23.33647156,23.10758781,23.18265152,,,
,23.57091713,23.35877228,23.95757103,23.91433334,23.49313927,,23.62321472,22.81520844,,24.14086533,24.24988556
26.47707367,26.4954586,27.32079124,24.09152031,23.29712105,,24.1913681,24.40781975,24.41493225,,23.0550518,
,,,22.96757889,23.47975922,22.64301872,23.27241516,23.28489113,23.6417408,,,23.69689178
28.53010559,28.51517868,28.48761559,28.62083244,28.73901939,28.77705956,28.02612114,28.3772049,28.14379692,28.53307915,28.46785545,28.41110611
28.26024437,28.06527519,28.23512077,27.38154221,27.40137291,27.3779068,28.78721619,28.84176064,28.8707943,27.54708862,27.81372261,27.62644958
28.11257172,28.24345398,28.60335732,27.55844498,27.61673737,28.03632545,29.63157463,29.25873947,29.52598572,27.89133835,27.72942543,27.67472076
,,23.95774841,24.29024696,24.40976334,23.08056831,26.39984322,26.76585007,26.49191666,24.70324326,24.92320442,25.57917023
,,24.42956352,,,24.29529953,26.70147324,26.54319763,27.10629463,,,
31.46016884,32.01932907,31.91890335,24.68693733,24.47753716,24.60320091,24.65670967,24.57149506,23.96110916,25.19422722,25.02221107,25.16522598
23.14772797,,23.1768055,,,,,,,,,
26.09359741,25.05986214,25.23728371,25.13088799,25.20988846,25.6365509,24.7359314,24.42265129,24.85414696,24.71670151,25.07381821,24.83185577
25.73158836,25.12526131,25.4823761,26.2450676,25.76850319,25.38784981,27.31535912,27.2824192,27.31881142,27.36994553,27.45065498,27.92133141
29.19190025,28.7330513,28.84263039,,,,,,,,,
26.7507267,26.64003181,26.46265411,,,,,,,,,
,,,,,,,23.37835503,23.38389969,,,
,,,,,,23.07044792,,22.99021339,,,
,,,,,,24.30904007,,24.3998909,,,
34.67866135,34.53014374,34.7518959,34.54771423,34.55499268,34.20113373,33.96860123,33.8588829,33.95679474,34.89333344,34.73902512,34.85906982
31.90548134,31.19483757,31.44238281,30.9362812,31.12207222,30.30617332,30.26550674,30.71996117,30.64366531,30.4991436,30.17830849,29.71071243
,24.31575584,24.30194283,25.40969849,25.67225266,25.07426834,25.09534836,25.3023262,24.68816566,25.53160095,25.69290733,25.31579018
,,,23.94395828,24.17576981,23.8633461,24.73184776,24.35977745,24.66508484,24.0456028,24.23461914,24.19962883
26.96895027,28.19380379,27.99894905,22.61990547,23.44063187,22.2948513,22.9095993,24.34495926,22.76447868,23.53005219,22.00168228,23.74324417
,,24.23958015,24.74093246,24.37848663,24.39211464,,24.00530243,,23.86504745,,
24.89564323,23.85157585,23.87633324,24.37019348,24.49917412,24.26742363,24.09627533,23.90793228,23.96410942,24.08731842,24.01086044,23.69985962
,,24.90701485,27.03936195,26.94469643,27.75748062,26.98587418,27.21113205,27.29351234,26.6857872,26.81090736,26.55372238
26.34089088,26.28873253,26.98054504,28.74509239,28.93196297,28.44205666,28.54896164,28.53408241,28.13667679,28.5913868,28.60420609,28.80217934
28.36682129,27.82941437,27.92008209,28.97803688,28.97281647,28.54874229,28.32117844,28.78581429,28.32641792,28.81503677,28.83791733,28.79445457
,27.14267731,27.29911423,,,,,,,,,
,,,,,,23.77876282,23.82483292,,,,
,,23.33265305,25.74041748,25.72936058,25.66318703,27.64684486,27.40754509,27.37997437,26.48343849,26.47399712,26.17266464
,23.76779556,24.67519188,25.03145218,24.88016891,24.85095596,26.49533653,26.93483353,26.584198,26.03934097,26.27602386,25.6280632
,,,,25.05303955,25.1314373,27.25331688,27.57873917,27.01892471,24.81797218,,25.02403069
28.55760574,28.68839264,28.85890198,28.52492142,28.24970436,28.53300476,29.63419151,29.7319355,29.9626503,28.04609108,28.2469902,28.4271431
